Gene	final_five_prime_utr	final_three_prime_utr
YDR289C	66	424
YDR290W	0	0
YDR291W	27	138
YDR292C	141	192
YDR293C	839	326
YDR294C	94	55
YDR295C	262	86
YDR296W	53	246
YDR297W	169	173
YDR298C	541	178
YDR299W	34	291
YDR300C	69	653
YDR301W	64	135
YDR302W	42	200
YDR303C	321	128
YDR304C	253	75
YDR305C	763	86
YDR306C	170	188
YDR307W	58	196
YDR308C	40	2253
YDR309C	179	365
YDR310C	276	197
YDR311W	35	103
YDR312W	57	222
YDR313C	743	184
YDR314C	142	48
YDR315C	36	189
YDR316W	36	83
YDR316W-A	420	735
YDR316W-B	406	325
YDR317W	247	125
YDR318W	62	145
YDR319C	171	862
YDR320C	385	97
YDR320C-A	27	151
YDR320W-B	227	554
YDR321W	39	253
YDR322C-A	46	339
YDR322W	25	114
YDR323C	29	146
YDR324C	319	206
YDR325W	20	68
YDR326C	239	145
YDR327W	0	0
YDR328C	66	288
YDR329C	21	105
YDR330W	77	228
YDR331W	398	137
YDR332W	24	84
YDR333C	36	238
YDR334W	189	122
YDR335W	360	111
YDR336W	71	97
YDR337W	66	228
YDR338C	250	141
YDR339C	29	491
YDR340W	0	0
YDR341C	100	166
YDR342C	483	152
YDR343C	83	151
YDR344C	0	0
YDR345C	101	147
YDR346C	226	318
YDR347W	116	123
YDR348C	242	286
YDR349C	112	153
YDR350C	41	78
YDR351W	209	150
YDR352W	193	560
YDR353W	79	275
YDR354C-A	0	0
YDR354W	125	111
YDR355C	0	0
YDR356W	20	304
YDR357C	200	105
YDR358W	51	194
YDR359C	726	126
YDR360W	0	0
YDR361C	33	361
YDR362C	109	214
YDR363W	176	937
YDR363W-A	119	408
YDR364C	31	472
YDR365C	86	112
YDR365W-A	294	735
YDR365W-B	42	321
YDR366C	0	0
YDR367W	123	195
YDR368W	138	166
YDR369C	75	113
YDR370C	64	117
YDR371C-A	283	168
YDR371W	114	100
YDR372C	297	219
YDR373W	76	130
YDR374C	0	0
YDR374W-A	26	293
YDR375C	42	60
YDR376W	92	165
YDR377W	83	726
YDR378C	451	208
YDR379C-A	248	129
YDR379W	75	89
YDR380W	105	143
YDR381C-A	195	113
YDR381W	106	347
YDR382W	84	242
YDR383C	219	74
YDR384C	507	164
YDR385W	493	190
YDR386W	20	108
YDR387C	145	182
YDR388W	50	517
YDR389W	515	309
YDR390C	28	98
YDR391C	457	80
YDR392W	135	274
YDR393W	87	188
YDR394W	315	94
YDR395W	129	97
YDR396W	39	0
YDR397C	287	180
YDR398W	113	136
YDR399W	68	240
YDR400W	62	249
YDR401W	467	181
YDR402C	0	0
YDR403W	39	114
YDR404C	737	170
YDR405W	63	763
YDR406W	118	121
YDR406W-A	994	0
YDR407C	121	72
YDR408C	291	96
YDR409W	34	261
YDR410C	69	102
YDR411C	49	112
YDR412W	66	233
YDR413C	22	0
YDR414C	486	160
YDR415C	53	344
YDR416W	85	41
YDR417C	0	0
YDR418W	934	95
YDR419W	38	386
YDR420W	765	203
YDR421W	97	125
YDR422C	109	314
YDR423C	64	92
YDR424C	93	50
YDR425W	78	100
YDR426C	0	0
YDR427W	31	133
YDR428C	32	753
YDR429C	25	212
YDR430C	69	52
YDR431W	0	0
YDR432W	21	238
YDR433W	838	695
YDR434W	187	118
YDR435C	212	139
YDR436W	131	162
YDR437W	66	1526
YDR438W	978	89
YDR439W	88	254
YDR440W	86	106
YDR441C	757	356
YDR442W	13	726
YDR443C	36	336
YDR444W	84	79
YDR445C	0	0
YDR446W	0	0
YDR447C	77	238
YDR448W	65	112
YDR449C	34	217
YDR450W	54	297
YDR451C	61	334
YDR452W	149	187
YDR453C	359	97
YDR454C	69	505
YDR455C	0	0
YDR456W	288	107
YDR457W	103	93
YDR458C	49	176
YDR459C	295	87
YDR460W	139	202
YDR461C-A	64	167
YDR461W	27	145
YDR462W	52	180
YDR463W	62	211
YDR464C-A	0	0
YDR464W	285	187
YDR465C	231	167
YDR466W	101	247
YDR467C	447	835
YDR468C	138	291
YDR469W	926	2201
YDR470C	106	192
YDR471W	73	353
YDR472W	134	242
YDR473C	67	216
YDR475C	154	126
YDR476C	1045	204
YDR477W	293	149
YDR478W	39	1283
YDR479C	235	81
YDR480W	301	160
YDR481C	87	79
YDR482C	170	170
YDR483W	182	151
YDR484W	30	128
YDR485C	73	174
YDR486C	131	257
YDR487C	1242	110
YDR488C	0	0
YDR489W	17	603
YDR490C	106	149
YDR491C	0	0
YDR492W	449	350
YDR493W	105	251
YDR494W	81	82
YDR495C	62	111
YDR496C	37	236
YDR497C	155	108
YDR498C	3114	446
YDR499W	13	97
YDR500C	20	216
YDR501W	102	188
YDR502C	47	493
YDR503C	82	211
YDR504C	1147	174
YDR505C	222	568
YDR506C	50	426
YDR507C	429	186
YDR508C	122	217
YDR509W	0	0
YDR510C-A	0	0
YDR510W	730	153
YDR511W	178	631
YDR512C	385	104
YDR513W	990	110
YDR514C	137	125
YDR515W	222	100
YDR516C	111	131
YDR517W	615	107
YDR518W	143	51
YDR519W	458	224
YDR520C	83	146
YDR521W	0	0
YDR522C	0	0
YDR523C	224	133
YDR524C	66	506
YDR524C-A	454	65
YDR524C-B	44	418
YDR524W-C	0	0
YDR525W	0	0
YDR525W-A	606	230
YDR526C	0	0
YDR527W	515	760
YDR528W	317	138
YDR529C	45	356
YDR530C	249	162
YDR531W	108	80
YDR532C	239	63
YDR533C	224	238
YDR534C	374	215
YDR535C	32	203
YDR536W	4	149
YDR537C	0	0
YDR538W	929	288
YDR539W	93	347
YDR540C	336	853
YDR541C	220	226
YDR542W	0	0
YDR543C	0	0
YDR544C	0	0
YDR545C-A	0	0
YDR545W	394	857
YEL001C	34	309
YEL002C	62	159
YEL003W	222	125
YEL004W	56	341
YEL005C	504	96
YEL006W	62	378
YEL007W	241	34
YEL008C-A	231	435
YEL008W	111	368
YEL009C	725	97
YEL009C-A	179	728
YEL010W	0	0
YEL011W	108	122
YEL012W	144	111
YEL013W	269	450
YEL014C	0	0
YEL015W	49	165
YEL016C	211	170
YEL017C-A	56	706
YEL017W	480	96
YEL018C-A	0	0
YEL018W	37	151
YEL019C	9	154
YEL020C	834	84
YEL020C-B	0	0
YEL020W-A	679	91
YEL021W	54	149
YEL022W	97	88
YEL023C	560	125
YEL024W	102	616
YEL025C	735	270
YEL026W	1037	70
YEL027W	62	382
YEL028W	1583	73
YEL029C	192	363
YEL030C-A	0	0
YEL030W	571	369
YEL031W	182	104
YEL032C-A	0	0
YEL032W	83	158
YEL033W	583	0
YEL034C-A	52	172
YEL034W	480	219
YEL035C	0	0
YEL036C	279	84
YEL037C	184	200
YEL038W	34	218
YEL039C	192	114
YEL040W	47	205
YEL041W	458	646
YEL042W	198	575
YEL043W	57	125
YEL044W	706	137
YEL045C	0	0
YEL046C	117	621
YEL047C	10	80
YEL048C	97	619
YEL049W	17	144
YEL050C	179	158
YEL050W-A	53	66
YEL051W	65	210
YEL052W	227	71
YEL053C	83	106
YEL053W-A	0	0
YEL054C	35	539
YEL055C	59	189
YEL056W	57	111
YEL057C	65	108
YEL058W	43	400
YEL059C-A	452	70
YEL059W	0	0
YEL060C	54	236
YEL061C	122	264
YEL062W	172	141
YEL063C	246	316
YEL064C	116	327
YEL065W	311	81
YEL066W	603	84
YEL067C	25	780
YEL068C	531	248
YEL069C	0	0
YEL070W	371	128
YEL071W	77	263
YEL072W	135	340
YEL073C	258	703
YEL074W	0	0
YEL075C	0	0
YEL075W-A	0	0
YEL076C	0	0
YEL076C-A	0	0
YEL077C	117	805
YEL077W-A	0	0
YER001W	665	289
YER002W	433	107
YER003C	43	293
YER004W	295	260
YER005W	48	290
YER006C-A	0	0
YER006W	38	225
YER007C-A	37	565
YER007W	40	146
YER008C	65	107
YER009W	64	260
YER010C	101	92
YER011W	53	266
YER012W	114	207
YER013W	184	101
YER014C-A	0	0
YER014W	53	129
YER015W	62	258
YER016W	51	120
YER017C	95	162
YER018C	1282	75
YER019C-A	52	1834
YER019W	45	93
YER020W	127	663
YER021W	61	131
YER022W	35	103
YER023C-A	0	0
YER023W	78	216
YER024W	185	107
YER025W	57	297
YER026C	78	227
YER027C	85	295
YER028C	67	453
YER029C	303	111
YER030W	87	199
YER031C	34	306
YER032W	99	264
YER033C	537	214
YER034W	38	340
YER035W	816	140
YER036C	36	129
YER037W	69	219
YER038C	44	801
YER038W-A	71	740
YER039C	298	95
YER039C-A	25	871
YER040W	84	262
YER041W	85	865
YER042W	838	211
YER043C	101	236
YER044C	406	130
YER044C-A	0	0
YER045C	299	123
YER046W	665	95
YER046W-A	19	0
YER047C	179	127
YER048C	88	400
YER048W-A	81	718
YER049W	98	94
YER050C	56	316
YER051W	12	221
YER052C	109	160
YER053C	383	147
YER053C-A	233	372
YER054C	562	189
YER055C	120	1158
YER056C	1229	1538
YER056C-A	571	86
YER057C	411	89
YER058W	61	147
YER059W	181	579
YER060W	304	135
YER060W-A	83	149
YER061C	84	466
YER062C	156	237
YER063W	122	224
YER064C	83	1129
YER065C	340	126
YER066C-A	0	0
YER066W	941	138
YER067C-A	0	0
YER067W	278	193
YER068C-A	0	0
YER068W	119	110
YER069W	74	160
YER070W	77	205
YER071C	159	243
YER072W	236	147
YER073W	690	703
YER074W	76	153
YER074W-A	13	396
YER075C	161	141
YER076C	467	161
YER076W-A	0	0
YER077C	177	107
YER078C	209	114
YER078W-A	1876	52
YER079C-A	0	0
YER079W	80	275
YER080W	44	101
YER081W	472	182
YER082C	197	337
YER083C	32	227
YER084W	0	143
YER084W-A	36	0
YER085C	147	143
YER086W	144	141
YER087C-A	0	0
YER087C-B	42	363
YER087W	63	168
YER088C	863	151
YER088C-A	1274	435
YER088W-B	0	0
YER089C	338	83
YER090C-A	0	0
YER090W	75	245
YER091C	213	229
YER091C-A	0	0
YER092W	28	423
YER093C	160	134
YER093C-A	22	137
YER094C	329	157
YER095W	66	422
YER096W	281	184
YER097W	0	0
YER098W	182	203
YER099C	34	892
YER100W	285	100
YER101C	89	179
YER102W	254	345
YER103W	735	129
YER104W	17	1057
YER105C	34	244
YER106W	0	0
YER107C	186	243
YER107W-A	0	0
YER109C	177	279
YER110C	140	154
YER111C	308	162
YER112W	100	114
YER113C	154	142
YER114C	318	328
YER115C	950	112
YER116C	99	448
YER117W	1057	80
YER118C	298	183
YER119C	25	160
YER119C-A	0	0
YER120W	87	234
YER121W	145	192
YER122C	80	146
YER123W	187	548
YER124C	52	523
YER125W	503	396
YER126C	101	502
YER127W	274	198
YER128W	34	608
YER129W	664	255
YER130C	95	251
YER131W	361	145
YER132C	193	141
YER133W	74	465
YER133W-A	0	0
YER134C	175	958
YER135C	0	0
YER136W	154	328
YER137C	99	166
YER137C-A	41	735
YER137W-A	0	0
YER138C	41	316
YER138W-A	286	12
YER139C	155	725
YER140W	71	392
YER141W	834	232
YER142C	347	85
YER143W	57	204
YER144C	93	123
YER145C	17	235
YER145C-A	0	0
YER146W	421	84
YER147C	42	104
YER147C-A	0	0
YER148W	190	346
YER148W-A	336	0
YER149C	92	80
YER150W	654	165
YER151C	177	82
YER152C	573	55
YER152W-A	0	0
YER153C	0	0
YER154W	708	68
YER155C	91	168
YER156C	286	107
YER157W	130	80
YER158C	203	144
YER158W-A	0	0
YER159C	182	247
YER159C-A	729	740
YER160C	297	330
YER161C	67	274
YER162C	68	126
YER163C	119	101
YER164W	419	132
YER165C-A	0	0
YER165W	141	201
YER166W	241	123
YER167W	425	161
YER168C	54	94
YER169W	289	208
YER170W	916	381
YER171W	659	128
YER172C	51	125
YER172C-A	0	0
YER173W	17	149
YER174C	904	98
YER175C	1087	287
YER175W-A	1150	760
YER176W	40	118
YER177W	411	177
YER178W	47	264
YER179W	0	0
YER180C	631	55
YER180C-A	47	671
YER181C	611	50
YER182W	177	97
YER183C	62	91
YER184C	413	585
YER185W	492	34
YER186C	176	504
YER187W	694	200
YER188C-A	931	61
YER188W	314	229
YER189W	0	0
YER190C-A	0	0
YER190C-B	0	0
YER190W	622	720
YFL001W	57	36
YFL002C	35	137
YFL002W-A	39	315
YFL002W-B	39	466
YFL003C	0	126
YFL004W	157	213
YFL005W	231	224
YFL007W	261	81
YFL008W	68	111
YFL009W	180	136
YFL010C	24	376
YFL010W-A	0	0
YFL011W	0	0
YFL012W	60	452
YFL012W-A	0	0
YFL013C	84	230
YFL013W-A	0	0
YFL014W	425	193
YFL015C	0	0
YFL015W-A	0	0
YFL016C	92	109
YFL017C	20	392
YFL017W-A	333	65
YFL018C	90	130
YFL019C	0	0
YFL020C	693	116
YFL021C-A	919	311
YFL021W	439	128
YFL022C	72	114
YFL023W	23	104
YFL024C	302	405
YFL025C	24	173
YFL026W	43	197
YFL027C	50	79
YFL028C	30	133
YFL029C	53	69
YFL030W	108	90
YFL031C-A	0	0
YFL031W	65	476
YFL032W	0	982
YFL033C	468	224
YFL034C-A	46	181
YFL034C-B	63	203
YFL034W	182	119
YFL036W	834	101
YFL037W	99	226
YFL038C	72	226
YFL039C	206	286
YFL040W	0	0
YFL041W	21	181
YFL041W-A	874	60
YFL042C	32	89
YFL044C	34	266
YFL045C	1067	159
YFL046W	199	157
YFL047W	476	99
YFL048C	41	147
YFL049W	31	154
YFL050C	711	280
YFL051C	0	0
YFL052W	9	336
YFL053W	133	172
YFL054C	51	66
YFL055W	321	412
YFL056C	997	98
YFL058W	0	0
YFL059W	74	140
YFL060C	257	54
YFL061W	0	0
YFL062W	0	0
YFL063W	0	0
YFL064C	0	0
YFL065C	0	0
YFL066C	0	0
YFL067W	0	0
YFL068W	0	0
YFR001W	121	125
YFR002W	27	114
YFR003C	62	213
YFR004W	70	98
YFR005C	46	253
YFR006W	282	90
YFR007W	74	68
YFR008W	338	348
YFR009W	75	80
YFR009W-A	1047	807
YFR010W	91	93
YFR010W-A	0	0
YFR011C	43	220
YFR012W	0	0
YFR012W-A	1259	232
YFR013W	55	145
YFR014C	127	221
YFR015C	88	176
YFR016C	93	56
YFR017C	975	119
YFR018C	59	173
YFR019W	8	71
YFR020W	971	397
YFR021W	114	197
YFR022W	267	161
YFR023W	0	0
YFR024C-A	224	230
YFR025C	39	142
YFR026C	991	245
YFR027W	71	132
YFR028C	91	75
YFR029W	99	71
YFR030W	118	66
YFR031C	0	0
YFR031C-A	348	187
YFR032C	76	101
YFR032C-A	192	95
YFR032C-B	0	0
YFR033C	755	145
YFR034C	34	839
YFR034W-A	461	327
YFR035C	0	0
YFR036W	49	138
YFR036W-A	516	0
YFR037C	32	176
YFR038W	17	91
YFR039C	142	66
YFR040W	283	101
YFR041C	106	134
YFR042W	45	324
YFR043C	93	74
YFR044C	223	71
YFR045W	25	136
YFR046C	40	259
YFR047C	34	271
YFR048W	53	74
YFR049W	172	230
YFR050C	80	165
YFR051C	38	115
YFR052C-A	885	7
YFR052W	58	247
YFR053C	110	173
YFR054C	503	287
YFR055W	540	477
YFR056C	0	0
YFR057W	0	0
YGL001C	271	127
YGL002W	110	253
YGL003C	96	188
YGL004C	30	131
YGL005C	387	222
YGL006W	411	119
YGL006W-A	0	0
YGL007C-A	921	296
YGL007W	57	649
YGL008C	238	529
YGL009C	55	197
YGL010W	106	212
YGL011C	25	288
YGL012W	36	407
YGL013C	124	49
YGL014C-A	0	0
YGL014W	420	88
YGL015C	257	246
YGL016W	154	200
YGL017W	193	153
YGL018C	51	266
YGL019W	141	115
YGL020C	330	87
YGL021W	0	109
YGL022W	72	165
YGL023C	48	129
YGL024W	0	0
YGL025C	20	86
YGL026C	33	161
YGL027C	38	96
YGL028C	406	308
YGL029W	280	180
YGL030W	90	269
YGL031C	49	243
YGL032C	220	99
YGL033W	0	0
YGL034C	0	0
YGL035C	94	124
YGL036W	46	102
YGL037C	119	142
YGL038C	111	459
YGL039W	510	102
YGL040C	124	225
YGL041C	0	0
YGL041C-B	297	143
YGL041W-A	140	211
YGL042C	0	0
YGL043W	26	447
YGL044C	227	285
YGL045W	371	226
YGL047W	86	118
YGL048C	37	216
YGL049C	334	170
YGL050W	84	267
YGL051W	0	0
YGL052W	971	145
YGL053W	719	323
YGL054C	92	332
YGL055W	330	280
YGL056C	98	100
YGL057C	106	211
YGL058W	327	395
YGL059W	140	192
YGL060W	129	274
YGL061C	73	249
YGL062W	417	59
YGL063C-A	0	0
YGL063W	245	459
YGL064C	204	76
YGL065C	55	122
YGL066W	190	276
YGL067W	82	232
YGL068W	37	269
YGL069C	0	0
YGL070C	33	389
YGL071W	451	167
YGL072C	0	388
YGL073W	328	59
YGL074C	0	0
YGL075C	194	348
YGL076C	151	133
YGL077C	166	83
YGL078C	126	193
YGL079W	36	696
YGL080W	80	277
YGL081W	177	288
YGL082W	89	194
YGL083W	72	179
YGL084C	46	224
YGL085W	61	179
YGL086W	0	66
YGL087C	38	200
YGL088W	0	0
YGL089C	0	0
YGL090W	31	679
YGL091C	83	150
YGL092W	218	58
YGL093W	46	39
YGL094C	182	150
YGL095C	77	100
YGL096W	992	223
YGL097W	75	115
YGL098W	212	966
YGL099W	63	57
YGL100W	77	115
YGL101W	45	275
YGL102C	0	0
YGL103W	2475	88
YGL104C	41	138
YGL105W	172	102
YGL106W	28	251
YGL107C	58	124
YGL108C	43	423
YGL109W	0	0
YGL110C	687	165
YGL111W	26	327
YGL112C	71	133
YGL113W	75	254
YGL114W	239	93
YGL115W	147	112
YGL116W	163	106
YGL117W	103	476
YGL118C	0	0
YGL119W	285	82
YGL120C	55	207
YGL121C	104	227
YGL122C	8	397
YGL123C-A	0	0
YGL123W	288	91
YGL124C	77	121
YGL125W	185	442
YGL126W	60	258
YGL127C	55	217
YGL128C	38	212
YGL129C	806	148
YGL130W	79	239
YGL131C	48	130
YGL132W	0	0
YGL133W	642	101
YGL134W	96	299
YGL135W	112	284
YGL136C	208	133
YGL137W	40	316
YGL138C	0	0
YGL139W	313	319
YGL140C	186	278
YGL141W	60	119
YGL142C	44	204
YGL143C	205	147
YGL144C	75	158
YGL145W	69	117
YGL146C	173	160
YGL147C	144	1865
YGL148W	139	155
YGL149W	0	0
YGL150C	165	170
YGL151W	54	93
YGL152C	0	0
YGL153W	61	84
YGL154C	479	122
YGL155W	155	413
YGL156W	220	152
YGL157W	130	93
YGL158W	387	124
YGL159W	18	375
YGL160W	123	155
YGL161C	108	154
YGL162W	707	173
YGL163C	333	138
YGL164C	64	123
YGL165C	881	127
YGL166W	39	206
YGL167C	406	201
YGL168W	987	0
YGL169W	60	222
YGL170C	0	0
YGL171W	27	298
YGL172W	43	112
YGL173C	323	107
YGL174W	15	195
YGL175C	41	239
YGL176C	881	109
YGL177W	0	0
YGL178W	677	646
YGL179C	863	54
YGL180W	562	354
YGL181W	376	112
YGL182C	0	0
YGL183C	0	0
YGL184C	110	114
YGL185C	23	381
YGL186C	53	162
YGL187C	169	302
YGL188C	667	0
YGL188C-A	457	211
YGL189C	113	68
YGL190C	544	460
YGL191W	106	273
YGL192W	45	777
YGL193C	823	46
YGL194C	65	210
YGL194C-A	283	195
YGL195W	0	121
YGL196W	408	113
YGL197W	237	625
YGL198W	21	374
YGL199C	0	0
YGL200C	76	233
YGL201C	66	200
YGL202W	124	634
YGL203C	66	401
YGL204C	114	511
YGL205W	56	197
YGL206C	109	293
YGL207W	105	142
YGL208W	49	155
YGL209W	119	284
YGL210W	491	123
YGL211W	736	709
YGL212W	33	94
YGL213C	35	259
YGL214W	0	0
YGL215W	471	581
YGL216W	259	53
YGL217C	0	0
YGL218W	0	0
YGL219C	65	89
YGL220W	611	177
YGL221C	18	252
YGL222C	55	151
YGL223C	12	142
YGL224C	881	100
YGL225W	1979	122
YGL226C-A	48	571
YGL226W	31	106
YGL227W	81	204
YGL228W	179	166
YGL229C	240	274
YGL230C	41	72
YGL231C	11	372
YGL232W	62	79
YGL233W	77	66
YGL234W	646	111
YGL235W	0	0
YGL236C	250	72
YGL237C	93	252
YGL238W	948	169
YGL239C	0	0
YGL240W	18	1153
YGL241W	20	107
YGL242C	71	205
YGL243W	23	133
YGL244W	74	101
YGL245W	31	229
YGL246C	70	147
YGL247W	81	150
YGL248W	121	390
YGL249W	177	234
YGL250W	34	301
YGL251C	183	249
YGL252C	30	222
YGL253W	465	193
YGL254W	14	744
YGL255W	315	103
YGL256W	692	192
YGL257C	163	206
YGL258W	666	273
YGL258W-A	908	686
YGL259W	0	0
YGL260W	0	0
YGL261C	0	0
YGL262W	0	0
YGL263W	11	148
YGR001C	64	82
YGR002C	9	307
YGR003W	28	244
YGR004W	73	327
YGR005C	40	176
YGR006W	34	594
YGR007W	710	145
YGR008C	171	777
YGR009C	70	138
YGR010W	127	208
YGR011W	982	117
YGR012W	63	128
YGR013W	41	279
YGR014W	727	128
YGR015C	22	227
YGR016W	326	465
YGR017W	573	119
YGR018C	61	651
YGR019W	53	272
YGR020C	69	360
YGR021W	50	92
YGR022C	0	0
YGR023W	185	270
YGR024C	31	73
YGR025W	0	986
YGR026W	139	269
YGR027C	111	187
YGR027W-A	549	735
YGR027W-B	41	325
YGR028W	187	182
YGR029W	40	232
YGR030C	324	86
YGR031C-A	0	0
YGR031W	108	562
YGR032W	232	107
YGR033C	129	309
YGR034W	357	133
YGR035C	133	186
YGR035W-A	759	1410
YGR036C	441	629
YGR037C	1063	180
YGR038C-A	102	735
YGR038C-B	41	321
YGR038W	350	167
YGR039W	132	53
YGR040W	392	610
YGR041W	730	134
YGR042W	839	88
YGR043C	29	96
YGR044C	134	264
YGR045C	261	902
YGR046W	121	344
YGR047C	28	108
YGR048W	49	163
YGR049W	143	327
YGR050C	94	189
YGR051C	0	0
YGR052W	142	176
YGR053C	124	119
YGR054W	189	201
YGR055W	129	129
YGR056W	371	102
YGR057C	78	1177
YGR058W	56	408
YGR059W	0	0
YGR060W	90	322
YGR061C	287	106
YGR062C	131	344
YGR063C	29	641
YGR064W	1586	143
YGR065C	110	141
YGR066C	76	60
YGR067C	84	118
YGR068C	72	401
YGR068W-A	0	0
YGR069W	0	0
YGR070W	23	126
YGR071C	50	193
YGR072W	51	106
YGR073C	910	86
YGR074W	50	301
YGR075C	39	488
YGR076C	88	128
YGR077C	39	71
YGR078C	31	133
YGR079W	32	96
YGR080W	41	153
YGR081C	28	367
YGR082W	196	149
YGR083C	41	124
YGR084C	213	46
YGR085C	916	86
YGR086C	317	283
YGR087C	323	110
YGR088W	1071	82
YGR089W	279	123
YGR090W	285	114
YGR091W	68	176
YGR092W	74	166
YGR093W	85	123
YGR094W	662	95
YGR095C	772	50
YGR096W	59	191
YGR097W	450	170
YGR098C	238	169
YGR099W	79	64
YGR100W	215	135
YGR101W	81	173
YGR102C	109	161
YGR103W	50	204
YGR104C	58	138
YGR105W	377	177
YGR106C	59	179
YGR107W	101	673
YGR108W	217	259
YGR109C	93	115
YGR109W-B	150	223
YGR110W	50	95
YGR111W	92	127
YGR112W	57	257
YGR113W	82	317
YGR114C	0	0
YGR115C	0	0
YGR116W	164	190
YGR117C	15	275
YGR118W	30	341
YGR119C	108	148
YGR120C	83	197
YGR121C	42	145
YGR121W-A	250	29
YGR122C-A	261	447
YGR122W	206	331
YGR123C	100	155
YGR124W	96	292
YGR125W	95	159
YGR126W	0	0
YGR127W	689	214
YGR128C	37	258
YGR129W	27	755
YGR130C	137	180
YGR131W	130	104
YGR132C	938	224
YGR133W	0	187
YGR134W	103	169
YGR135W	477	150
YGR136W	15	253
YGR137W	467	139
YGR138C	279	110
YGR139W	0	0
YGR140W	420	82
YGR141W	30	426
YGR142W	453	98
YGR143W	441	392
YGR144W	57	62
YGR145W	62	100
YGR146C	355	222
YGR146C-A	501	936
YGR147C	62	341
YGR148C	254	155
YGR149W	570	834
YGR150C	41	107
YGR151C	654	77
YGR152C	152	92
YGR153W	142	96
YGR154C	478	242
YGR155W	76	144
YGR156W	154	162
YGR157W	247	187
YGR158C	78	251
YGR159C	145	151
YGR160W	0	0
YGR161C	97	210
YGR161C-C	41	735
YGR161C-D	41	319
YGR161W-B	557	319
YGR161W-C	236	283
YGR162W	23	440
YGR163W	150	71
YGR164W	975	0
YGR165W	126	143
YGR166W	106	82
YGR167W	68	545
YGR168C	119	95
YGR169C	66	119
YGR169C-A	120	397
YGR170W	45	276
YGR171C	36	117
YGR172C	36	240
YGR173W	50	289
YGR174C	309	129
YGR174W-A	819	95
YGR175C	97	209
YGR176W	0	0
YGR177C	396	214
YGR178C	232	135
YGR179C	58	151
YGR180C	209	134
YGR181W	90	222
YGR182C	357	102
YGR183C	76	456
YGR184C	406	96
YGR185C	41	135
YGR186W	17	214
YGR187C	84	206
YGR188C	55	186
YGR189C	131	122
YGR190C	2043	2047
YGR191W	212	559
YGR192C	1233	109
YGR193C	95	1244
YGR194C	135	115
YGR195W	120	410
YGR196C	73	117
YGR197C	205	90
YGR198W	99	137
YGR199W	201	327
YGR200C	47	376
YGR201C	21	70
YGR202C	104	131
YGR203W	489	191
YGR204C-A	1062	31
YGR204W	76	107
YGR205W	129	234
YGR206W	184	88
YGR207C	45	598
YGR208W	49	247
YGR209C	90	1180
YGR210C	124	208
YGR211W	123	200
YGR212W	47	52
YGR213C	3	142
YGR214W	109	169
YGR215W	64	211
YGR216C	52	253
YGR217W	27	64
YGR218W	298	211
YGR219W	0	0
YGR220C	16	383
YGR221C	292	75
YGR222W	454	85
YGR223C	644	81
YGR224W	0	0
YGR225W	96	116
YGR226C	0	0
YGR227C-A	43	0
YGR227W	75	218
YGR228W	0	0
YGR229C	343	201
YGR230W	154	176
YGR231C	95	236
YGR232W	107	89
YGR233C	212	68
YGR234W	107	278
YGR235C	270	110
YGR236C	471	192
YGR237C	63	169
YGR238C	351	123
YGR239C	103	451
YGR240C	233	256
YGR240C-A	23	0
YGR241C	166	167
YGR242W	0	0
YGR243W	118	131
YGR244C	137	121
YGR245C	93	432
YGR246C	169	167
YGR247W	154	221
YGR248W	26	207
YGR249W	278	497
YGR250C	250	114
YGR251W	47	541
YGR252W	60	209
YGR253C	63	834
YGR254W	52	274
YGR255C	92	239
YGR256W	38	111
YGR257C	117	100
YGR258C	33	64
YGR259C	344	274
YGR260W	235	124
YGR261C	62	120
YGR262C	44	186
YGR263C	71	77
YGR264C	519	204
YGR265W	0	0
YGR266W	55	239
YGR267C	949	238
YGR268C	369	283
YGR269W	0	0
YGR270C-A	0	0
YGR270W	268	106
YGR271C-A	137	123
YGR271W	27	144
YGR273C	0	0
YGR274C	637	89
YGR275W	31	92
YGR276C	36	77
YGR277C	26	166
YGR278W	10	160
YGR279C	107	461
YGR280C	38	300
YGR281W	837	188
YGR282C	58	540
YGR283C	48	141
YGR284C	50	233
YGR285C	31	173
YGR286C	273	159
YGR287C	173	181
YGR288W	87	589
YGR289C	313	165
YGR290W	0	0
YGR291C	0	0
YGR292W	17	121
YGR293C	0	0
YGR294W	0	0
YGR295C	5	71
YGR296C-A	0	0
YGR296C-B	0	0
YGR296W	413	730
YHL001W	54	286
YHL002C-A	15	242
YHL002W	46	93
YHL003C	177	256
YHL004W	79	178
YHL005C	0	780
YHL006C	66	399
YHL006W-A	495	43
YHL007C	455	144
YHL008C	346	176
YHL009C	123	352
YHL009W-B	384	438
YHL010C	100	82
YHL011C	124	273
YHL012W	0	0
YHL013C	39	130
YHL014C	30	62
YHL015W	43	299
YHL015W-A	0	0
YHL016C	304	120
YHL017W	572	107
YHL018W	30	116
YHL019C	35	92
YHL019W-A	0	0
YHL020C	88	125
YHL021C	77	130
YHL022C	0	0
YHL023C	31	108
YHL024W	161	85
YHL025W	201	104
YHL026C	516	121
YHL027W	141	212
YHL028W	85	79
YHL029C	19	104
YHL030W	34	139
YHL030W-A	0	0
YHL031C	299	61
YHL032C	111	61
YHL033C	38	747
YHL034C	193	155
YHL034W-A	0	0
YHL035C	0	0
YHL036W	90	68
YHL037C	326	10
YHL038C	34	145
YHL039W	66	70
YHL040C	213	252
