Gene	final_five_prime_utr	final_three_prime_utr
YDR290W	0	0
YDR291W	27	138
YDR292C	141	192
YDR293C	351	326
YDR294C	94	55
YDR295C	262	86
YDR296W	55	246
YDR297W	169	165
YDR298C	541	175
YDR299W	43	291
YDR300C	69	653
YDR301W	61	135
YDR302W	42	200
YDR303C	321	124
YDR304C	253	73
YDR305C	621	86
YDR306C	170	188
YDR307W	58	196
YDR308C	45	2253
YDR309C	179	365
YDR310C	278	197
YDR311W	35	103
YDR312W	57	222
YDR313C	763	177
YDR314C	53	1
YDR315C	36	189
YDR316W	36	83
YDR316W-A	177	735
YDR316W-B	41	325
YDR317W	133	125
YDR318W	60	140
YDR319C	256	862
YDR320C	35	96
YDR320C-A	9	151
YDR320W-B	227	554
YDR321W	33	253
YDR322C-A	46	339
YDR322W	25	110
YDR323C	438	146
YDR324C	319	183
YDR325W	279	67
YDR326C	201	145
YDR327W	87	445
YDR328C	66	288
YDR329C	21	105
YDR330W	77	228
YDR331W	44	137
YDR332W	24	84
YDR333C	36	238
YDR334W	153	112
YDR335W	360	111
YDR336W	71	97
YDR337W	66	228
YDR338C	271	125
YDR339C	32	491
YDR340W	0	0
YDR341C	100	149
YDR342C	483	150
YDR343C	82	153
YDR344C	0	0
YDR345C	101	147
YDR346C	226	318
YDR347W	116	123
YDR348C	242	286
YDR349C	112	153
YDR350C	39	78
YDR351W	210	150
YDR352W	489	560
YDR353W	79	275
YDR354C-A	0	0
YDR354W	125	111
YDR355C	0	0
YDR356W	15	274
YDR357C	200	105
YDR358W	51	194
YDR359C	41	126
YDR360W	0	0
YDR361C	33	361
YDR362C	109	214
YDR363W	176	937
YDR363W-A	119	408
YDR364C	31	472
YDR365C	86	112
YDR365W-A	184	787
YDR365W-B	41	321
YDR366C	0	433
YDR367W	123	195
YDR368W	232	166
YDR369C	12	107
YDR370C	64	117
YDR371C-A	283	168
YDR371W	114	100
YDR372C	297	219
YDR373W	88	130
YDR374C	0	0
YDR374W-A	26	293
YDR375C	42	60
YDR376W	244	165
YDR377W	83	726
YDR378C	451	208
YDR379C-A	248	129
YDR379W	111	85
YDR380W	200	143
YDR381C-A	184	113
YDR381W	96	347
YDR382W	84	242
YDR383C	295	74
YDR384C	507	164
YDR385W	87	190
YDR386W	20	108
YDR387C	145	182
YDR388W	50	517
YDR389W	515	309
YDR390C	28	98
YDR391C	457	80
YDR392W	59	274
YDR393W	140	188
YDR394W	315	94
YDR395W	129	97
YDR396W	116	59
YDR397C	287	180
YDR398W	113	136
YDR399W	68	240
YDR400W	63	249
YDR401W	0	0
YDR402C	0	0
YDR403W	3	62
YDR404C	737	157
YDR405W	62	763
YDR406W	99	121
YDR406W-A	770	918
YDR407C	121	72
YDR408C	291	93
YDR409W	32	245
YDR410C	69	102
YDR411C	49	112
YDR412W	66	233
YDR413C	167	167
YDR414C	196	160
YDR415C	53	344
YDR416W	85	35
YDR417C	297	8
YDR418W	934	95
YDR419W	151	386
YDR420W	0	184
YDR421W	68	32
YDR422C	109	289
YDR423C	48	92
YDR424C	93	46
YDR425W	78	41
YDR426C	48	916
YDR427W	31	133
YDR428C	201	753
YDR429C	25	212
YDR430C	163	40
YDR431W	0	0
YDR432W	16	238
YDR433W	840	695
YDR434W	187	118
YDR435C	212	133
YDR436W	248	162
YDR437W	66	1526
YDR438W	634	85
YDR439W	111	254
YDR440W	86	106
YDR441C	197	356
YDR442W	537	958
YDR443C	97	336
YDR444W	84	79
YDR445C	0	157
YDR446W	0	0
YDR447C	77	238
YDR448W	95	105
YDR449C	38	217
YDR450W	26	297
YDR451C	173	334
YDR452W	621	187
YDR453C	359	97
YDR454C	69	505
YDR455C	0	0
YDR456W	288	105
YDR457W	105	93
YDR458C	49	173
YDR459C	295	71
YDR460W	139	202
YDR461C-A	64	167
YDR461W	27	145
YDR462W	51	180
YDR463W	62	209
YDR464C-A	686	813
YDR464W	119	160
YDR465C	231	162
YDR466W	97	247
YDR467C	344	835
YDR468C	134	291
YDR469W	926	2201
YDR470C	106	192
YDR471W	24	353
YDR472W	134	242
YDR473C	67	216
YDR475C	97	126
YDR476C	1045	204
YDR477W	293	147
YDR478W	39	1283
YDR479C	215	81
YDR480W	221	99
YDR481C	54	79
YDR482C	170	170
YDR483W	182	151
YDR484W	30	128
YDR485C	68	171
YDR486C	57	257
YDR487C	1242	110
YDR488C	91	930
YDR489W	17	603
YDR490C	106	149
YDR491C	974	267
YDR492W	219	350
YDR493W	100	251
YDR494W	81	74
YDR495C	234	111
YDR496C	37	236
YDR497C	155	108
YDR498C	3114	446
YDR499W	7	97
YDR500C	20	216
YDR501W	89	188
YDR502C	47	493
YDR503C	82	211
YDR504C	1147	184
YDR505C	159	558
YDR506C	52	426
YDR507C	37	183
YDR508C	122	193
YDR509W	0	0
YDR510C-A	0	0
YDR510W	730	153
YDR511W	178	631
YDR512C	487	10
YDR513W	990	110
YDR514C	74	125
YDR515W	216	100
YDR516C	111	131
YDR517W	615	107
YDR518W	573	51
YDR519W	458	224
YDR520C	83	146
YDR521W	0	0
YDR522C	109	60
YDR523C	354	133
YDR524C	68	506
YDR524C-A	454	65
YDR524C-B	44	418
YDR524W-C	0	0
YDR525W	0	0
YDR525W-A	606	222
YDR526C	990	67
YDR527W	71	760
YDR528W	317	138
YDR529C	31	356
YDR530C	249	162
YDR531W	108	80
YDR532C	239	63
YDR533C	224	238
YDR534C	357	215
YDR535C	0	0
YDR536W	105	83
YDR537C	461	866
YDR538W	929	288
YDR539W	610	347
YDR540C	82	853
YDR541C	226	226
YDR542W	0	0
YDR543C	0	0
YDR544C	0	0
YDR545C-A	47	623
YDR545W	534	847
YEL001C	35	309
YEL002C	62	159
YEL003W	222	125
YEL004W	56	341
YEL005C	423	96
YEL006W	62	367
YEL007W	239	33
YEL008C-A	231	415
YEL008W	111	368
YEL009C	725	94
YEL009C-A	0	0
YEL010W	0	0
YEL011W	514	115
YEL012W	144	108
YEL013W	269	448
YEL014C	145	378
YEL015W	50	165
YEL016C	265	170
YEL017C-A	59	706
YEL017W	480	96
YEL018C-A	479	7
YEL018W	33	151
YEL019C	9	154
YEL020C	826	12
YEL020C-B	211	22
YEL020W-A	679	91
YEL021W	54	149
YEL022W	103	77
YEL023C	559	125
YEL024W	102	616
YEL025C	125	270
YEL026W	1037	70
YEL027W	79	382
YEL028W	1583	73
YEL029C	194	363
YEL030C-A	0	0
YEL030W	452	369
YEL031W	70	104
YEL032C-A	0	0
YEL032W	83	152
YEL033W	578	0
YEL034C-A	166	172
YEL034W	480	219
YEL035C	0	0
YEL036C	279	84
YEL037C	184	191
YEL038W	34	218
YEL039C	192	114
YEL040W	47	205
YEL041W	252	404
YEL042W	199	575
YEL043W	44	90
YEL044W	706	137
YEL045C	0	0
YEL046C	117	621
YEL047C	10	78
YEL048C	97	619
YEL049W	17	144
YEL050C	179	145
YEL050W-A	57	263
YEL051W	65	210
YEL052W	227	71
YEL053C	86	106
YEL053W-A	448	21
YEL054C	35	539
YEL055C	65	189
YEL056W	324	111
YEL057C	82	174
YEL058W	43	400
YEL059C-A	452	70
YEL059W	0	0
YEL060C	54	234
YEL061C	132	255
YEL062W	164	138
YEL063C	246	316
YEL064C	59	327
YEL065W	311	79
YEL066W	603	84
YEL067C	542	789
YEL068C	531	248
YEL069C	0	0
YEL070W	14	124
YEL071W	56	263
YEL072W	135	340
YEL073C	265	703
YEL074W	0	0
YEL075C	0	0
YEL075W-A	0	0
YEL076C	0	0
YEL076C-A	0	0
YEL077C	956	805
YEL077W-A	90	637
YER001W	48	289
YER002W	433	107
YER003C	43	293
YER004W	295	260
YER005W	62	290
YER006C-A	6	372
YER006W	38	225
YER007C-A	24	565
YER007W	40	146
YER008C	65	90
YER009W	64	260
YER010C	101	92
YER011W	53	266
YER012W	114	207
YER013W	0	83
YER014C-A	326	808
YER014W	53	129
YER015W	70	236
YER016W	51	120
YER017C	95	162
YER018C	1282	75
YER019C-A	65	1834
YER019W	370	93
YER020W	127	663
YER021W	61	130
YER022W	35	103
YER023C-A	417	311
YER023W	78	216
YER024W	20	107
YER025W	57	297
YER026C	64	227
YER027C	75	295
YER028C	84	453
YER029C	303	111
YER030W	87	199
YER031C	34	306
YER032W	99	264
YER033C	5	178
YER034W	38	340
YER035W	801	140
YER036C	36	129
YER037W	88	221
YER038C	104	801
YER038W-A	71	740
YER039C	244	95
YER039C-A	25	463
YER040W	84	262
YER041W	85	164
YER042W	95	211
YER043C	101	234
YER044C	406	130
YER044C-A	0	0
YER045C	312	123
YER046W	678	95
YER046W-A	136	443
YER047C	179	62
YER048C	89	400
YER048W-A	80	718
YER049W	98	91
YER050C	56	316
YER051W	14	169
YER052C	109	160
YER053C	383	145
YER053C-A	233	372
YER054C	417	189
YER055C	357	1158
YER056C	1229	1538
YER056C-A	571	86
YER057C	411	89
YER058W	61	147
YER059W	181	579
YER060W	781	100
YER060W-A	83	146
YER061C	84	466
YER062C	156	237
YER063W	129	224
YER064C	83	1129
YER065C	532	126
YER066C-A	455	36
YER066W	941	138
YER067C-A	95	239
YER067W	278	193
YER068C-A	0	0
YER068W	119	110
YER069W	74	160
YER070W	77	205
YER071C	159	243
YER072W	236	145
YER073W	690	703
YER074W	76	153
YER074W-A	57	396
YER075C	328	141
YER076C	419	153
YER076W-A	0	0
YER077C	316	107
YER078C	209	114
YER078W-A	1876	52
YER079C-A	0	0
YER079W	80	275
YER080W	44	93
YER081W	472	182
YER082C	58	337
YER083C	32	227
YER084W	0	96
YER084W-A	0	0
YER085C	147	143
YER086W	144	141
YER087C-A	267	370
YER087C-B	42	363
YER087W	64	163
YER088C	269	151
YER088C-A	1274	433
YER088W-B	0	0
YER089C	338	83
YER090C-A	525	234
YER090W	66	245
YER091C	213	229
YER091C-A	0	0
YER092W	28	423
YER093C	86	62
YER093C-A	32	137
YER094C	329	156
YER095W	66	422
YER096W	163	184
YER097W	0	0
YER098W	182	203
YER099C	33	892
YER100W	285	100
YER101C	104	179
YER102W	254	345
YER103W	735	119
YER104W	248	1057
YER105C	34	244
YER106W	0	0
YER107C	186	243
YER107W-A	700	4
YER109C	160	279
YER110C	140	154
YER111C	272	53
YER112W	100	114
YER113C	154	142
YER114C	309	230
YER115C	950	112
YER116C	103	448
YER117W	1057	65
YER118C	298	178
YER119C	109	160
YER119C-A	868	0
YER120W	87	234
YER121W	145	192
YER122C	80	146
YER123W	187	548
YER124C	54	523
YER125W	503	396
YER126C	101	502
YER127W	98	198
YER128W	32	608
YER129W	486	263
YER130C	95	251
YER131W	145	142
YER132C	452	141
YER133W	68	465
YER133W-A	879	290
YER134C	464	958
YER135C	0	0
YER136W	154	328
YER137C	99	166
YER137C-A	361	735
YER137W-A	0	0
YER138C	41	316
YER138W-A	0	0
YER139C	155	725
YER140W	71	392
YER141W	106	232
YER142C	347	85
YER143W	57	204
YER144C	93	124
YER145C	20	235
YER145C-A	135	40
YER146W	421	85
YER147C	204	104
YER147C-A	604	81
YER148W	188	346
YER148W-A	57	19
YER149C	92	80
YER150W	654	165
YER151C	123	74
YER152C	618	55
YER152W-A	883	464
YER153C	0	0
YER154W	708	68
YER155C	109	154
YER156C	286	105
YER157W	15	80
YER158C	203	135
YER158W-A	0	0
YER159C	191	247
YER159C-A	301	735
YER160C	121	255
YER161C	67	268
YER162C	31	113
YER163C	157	101
YER164W	0	132
YER165C-A	0	0
YER165W	141	201
YER166W	289	120
YER167W	425	158
YER168C	54	94
YER169W	289	207
YER170W	47	381
YER171W	122	128
YER172C	180	126
YER172C-A	0	0
YER173W	19	148
YER174C	878	98
YER175C	1087	287
YER175W-A	1150	760
YER176W	156	118
YER177W	411	177
YER178W	33	264
YER179W	28	46
YER180C	567	55
YER180C-A	47	671
YER181C	611	50
YER182W	177	97
YER183C	62	91
YER184C	420	346
YER185W	492	34
YER186C	179	504
YER187W	728	200
YER188C-A	859	214
YER188W	314	229
YER189W	0	0
YER190C-A	0	0
YER190C-B	143	846
YER190W	282	721
YFL001W	57	36
YFL002C	35	137
YFL002W-A	40	315
YFL003C	0	126
YFL004W	157	213
YFL005W	231	220
YFL007W	119	81
YFL008W	39	99
YFL009W	180	136
YFL010C	17	376
YFL010W-A	50	91
YFL011W	0	0
YFL012W	60	452
YFL012W-A	0	0
YFL013C	84	230
YFL013W-A	111	783
YFL014W	425	193
YFL015C	0	0
YFL015W-A	0	0
YFL016C	92	104
YFL017C	36	392
YFL017W-A	333	65
YFL018C	90	130
YFL019C	0	0
YFL020C	693	114
YFL021C-A	998	311
YFL021W	380	129
YFL022C	72	114
YFL023W	23	99
YFL024C	302	405
YFL025C	35	173
YFL026W	43	173
YFL027C	50	70
YFL028C	30	133
YFL029C	53	63
YFL030W	380	9
YFL031C-A	448	7
YFL031W	65	476
YFL032W	0	707
YFL033C	251	224
YFL034C-A	44	181
YFL034C-B	63	203
YFL034W	182	119
YFL036W	190	101
YFL037W	99	226
YFL038C	72	226
YFL039C	206	286
YFL040W	44	17
YFL041W	21	181
YFL041W-A	874	60
YFL042C	32	89
YFL044C	34	266
YFL045C	1067	159
YFL046W	199	157
YFL047W	476	99
YFL048C	41	147
YFL049W	30	148
YFL050C	447	271
YFL051C	468	201
YFL052W	9	209
YFL053W	412	172
YFL054C	48	66
YFL055W	321	404
YFL056C	7	5
YFL058W	0	0
YFL059W	50	140
YFL060C	0	0
YFL061W	850	642
YFL062W	0	0
YFL063W	0	0
YFL064C	0	0
YFL065C	0	0
YFL066C	0	0
YFL067W	0	0
YFL068W	0	0
YFR001W	121	125
YFR002W	27	114
YFR003C	62	213
YFR004W	70	98
YFR005C	46	253
YFR006W	282	90
YFR007W	774	68
YFR008W	338	348
YFR009W	75	67
YFR009W-A	1047	807
YFR010W	91	93
YFR010W-A	0	0
YFR011C	43	220
YFR012W	0	0
YFR012W-A	1259	232
YFR013W	55	141
YFR014C	127	221
YFR015C	112	176
YFR016C	93	57
YFR017C	975	119
YFR018C	59	173
YFR019W	8	92
YFR020W	974	397
YFR021W	114	197
YFR022W	267	161
YFR023W	0	0
YFR024C-A	224	230
YFR025C	39	142
YFR026C	990	245
YFR027W	71	132
YFR028C	91	75
YFR029W	99	71
YFR030W	118	65
YFR031C	30	57
YFR031C-A	348	187
YFR032C	76	101
YFR032C-A	192	95
YFR032C-B	0	0
YFR033C	755	145
YFR034C	34	839
YFR034W-A	461	327
YFR035C	197	298
YFR036W	49	138
YFR036W-A	116	883
YFR037C	32	176
YFR038W	17	91
YFR039C	142	66
YFR040W	271	101
YFR041C	44	134
YFR042W	44	324
YFR043C	179	74
YFR044C	223	59
YFR045W	22	136
YFR046C	93	259
YFR047C	34	271
YFR048W	48	74
YFR049W	172	230
YFR050C	80	165
YFR051C	38	115
YFR052C-A	967	10
YFR052W	58	247
YFR053C	110	76
YFR054C	503	287
YFR055W	540	477
YFR056C	0	0
YFR057W	0	0
YGL001C	271	127
YGL002W	110	253
YGL003C	96	188
YGL004C	14	131
YGL005C	387	214
YGL006W	410	119
YGL006W-A	0	0
YGL007C-A	921	296
YGL007W	57	649
YGL008C	238	529
YGL009C	64	197
YGL010W	106	212
YGL011C	25	288
YGL012W	36	407
YGL013C	124	44
YGL014C-A	0	0
YGL014W	420	88
YGL015C	382	358
YGL016W	55	191
YGL017W	193	153
YGL018C	51	266
YGL019W	141	115
YGL020C	329	87
YGL021W	0	25
YGL022W	72	165
YGL023C	48	127
YGL024W	957	433
YGL025C	21	79
YGL026C	27	161
YGL027C	38	91
YGL028C	406	308
YGL029W	280	180
YGL030W	49	269
YGL031C	49	243
YGL032C	220	108
YGL033W	0	0
YGL034C	287	0
YGL035C	94	125
YGL036W	46	99
YGL037C	119	138
YGL038C	111	459
YGL039W	548	102
YGL040C	124	225
YGL041C	233	97
YGL041C-B	584	598
YGL041W-A	49	211
YGL042C	0	0
YGL043W	24	447
YGL044C	227	285
YGL045W	371	226
YGL047W	86	118
YGL048C	27	216
YGL049C	160	170
YGL050W	139	267
YGL051W	725	183
YGL052W	994	474
YGL053W	736	323
YGL054C	92	332
YGL055W	148	280
YGL056C	112	101
YGL057C	36	211
YGL058W	327	395
YGL059W	52	192
YGL060W	129	274
YGL061C	73	249
YGL062W	55	61
YGL063C-A	525	444
YGL063W	246	459
YGL064C	312	71
YGL065C	55	122
YGL066W	190	265
YGL067W	76	232
YGL068W	37	269
YGL069C	343	19
YGL070C	33	389
YGL071W	224	167
YGL072C	8	284
YGL073W	328	59
YGL074C	0	0
YGL075C	194	308
YGL076C	151	115
YGL077C	175	83
YGL078C	126	191
YGL079W	271	696
YGL080W	82	277
YGL081W	177	294
YGL082W	89	194
YGL083W	66	179
YGL084C	46	224
YGL085W	85	179
YGL086W	0	66
YGL087C	38	200
YGL088W	0	0
YGL089C	222	171
YGL090W	31	676
YGL091C	83	150
YGL092W	339	55
YGL093W	43	39
YGL094C	182	150
YGL095C	77	91
YGL096W	923	108
YGL097W	75	115
YGL098W	527	966
YGL099W	63	57
YGL100W	77	115
YGL101W	58	275
YGL102C	102	314
YGL103W	2475	84
YGL104C	52	136
YGL105W	172	102
YGL106W	28	170
YGL107C	58	121
YGL108C	78	423
YGL109W	0	0
YGL110C	9	165
YGL111W	26	327
YGL112C	71	133
YGL113W	75	245
YGL114W	239	93
YGL115W	147	112
YGL116W	163	106
YGL117W	110	476
YGL118C	0	0
YGL119W	285	82
YGL120C	62	207
YGL121C	115	227
YGL122C	8	397
YGL123C-A	611	26
YGL123W	288	91
YGL124C	77	61
YGL125W	193	440
YGL126W	60	152
YGL127C	350	217
YGL128C	40	212
YGL129C	88	148
YGL130W	79	239
YGL131C	48	131
YGL132W	0	132
YGL133W	187	98
YGL134W	112	299
YGL135W	111	284
YGL136C	359	133
YGL137W	23	316
YGL138C	0	0
YGL139W	313	319
YGL140C	186	278
YGL141W	60	119
YGL142C	57	204
YGL143C	205	147
YGL144C	37	158
YGL145W	69	117
YGL146C	173	160
YGL147C	33	1865
YGL148W	139	155
YGL149W	0	0
YGL150C	218	170
YGL151W	54	93
YGL152C	15	281
YGL153W	61	84
YGL154C	673	122
YGL155W	155	413
YGL156W	79	152
YGL157W	130	91
YGL158W	436	124
YGL159W	27	375
YGL160W	123	155
YGL161C	108	154
YGL162W	707	173
YGL163C	292	134
YGL164C	64	123
YGL165C	795	276
YGL166W	39	206
YGL167C	406	201
YGL168W	874	861
YGL169W	83	222
YGL170C	0	173
YGL171W	16	298
YGL172W	43	112
YGL173C	323	107
YGL174W	23	195
YGL175C	41	239
YGL176C	881	109
YGL177W	0	0
YGL178W	430	646
YGL179C	87	53
YGL180W	562	349
YGL181W	376	112
YGL182C	0	0
YGL183C	0	0
YGL184C	183	110
YGL185C	23	381
YGL186C	56	162
YGL187C	169	302
YGL188C	126	0
YGL188C-A	457	211
YGL189C	113	68
YGL190C	544	460
YGL191W	106	273
YGL192W	389	777
YGL193C	375	54
YGL194C	65	210
YGL194C-A	283	195
YGL195W	0	118
YGL196W	408	113
YGL197W	196	315
YGL198W	21	374
YGL199C	307	341
YGL200C	76	233
YGL201C	66	200
YGL202W	124	634
YGL203C	66	401
YGL204C	114	511
YGL205W	124	191
YGL206C	109	293
YGL207W	105	137
YGL208W	49	155
YGL209W	348	284
YGL210W	491	123
YGL211W	736	709
YGL212W	33	94
YGL213C	84	259
YGL214W	106	777
YGL215W	471	581
YGL216W	116	53
YGL217C	0	0
YGL218W	861	0
YGL219C	65	89
YGL220W	611	187
YGL221C	18	252
YGL222C	75	25
YGL223C	20	74
YGL224C	168	100
YGL225W	1979	122
YGL226C-A	48	571
YGL226W	12	106
YGL227W	41	204
YGL228W	179	166
YGL229C	240	274
YGL230C	41	72
YGL231C	11	372
YGL232W	62	73
YGL233W	77	66
YGL234W	646	101
YGL235W	0	0
YGL236C	250	69
YGL237C	93	252
YGL238W	335	169
YGL239C	0	0
YGL240W	18	1153
YGL241W	16	107
YGL242C	71	205
YGL243W	23	133
YGL244W	74	99
YGL245W	27	229
YGL246C	70	147
YGL247W	527	150
YGL248W	138	390
YGL249W	60	46
YGL250W	112	301
YGL251C	249	120
YGL252C	30	222
YGL253W	121	193
YGL254W	14	744
YGL255W	957	103
YGL256W	692	192
YGL257C	163	206
YGL258W	666	273
YGL258W-A	920	435
YGL259W	0	0
YGL260W	0	0
YGL261C	0	0
YGL262W	0	0
YGL263W	11	148
YGR001C	64	74
YGR002C	8	307
YGR003W	50	244
YGR004W	73	327
YGR005C	40	176
YGR006W	34	592
YGR007W	514	145
YGR008C	181	777
YGR009C	70	138
YGR010W	143	208
YGR011W	724	100
YGR012W	17	128
YGR013W	42	279
YGR014W	274	128
YGR015C	22	227
YGR016W	326	465
YGR017W	573	119
YGR018C	61	651
YGR019W	53	272
YGR020C	70	360
YGR021W	50	92
YGR022C	0	0
YGR023W	185	270
YGR024C	32	2
YGR025W	0	21
YGR026W	139	269
YGR027C	111	187
YGR027W-A	297	766
YGR027W-B	41	325
YGR028W	154	182
YGR029W	40	232
YGR030C	324	102
YGR031C-A	747	409
YGR031W	108	562
YGR032W	248	90
YGR033C	129	309
YGR034W	357	131
YGR035C	95	186
YGR035W-A	759	1410
YGR036C	441	629
YGR037C	1063	180
YGR038C-A	425	784
YGR038C-B	156	321
YGR038W	350	167
YGR039W	132	53
YGR040W	392	610
YGR041W	503	134
YGR042W	740	88
YGR043C	18	55
YGR044C	116	264
YGR045C	261	158
YGR046W	121	352
YGR047C	30	108
YGR048W	49	163
YGR049W	143	327
YGR050C	922	443
YGR051C	0	0
YGR052W	124	172
YGR053C	124	119
YGR054W	189	213
YGR055W	129	126
YGR056W	393	94
YGR057C	83	1177
YGR058W	46	408
YGR059W	0	0
YGR060W	90	322
YGR061C	118	75
YGR062C	182	344
YGR063C	16	641
YGR064W	1586	143
YGR065C	110	141
YGR066C	435	64
YGR067C	83	118
YGR068C	90	397
YGR068W-A	0	0
YGR069W	0	0
YGR070W	27	126
YGR071C	46	193
YGR072W	51	106
YGR073C	639	50
YGR074W	126	301
YGR075C	39	488
YGR076C	71	128
YGR077C	39	71
YGR078C	46	133
YGR079W	32	96
YGR080W	41	153
YGR081C	48	367
YGR082W	196	149
YGR083C	28	46
YGR084C	213	77
YGR085C	916	86
YGR086C	317	283
YGR087C	19	110
YGR088W	1071	79
YGR089W	279	71
YGR090W	285	114
YGR091W	68	176
YGR092W	74	161
YGR093W	85	123
YGR094W	23	92
YGR095C	772	50
YGR096W	113	191
YGR097W	269	164
YGR098C	178	169
YGR099W	79	64
YGR100W	139	106
YGR101W	81	173
YGR102C	109	161
YGR103W	50	204
YGR104C	63	138
YGR105W	377	177
YGR106C	59	179
YGR107W	98	673
YGR108W	217	259
YGR109C	93	115
YGR109W-A	321	785
YGR109W-B	244	223
YGR110W	367	95
YGR111W	92	127
YGR112W	66	257
YGR113W	82	317
YGR114C	0	0
YGR115C	0	0
YGR116W	122	190
YGR117C	15	275
YGR118W	22	341
YGR119C	108	148
YGR120C	83	175
YGR121C	195	139
YGR121W-A	195	29
YGR122C-A	261	447
YGR122W	206	331
YGR123C	100	147
YGR124W	96	292
YGR125W	95	159
YGR126W	0	0
YGR127W	657	218
YGR128C	37	258
YGR129W	27	755
YGR130C	901	184
YGR131W	130	99
YGR132C	938	224
YGR133W	171	202
YGR134W	146	146
YGR135W	91	150
YGR136W	15	253
YGR137W	474	141
YGR138C	279	107
YGR139W	135	403
YGR140W	0	82
YGR141W	477	426
YGR142W	176	98
YGR143W	225	391
YGR144W	0	0
YGR145W	62	93
YGR146C	355	182
YGR146C-A	501	169
YGR147C	72	341
YGR148C	254	155
YGR149W	196	834
YGR150C	30	107
YGR151C	37	77
YGR152C	150	92
YGR153W	142	98
YGR154C	478	242
YGR155W	76	143
YGR156W	150	162
YGR157W	247	187
YGR158C	78	251
YGR159C	145	145
YGR160W	812	4
YGR161C	97	210
YGR161C-C	351	735
YGR161C-D	121	319
YGR161W-B	39	314
YGR161W-C	236	283
YGR162W	39	440
YGR163W	150	71
YGR164W	0	0
YGR165W	126	140
YGR166W	106	77
YGR167W	68	545
YGR168C	119	81
YGR169C	66	119
YGR169C-A	120	397
YGR170W	45	42
YGR171C	36	113
YGR172C	36	240
YGR173W	50	289
YGR174C	243	125
YGR174W-A	819	98
YGR175C	97	209
YGR176W	0	0
YGR177C	396	214
YGR178C	232	135
YGR179C	58	151
YGR180C	205	134
YGR181W	90	222
YGR182C	353	298
YGR183C	176	456
YGR184C	585	83
YGR185C	40	135
YGR186W	17	214
YGR187C	84	206
YGR188C	55	186
YGR189C	131	117
YGR190C	2043	2047
YGR191W	213	559
YGR192C	1233	109
YGR193C	88	1244
YGR194C	413	105
YGR195W	119	410
YGR196C	73	113
YGR197C	205	90
YGR198W	99	137
YGR199W	271	327
YGR200C	46	376
YGR201C	270	51
YGR202C	104	130
YGR203W	489	191
YGR204C-A	1062	75
YGR204W	76	97
YGR205W	130	234
YGR206W	184	88
YGR207C	45	598
YGR208W	58	247
YGR209C	90	1180
YGR210C	124	208
YGR211W	123	198
YGR212W	52	57
YGR213C	163	541
YGR214W	109	169
YGR215W	64	211
YGR216C	37	253
YGR217W	27	64
YGR218W	298	211
YGR219W	0	0
YGR220C	15	383
YGR221C	292	75
YGR222W	441	84
YGR223C	171	81
YGR224W	559	190
YGR225W	96	107
YGR226C	0	0
YGR227C-A	0	719
YGR227W	115	218
YGR228W	0	0
YGR229C	343	201
YGR230W	148	176
YGR231C	95	236
YGR232W	107	89
YGR233C	212	64
YGR234W	107	278
YGR235C	270	106
YGR236C	471	192
YGR237C	59	169
YGR238C	503	100
YGR239C	578	451
YGR240C	233	256
YGR240C-A	878	171
YGR241C	166	167
YGR242W	0	0
YGR243W	86	132
YGR244C	137	121
YGR245C	81	432
YGR246C	169	164
YGR247W	143	221
YGR248W	26	207
YGR249W	278	497
YGR250C	250	114
YGR251W	48	541
YGR252W	60	207
YGR253C	66	834
YGR254W	51	274
YGR255C	92	239
YGR256W	40	114
YGR257C	117	100
YGR258C	884	60
YGR259C	344	274
YGR260W	235	124
YGR261C	62	120
YGR262C	44	186
YGR263C	71	77
YGR264C	519	126
YGR265W	0	0
YGR266W	55	150
YGR267C	922	238
YGR268C	369	283
YGR269W	840	61
YGR270C-A	0	0
YGR270W	457	90
YGR271C-A	137	123
YGR271W	24	132
YGR273C	0	0
YGR274C	46	89
YGR275W	15	17
YGR276C	10	14
YGR277C	26	166
YGR278W	9	160
YGR279C	105	461
YGR280C	38	300
YGR281W	219	188
YGR282C	48	540
YGR283C	48	141
YGR284C	66	233
YGR285C	31	173
YGR286C	273	159
YGR287C	296	181
YGR288W	87	589
YGR289C	310	158
YGR290W	0	0
YGR291C	0	0
YGR292W	116	121
YGR293C	0	0
YGR294W	0	0
YGR295C	11	70
YGR296C-A	0	0
YGR296C-B	143	742
YGR296W	835	720
YHL001W	20	286
YHL002C-A	990	242
YHL002W	46	93
YHL003C	177	256
YHL004W	79	178
YHL005C	0	0
YHL006C	66	399
YHL006W-A	495	180
YHL007C	143	154
YHL008C	167	174
YHL009C	123	352
YHL009W-B	84	403
YHL010C	50	75
YHL011C	112	273
YHL012W	178	703
YHL013C	39	130
YHL014C	95	85
YHL015W	43	295
YHL015W-A	0	0
YHL016C	573	81
YHL017W	572	107
YHL018W	30	116
YHL019C	35	92
YHL019W-A	86	916
YHL020C	88	125
YHL021C	77	130
YHL022C	0	0
YHL023C	31	108
YHL024W	139	300
YHL025W	201	104
YHL026C	182	121
YHL027W	141	212
YHL028W	85	79
YHL029C	22	104
YHL030W	29	115
YHL030W-A	328	3
YHL031C	299	61
YHL032C	111	56
YHL033C	24	747
YHL034C	193	155
YHL034W-A	158	546
YHL035C	51	116
YHL036W	90	68
YHL037C	326	10
YHL038C	52	145
YHL039W	66	67
YHL040C	175	252
YHL041W	0	0
