Gene,five_prime_utr,three_prime_utr
YDR238C,28,350
YDR239C,NA,NA
YDR240C,52,58
YDR241W,NA,NA
YDR242W,114,94
YDR243C,31,62
YDR244W,28,193
YDR245W,121,150
YDR246W,34,203
YDR246W-A,NA,NA
YDR247W,368,371
YDR248C,69,272
YDR249C,228,113
YDR250C,165,127
YDR251W,305,134
YDR252W,27,888
YDR253C,238,79
YDR254W,86,582
YDR255C,48,303
YDR256C,NA,NA
YDR257C,22,327
YDR258C,28,105
YDR259C,454,134
YDR260C,48,639
YDR261C,119,139
YDR262W,10,517
YDR263C,76,100
YDR264C,62,464
YDR265W,229,214
YDR266C,215,127
YDR267C,292,145
YDR268W,168,109
YDR269C,NA,NA
YDR270W,NA,NA
YDR271C,26,416
YDR272W,56,1023
YDR273W,520,32
YDR274C,NA,NA
YDR275W,678,300
YDR276C,235,485
YDR277C,160,278
YDR278C,NA,NA
YDR279W,266,26
YDR280W,847,106
YDR281C,114,339
YDR282C,6,290
YDR283C,NA,NA
YDR284C,288,172
YDR285W,NA,NA
YDR286C,217,120
YDR287W,777,90
YDR288W,58,181
YDR289C,66,424
YDR290W,NA,NA
YDR291W,NA,NA
YDR292C,141,192
YDR293C,105,326
YDR294C,94,53
YDR295C,262,80
YDR296W,33,246
YDR297W,169,162
YDR298C,541,175
YDR299W,34,291
YDR300C,69,653
YDR301W,NA,NA
YDR302W,42,200
YDR303C,321,114
YDR304C,253,69
YDR305C,621,86
YDR306C,170,188
YDR307W,58,196
YDR308C,40,2253
YDR309C,179,363
YDR310C,NA,NA
YDR311W,35,103
YDR312W,57,222
YDR313C,430,177
YDR314C,NA,NA
YDR315C,26,189
YDR316W,36,78
YDR317W,33,125
YDR318W,32,137
YDR319C,46,862
YDR320C,35,90
YDR320C-A,9,151
YDR320W-B,227,554
YDR321W,30,253
YDR322C-A,46,339
YDR322W,25,110
YDR323C,29,146
YDR324C,NA,NA
YDR325W,NA,NA
YDR326C,NA,NA
YDR327W,NA,NA
YDR328C,66,288
YDR329C,21,105
YDR330W,77,228
YDR331W,44,137
YDR332W,24,84
YDR333C,36,238
YDR334W,NA,NA
YDR335W,356,111
YDR336W,71,97
YDR337W,66,228
YDR338C,250,123
YDR339C,19,491
YDR340W,NA,NA
YDR341C,100,149
YDR342C,483,141
YDR343C,NA,NA
YDR344C,NA,NA
YDR345C,101,138
YDR346C,226,318
YDR347W,116,123
YDR348C,242,286
YDR349C,112,153
YDR350C,27,72
YDR351W,NA,NA
YDR352W,116,560
YDR353W,75,275
YDR354C-A,NA,NA
YDR354W,125,111
YDR355C,NA,NA
YDR356W,NA,NA
YDR357C,200,105
YDR358W,51,194
YDR359C,NA,NA
YDR360W,NA,NA
YDR361C,33,361
YDR362C,109,214
YDR363W,176,937
YDR363W-A,119,408
YDR364C,31,472
YDR365C,86,112
YDR366C,NA,NA
YDR367W,123,195
YDR368W,138,151
YDR369C,NA,NA
YDR370C,64,117
YDR371C-A,283,168
YDR371W,114,100
YDR372C,297,219
YDR373W,76,130
YDR374C,NA,NA
YDR374W-A,26,293
YDR375C,42,57
YDR376W,92,165
YDR377W,79,726
YDR378C,451,208
YDR379C-A,248,129
YDR379W,75,77
YDR380W,102,143
YDR381C-A,157,113
YDR381W,96,347
YDR382W,80,242
YDR383C,219,74
YDR384C,507,159
YDR385W,87,190
YDR386W,20,108
YDR387C,145,182
YDR388W,50,517
YDR389W,515,309
YDR390C,28,98
YDR391C,457,80
YDR392W,40,274
YDR393W,87,188
YDR394W,315,81
YDR395W,129,96
YDR396W,NA,NA
YDR397C,287,180
YDR398W,113,136
YDR399W,68,240
YDR400W,56,249
YDR401W,NA,NA
YDR402C,NA,NA
YDR403W,NA,NA
YDR404C,737,141
YDR405W,49,763
YDR406W,NA,NA
YDR406W-A,NA,NA
YDR407C,121,68
YDR408C,291,92
YDR409W,NA,NA
YDR410C,69,102
YDR411C,49,112
YDR412W,66,233
YDR413C,NA,NA
YDR414C,196,160
YDR415C,53,344
YDR416W,85,31
YDR417C,NA,NA
YDR418W,934,95
YDR419W,4,386
YDR420W,NA,NA
YDR421W,64,28
YDR422C,109,289
YDR423C,48,92
YDR424C,93,40
YDR425W,NA,NA
YDR426C,NA,NA
YDR427W,31,133
YDR428C,32,753
YDR429C,17,212
YDR430C,64,32
YDR431W,NA,NA
YDR432W,NA,NA
YDR433W,658,695
YDR434W,187,92
YDR435C,212,125
YDR436W,131,160
YDR437W,66,1526
YDR438W,508,85
YDR439W,61,254
YDR440W,86,106
YDR441C,134,356
YDR442W,13,726
YDR443C,NA,NA
YDR444W,84,79
YDR445C,NA,NA
YDR446W,NA,NA
YDR447C,77,238
YDR448W,35,102
YDR449C,28,217
YDR450W,26,297
YDR451C,61,334
YDR452W,149,187
YDR453C,359,97
YDR454C,69,505
YDR455C,NA,NA
YDR456W,84,105
YDR457W,NA,NA
YDR458C,39,173
YDR459C,295,71
YDR460W,139,202
YDR461C-A,64,167
YDR461W,27,145
YDR462W,51,180
YDR463W,62,209
YDR464C-A,NA,NA
YDR464W,NA,NA
YDR465C,231,162
YDR466W,94,247
YDR467C,344,835
YDR468C,113,291
YDR469W,926,2201
YDR470C,106,192
YDR471W,24,353
YDR472W,134,242
YDR473C,67,216
YDR475C,97,126
YDR476C,1045,201
YDR477W,293,147
YDR478W,39,1283
YDR479C,66,81
YDR480W,NA,NA
YDR481C,54,56
YDR482C,170,170
YDR483W,182,151
YDR484W,30,128
YDR485C,68,132
YDR486C,57,257
YDR487C,1242,110
YDR488C,NA,NA
YDR489W,17,603
YDR490C,106,149
YDR491C,NA,NA
YDR492W,153,350
YDR493W,100,251
YDR494W,81,71
YDR495C,NA,NA
YDR496C,37,236
YDR497C,155,108
YDR498C,3114,446
YDR499W,3,93
YDR500C,20,216
YDR501W,NA,NA
YDR502C,47,493
YDR503C,82,211
YDR504C,1147,171
YDR505C,NA,NA
YDR506C,50,420
YDR507C,37,181
YDR508C,122,193
YDR509W,NA,NA
YDR510C-A,NA,NA
YDR510W,730,153
YDR511W,178,631
YDR512C,NA,NA
YDR513W,990,110
YDR514C,74,125
YDR515W,149,100
YDR516C,111,131
YDR517W,615,102
YDR518W,140,48
YDR519W,458,224
YDR520C,83,146
YDR521W,NA,NA
YDR522C,NA,NA
YDR523C,224,51
YDR524C,66,506
YDR524C-A,454,65
YDR524C-B,44,418
YDR524W-C,NA,NA
YDR525W,NA,NA
YDR525W-A,606,222
YDR526C,NA,NA
YDR527W,21,760
YDR528W,317,138
YDR529C,30,356
YDR530C,249,162
YDR531W,108,80
YDR532C,239,57
YDR533C,224,238
YDR534C,NA,NA
YDR535C,NA,NA
YDR536W,NA,NA
YDR537C,NA,NA
YDR538W,929,288
YDR539W,93,347
YDR540C,82,853
YDR541C,220,226
YDR542W,NA,NA
YDR543C,NA,NA
YDR544C,NA,NA
YDR545C-A,NA,NA
YDR545W,NA,NA
YEL001C,34,309
YEL002C,62,159
YEL003W,222,111
YEL004W,56,341
YEL005C,39,96
YEL006W,62,367
YEL007W,NA,NA
YEL008C-A,231,415
YEL008W,111,368
YEL009C,725,94
YEL009C-A,NA,NA
YEL010W,NA,NA
YEL011W,108,115
YEL012W,144,108
YEL013W,269,448
YEL014C,NA,NA
YEL015W,48,165
YEL016C,211,170
YEL017C-A,34,706
YEL017W,480,96
YEL018C-A,NA,NA
YEL018W,33,151
YEL019C,9,154
YEL020C,NA,NA
YEL020C-B,NA,NA
YEL020W-A,679,91
YEL021W,54,149
YEL022W,80,72
YEL023C,559,125
YEL024W,100,616
YEL025C,NA,NA
YEL026W,1037,70
YEL027W,62,382
YEL028W,1583,73
YEL029C,112,363
YEL030C-A,NA,NA
YEL030W,452,369
YEL031W,70,101
YEL032C-A,NA,NA
YEL032W,83,151
YEL033W,NA,NA
YEL034C-A,52,172
YEL034W,480,218
YEL035C,NA,NA
YEL036C,279,78
YEL037C,184,191
YEL038W,18,218
YEL039C,192,114
YEL040W,47,205
YEL041W,NA,NA
YEL042W,144,575
YEL043W,44,87
YEL044W,706,137
YEL045C,NA,NA
YEL046C,117,621
YEL047C,NA,NA
YEL048C,97,619
YEL049W,17,144
YEL050C,179,145
YEL050W-A,53,66
YEL051W,65,210
YEL052W,227,68
YEL053C,82,106
YEL053W-A,NA,NA
YEL054C,35,539
YEL055C,54,189
YEL056W,37,109
YEL057C,NA,NA
YEL058W,43,400
YEL059C-A,452,70
YEL059W,NA,NA
YEL060C,54,234
YEL061C,122,255
YEL062W,20,138
YEL063C,246,316
YEL064C,59,327
YEL065W,311,64
YEL066W,603,84
YEL067C,NA,NA
YEL068C,531,248
YEL069C,NA,NA
YEL070W,NA,NA
YEL071W,28,263
YEL072W,135,340
YEL073C,130,703
YEL074W,NA,NA
YEL075C,NA,NA
YEL075W-A,NA,NA
YEL076C,NA,NA
YEL076C-A,NA,NA
YEL077C,NA,NA
YEL077W-A,NA,NA
YER001W,48,289
YER002W,433,107
YER003C,43,293
YER004W,295,260
YER005W,48,290
YER006C-A,NA,NA
YER006W,38,225
YER007C-A,24,565
YER007W,40,146
YER008C,65,83
YER009W,64,260
YER010C,101,87
YER011W,53,266
YER012W,114,207
YER013W,NA,NA
YER014C-A,NA,NA
YER014W,53,129
YER015W,NA,NA
YER016W,51,117
YER017C,95,162
YER018C,1282,73
YER019C-A,52,1834
YER019W,45,87
YER020W,127,663
YER021W,61,130
YER022W,35,98
YER023C-A,NA,NA
YER023W,78,216
YER024W,NA,NA
YER025W,57,297
YER026C,64,227
YER027C,75,295
YER028C,67,453
YER029C,303,111
YER030W,87,199
YER031C,34,306
YER032W,99,257
YER033C,NA,NA
YER034W,38,340
YER035W,314,140
YER036C,36,129
YER037W,22,219
YER038C,9,801
YER038W-A,71,740
YER039C,244,95
YER039C-A,25,463
YER040W,84,262
YER041W,85,164
YER042W,95,211
YER043C,101,234
YER044C,406,130
YER044C-A,NA,NA
YER045C,299,117
YER046W,665,95
YER046W-A,NA,NA
YER047C,NA,NA
YER048C,76,400
YER048W-A,80,718
YER049W,98,91
YER050C,56,316
YER051W,12,17
YER052C,109,160
YER053C,383,142
YER053C-A,233,372
YER054C,NA,NA
YER055C,58,1158
YER056C,1229,1538
YER056C-A,571,78
YER057C,411,89
YER058W,61,147
YER059W,181,579
YER060W,40,96
YER060W-A,83,146
YER061C,84,466
YER062C,156,237
YER063W,122,224
YER064C,83,1129
YER065C,340,126
YER066C-A,NA,NA
YER066W,941,138
YER067C-A,NA,NA
YER067W,278,193
YER068C-A,NA,NA
YER068W,119,110
YER069W,74,160
YER070W,77,205
YER071C,159,243
YER072W,236,145
YER073W,690,703
YER074W,76,153
YER074W-A,13,396
YER075C,NA,NA
YER076C,419,150
YER076W-A,NA,NA
YER077C,177,107
YER078C,209,114
YER078W-A,1876,52
YER079C-A,NA,NA
YER079W,80,275
YER080W,44,93
YER081W,472,182
YER082C,58,337
YER083C,32,227
YER084W,NA,NA
YER084W-A,NA,NA
YER085C,147,143
YER086W,144,138
YER087C-A,NA,NA
YER087C-B,42,363
YER087W,63,163
YER088C,269,151
YER088C-A,1274,433
YER088W-B,NA,NA
YER089C,338,83
YER090C-A,NA,NA
YER090W,37,245
YER091C,213,224
YER091C-A,NA,NA
YER092W,8,423
YER093C,NA,NA
YER093C-A,22,137
YER094C,329,153
YER095W,66,422
YER096W,163,28
YER097W,NA,NA
YER098W,182,203
YER099C,18,892
YER100W,285,100
YER101C,81,179
YER102W,18,345
YER103W,735,119
YER104W,17,1057
YER105C,18,244
YER106W,NA,NA
YER107C,186,243
YER107W-A,NA,NA
YER110C,140,151
YER111C,NA,NA
YER112W,100,114
YER113C,154,137
YER114C,NA,NA
YER115C,950,112
YER116C,99,448
YER117W,1057,62
YER118C,298,178
YER119C,21,160
YER119C-A,NA,NA
YER120W,87,234
YER121W,145,192
YER122C,80,146
YER123W,187,548
YER124C,39,523
YER125W,503,396
YER126C,101,502
YER127W,23,198
YER128W,4,608
YER129W,NA,NA
YER130C,95,251
YER131W,145,142
YER132C,NA,NA
YER133W,68,465
YER133W-A,NA,NA
YER134C,175,958
YER135C,NA,NA
YER136W,154,328
YER137C,99,166
YER137W-A,NA,NA
YER138W-A,NA,NA
YER139C,155,725
YER140W,71,392
YER141W,78,230
YER142C,347,85
YER143W,57,204
YER144C,93,116
YER145C,17,235
YER145C-A,NA,NA
YER146W,421,84
YER147C,39,104
YER147C-A,NA,NA
YER148W,188,346
YER148W-A,NA,NA
YER149C,92,77
YER150W,654,165
YER151C,123,68
YER152C,573,36
YER152W-A,NA,NA
YER153C,NA,NA
YER154W,708,64
YER155C,NA,NA
YER156C,286,105
YER157W,15,80
YER158C,203,120
YER158W-A,NA,NA
YER159C,182,247
YER161C,67,268
YER162C,NA,NA
YER163C,119,101
YER164W,NA,NA
YER165C-A,NA,NA
YER165W,141,201
YER166W,NA,NA
YER167W,425,9
YER168C,54,94
YER169W,289,207
YER170W,30,381
YER171W,122,128
YER172C,NA,NA
YER172C-A,NA,NA
YER173W,NA,NA
YER174C,151,98
YER175C,1087,287
YER175W-A,1150,760
YER176W,19,113
YER177W,411,174
YER178W,11,264
YER179W,NA,NA
YER180C,567,55
YER180C-A,47,671
YER181C,611,50
YER182W,177,97
YER183C,62,91
YER184C,73,210
YER185W,492,34
YER186C,144,504
YER187W,694,200
YER188C-A,NA,NA
YER188W,314,229
YER189W,NA,NA
YER190C-A,NA,NA
YER190C-B,NA,NA
YER190W,NA,NA
YFL001W,57,34
YFL002C,35,137
YFL003C,NA,NA
YFL004W,157,213
YFL005W,231,220
YFL007W,NA,NA
YFL008W,NA,NA
YFL009W,179,136
YFL010C,16,376
YFL010W-A,NA,NA
YFL011W,NA,NA
YFL012W,60,452
YFL012W-A,NA,NA
YFL013C,84,230
YFL013W-A,NA,NA
YFL014W,425,193
YFL015C,NA,NA
YFL015W-A,NA,NA
YFL016C,92,102
YFL017C,7,392
YFL017W-A,333,65
YFL018C,90,130
YFL019C,NA,NA
YFL020C,693,114
YFL021C-A,919,311
YFL021W,179,118
YFL022C,72,114
YFL023W,23,99
YFL024C,302,403
YFL025C,NA,NA
YFL026W,NA,NA
YFL027C,50,70
YFL028C,29,133
YFL029C,53,63
YFL030W,NA,NA
YFL031C-A,NA,NA
YFL031W,65,476
YFL032W,NA,NA
YFL033C,NA,NA
YFL034C-A,44,181
YFL034C-B,63,203
YFL034W,169,111
YFL036W,NA,NA
YFL037W,99,224
YFL038C,66,226
YFL039C,206,286
YFL040W,NA,NA
YFL041W,21,181
YFL041W-A,874,60
YFL042C,32,89
YFL044C,34,266
YFL045C,1067,159
YFL046W,199,148
YFL047W,17,99
YFL048C,41,147
YFL049W,30,146
YFL050C,NA,NA
YFL051C,NA,NA
YFL052W,NA,NA
YFL053W,NA,NA
YFL054C,NA,NA
YFL055W,321,404
YFL058W,NA,NA
YFL059W,NA,NA
YFL060C,NA,NA
YFL061W,NA,NA
YFL062W,NA,NA
YFL063W,NA,NA
YFL064C,NA,NA
YFL065C,NA,NA
YFL066C,NA,NA
YFL067W,NA,NA
YFL068W,NA,NA
YFR001W,121,125
YFR002W,27,114
YFR003C,62,213
YFR004W,70,98
YFR005C,46,253
YFR006W,282,87
YFR007W,74,68
YFR008W,338,346
YFR009W,75,66
YFR009W-A,1047,807
YFR010W,91,93
YFR010W-A,NA,NA
YFR011C,43,220
YFR012W,NA,NA
YFR012W-A,1259,232
YFR013W,55,141
YFR014C,127,221
YFR015C,88,176
YFR016C,93,43
YFR017C,975,119
YFR018C,59,173
YFR019W,NA,NA
YFR020W,942,397
YFR021W,114,197
YFR022W,267,161
YFR023W,NA,NA
YFR024C-A,224,230
YFR025C,39,142
YFR026C,967,245
YFR027W,71,132
YFR028C,91,75
YFR029W,99,71
YFR030W,118,56
YFR031C,NA,NA
YFR031C-A,348,187
YFR032C,76,101
YFR032C-A,192,95
YFR032C-B,NA,NA
YFR033C,755,143
YFR034C,34,373
YFR034W-A,461,299
YFR035C,NA,NA
YFR036W,49,138
YFR036W-A,NA,NA
YFR037C,32,176
YFR038W,17,87
YFR039C,142,66
YFR040W,NA,NA
YFR041C,44,134
YFR042W,44,324
YFR043C,39,74
YFR044C,223,47
YFR045W,15,136
YFR046C,19,259
YFR047C,34,271
YFR048W,37,74
YFR049W,172,230
YFR050C,80,165
YFR051C,38,115
YFR052C-A,885,6
YFR052W,58,247
YFR053C,110,68
YFR054C,503,287
YFR055W,540,477
YFR056C,NA,NA
YFR057W,NA,NA
YGL001C,271,122
YGL002W,110,253
YGL003C,74,188
YGL004C,14,131
YGL005C,387,210
YGL006W,NA,NA
YGL006W-A,NA,NA
YGL007C-A,921,296
YGL007W,57,649
YGL008C,238,529
YGL009C,54,197
YGL010W,106,212
YGL011C,24,288
YGL012W,36,407
YGL013C,NA,NA
YGL014C-A,NA,NA
YGL014W,420,88
YGL015C,257,246
YGL016W,55,191
YGL017W,193,153
YGL018C,51,266
YGL019W,141,115
YGL020C,107,87
YGL021W,NA,NA
YGL022W,72,165
YGL023C,48,127
YGL024W,NA,NA
YGL025C,NA,NA
YGL026C,27,161
YGL027C,38,91
YGL028C,406,298
YGL029W,280,180
YGL030W,49,269
YGL031C,49,243
YGL032C,220,99
YGL033W,NA,NA
YGL034C,NA,NA
YGL035C,NA,NA
YGL036W,NA,NA
YGL037C,119,138
YGL038C,111,459
YGL039W,510,93
YGL040C,124,225
YGL041C,NA,NA
YGL041C-B,297,143
YGL041W-A,15,211
YGL042C,NA,NA
YGL043W,3,447
YGL044C,227,285
YGL045W,371,226
YGL047W,86,118
YGL048C,27,216
YGL049C,160,166
YGL050W,84,267
YGL051W,NA,NA
YGL052W,NA,NA
YGL053W,98,323
YGL054C,92,332
YGL055W,91,280
YGL056C,97,81
YGL057C,36,211
YGL058W,327,395
YGL059W,52,192
YGL060W,129,274
YGL061C,67,249
YGL062W,55,50
YGL063C-A,NA,NA
YGL063W,205,459
YGL064C,NA,NA
YGL065C,55,122
YGL066W,190,195
YGL067W,54,232
YGL068W,37,269
YGL069C,NA,NA
YGL070C,33,389
YGL071W,105,167
YGL072C,NA,NA
YGL073W,328,56
YGL074C,NA,NA
YGL075C,194,105
YGL076C,151,115
YGL077C,166,83
YGL078C,126,191
YGL079W,36,696
YGL080W,80,277
YGL081W,177,288
YGL082W,89,194
YGL083W,63,179
YGL084C,46,224
YGL085W,61,179
YGL086W,NA,NA
YGL087C,38,200
YGL088W,NA,NA
YGL089C,NA,NA
YGL090W,31,676
YGL091C,83,150
YGL092W,123,55
YGL093W,39,39
YGL094C,NA,NA
YGL095C,77,91
YGL096W,520,107
YGL097W,75,115
YGL098W,52,966
YGL099W,63,57
YGL100W,77,115
YGL101W,45,275
YGL102C,NA,NA
YGL103W,2475,71
YGL104C,15,136
YGL105W,172,96
YGL106W,24,158
YGL107C,58,121
YGL108C,43,423
YGL109W,NA,NA
YGL110C,9,165
YGL111W,26,327
YGL112C,71,129
YGL113W,46,245
YGL114W,233,93
YGL115W,147,112
YGL116W,163,97
YGL117W,85,476
YGL118C,NA,NA
YGL119W,285,82
YGL120C,55,207
YGL121C,104,227
YGL122C,8,397
YGL123C-A,NA,NA
YGL123W,288,88
YGL124C,NA,NA
YGL125W,185,291
YGL126W,NA,NA
YGL127C,55,217
YGL128C,15,212
YGL129C,88,148
YGL130W,79,239
YGL131C,NA,NA
YGL132W,NA,NA
YGL133W,NA,NA
YGL134W,96,299
YGL135W,63,284
YGL136C,144,133
YGL137W,23,316
YGL138C,NA,NA
YGL139W,313,319
YGL140C,186,278
YGL141W,60,119
YGL142C,44,204
YGL143C,205,147
YGL144C,13,158
YGL145W,69,117
YGL146C,173,160
YGL147C,16,1865
YGL148W,139,155
YGL149W,NA,NA
YGL150C,NA,NA
YGL151W,54,84
YGL152C,NA,NA
YGL153W,61,84
YGL154C,15,122
YGL155W,155,413
YGL156W,NA,NA
YGL157W,130,91
YGL158W,387,124
YGL159W,15,375
YGL160W,107,155
YGL161C,108,154
YGL162W,707,173
YGL163C,133,134
YGL164C,64,123
YGL165C,NA,NA
YGL166W,39,206
YGL167C,406,201
YGL168W,NA,NA
YGL169W,55,222
YGL170C,NA,NA
YGL171W,15,298
YGL172W,43,112
YGL173C,NA,NA
YGL174W,15,195
YGL175C,41,239
YGL176C,881,102
YGL177W,NA,NA
YGL178W,NA,NA
YGL179C,87,50
YGL180W,562,349
YGL181W,376,76
YGL182C,NA,NA
YGL183C,NA,NA
YGL184C,47,110
YGL185C,22,381
YGL186C,51,162
YGL187C,169,302
YGL188C,NA,NA
YGL188C-A,457,211
YGL189C,113,68
YGL190C,544,460
YGL191W,106,273
YGL192W,45,777
YGL193C,117,44
YGL194C,65,210
YGL194C-A,283,195
YGL195W,NA,NA
YGL196W,408,99
YGL197W,NA,NA
YGL198W,21,374
YGL199C,NA,NA
YGL200C,76,233
YGL201C,66,200
YGL202W,63,634
YGL203C,66,401
YGL204C,114,511
YGL205W,NA,NA
YGL206C,NA,NA
YGL207W,105,133
YGL208W,49,155
YGL209W,51,284
YGL210W,491,105
YGL211W,736,709
YGL212W,33,94
YGL213C,35,259
YGL214W,NA,NA
YGL215W,471,581
YGL216W,NA,NA
YGL217C,NA,NA
YGL218W,NA,NA
YGL219C,65,83
YGL220W,611,175
YGL221C,18,252
YGL222C,NA,NA
YGL223C,12,63
YGL224C,126,100
YGL225W,1979,122
YGL226C-A,48,571
YGL226W,4,106
YGL227W,41,204
YGL228W,179,166
YGL229C,240,274
YGL230C,41,72
YGL231C,11,372
YGL232W,62,68
YGL233W,77,64
YGL234W,646,86
YGL235W,NA,NA
YGL236C,250,69
YGL237C,93,252
YGL238W,44,169
YGL239C,NA,NA
YGL240W,18,1153
YGL241W,16,107
YGL242C,71,205
YGL243W,23,133
YGL244W,74,91
YGL245W,14,229
YGL246C,70,147
YGL247W,19,150
YGL248W,121,390
YGL249W,NA,NA
YGL250W,34,301
YGL251C,NA,NA
YGL252C,30,222
YGL253W,121,185
YGL254W,14,744
YGL255W,315,103
YGL256W,692,192
YGL257C,163,206
YGL258W,666,273
YGL258W-A,NA,NA
YGL259W,NA,NA
YGL260W,NA,NA
YGL261C,NA,NA
YGL262W,NA,NA
YGL263W,11,148
YGR001C,64,71
YGR002C,8,307
YGR003W,28,244
YGR004W,73,327
YGR005C,40,176
YGR006W,34,592
YGR007W,514,138
YGR008C,44,777
YGR009C,70,138
YGR010W,NA,NA
YGR011W,593,99
YGR012W,16,128
YGR013W,41,279
YGR014W,274,126
YGR015C,22,227
YGR016W,326,465
YGR017W,573,113
YGR018C,61,651
YGR019W,53,272
YGR020C,50,360
YGR021W,50,92
YGR022C,NA,NA
YGR023W,185,270
YGR024C,NA,NA
YGR025W,NA,NA
YGR026W,126,269
YGR027C,111,187
YGR028W,154,182
YGR029W,40,232
YGR030C,324,86
YGR031C-A,NA,NA
YGR031W,108,562
YGR032W,NA,NA
YGR033C,129,309
YGR034W,357,98
YGR035C,95,186
YGR035W-A,759,1410
YGR036C,441,629
YGR037C,1063,180
YGR038W,350,167
YGR039W,132,53
YGR040W,392,610
YGR041W,503,134
YGR042W,476,83
YGR043C,NA,NA
YGR044C,91,264
YGR045C,261,158
YGR046W,121,340
YGR047C,28,108
YGR048W,49,163
YGR049W,82,327
YGR050C,94,189
YGR051C,NA,NA
YGR052W,NA,NA
YGR053C,124,119
YGR054W,189,189
YGR055W,129,114
YGR056W,NA,NA
YGR057C,72,1177
YGR058W,21,408
YGR059W,NA,NA
YGR060W,90,322
YGR061C,118,75
YGR062C,34,344
YGR063C,16,641
YGR064W,1586,143
YGR065C,109,141
YGR066C,NA,NA
YGR067C,NA,NA
YGR068C,72,397
YGR068W-A,NA,NA
YGR069W,NA,NA
YGR070W,NA,NA
YGR071C,NA,NA
YGR072W,48,106
YGR073C,534,32
YGR074W,50,299
YGR075C,39,488
YGR076C,71,128
YGR077C,39,71
YGR078C,30,133
YGR079W,NA,NA
YGR080W,41,153
YGR081C,3,367
YGR082W,196,149
YGR083C,NA,NA
YGR084C,213,46
YGR085C,916,86
YGR086C,317,261
YGR087C,NA,NA
YGR088W,1071,64
YGR089W,279,65
YGR090W,267,114
YGR091W,68,176
YGR092W,74,98
YGR093W,85,123
YGR094W,NA,89
YGR095C,772,50
YGR096W,5,191
YGR097W,269,148
YGR098C,NA,NA
YGR099W,79,62
YGR100W,139,106
YGR101W,81,173
YGR102C,109,156
YGR103W,50,204
YGR104C,50,138
YGR105W,377,177
YGR106C,59,179
YGR107W,98,673
YGR108W,217,259
YGR109C,93,113
YGR110W,50,95
YGR111W,92,127
YGR112W,57,257
YGR113W,82,317
YGR114C,NA,NA
YGR115C,NA,NA
YGR116W,122,190
YGR117C,8,275
YGR118W,22,341
YGR119C,108,148
YGR120C,83,175
YGR121C,34,139
YGR121W-A,195,29
YGR122C-A,261,447
YGR122W,206,331
YGR123C,100,147
YGR124W,96,292
YGR125W,95,159
YGR126W,NA,NA
YGR127W,657,214
YGR128C,37,258
YGR129W,23,755
YGR130C,137,174
YGR131W,130,99
YGR132C,938,224
YGR133W,NA,NA
YGR134W,NA,NA
YGR135W,91,150
YGR136W,NA,NA
YGR137W,433,139
YGR138C,279,83
YGR139W,NA,NA
YGR140W,NA,NA
YGR141W,19,426
YGR142W,176,94
YGR143W,NA,NA
YGR144W,NA,NA
YGR145W,62,93
YGR146C,355,182
YGR146C-A,501,169
YGR147C,62,341
YGR148C,254,155
YGR149W,69,834
YGR150C,NA,NA
YGR151C,37,77
YGR152C,NA,NA
YGR153W,142,96
YGR154C,478,242
YGR155W,76,131
YGR156W,150,162
YGR157W,247,187
YGR158C,78,251
YGR159C,145,143
YGR160W,NA,NA
YGR161C,97,210
YGR161W-C,236,283
YGR162W,NA,NA
YGR163W,150,60
YGR164W,NA,NA
YGR165W,126,140
YGR166W,106,55
YGR167W,49,545
YGR168C,119,81
YGR169C,66,119
YGR169C-A,120,397
YGR170W,NA,NA
YGR171C,36,113
YGR172C,36,240
YGR173W,50,289
YGR174C,NA,NA
YGR174W-A,819,95
YGR175C,97,209
YGR176W,NA,NA
YGR177C,396,201
YGR178C,232,135
YGR179C,58,151
YGR180C,205,134
YGR181W,90,222
YGR182C,NA,NA
YGR183C,76,456
YGR184C,NA,NA
YGR185C,31,135
YGR186W,9,214
YGR187C,84,206
YGR188C,55,186
YGR189C,131,117
YGR190C,2043,2047
YGR191W,179,559
YGR192C,1233,105
YGR193C,88,1244
YGR194C,NA,NA
YGR195W,98,410
YGR196C,73,113
YGR197C,205,90
YGR198W,99,137
YGR199W,24,327
YGR200C,21,376
YGR201C,21,49
YGR202C,104,126
YGR203W,489,184
YGR204C-A,1062,31
YGR204W,76,97
YGR205W,129,234
YGR206W,184,88
YGR207C,44,598
YGR208W,44,247
YGR209C,90,1180
YGR210C,124,208
YGR211W,123,198
YGR212W,NA,NA
YGR213C,3,142
YGR214W,109,169
YGR215W,64,211
YGR216C,22,253
YGR217W,NA,NA
YGR218W,298,202
YGR219W,NA,NA
YGR220C,9,383
YGR221C,169,75
YGR222W,98,84
YGR223C,58,81
YGR224W,NA,NA
YGR225W,NA,NA
YGR226C,NA,NA
YGR227C-A,NA,NA
YGR227W,67,218
YGR228W,NA,NA
YGR229C,343,201
YGR230W,144,176
YGR231C,95,236
YGR232W,107,89
YGR233C,NA,NA
YGR234W,107,278
YGR235C,270,86
YGR236C,471,192
YGR237C,59,168
YGR238C,NA,NA
YGR239C,103,451
YGR240C,233,256
YGR240C-A,NA,NA
YGR241C,166,167
YGR242W,NA,NA
YGR243W,NA,NA
YGR244C,137,121
YGR245C,81,432
YGR246C,169,161
YGR247W,138,221
YGR248W,17,207
YGR249W,NA,NA
YGR250C,250,114
YGR251W,44,541
YGR252W,60,207
YGR253C,59,834
YGR254W,36,274
