Gene,five_prime_utr,three_prime_utr
YDR017C,14.0,173.0
YDR018C,29.0,163.0
YDR019C,29.0,315.0
YDR020C,103.0,416.0
YDR021W,11.0,58.0
YDR022C,28.0,96.0
YDR023W,22.0,133.0
YDR024W,1531.0,919.0
YDR025W,14.0,89.0
YDR026C,143.0,79.0
YDR027C,123.0,68.0
YDR028C,489.0,278.0
YDR029W,,
YDR030C,8.0,140.0
YDR031W,7.0,148.0
YDR032C,69.0,153.0
YDR033W,246.0,482.0
YDR034C,139.0,73.0
YDR034C-A,,
YDR034W-B,30.0,298.0
YDR035W,21.0,230.0
YDR036C,10.0,139.0
YDR037W,21.0,66.0
YDR038C,,
YDR039C,,
YDR040C,,
YDR041W,8.0,161.0
YDR042C,58.0,101.0
YDR043C,204.0,115.0
YDR044W,43.0,137.0
YDR045C,155.0,220.0
YDR046C,90.0,82.0
YDR047W,124.0,76.0
YDR048C,2251.0,2417.0
YDR049W,37.0,158.0
YDR050C,30.0,77.0
YDR051C,46.0,60.0
YDR052C,154.0,241.0
YDR053W,,
YDR054C,174.0,467.0
YDR055W,61.0,167.0
YDR056C,58.0,104.0
YDR057W,25.0,186.0
YDR058C,38.0,132.0
YDR059C,46.0,110.0
YDR060W,41.0,88.0
YDR061W,55.0,110.0
YDR062W,367.0,271.0
YDR063W,68.0,70.0
YDR064W,21.0,107.0
YDR065W,37.0,584.0
YDR066C,89.0,104.0
YDR067C,54.0,100.0
YDR068W,40.0,92.0
YDR069C,47.0,301.0
YDR070C,60.0,153.0
YDR071C,63.0,81.0
YDR072C,126.0,94.0
YDR073W,84.0,252.0
YDR074W,94.0,238.0
YDR075W,174.0,159.0
YDR076W,55.0,1123.0
YDR077W,31.0,330.0
YDR078C,17.0,99.0
YDR079C-A,33.0,212.0
YDR079W,31.0,211.0
YDR080W,32.0,56.0
YDR081C,87.0,35.0
YDR082W,92.0,138.0
YDR083W,22.0,90.0
YDR084C,34.0,201.0
YDR085C,191.0,35.0
YDR086C,93.0,201.0
YDR087C,29.0,93.0
YDR088C,209.0,187.0
YDR089W,43.0,92.0
YDR090C,114.0,337.0
YDR091C,72.0,342.0
YDR092W,24.0,94.0
YDR093W,,
YDR094W,822.0,5.0
YDR095C,,
YDR096W,89.0,214.0
YDR097C,93.0,61.0
YDR098C,38.0,49.0
YDR099W,66.0,227.0
YDR100W,40.0,126.0
YDR101C,22.0,119.0
YDR102C,,
YDR103W,611.0,46.0
YDR104C,49.0,36.0
YDR105C,51.0,86.0
YDR106W,22.0,47.0
YDR107C,15.0,140.0
YDR108W,36.0,87.0
YDR109C,0.0,160.0
YDR110W,38.0,183.0
YDR111C,221.0,151.0
YDR112W,,
YDR113C,85.0,74.0
YDR114C,1669.0,1938.0
YDR115W,40.0,114.0
YDR116C,25.0,119.0
YDR117C,38.0,45.0
YDR118W,38.0,126.0
YDR118W-A,271.0,277.0
YDR119W,95.0,55.0
YDR119W-A,39.0,245.0
YDR120C,0.0,210.0
YDR121W,120.0,108.0
YDR122W,307.0,138.0
YDR123C,76.0,616.0
YDR124W,94.0,380.0
YDR125C,86.0,1243.0
YDR126W,5.0,262.0
YDR127W,23.0,70.0
YDR128W,15.0,136.0
YDR129C,46.0,146.0
YDR130C,28.0,270.0
YDR131C,77.0,74.0
YDR132C,75.0,117.0
YDR133C,236.0,174.0
YDR135C,70.0,94.0
YDR136C,,
YDR137W,100.0,137.0
YDR138W,12.0,54.0
YDR139C,51.0,174.0
YDR140W,14.0,104.0
YDR141C,,
YDR142C,177.0,126.0
YDR143C,146.0,194.0
YDR144C,140.0,83.0
YDR145W,87.0,199.0
YDR146C,167.0,66.0
YDR147W,448.0,37.0
YDR148C,77.0,284.0
YDR149C,,
YDR150W,,
YDR151C,167.0,118.0
YDR152W,18.0,38.0
YDR153C,133.0,119.0
YDR154C,284.0,12.0
YDR155C,37.0,107.0
YDR156W,34.0,93.0
YDR157W,438.0,21.0
YDR158W,35.0,114.0
YDR159W,90.0,41.0
YDR160W,,
YDR161W,41.0,82.0
YDR162C,119.0,211.0
YDR163W,55.0,105.0
YDR164C,42.0,111.0
YDR165W,42.0,82.0
YDR166C,49.0,100.0
YDR167W,32.0,100.0
YDR168W,40.0,77.0
YDR169C,366.0,397.0
YDR169C-A,198.0,2621.0
YDR170C,,
YDR171W,86.0,84.0
YDR172W,44.0,176.0
YDR173C,63.0,140.0
YDR174W,23.0,172.0
YDR175C,47.0,116.0
YDR176W,35.0,33.0
YDR177W,98.0,111.0
YDR178W,102.0,196.0
YDR179C,35.0,123.0
YDR179W-A,61.0,46.0
YDR180W,143.0,51.0
YDR181C,1.0,186.0
YDR182W,53.0,117.0
YDR182W-A,11.0,279.0
YDR183C-A,888.0,6.0
YDR183W,41.0,195.0
YDR184C,29.0,238.0
YDR185C,103.0,126.0
YDR186C,84.0,122.0
YDR187C,,
YDR188W,61.0,163.0
YDR189W,42.0,114.0
YDR190C,46.0,77.0
YDR191W,44.0,109.0
YDR192C,45.0,92.0
YDR193W,775.0,189.0
YDR194C,23.0,155.0
YDR194W-A,,
YDR195W,239.0,84.0
YDR196C,0.0,91.0
YDR197W,33.0,129.0
YDR198C,16.0,36.0
YDR199W,19.0,22.0
YDR200C,65.0,136.0
YDR201W,0.0,117.0
YDR202C,31.0,36.0
YDR203W,1.0,1277.0
YDR204W,12.0,86.0
YDR205W,10.0,100.0
YDR206W,335.0,104.0
YDR207C,69.0,94.0
YDR208W,124.0,134.0
YDR209C,,
YDR210W,8.0,183.0
YDR211W,51.0,152.0
YDR212W,65.0,88.0
YDR213W,214.0,40.0
YDR214W,116.0,97.0
YDR215C,121.0,1482.0
YDR216W,499.0,282.0
YDR217C,41.0,45.0
YDR218C,,
YDR219C,204.0,200.0
YDR220C,,
YDR221W,13.0,531.0
YDR222W,36.0,151.0
YDR223W,116.0,354.0
YDR224C,34.0,127.0
YDR225W,75.0,159.0
YDR226W,23.0,127.0
YDR227W,127.0,166.0
YDR228C,91.0,66.0
YDR229W,101.0,54.0
YDR230W,,
YDR231C,16.0,171.0
YDR232W,251.0,181.0
YDR233C,59.0,146.0
YDR234W,52.0,102.0
YDR235W,0.0,83.0
YDR236C,25.0,109.0
YDR237W,142.0,126.0
YDR238C,29.0,196.0
YDR239C,25.0,80.0
YDR240C,20.0,59.0
YDR241W,1621.0,372.0
YDR242W,96.0,95.0
YDR243C,29.0,19.0
YDR244W,25.0,111.0
YDR245W,84.0,147.0
YDR246W,35.0,150.0
YDR246W-A,,
YDR247W,229.0,390.0
YDR248C,58.0,87.0
YDR249C,58.0,116.0
YDR250C,166.0,128.0
YDR251W,306.0,135.0
YDR252W,8.0,665.0
YDR253C,203.0,80.0
YDR254W,72.0,31.0
YDR255C,45.0,958.0
YDR256C,42.0,180.0
YDR257C,4.0,315.0
YDR258C,29.0,106.0
YDR259C,221.0,144.0
YDR260C,40.0,373.0
YDR261C,35.0,114.0
YDR262W,11.0,196.0
YDR263C,99.0,101.0
YDR264C,26.0,274.0
YDR265W,44.0,187.0
YDR266C,216.0,134.0
YDR267C,71.0,146.0
YDR268W,51.0,103.0
YDR269C,,
YDR270W,79.0,78.0
YDR271C,27.0,417.0
YDR272W,57.0,43.0
YDR273W,1223.0,33.0
YDR274C,911.0,346.0
YDR275W,673.0,285.0
YDR276C,75.0,192.0
YDR277C,158.0,191.0
YDR278C,,
YDR279W,67.0,27.0
YDR280W,108.0,104.0
YDR281C,31.0,176.0
YDR282C,7.0,192.0
YDR283C,,
YDR284C,281.0,87.0
YDR285W,525.0,186.0
YDR286C,6.0,86.0
YDR287W,32.0,86.0
YDR288W,33.0,163.0
YDR289C,26.0,68.0
YDR290W,,
YDR291W,38.0,290.0
YDR292C,132.0,79.0
YDR293C,106.0,327.0
YDR294C,33.0,45.0
YDR295C,263.0,81.0
YDR296W,53.0,87.0
YDR297W,36.0,163.0
YDR298C,118.0,177.0
YDR299W,52.0,77.0
YDR300C,52.0,110.0
YDR301W,70.0,131.0
YDR302W,43.0,73.0
YDR303C,292.0,107.0
YDR304C,30.0,72.0
YDR305C,2.0,65.0
YDR306C,52.0,95.0
YDR307W,59.0,136.0
YDR308C,41.0,108.0
YDR309C,50.0,17.0
YDR310C,278.0,195.0
YDR311W,25.0,102.0
YDR312W,32.0,99.0
YDR313C,19.0,178.0
YDR314C,94.0,107.0
YDR315C,47.0,135.0
YDR316W,14.0,79.0
YDR317W,51.0,81.0
YDR318W,16.0,138.0
YDR319C,79.0,74.0
YDR320C,25.0,91.0
YDR320C-A,0.0,79.0
YDR320W-B,228.0,1336.0
YDR321W,31.0,105.0
YDR322C-A,18.0,206.0
YDR322W,26.0,94.0
YDR323C,30.0,147.0
YDR324C,11.0,191.0
YDR325W,262.0,307.0
YDR326C,192.0,145.0
YDR327W,,
YDR328C,67.0,193.0
YDR329C,22.0,73.0
YDR330W,59.0,207.0
YDR331W,21.0,134.0
YDR332W,25.0,79.0
YDR333C,37.0,216.0
YDR334W,,
YDR335W,357.0,90.0
YDR336W,7.0,61.0
YDR337W,49.0,52.0
YDR338C,59.0,134.0
YDR339C,24.0,79.0
YDR340W,,
YDR341C,21.0,88.0
YDR342C,86.0,142.0
YDR343C,86.0,160.0
YDR344C,,
YDR345C,32.0,144.0
YDR346C,157.0,315.0
YDR347W,64.0,117.0
YDR348C,199.0,174.0
YDR349C,105.0,122.0
YDR350C,28.0,75.0
YDR351W,49.0,154.0
YDR352W,178.0,237.0
YDR353W,48.0,51.0
YDR354C-A,,
YDR354W,76.0,69.0
YDR355C,,
YDR356W,27.0,274.0
YDR357C,79.0,67.0
YDR358W,52.0,161.0
YDR359C,315.0,183.0
YDR360W,1870.0,188.0
YDR361C,26.0,251.0
YDR362C,110.0,51.0
YDR363W,176.0,819.0
YDR363W-A,22.0,75.0
YDR364C,23.0,473.0
YDR365C,64.0,92.0
YDR366C,,
YDR367W,37.0,36.0
YDR368W,51.0,162.0
YDR369C,12.0,106.0
YDR370C,10.0,53.0
YDR371C-A,284.0,169.0
YDR371W,60.0,138.0
YDR372C,271.0,153.0
YDR373W,77.0,131.0
YDR374C,,
YDR374W-A,21.0,176.0
YDR375C,21.0,58.0
YDR376W,63.0,35.0
YDR377W,29.0,284.0
YDR378C,18.0,209.0
YDR379C-A,6.0,154.0
YDR379W,76.0,78.0
YDR380W,105.0,128.0
YDR381C-A,1.0,118.0
YDR381W,97.0,192.0
YDR382W,81.0,145.0
YDR383C,19.0,75.0
YDR384C,85.0,161.0
YDR385W,36.0,152.0
YDR386W,21.0,109.0
YDR387C,146.0,183.0
YDR388W,51.0,121.0
YDR389W,449.0,184.0
YDR390C,29.0,52.0
YDR391C,11.0,81.0
YDR392W,41.0,130.0
YDR393W,26.0,113.0
YDR394W,53.0,87.0
YDR395W,116.0,97.0
YDR396W,,
YDR397C,77.0,98.0
YDR398W,35.0,99.0
YDR399W,69.0,106.0
YDR400W,20.0,154.0
YDR401W,1227.0,1830.0
YDR402C,,
YDR403W,50.0,205.0
YDR404C,192.0,148.0
YDR405W,53.0,106.0
YDR406W,130.0,120.0
YDR406W-A,,
YDR407C,106.0,69.0
YDR408C,46.0,184.0
YDR409W,,
YDR410C,18.0,103.0
YDR411C,50.0,64.0
YDR412W,49.0,141.0
YDR413C,,
YDR414C,197.0,129.0
YDR415C,55.0,94.0
YDR416W,63.0,32.0
YDR417C,,
YDR418W,34.0,81.0
YDR419W,5.0,335.0
YDR420W,,
YDR421W,65.0,29.0
YDR422C,56.0,290.0
YDR423C,15.0,65.0
YDR424C,26.0,49.0
YDR425W,46.0,111.0
YDR426C,,
YDR427W,32.0,82.0
YDR428C,33.0,110.0
YDR429C,17.0,102.0
YDR430C,65.0,33.0
YDR431W,,
YDR432W,28.0,250.0
YDR433W,845.0,237.0
YDR434W,96.0,115.0
YDR435C,14.0,41.0
YDR436W,253.0,162.0
YDR437W,67.0,1668.0
YDR438W,989.0,56.0
YDR439W,233.0,108.0
YDR440W,87.0,80.0
YDR441C,149.0,244.0
YDR442W,14.0,727.0
YDR443C,59.0,332.0
YDR444W,85.0,45.0
YDR445C,,
YDR446W,269.0,178.0
YDR447C,35.0,118.0
YDR448W,11.0,103.0
YDR449C,41.0,70.0
YDR450W,21.0,115.0
YDR451C,53.0,160.0
YDR452W,150.0,165.0
YDR453C,68.0,87.0
YDR454C,16.0,103.0
YDR455C,,
YDR456W,66.0,106.0
YDR457W,,
YDR458C,34.0,174.0
YDR459C,105.0,108.0
YDR460W,112.0,100.0
YDR461C-A,22.0,168.0
YDR461W,28.0,146.0
YDR462W,54.0,123.0
YDR463W,45.0,203.0
YDR464C-A,,
YDR464W,129.0,87.0
YDR465C,43.0,184.0
YDR466W,95.0,162.0
YDR467C,885.0,783.0
YDR468C,94.0,119.0
YDR469W,40.0,67.0
YDR470C,81.0,175.0
YDR471W,25.0,117.0
YDR472W,14.0,123.0
YDR473C,54.0,86.0
YDR475C,98.0,111.0
YDR476C,18.0,202.0
YDR477W,294.0,137.0
YDR478W,40.0,71.0
YDR479C,48.0,90.0
YDR480W,,
YDR481C,55.0,57.0
YDR482C,14.0,104.0
YDR483W,26.0,112.0
YDR484W,42.0,105.0
YDR485C,21.0,133.0
YDR486C,9.0,144.0
YDR487C,58.0,104.0
YDR488C,11.0,929.0
YDR489W,9.0,80.0
YDR490C,85.0,83.0
YDR491C,,
YDR492W,154.0,69.0
YDR493W,101.0,102.0
YDR494W,33.0,77.0
YDR495C,45.0,151.0
YDR496C,28.0,74.0
YDR497C,75.0,109.0
YDR498C,35.0,50.0
YDR499W,7.0,120.0
YDR500C,21.0,87.0
YDR501W,117.0,231.0
YDR502C,48.0,293.0
YDR503C,83.0,212.0
YDR504C,474.0,168.0
YDR505C,155.0,610.0
YDR506C,39.0,424.0
YDR507C,38.0,182.0
YDR508C,44.0,17.0
YDR509W,,
YDR510C-A,988.0,3259.0
YDR510W,85.0,142.0
YDR511W,13.0,83.0
YDR512C,131.0,83.0
YDR513W,22.0,82.0
YDR514C,61.0,81.0
YDR515W,227.0,96.0
YDR516C,52.0,118.0
YDR517W,64.0,103.0
YDR518W,25.0,50.0
YDR519W,8.0,213.0
YDR520C,82.0,104.0
YDR521W,,
YDR522C,,
YDR523C,225.0,52.0
YDR524C,67.0,309.0
YDR524C-A,386.0,340.0
YDR524C-B,45.0,322.0
YDR524W-C,65.0,121.0
YDR525W,,
YDR525W-A,28.0,227.0
YDR526C,1534.0,177.0
YDR527W,31.0,78.0
YDR528W,318.0,104.0
YDR529C,31.0,190.0
YDR530C,4.0,63.0
YDR531W,45.0,82.0
YDR532C,6.0,62.0
YDR533C,21.0,251.0
YDR534C,22.0,228.0
YDR535C,265.0,1649.0
YDR536W,28.0,146.0
YDR537C,247.0,971.0
YDR538W,61.0,236.0
YDR539W,32.0,60.0
YDR540C,122.0,335.0
YDR541C,183.0,227.0
YDR542W,,
YDR543C,,
YDR544C,,
YDR545C-A,,
YDR545W,,
YIL001W,74.0,59.0
YIL002C,152.0,82.0
YIL002W-A,28.0,90.0
YIL003W,46.0,109.0
YIL004C,362.0,66.0
YIL005W,133.0,185.0
YIL006W,206.0,242.0
YIL007C,44.0,95.0
YIL008W,46.0,130.0
YIL009C-A,12.0,41.0
YIL009W,8.0,235.0
YIL010W,39.0,179.0
YIL011W,32.0,106.0
YIL012W,327.0,285.0
YIL013C,,
YIL014C-A,79.0,207.0
YIL014W,174.0,103.0
YIL015W,198.0,76.0
YIL016W,25.0,55.0
YIL017C,70.0,117.0
YIL018W,24.0,87.0
YIL019W,20.0,173.0
YIL020C,21.0,137.0
YIL020C-A,,
YIL021C-A,,
YIL021W,62.0,135.0
YIL022W,109.0,257.0
YIL023C,15.0,122.0
YIL024C,401.0,111.0
YIL025C,,
YIL026C,55.0,146.0
YIL027C,58.0,89.0
YIL028W,534.0,866.0
YIL029C,105.0,389.0
YIL029W-A,,
YIL030C,57.0,79.0
YIL030W-A,278.0,21.0
YIL031W,170.0,158.0
YIL032C,,
YIL033C,108.0,179.0
YIL034C,6.0,72.0
YIL035C,100.0,351.0
YIL036W,150.0,176.0
YIL037C,34.0,116.0
YIL038C,238.0,176.0
YIL039W,29.0,99.0
YIL040W,9.0,94.0
YIL041W,22.0,85.0
YIL042C,38.0,110.0
YIL043C,20.0,98.0
YIL044C,26.0,171.0
YIL045W,94.0,39.0
YIL046W,45.0,113.0
YIL046W-A,193.0,68.0
YIL047C,15.0,196.0
YIL047C-A,950.0,194.0
YIL048W,248.0,125.0
YIL049W,6.0,69.0
YIL050W,114.0,136.0
YIL051C,29.0,116.0
YIL052C,31.0,48.0
YIL053W,28.0,135.0
YIL054W,1130.0,164.0
YIL055C,841.0,78.0
YIL056W,114.0,56.0
YIL057C,71.0,101.0
YIL058W,,
YIL059C,548.0,566.0
YIL060W,,
YIL061C,19.0,42.0
YIL062C,27.0,147.0
YIL063C,45.0,41.0
YIL064W,51.0,91.0
YIL065C,39.0,70.0
YIL066C,1024.0,144.0
YIL066W-A,80.0,47.0
YIL067C,59.0,83.0
YIL068C,59.0,100.0
YIL068W-A,38.0,62.0
YIL069C,45.0,187.0
YIL070C,55.0,106.0
YIL071C,30.0,256.0
YIL071W-A,1237.0,57.0
YIL072W,,
YIL073C,,
YIL074C,121.0,53.0
YIL075C,62.0,105.0
YIL076W,12.0,163.0
YIL077C,17.0,133.0
YIL078W,48.0,73.0
YIL079C,30.0,124.0
YIL082W,,
YIL083C,105.0,96.0
YIL084C,42.0,1841.0
YIL085C,47.0,55.0
YIL086C,38.0,598.0
YIL087C,74.0,92.0
YIL088C,73.0,72.0
YIL089W,86.0,55.0
YIL090W,138.0,327.0
YIL091C,31.0,54.0
YIL092W,78.0,97.0
YIL093C,75.0,118.0
YIL094C,23.0,81.0
YIL095W,172.0,70.0
YIL096C,27.0,97.0
YIL097W,9.0,112.0
YIL098C,43.0,94.0
YIL099W,47.0,139.0
YIL100C-A,,
YIL100W,,
YIL101C,37.0,104.0
YIL102C,,
YIL102C-A,55.0,322.0
YIL103W,50.0,73.0
YIL104C,34.0,98.0
YIL105C,141.0,38.0
YIL105W-A,1353.0,677.0
YIL106W,16.0,103.0
YIL107C,168.0,9.0
YIL108W,24.0,83.0
YIL109C,87.0,115.0
YIL110W,31.0,164.0
YIL111W,23.0,34.0
YIL112W,44.0,130.0
YIL113W,37.0,106.0
YIL114C,31.0,165.0
YIL115C,180.0,57.0
YIL115W-A,,
YIL116W,34.0,24.0
YIL117C,107.0,120.0
YIL118W,114.0,155.0
YIL119C,201.0,307.0
YIL120W,196.0,107.0
YIL121W,4.0,170.0
YIL122W,302.0,156.0
YIL123W,222.0,337.0
YIL124W,31.0,100.0
YIL125W,275.0,203.0
YIL126W,82.0,134.0
YIL127C,24.0,87.0
YIL128W,76.0,134.0
YIL129C,,
YIL130W,,
YIL131C,57.0,150.0
YIL132C,11.0,395.0
YIL133C,18.0,87.0
YIL134C-A,434.0,1612.0
YIL134W,24.0,67.0
YIL135C,58.0,155.0
YIL136W,12.0,99.0
YIL137C,49.0,82.0
YIL138C,10.0,351.0
YIL139C,21.0,122.0
YIL140W,103.0,124.0
YIL141W,,
YIL142C-A,1303.0,169.0
YIL142W,27.0,52.0
YIL143C,34.0,254.0
YIL144W,80.0,205.0
YIL145C,9.0,326.0
YIL146C,356.0,215.0
YIL147C,216.0,287.0
YIL148W,26.0,65.0
YIL149C,,
YIL150C,31.0,53.0
YIL151C,174.0,43.0
YIL152W,13.0,25.0
YIL153W,21.0,55.0
YIL154C,25.0,71.0
YIL155C,33.0,341.0
YIL156W,20.0,116.0
YIL156W-A,,
YIL156W-B,13.0,98.0
YIL157C,4.0,208.0
YIL158W,11.0,85.0
YIL159W,24.0,59.0
YIL160C,34.0,105.0
YIL161W,20.0,39.0
YIL162W,39.0,220.0
YIL163C,29.0,1786.0
YIL164C,78.0,489.0
YIL165C,525.0,174.0
YIL166C,416.0,94.0
YIL169C,40.0,276.0
YIL171W-A,,
YIL172C,,
YIL173W,,
YIL176C,,
YIL177C,,
YIL177W-A,,
YIR001C,65.0,329.0
YIR002C,91.0,117.0
YIR003W,13.0,70.0
YIR004W,53.0,116.0
YIR005W,45.0,78.0
YIR006C,37.0,87.0
YIR007W,7.0,108.0
YIR008C,59.0,85.0
YIR009W,78.0,450.0
YIR010W,68.0,107.0
YIR011C,16.0,110.0
YIR012W,25.0,97.0
YIR013C,457.0,222.0
YIR014W,24.0,12.0
YIR015W,24.0,1119.0
YIR016W,704.0,76.0
YIR017C,10.0,213.0
YIR017W-A,,
YIR018C-A,784.0,219.0
YIR018W,21.0,55.0
YIR019C,,
YIR020C,1018.0,574.0
YIR020C-B,,
YIR020W-A,,
YIR021W,36.0,60.0
YIR021W-A,1268.0,604.0
YIR022W,17.0,105.0
YIR023C-A,,
YIR023W,18.0,110.0
YIR024C,41.0,69.0
YIR025W,27.0,127.0
YIR026C,54.0,96.0
YIR027C,264.0,112.0
YIR028W,,
YIR029W,92.0,46.0
YIR030C,20.0,54.0
YIR030W-A,,
YIR031C,121.0,65.0
YIR032C,62.0,71.0
YIR033W,37.0,64.0
YIR034C,35.0,70.0
YIR035C,20.0,70.0
YIR036C,26.0,68.0
YIR036W-A,,
YIR037W,61.0,147.0
YIR038C,24.0,122.0
YIR039C,3.0,144.0
YIR040C,,
YIR041W,1418.0,133.0
YIR042C,65.0,430.0
YEL001C,39.0,102.0
YEL002C,50.0,89.0
YEL003W,9.0,138.0
YEL004W,24.0,112.0
YEL005C,36.0,73.0
YEL006W,57.0,372.0
YEL007W,,
YEL008C-A,179.0,416.0
YEL008W,112.0,369.0
YEL009C,571.0,95.0
YEL009C-A,,
YEL010W,,
YEL011W,31.0,85.0
YEL012W,95.0,109.0
YEL013W,237.0,449.0
YEL014C,,
YEL015W,33.0,54.0
YEL016C,183.0,92.0
YEL017C-A,30.0,467.0
YEL017W,52.0,91.0
YEL018C-A,342.0,3540.0
YEL018W,4.0,82.0
YEL019C,10.0,155.0
YEL020C,2031.0,702.0
YEL020C-B,206.0,135.0
YEL020W-A,51.0,92.0
YEL021W,33.0,53.0
YEL022W,65.0,74.0
YEL023C,560.0,126.0
YEL024W,101.0,400.0
YEL025C,13.0,243.0
YEL026W,90.0,71.0
YEL027W,63.0,253.0
YEL028W,594.0,59.0
YEL029C,65.0,364.0
YEL030C-A,,
YEL030W,453.0,370.0
YEL031W,31.0,93.0
YEL032C-A,,
YEL032W,84.0,183.0
YEL033W,1493.0,1702.0
YEL034C-A,53.0,173.0
YEL034W,53.0,32.0
YEL035C,33.0,369.0
YEL036C,145.0,84.0
YEL037C,159.0,156.0
YEL038W,19.0,51.0
YEL039C,89.0,87.0
YEL040W,8.0,99.0
YEL041W,119.0,644.0
YEL042W,202.0,144.0
YEL043W,37.0,95.0
YEL044W,6.0,125.0
YEL045C,,
YEL046C,102.0,586.0
YEL047C,14.0,42.0
YEL048C,21.0,541.0
YEL049W,18.0,131.0
YEL050C,51.0,171.0
YEL050W-A,54.0,67.0
YEL051W,47.0,100.0
YEL052W,35.0,66.0
YEL053C,83.0,83.0
YEL053W-A,,
YEL054C,27.0,80.0
YEL055C,55.0,72.0
YEL056W,38.0,110.0
YEL057C,77.0,106.0
YEL058W,16.0,74.0
YEL059C-A,77.0,53.0
YEL059W,190.0,2203.0
YEL060C,55.0,241.0
YEL061C,123.0,125.0
YEL062W,13.0,139.0
YEL063C,231.0,291.0
YEL064C,69.0,305.0
YEL065W,13.0,100.0
YEL066W,40.0,77.0
YEL067C,169.0,781.0
YEL068C,11.0,152.0
YEL069C,51.0,101.0
YEL070W,0.0,132.0
YEL071W,36.0,92.0
YEL072W,130.0,309.0
YEL073C,109.0,704.0
YEL074W,,
YEL075C,,
YEL075W-A,,
YEL076C,,
YEL076C-A,,
YEL077C,,
YEL077W-A,,
YER001W,49.0,104.0
YER002W,49.0,94.0
YER003C,44.0,269.0
YER004W,8.0,261.0
YER005W,54.0,111.0
YER006C-A,,
YER006W,39.0,60.0
YER007C-A,40.0,89.0
YER007W,21.0,82.0
YER008C,66.0,84.0
YER009W,34.0,164.0
YER010C,29.0,101.0
YER011W,54.0,78.0
YER012W,61.0,129.0
YER013W,18.0,90.0
YER014C-A,,
YER014W,54.0,88.0
YER015W,22.0,253.0
YER016W,20.0,113.0
YER017C,81.0,163.0
YER018C,55.0,74.0
YER019C-A,53.0,55.0
YER019W,380.0,81.0
YER020W,63.0,171.0
YER021W,31.0,126.0
YER022W,30.0,99.0
YER023C-A,214.0,613.0
YER023W,25.0,69.0
YER024W,32.0,119.0
YER025W,58.0,258.0
YER026C,65.0,129.0
YER027C,89.0,247.0
YER028C,68.0,56.0
YER029C,66.0,104.0
YER030W,13.0,120.0
YER031C,34.0,144.0
YER032W,84.0,197.0
YER033C,0.0,253.0
YER034W,35.0,208.0
YER035W,75.0,139.0
YER036C,33.0,104.0
YER037W,23.0,220.0
YER038C,10.0,754.0
YER038W-A,72.0,525.0
YER039C,95.0,185.0
YER039C-A,17.0,927.0
YER040W,82.0,262.0
YER041W,82.0,168.0
YER042W,20.0,52.0
YER043C,24.0,235.0
YER044C,39.0,125.0
YER044C-A,,
YER045C,213.0,148.0
YER046W,43.0,54.0
YER046W-A,,
YER047C,199.0,58.0
YER048C,67.0,121.0
YER048W-A,81.0,328.0
YER049W,82.0,92.0
YER050C,47.0,112.0
YER051W,16.0,103.0
YER052C,110.0,112.0
YER053C,98.0,143.0
YER053C-A,50.0,365.0
YER054C,577.0,182.0
YER055C,26.0,132.0
YER056C,87.0,121.0
YER056C-A,32.0,79.0
YER057C,43.0,84.0
YER058W,32.0,108.0
YER059W,182.0,72.0
YER060W,129.0,130.0
YER060W-A,84.0,147.0
YER061C,40.0,62.0
YER062C,10.0,192.0
YER063W,61.0,146.0
YER064C,90.0,238.0
YER065C,268.0,127.0
YER066C-A,,
YER066W,8.0,139.0
YER067C-A,114.0,223.0
YER067W,76.0,90.0
YER068C-A,1044.0,461.0
YER068W,67.0,98.0
YER069W,73.0,103.0
YER070W,39.0,206.0
YER071C,9.0,223.0
YER072W,18.0,146.0
YER073W,78.0,273.0
YER074W,26.0,96.0
YER074W-A,14.0,73.0
YER075C,162.0,119.0
YER076C,140.0,151.0
YER076W-A,341.0,156.0
YER077C,178.0,108.0
YER078C,145.0,84.0
YER078W-A,499.0,62.0
YER079C-A,,
YER079W,79.0,107.0
YER080W,19.0,99.0
YER081W,473.0,183.0
YER082C,54.0,92.0
YER083C,18.0,44.0
YER084W,633.0,103.0
YER084W-A,,
YER085C,34.0,136.0
YER086W,39.0,139.0
YER087C-A,,
YER087C-B,40.0,208.0
YER087W,38.0,68.0
YER088C,89.0,135.0
YER088C-A,1633.0,434.0
YER088W-B,17.0,1597.0
YER089C,312.0,73.0
YER090C-A,1223.0,637.0
YER090W,78.0,104.0
YER091C,70.0,225.0
YER091C-A,291.0,242.0
YER092W,9.0,255.0
YER093C,60.0,58.0
YER093C-A,21.0,130.0
YER094C,90.0,154.0
YER095W,67.0,235.0
YER096W,107.0,183.0
YER097W,11.0,1902.0
YER098W,182.0,423.0
YER099C,19.0,74.0
YER100W,35.0,92.0
YER101C,34.0,124.0
YER102W,19.0,142.0
YER103W,54.0,128.0
YER104W,18.0,380.0
YER105C,19.0,124.0
YER106W,,
YER107C,193.0,138.0
YER107W-A,,
YER110C,112.0,152.0
YER111C,193.0,143.0
YER112W,49.0,93.0
YER113C,133.0,146.0
YER114C,298.0,201.0
YER115C,217.0,113.0
YER116C,100.0,1169.0
YER117W,20.0,63.0
YER118C,192.0,179.0
YER119C,26.0,98.0
YER119C-A,641.0,1465.0
YER120W,34.0,102.0
YER121W,21.0,116.0
YER122C,81.0,143.0
YER123W,188.0,431.0
YER124C,40.0,341.0
YER125W,504.0,393.0
