transcript	n_reads	mean_read_length	mean_clip_total	median_clip_total	mean_clip_5p	mean_clip_3p	frac_clipped	mean_clip_frac	asymmetry
YDL154W_mRNA	64	625.5	80.75	86.5	4.16	76.59	0.9844	0.1511	-72.44
YDL155W_mRNA	74	677.0	46.91	27.5	3.97	42.93	0.9865	0.0937	-38.96
YDL157C_mRNA	473	511.2	42.11	13.0	2.68	39.42	0.9894	0.0811	-36.74
YDL158C_mRNA	453	508.3	43.61	18.0	2.7	40.91	0.9801	0.0881	-38.21
YDL159C-B_mRNA	18	573.9	50.83	62.5	2.78	48.06	1.0	0.1361	-45.28
YDL159W_mRNA	24	663.8	50.08	62.0	2.92	47.17	0.9583	0.1162	-44.25
YDL160C-A_mRNA	348	461.3	46.89	19.0	3.8	43.09	0.9943	0.0982	-39.29
YDL160C_mRNA	110	662.6	149.93	142.0	13.04	136.89	1.0	0.3287	-123.85
YDL161W_mRNA	151	725.2	56.15	73.0	3.0	53.15	0.9868	0.1012	-50.15
YDL164C_mRNA	65	637.5	42.68	17.0	0.98	41.69	1.0	0.1137	-40.71
YDL165W_mRNA	135	510.4	38.64	15.0	1.99	36.65	0.9926	0.0893	-34.66
YDL166C_mRNA	176	615.2	44.64	13.0	5.09	39.55	1.0	0.0791	-34.45
YDL167C_mRNA	122	685.0	50.23	68.0	1.93	48.3	0.9918	0.0905	-46.36
YDL168W_mRNA	324	800.0	46.24	15.0	3.64	42.6	0.9691	0.0703	-38.97
YDL169C_mRNA	20	455.8	38.4	6.5	20.65	17.75	1.0	0.1227	2.9
YDL170W_mRNA	48	736.4	47.65	25.5	2.38	45.27	1.0	0.1096	-42.9
YDL171C_mRNA	358	832.9	53.73	59.5	3.98	49.74	1.0	0.0924	-45.76
YDL172C_mRNA	45	600.8	52.96	38.0	6.16	46.8	0.9333	0.1159	-40.64
YDL173W_mRNA	42	771.1	47.6	12.0	1.57	46.02	0.9524	0.0605	-44.45
YDL174C_mRNA	96	871.5	46.54	11.5	6.75	39.79	1.0	0.0688	-33.04
YDL175C_mRNA	76	630.1	58.11	73.0	1.99	56.12	0.9737	0.1134	-54.13
YDL176W_mRNA	86	676.4	58.62	73.0	7.35	51.27	1.0	0.1218	-43.92
YDL177C_mRNA	58	518.7	44.19	16.5	1.07	43.12	1.0	0.0884	-42.05
YDL178W_mRNA	203	736.1	46.36	14.0	3.3	43.06	0.9951	0.0769	-39.77
YDL179W_mRNA	81	563.0	59.56	74.0	7.58	51.98	0.9753	0.1215	-44.4
YDL180W_mRNA	198	705.8	71.74	76.5	4.52	67.22	0.9848	0.1408	-62.7
YDL181W_mRNA	379	437.0	89.66	68.0	11.66	77.99	1.0	0.1764	-66.33
YDL182W_mRNA	271	780.0	64.4	71.0	12.62	51.78	1.0	0.1234	-39.16
YDL183C_mRNA	139	822.9	91.02	87.0	1.89	89.13	1.0	0.1158	-87.24
YDL184C_mRNA	36254	314.9	33.04	8.0	2.89	30.15	0.9923	0.0967	-27.27
YDL185W_mRNA	1529	820.9	47.98	62.0	2.64	45.34	0.9784	0.0834	-42.7
YDL186W_mRNA	8	601.2	70.88	60.5	6.0	64.88	1.0	0.1213	-58.88
YDL187C_mRNA	23	608.1	73.04	65.0	20.61	52.43	1.0	0.133	-31.83
YDL188C_mRNA	128	835.5	60.02	60.0	2.77	57.26	0.9844	0.0851	-54.49
YDL189W_mRNA	116	637.6	41.79	11.5	5.13	36.66	0.9741	0.0821	-31.53
YDL190C_mRNA	203	663.5	57.63	65.0	5.08	52.54	0.9951	0.1293	-47.46
YDL191W_mRNA	10572	466.1	43.54	14.0	2.27	41.27	0.9409	0.0897	-39.0
YDL192W_mRNA	5262	618.8	41.04	11.0	1.94	39.1	0.9654	0.0685	-37.16
YDL193W_mRNA	195	573.7	48.55	26.0	5.83	42.72	0.9897	0.1064	-36.9
YDL194W_mRNA	40	779.0	99.82	91.0	8.8	91.02	1.0	0.2048	-82.22
YDL195W_mRNA	335	743.9	49.88	37.0	4.61	45.27	0.9821	0.094	-40.67
YDL197C_mRNA	52	745.9	92.33	76.5	2.67	89.65	1.0	0.1753	-86.98
YDL198C_mRNA	733	580.8	54.75	72.0	2.41	52.34	0.9918	0.1273	-49.93
YDL199C_mRNA	49	612.4	86.63	82.0	23.41	63.22	0.9796	0.1835	-39.82
YDL200C_mRNA	201	555.5	57.23	66.0	4.98	52.26	1.0	0.102	-47.28
YDL201W_mRNA	98	679.1	42.09	10.0	2.69	39.4	0.949	0.0807	-36.7
YDL202W_mRNA	102	552.4	39.95	13.5	2.07	37.88	0.9608	0.0898	-35.81
YDL203C_mRNA	70	720.9	52.06	20.0	1.56	50.5	1.0	0.1019	-48.94
YDL204W_mRNA	76	611.3	44.95	18.5	4.66	40.29	0.9737	0.1058	-35.63
YDL205C_mRNA	105	565.8	56.21	63.0	9.56	46.65	0.9524	0.122	-37.09
YDL206W_mRNA	53	742.1	60.47	66.0	2.53	57.94	0.9623	0.1159	-55.42
YDL207W_mRNA	42	699.2	53.12	69.0	1.0	52.12	1.0	0.1025	-51.12
YDL208W_mRNA	914	490.9	37.95	11.0	2.09	35.86	0.9978	0.0847	-33.78
YDL209C_mRNA	39	456.3	50.56	65.0	2.23	48.33	0.9744	0.133	-46.1
YDL210W_mRNA	22	602.0	65.18	76.5	3.0	62.18	1.0	0.1375	-59.18
YDL211C_mRNA	48	550.9	55.96	68.5	1.83	54.12	1.0	0.1138	-52.29
YDL212W_mRNA	1287	653.5	46.93	24.0	3.03	43.9	0.9681	0.0786	-40.86
YDL213C_mRNA	352	459.1	37.09	10.0	2.93	34.16	0.9545	0.0958	-31.23
YDL214C_mRNA	12	507.7	33.67	7.0	1.33	32.33	0.9167	0.0722	-31.0
YDL215C_mRNA	165	793.3	47.96	22.0	2.29	45.67	1.0	0.0834	-43.38
YDL216C_mRNA	44	728.9	56.41	71.0	2.55	53.86	1.0	0.0969	-51.32
YDL217C_mRNA	96	645.2	58.6	45.0	12.78	45.82	1.0	0.0944	-33.04
YDL218W_mRNA	6	519.0	44.0	44.5	0.5	43.5	1.0	0.0977	-43.0
YDL219W_mRNA	447	615.5	50.91	60.0	3.37	47.54	0.9843	0.0838	-44.17
YDL220C_mRNA	9	648.8	22.67	3.0	0.78	21.89	0.8889	0.0277	-21.11
YDL221W_mRNA	10	428.9	35.6	15.0	3.0	32.6	1.0	0.0951	-29.6
YDL222C_mRNA	21	496.8	71.14	79.0	4.81	66.33	1.0	0.1405	-61.52
YDL223C_mRNA	31	593.1	51.45	13.0	2.55	48.9	1.0	0.0969	-46.35
YDL224C_mRNA	111	706.8	65.51	73.0	4.78	60.73	0.982	0.127	-55.95
YDL225W_mRNA	197	723.9	46.32	19.0	2.41	43.91	0.9543	0.0911	-41.51
YDL226C_mRNA	368	645.2	66.98	21.0	22.83	44.15	0.9891	0.1321	-21.32
YDL227C_mRNA	73	680.8	57.01	70.0	2.84	54.18	0.9726	0.1198	-51.34
YDL228C_mRNA	1452	416.4	41.95	14.0	3.27	38.68	0.9504	0.1068	-35.4
YDL229W_mRNA	2475	1276.1	54.26	65.0	2.65	51.62	0.9818	0.0555	-48.97
YDL230W_mRNA	51	619.0	54.88	73.0	3.53	51.35	1.0	0.1082	-47.82
YDL231C_mRNA	110	725.1	61.8	71.0	5.28	56.52	0.9455	0.1241	-51.24
YDL232W_mRNA	506	392.8	56.4	67.0	1.47	54.93	1.0	0.1389	-53.46
YDL233W_mRNA	53	743.7	53.92	74.0	1.32	52.6	1.0	0.0929	-51.28
YDL234C_mRNA	484	692.5	45.01	16.5	3.36	41.65	0.9959	0.0853	-38.29
YDL235C_mRNA	511	583.6	54.27	68.0	3.96	50.31	0.998	0.0988	-46.35
YDL236W_mRNA	375	719.1	52.85	35.0	2.17	50.68	0.9867	0.0879	-48.52
YDL237W_mRNA	131	713.3	43.18	16.0	3.22	39.96	1.0	0.0759	-36.74
YDL238C_mRNA	22	765.5	83.14	77.0	3.73	79.41	1.0	0.096	-75.68
YDL239C_mRNA	85	635.8	66.41	65.0	13.98	52.44	0.9765	0.107	-38.46
YDL240W_mRNA	34	756.4	70.85	79.0	10.35	60.5	1.0	0.1343	-50.15
YDL241W_mRNA	300	516.3	71.54	68.5	12.43	59.11	0.9967	0.1546	-46.68
YDL243C_mRNA	270	600.7	71.46	72.0	16.18	55.28	1.0	0.1235	-39.1
YDL244W_mRNA	16	327.4	96.88	84.5	32.94	63.94	0.9375	0.3028	-31.0
YDL245C_mRNA	18	887.6	189.0	81.5	2.06	186.94	1.0	0.1765	-184.89
YDL247W-A_mRNA	100	615.2	139.55	77.0	30.02	109.53	1.0	0.1717	-79.51
YDL247W_mRNA	48	667.4	328.77	332.5	150.79	177.98	1.0	0.5655	-27.19
YDL248W_mRNA	92	1048.3	96.98	81.5	6.85	90.13	0.9891	0.1043	-83.28
YDR001C_mRNA	316	743.3	74.85	73.0	5.0	69.85	0.9968	0.1529	-64.85
YDR002W_mRNA	3183	579.0	45.17	16.0	1.89	43.28	0.9947	0.0838	-41.39
YDR003W-A_mRNA	118	403.1	42.78	20.0	2.63	40.15	1.0	0.1131	-37.53
YDR003W_mRNA	56	795.8	66.12	68.5	5.98	60.14	1.0	0.1099	-54.16
YDR004W_mRNA	94	757.6	54.71	67.5	6.79	47.93	0.9468	0.0905	-41.14
YDR005C_mRNA	269	810.7	53.34	67.0	4.36	48.98	0.9888	0.0892	-44.61
YDR006C_mRNA	130	775.1	51.28	42.0	1.96	49.32	0.9923	0.0941	-47.35
YDR007W_mRNA	48	576.8	55.52	12.0	6.73	48.79	1.0	0.1184	-42.06
YDR008C_mRNA	13	420.3	46.85	17.0	3.0	43.85	1.0	0.1159	-40.85
YDR009W_mRNA	20	682.0	75.1	84.5	2.45	72.65	1.0	0.1028	-70.2
YDR010C_mRNA	9	396.7	44.89	20.0	3.56	41.33	1.0	0.1175	-37.78
YDR011W_mRNA	401	712.6	51.73	62.0	4.72	47.01	0.9975	0.1067	-42.3
YDR012W_mRNA	1681	889.0	63.74	65.0	6.55	57.18	0.9923	0.0788	-50.63
YDR013W_mRNA	366	397.5	41.46	13.0	2.42	39.04	0.9836	0.1076	-36.61
YDR014W_mRNA	79	978.7	102.57	83.0	13.15	89.42	1.0	0.1547	-76.27
YDR016C_mRNA	98	414.8	40.32	11.5	1.92	38.4	1.0	0.0903	-36.48
YDR017C_mRNA	128	603.8	52.07	37.0	3.47	48.6	1.0	0.1127	-45.13
YDR018C_mRNA	14	515.9	115.64	93.0	22.29	93.36	1.0	0.229	-71.07
YDR019C_mRNA	76	620.3	51.37	63.0	3.96	47.41	0.9868	0.1084	-43.45
YDR020C_mRNA	90	742.6	40.69	13.0	1.93	38.76	0.9889	0.0685	-36.82
YDR021W_mRNA	63	676.5	70.81	80.0	2.43	68.38	0.9841	0.1223	-65.95
YDR022C_mRNA	28	468.3	85.61	84.5	41.5	44.11	1.0	0.2468	-2.61
YDR023W_mRNA	2692	955.8	48.1	18.0	2.59	45.5	0.9799	0.0696	-42.91
YDR025W_mRNA	4374	498.3	45.95	23.0	3.75	42.2	0.9973	0.1006	-38.45
YDR026C_mRNA	81	572.9	54.04	38.0	3.28	50.75	1.0	0.1299	-47.47
YDR027C_mRNA	112	826.9	44.84	16.0	3.73	41.11	0.9821	0.0834	-37.38
YDR028C_mRNA	150	540.3	47.19	26.0	2.8	44.39	0.9867	0.1216	-41.59
YDR030C_mRNA	57	478.2	72.84	81.0	32.11	40.74	1.0	0.2168	-8.63
YDR031W_mRNA	184	490.7	48.36	26.0	1.85	46.52	1.0	0.0996	-44.67
YDR032C_mRNA	483	629.1	44.01	20.0	4.44	39.57	0.9793	0.0812	-35.13
YDR033W_mRNA	3320	850.3	55.34	72.0	3.52	51.82	0.9964	0.09	-48.29
YDR034C-C_mRNA	21	454.6	102.29	111.0	2.0	100.29	1.0	0.2241	-98.29
YDR034C-D_mRNA	94	1058.3	162.47	87.0	7.99	154.48	0.9894	0.152	-146.49
YDR034C_mRNA	219	650.6	50.48	14.0	5.85	44.63	0.9817	0.1021	-38.77
YDR034W-B_mRNA	261	376.6	55.75	68.0	2.2	53.56	1.0	0.1411	-51.36
YDR035W_mRNA	557	673.2	47.48	22.0	1.99	45.49	0.991	0.0971	-43.5
YDR036C_mRNA	75	852.2	60.88	66.0	2.13	58.75	1.0	0.1219	-56.61
YDR037W_mRNA	1908	791.0	44.84	15.0	3.75	41.09	0.9858	0.0782	-37.34
YDR038C_mRNA	350	455.2	87.97	82.5	3.45	84.51	0.9943	0.2381	-81.06
YDR039C_mRNA	53	815.3	88.94	87.0	5.62	83.32	0.9811	0.2075	-77.7
YDR040C_mRNA	151	913.4	79.03	77.0	5.22	73.81	1.0	0.1118	-68.59
YDR041W_mRNA	248	605.3	47.6	47.5	2.44	45.17	1.0	0.0866	-42.73
YDR042C_mRNA	120	390.5	60.49	73.5	8.39	52.1	0.9917	0.1884	-43.71
YDR043C_mRNA	100	522.3	74.01	77.0	16.63	57.38	0.99	0.1544	-40.75
YDR044W_mRNA	217	726.1	52.26	32.0	4.06	48.21	0.9954	0.0969	-44.15
YDR045C_mRNA	460	577.2	51.52	69.0	2.05	49.47	0.9957	0.0945	-47.42
YDR046C_mRNA	534	775.5	46.54	18.5	2.57	43.97	0.9963	0.0835	-41.41
YDR047W_mRNA	230	646.5	56.03	17.0	15.79	40.24	0.9957	0.1155	-24.45
YDR048C_mRNA	7	330.4	135.57	126.0	10.86	124.71	1.0	0.3925	-113.86
YDR049W_mRNA	36	725.2	75.89	79.0	17.17	58.72	0.9722	0.1632	-41.56
YDR050C_mRNA	8295	612.8	47.79	57.0	2.32	45.48	0.9905	0.0911	-43.16
YDR051C_mRNA	239	679.2	70.87	58.0	32.46	38.42	0.9833	0.1475	-5.96
YDR052C_mRNA	94	790.0	70.03	73.5	3.24	66.79	1.0	0.1245	-63.54
YDR054C_mRNA	193	518.5	47.53	18.0	2.9	44.63	0.9896	0.1028	-41.73
YDR055W_mRNA	295	748.3	56.26	74.0	3.36	52.9	0.9797	0.1053	-49.55
YDR056C_mRNA	346	604.9	45.75	14.0	2.35	43.4	0.9884	0.0838	-41.05
YDR057W_mRNA	41	548.4	44.73	26.0	1.44	43.29	0.9756	0.099	-41.85
YDR058C_mRNA	42	649.8	41.98	14.0	1.98	40.0	1.0	0.0789	-38.02
YDR059C_mRNA	104	476.8	74.49	73.0	15.46	59.03	1.0	0.1674	-43.57
YDR060W_mRNA	196	638.8	100.8	65.5	1.97	98.83	0.9745	0.1795	-96.85
YDR061W_mRNA	109	744.8	47.52	18.0	1.38	46.15	0.9817	0.0798	-44.77
YDR062W_mRNA	300	1079.1	52.54	61.0	1.78	50.76	0.9833	0.0761	-48.97
YDR063W_mRNA	319	513.4	45.83	29.0	2.76	43.07	0.9843	0.0962	-40.31
YDR064W_mRNA	7729	530.0	49.26	13.0	12.14	37.12	0.9964	0.0855	-24.99
YDR065W_mRNA	169	701.7	53.08	70.0	2.29	50.79	1.0	0.0906	-48.5
YDR066C_mRNA	46	532.6	46.04	64.5	2.02	44.02	1.0	0.108	-42.0
YDR067C_mRNA	56	638.5	47.14	23.0	2.59	44.55	1.0	0.0783	-41.96
YDR068W_mRNA	47	804.9	44.13	10.0	1.3	42.83	0.9574	0.056	-41.53
YDR069C_mRNA	64	657.0	47.69	64.0	2.91	44.78	1.0	0.0902	-41.88
YDR070C_mRNA	28	401.2	41.32	15.5	1.93	39.39	1.0	0.1216	-37.46
YDR071C_mRNA	1597	594.5	38.22	10.0	2.74	35.48	0.9606	0.0681	-32.74
YDR072C_mRNA	250	640.1	59.54	70.5	4.82	54.73	0.992	0.1189	-49.91
YDR073W_mRNA	228	432.0	52.55	19.5	14.93	37.61	0.9868	0.1241	-22.68
YDR074W_mRNA	369	814.6	58.34	65.0	3.74	54.6	0.9919	0.1155	-50.86
YDR075W_mRNA	78	835.8	61.31	75.5	2.24	59.06	1.0	0.0911	-56.82
YDR076W_mRNA	40	540.8	46.5	15.0	1.82	44.68	1.0	0.0925	-42.85
YDR077W_mRNA	3137	690.8	58.26	74.0	3.8	54.46	0.9965	0.1055	-50.66
YDR078C_mRNA	99	384.8	82.64	67.0	39.07	43.57	1.0	0.2286	-4.49
YDR079C-A_mRNA	183	420.1	43.74	21.0	1.48	42.26	1.0	0.1016	-40.79
YDR079W_mRNA	184	447.0	33.55	10.0	2.46	31.09	0.9891	0.0769	-28.62
YDR080W_mRNA	117	994.5	94.45	76.0	1.36	93.09	0.9915	0.1217	-91.74
YDR081C_mRNA	76	845.2	99.32	72.0	26.29	73.03	0.9737	0.1568	-46.74
YDR082W_mRNA	44	818.4	58.11	77.0	1.61	56.5	1.0	0.091	-54.89
YDR083W_mRNA	38	671.2	37.66	13.0	2.32	35.34	1.0	0.0694	-33.03
YDR084C_mRNA	260	634.4	50.01	60.5	4.87	45.13	0.9692	0.0853	-40.26
YDR085C_mRNA	100	615.1	57.03	71.5	1.91	55.12	0.99	0.1219	-53.21
YDR086C_mRNA	2361	458.5	38.87	13.0	2.18	36.69	0.9936	0.0845	-34.51
YDR087C_mRNA	181	631.3	40.66	13.0	1.88	38.78	1.0	0.0792	-36.9
YDR088C_mRNA	61	631.8	53.05	77.0	1.03	52.02	0.9672	0.0958	-50.98
YDR089W_mRNA	66	708.6	64.05	75.0	4.12	59.92	1.0	0.1409	-55.8
YDR090C_mRNA	151	694.7	58.09	66.0	3.68	54.4	0.9338	0.1019	-50.72
YDR091C_mRNA	436	886.9	50.44	31.0	3.4	47.05	0.9977	0.0814	-43.65
YDR092W_mRNA	126	505.9	59.37	22.0	10.05	49.33	0.9841	0.1161	-39.28
YDR093W_mRNA	41	579.1	34.17	12.0	2.68	31.49	1.0	0.0761	-28.8
YDR094W_mRNA	39	929.6	59.87	73.0	6.95	52.92	1.0	0.1046	-45.97
YDR095C_mRNA	16	217.9	33.69	17.0	2.88	30.81	1.0	0.1517	-27.94
YDR096W_mRNA	143	779.7	79.19	76.0	11.2	67.99	0.986	0.1259	-56.78
YDR097C_mRNA	100	835.5	51.17	39.0	2.26	48.91	0.97	0.08	-46.65
YDR098C-B_mRNA	197	1906.0	223.03	310.0	4.75	218.28	0.9949	0.1211	-213.53
YDR098C_mRNA	413	594.1	44.68	15.0	2.07	42.61	0.9927	0.0846	-40.54
YDR099W_mRNA	869	870.4	113.07	93.0	59.37	53.7	0.9942	0.134	5.67
YDR100W_mRNA	394	436.7	50.08	64.5	5.11	44.97	1.0	0.1199	-39.87
YDR101C_mRNA	502	737.0	50.39	34.0	2.8	47.6	0.988	0.0845	-44.8
YDR102C_mRNA	11	370.9	195.27	205.0	38.36	156.91	1.0	0.4932	-118.55
YDR103W_mRNA	133	712.5	52.22	22.0	3.05	49.17	0.9925	0.0946	-46.13
YDR104C_mRNA	36	633.4	96.19	97.5	2.58	93.61	1.0	0.1692	-91.03
YDR105C_mRNA	61	749.9	78.02	81.0	19.61	58.41	1.0	0.1388	-38.8
YDR106W_mRNA	10	438.4	77.1	76.5	12.2	64.9	1.0	0.1661	-52.7
YDR107C_mRNA	441	518.4	338.61	392.0	300.78	37.83	1.0	0.6772	262.95
YDR108W_mRNA	58	795.4	41.72	11.0	1.93	39.79	1.0	0.084	-37.86
YDR109C_mRNA	22	634.1	47.23	20.5	1.73	45.5	0.9545	0.1066	-43.77
YDR110W_mRNA	38	939.8	53.0	27.0	3.47	49.53	0.9737	0.0775	-46.05
YDR111C_mRNA	90	659.1	54.41	10.0	3.72	50.69	1.0	0.1053	-46.97
YDR113C_mRNA	23	796.8	44.48	16.0	6.0	38.48	0.9565	0.0731	-32.48
YDR114C_mRNA	124	445.0	37.2	10.0	1.53	35.67	0.9919	0.0827	-34.14
YDR115W_mRNA	246	455.3	42.28	17.0	2.58	39.7	0.9878	0.0931	-37.12
YDR116C_mRNA	144	636.9	61.03	73.5	2.26	58.77	1.0	0.1067	-56.51
YDR117C_mRNA	93	671.7	45.97	19.0	5.48	40.48	0.9785	0.0918	-35.0
YDR118W-A_mRNA	18	583.5	72.56	77.5	1.83	70.72	1.0	0.1428	-68.89
YDR118W_mRNA	32	946.8	59.81	67.5	4.91	54.91	1.0	0.0755	-50.0
YDR119W-A_mRNA	196	436.7	40.19	13.0	2.97	37.22	0.9949	0.094	-34.25
YDR119W_mRNA	209	846.6	55.01	72.0	2.88	52.13	1.0	0.0956	-49.26
YDR120C_mRNA	174	755.4	51.14	26.0	2.87	48.27	0.9943	0.0878	-45.4
YDR121W_mRNA	12	371.5	38.58	19.5	1.58	37.0	0.9167	0.1289	-35.42
YDR122W_mRNA	135	661.8	42.9	16.0	2.23	40.67	1.0	0.0761	-38.44
YDR123C_mRNA	129	627.5	45.98	20.0	1.74	44.24	0.9767	0.088	-42.5
YDR124W_mRNA	60	509.0	42.32	16.5	2.62	39.7	1.0	0.1128	-37.08
YDR125C_mRNA	39	786.2	86.23	81.0	7.44	78.79	0.9744	0.1256	-71.36
YDR126W_mRNA	81	428.6	53.2	69.0	3.01	50.19	1.0	0.1447	-47.17
YDR127W_mRNA	593	857.0	70.95	78.0	2.0	68.95	0.9899	0.1282	-66.95
YDR128W_mRNA	107	769.8	69.75	75.0	2.87	66.88	1.0	0.1344	-64.01
YDR129C_mRNA	745	845.8	54.28	60.0	2.45	51.83	0.9919	0.0916	-49.37
YDR130C_mRNA	46	739.5	53.98	62.5	1.39	52.59	1.0	0.0796	-51.2
YDR131C_mRNA	47	710.7	54.74	66.0	1.91	52.83	1.0	0.1141	-50.91
YDR132C_mRNA	77	760.6	77.39	72.0	15.81	61.58	1.0	0.1325	-45.78
YDR133C_mRNA	1617	566.6	106.55	111.0	6.25	100.3	0.9994	0.2074	-94.05
YDR135C_mRNA	430	710.8	57.82	36.5	8.16	49.66	0.993	0.1137	-41.5
YDR137W_mRNA	136	792.3	46.96	29.0	2.82	44.15	1.0	0.0833	-41.33
YDR138W_mRNA	152	671.9	56.87	42.0	6.99	49.88	1.0	0.1083	-42.89
YDR139C_mRNA	587	414.1	39.66	14.0	2.83	36.82	1.0	0.0903	-33.99
YDR140W_mRNA	99	516.6	62.15	71.0	8.85	53.3	0.9899	0.1329	-44.45
YDR141C_mRNA	149	885.9	77.11	72.0	2.0	75.11	0.9933	0.1145	-73.11
YDR142C_mRNA	63	686.5	53.19	59.0	4.56	48.63	1.0	0.104	-44.08
YDR143C_mRNA	64	703.3	53.09	24.5	9.06	44.03	1.0	0.1046	-34.97
YDR144C_mRNA	168	757.2	47.43	63.5	1.75	45.68	0.9524	0.0903	-43.93
YDR145W_mRNA	193	692.6	52.38	65.0	2.42	49.96	0.9948	0.107	-47.54
YDR146C_mRNA	37	674.2	35.97	14.0	1.59	34.38	1.0	0.0599	-32.78
YDR147W_mRNA	62	792.0	66.68	71.5	2.45	64.23	0.9677	0.1	-61.77
YDR148C_mRNA	275	674.8	46.41	19.0	2.13	44.27	0.9964	0.0973	-42.14
YDR150W_mRNA	115	650.0	37.96	12.0	1.71	36.24	1.0	0.0837	-34.53
YDR151C_mRNA	247	765.1	55.43	72.0	2.76	52.67	0.996	0.0916	-49.91
YDR152W_mRNA	83	576.5	52.58	45.0	1.47	51.11	1.0	0.1123	-49.64
YDR153C_mRNA	116	720.8	47.36	30.0	3.08	44.28	0.9828	0.0835	-41.21
YDR154C_mRNA	3414	545.6	51.64	68.5	2.78	48.87	0.9982	0.1025	-46.09
YDR155C_mRNA	1839	559.0	47.25	31.0	2.42	44.83	0.9973	0.0911	-42.41
YDR156W_mRNA	118	477.4	46.02	33.5	2.81	43.2	0.9661	0.1037	-40.39
YDR157W_mRNA	129	477.3	39.8	16.0	2.38	37.42	0.9922	0.0839	-35.04
YDR158W_mRNA	2639	681.6	49.18	39.0	2.61	46.58	0.9962	0.0992	-43.97
YDR159W_mRNA	61	654.1	66.28	63.0	5.16	61.11	1.0	0.1385	-55.95
YDR160W_mRNA	42	758.7	81.45	21.0	42.69	38.76	0.9524	0.0726	3.93
YDR161W_mRNA	227	705.0	47.31	14.0	2.22	45.09	1.0	0.0814	-42.87
YDR162C_mRNA	79	556.4	39.3	15.0	2.32	36.99	1.0	0.0913	-34.67
YDR163W_mRNA	84	494.1	56.01	18.5	15.32	40.69	0.9881	0.1007	-25.37
YDR164C_mRNA	77	751.9	52.17	73.0	4.23	47.94	0.987	0.1074	-43.7
YDR165W_mRNA	415	638.1	51.31	66.0	4.55	46.76	0.9928	0.0979	-42.2
YDR166C_mRNA	85	912.6	64.28	64.0	3.32	60.96	0.9882	0.1024	-57.65
YDR167W_mRNA	310	627.5	48.09	27.0	1.82	46.27	0.9968	0.0851	-44.46
YDR168W_mRNA	588	972.2	47.08	15.5	3.09	43.99	0.9473	0.0681	-40.91
YDR169C-A_mRNA	7	666.1	529.57	498.0	62.14	467.43	1.0	0.7468	-405.29
YDR169C_mRNA	67	749.5	128.24	113.0	3.15	125.09	1.0	0.1899	-121.94
YDR170C_mRNA	560	839.0	56.25	54.0	6.2	50.05	0.9946	0.0959	-43.85
YDR170W-A_mRNA	10	564.1	110.4	93.0	3.7	106.7	1.0	0.1956	-103.0
YDR171W_mRNA	2483	700.9	44.87	16.0	2.9	41.96	0.994	0.0821	-39.06
YDR172W_mRNA	893	704.8	53.62	67.0	2.7	50.92	0.9866	0.0998	-48.21
YDR173C_mRNA	42	459.8	51.98	69.5	2.69	49.29	0.9524	0.1313	-46.6
YDR174W_mRNA	502	698.9	44.15	18.0	3.14	41.01	0.996	0.0776	-37.87
YDR175C_mRNA	64	774.8	70.48	76.5	1.55	68.94	1.0	0.1174	-67.39
YDR176W_mRNA	120	644.2	48.4	22.5	2.63	45.77	0.975	0.0907	-43.13
YDR177W_mRNA	471	689.8	42.67	13.0	2.34	40.34	0.983	0.0654	-38.0
YDR178W_mRNA	169	631.8	59.18	75.0	3.51	55.67	0.9882	0.1078	-52.17
YDR179C_mRNA	49	564.3	51.14	71.0	0.98	50.16	1.0	0.0955	-49.18
YDR179W-A_mRNA	100	674.4	39.22	11.5	2.6	36.62	0.99	0.0798	-34.02
YDR180W_mRNA	71	801.9	59.99	46.0	14.38	45.61	1.0	0.0998	-31.23
YDR181C_mRNA	112	690.0	62.95	78.5	3.12	59.82	1.0	0.1128	-56.7
YDR182W-A_mRNA	85	517.2	57.98	73.0	4.78	53.2	1.0	0.1271	-48.42
YDR182W_mRNA	103	799.5	54.58	70.0	2.44	52.15	1.0	0.0932	-49.71
YDR183C-A_mRNA	63	558.5	49.06	35.0	8.22	40.84	0.9841	0.1165	-32.62
YDR183W_mRNA	98	639.4	68.95	60.5	3.48	65.47	1.0	0.1091	-61.99
YDR184C_mRNA	48	764.9	56.5	45.0	6.92	49.58	1.0	0.0858	-42.67
YDR185C_mRNA	148	572.7	48.63	63.0	3.36	45.27	1.0	0.0909	-41.91
YDR186C_mRNA	124	706.3	52.5	35.0	1.95	50.55	0.9919	0.0938	-48.6
YDR188W_mRNA	437	736.4	46.57	15.0	3.32	43.25	0.9977	0.0867	-39.92
YDR189W_mRNA	202	813.8	49.02	64.0	1.58	47.44	0.9554	0.0782	-45.85
YDR190C_mRNA	634	781.0	50.5	65.0	2.58	47.93	0.9637	0.0818	-45.35
YDR191W_mRNA	30	470.6	37.73	12.0	1.17	36.57	1.0	0.0915	-35.4
YDR192C_mRNA	31	794.4	55.13	66.0	2.9	52.23	1.0	0.0928	-49.32
YDR194C_mRNA	491	893.4	50.96	18.0	4.95	46.01	0.9878	0.0815	-41.05
YDR195W_mRNA	65	880.5	51.48	37.0	3.35	48.12	1.0	0.1061	-44.77
YDR196C_mRNA	204	595.2	52.61	67.0	2.86	49.75	1.0	0.1064	-46.88
YDR197W_mRNA	81	520.7	41.91	15.0	2.43	39.48	0.9877	0.1101	-37.05
