transcript	n_reads	mean_read_length	mean_clip_total	median_clip_total	mean_clip_5p	mean_clip_3p	frac_clipped	mean_clip_frac	asymmetry
YER113C	372	645.5	51.07	68.5	2.67	48.4	0.9839	0.0951	-45.73
YER114C	106	770.6	44.72	15.0	2.68	42.04	1.0	0.0688	-39.36
YER115C	82	557.7	41.77	16.5	2.21	39.56	1.0	0.0936	-37.35
YER116C	23	580.4	54.35	13.0	2.13	52.22	0.9565	0.1101	-50.09
YER117W	9126	493.4	84.45	69.0	41.14	43.31	0.9988	0.1639	-2.17
YER118C	9169	492.9	82.87	68.0	40.95	41.93	0.998	0.1616	-0.98
YER119C	71	781.6	116.46	124.0	2.18	114.28	0.9718	0.1516	-112.1
YER119C-A	154	618.1	40.33	13.0	2.22	38.11	0.987	0.0714	-35.89
YER120W	163	637.6	46.47	18.0	2.55	43.91	0.9877	0.0807	-41.36
YER121W	224	480.8	44.72	19.0	3.66	41.06	1.0	0.0975	-37.41
YER122C	222	864.7	53.46	71.0	2.22	51.25	0.9955	0.0754	-49.03
YER123W	119	575.8	48.86	69.0	1.57	47.29	1.0	0.1143	-45.71
YER124C	352	856.3	55.74	70.0	5.41	50.34	0.9886	0.0831	-44.93
YER125W	233	669.7	47.9	34.0	2.33	45.57	1.0	0.0957	-43.24
YER126C	455	717.8	49.7	66.0	2.24	47.45	0.9934	0.0782	-45.21
YER127W	85	687.0	56.08	66.0	1.71	54.38	1.0	0.0967	-52.67
YER128W	89	473.2	48.93	20.0	2.44	46.49	0.9775	0.1104	-44.06
YER129W	142	647.3	53.58	72.5	5.18	48.41	0.9859	0.1043	-43.23
YER130C	183	807.0	43.39	17.0	2.52	40.87	0.9945	0.0736	-38.35
YER131W	3780	465.2	48.06	23.0	12.83	35.23	0.9958	0.1011	-22.4
YER132C	545	347.6	41.61	15.0	1.98	39.63	0.989	0.14	-37.65
YER133W	913	874.5	118.35	85.0	72.85	45.5	0.9912	0.1267	27.35
YER133W-A	55	641.7	63.76	73.0	2.4	61.36	1.0	0.1084	-58.96
YER134C	53	642.4	34.55	11.0	2.26	32.28	1.0	0.0612	-30.02
YER135C	42	601.9	47.29	26.5	2.79	44.5	1.0	0.0944	-41.71
YER136W	198	1020.6	47.88	26.0	3.43	44.45	0.9899	0.066	-41.03
YER137C	306	462.1	44.22	13.0	4.62	39.6	0.9935	0.0976	-34.98
YER137C-A	435	597.1	48.84	35.0	5.35	43.49	0.9862	0.1015	-38.14
YER137W-A	310	428.4	42.04	13.0	3.67	38.37	1.0	0.1	-34.7
YER138C	4883	1150.3	49.79	28.0	2.87	46.92	0.9877	0.0605	-44.04
YER138W-A	433	437.7	49.31	53.0	4.38	44.93	0.9954	0.1115	-40.55
YER139C	114	575.5	43.18	13.0	3.91	39.26	0.9912	0.0939	-35.35
YER140W	51	877.5	38.49	13.0	2.2	36.29	0.9804	0.0559	-34.1
YER141W	175	737.2	53.21	14.0	12.99	40.22	0.9943	0.0902	-27.22
YER142C	169	552.6	51.37	63.0	3.71	47.66	0.9941	0.1158	-43.95
YER143W	104	744.2	46.97	36.0	4.15	42.82	0.9904	0.0892	-38.66
YER144C	149	579.3	45.79	65.0	2.99	42.81	0.9866	0.108	-39.82
YER145C	77	696.8	54.88	71.0	2.81	52.08	0.974	0.1019	-49.27
YER145C-A	197	404.1	42.06	15.0	2.65	39.41	0.9898	0.0998	-36.75
YER146W	212	396.2	38.58	12.0	1.6	36.97	0.9953	0.0947	-35.37
YER147C	197	418.9	42.31	15.0	2.08	40.24	1.0	0.1008	-38.16
YER147C-A	173	720.3	46.48	17.0	1.71	44.77	0.9942	0.0703	-43.06
YER148W	172	729.6	43.4	15.0	3.53	39.87	0.9826	0.0655	-36.33
YER148W-A	150	687.3	53.47	23.0	14.81	38.66	0.9933	0.0795	-23.85
YER149C	147	596.7	54.02	58.0	9.03	44.99	0.9864	0.0962	-35.95
YER150W	372	548.8	56.53	72.0	3.65	52.89	0.9946	0.1075	-49.24
YER151C	260	652.2	45.3	16.0	2.05	43.25	0.9885	0.0928	-41.2
YER152C	68	750.8	48.84	67.0	2.09	46.75	1.0	0.0875	-44.66
YER152W-A	61	776.7	48.75	64.0	2.36	46.39	1.0	0.0866	-44.03
YER154W	213	596.6	43.33	13.0	4.37	38.97	0.9577	0.0818	-34.6
YER155C	332	675.2	39.05	12.0	2.39	36.66	0.9789	0.0831	-34.26
YER156C	254	843.2	48.85	23.5	2.02	46.83	0.9961	0.0679	-44.81
YER157W	181	630.7	43.69	13.0	3.04	40.64	0.9724	0.0848	-37.6
YER158C	82	525.3	45.99	19.0	1.83	44.16	1.0	0.1116	-42.33
YER158W-A	226	572.4	52.31	16.0	4.03	48.28	0.9956	0.1036	-44.25
YER159C	209	522.8	49.29	19.0	4.26	45.03	0.9952	0.113	-40.78
YER159C-A	70	534.0	70.03	20.5	30.27	39.76	1.0	0.1055	-9.49
YER160C	443	993.7	83.21	78.0	3.6	79.61	0.9819	0.1038	-76.01
YER161C	66	471.1	46.62	18.5	5.06	41.56	1.0	0.1099	-36.5
YER162C	47	575.9	53.26	41.0	8.66	44.6	1.0	0.1114	-35.94
YER163C	77	532.3	60.0	76.0	3.13	56.87	1.0	0.1231	-53.74
YER164W	69	784.0	43.54	15.0	2.43	41.1	1.0	0.0816	-38.67
YER165C-A	132	432.2	48.97	62.0	2.8	46.17	1.0	0.1172	-43.36
YER165W	640	1105.0	55.24	72.0	2.97	52.27	0.9875	0.0657	-49.3
YER166W	191	565.3	47.99	62.0	4.15	43.84	0.9843	0.1033	-39.69
YER167W	154	657.1	45.86	17.0	2.22	43.64	0.9805	0.0959	-41.42
YER168C	141	663.5	50.28	60.0	1.97	48.31	0.9929	0.0929	-46.34
YER169W	47	770.0	53.49	66.0	4.55	48.94	1.0	0.1165	-44.38
YER170W	90	586.5	48.46	62.5	1.8	46.66	0.9778	0.0962	-44.86
YER171W	136	581.4	49.94	21.0	5.29	44.65	0.9926	0.1008	-39.37
YER172C	139	818.3	43.5	15.0	2.32	41.19	0.9856	0.0785	-38.87
YER173W	178	582.7	45.25	17.0	3.69	41.57	0.9944	0.0842	-37.88
YER174C	226	559.8	44.29	17.0	1.64	42.65	0.9956	0.0968	-41.01
YER175C	94	708.2	60.09	62.5	3.35	56.73	0.9787	0.1	-53.38
YER175W-A	43	693.7	54.0	73.0	2.47	51.53	1.0	0.0891	-49.07
YER176W	81	593.4	41.85	13.0	4.31	37.54	0.9383	0.0846	-33.23
YER177W	1456	785.2	50.13	63.0	2.48	47.65	0.9945	0.0776	-45.17
YER178W	1147	695.9	50.89	62.0	4.1	46.8	0.9965	0.1008	-42.7
YER179W	294	419.1	46.0	18.0	3.45	42.54	0.9966	0.1175	-39.09
YER180C	43	549.4	40.7	11.0	1.12	39.58	1.0	0.0776	-38.47
YER180C-A	6	383.7	30.83	7.0	0.5	30.33	1.0	0.0622	-29.83
YER182W	129	553.0	51.2	71.0	1.94	49.26	1.0	0.1083	-47.33
YER183C	137	562.2	55.77	67.0	7.58	48.19	0.9927	0.1206	-40.61
YER184C	86	707.5	88.57	53.5	27.3	61.27	0.9884	0.1189	-33.97
YER185W	27	464.2	59.52	76.0	4.74	54.78	1.0	0.1596	-50.04
YER186C	210	661.2	43.46	17.0	3.21	40.25	0.9762	0.0865	-37.03
YER187W	57	545.7	60.67	24.0	2.11	58.56	0.9649	0.1209	-56.46
YER188C-A	15	437.1	44.8	27.0	3.07	41.73	1.0	0.0933	-38.67
YER188W	60	537.9	43.72	35.5	2.98	40.73	1.0	0.1017	-37.75
YER190C-B	19	572.8	49.68	22.0	1.32	48.37	1.0	0.1087	-47.05
YER190W	35	548.6	54.11	71.0	2.43	51.69	1.0	0.1253	-49.26
YFL001W	54	754.8	60.83	78.0	1.91	58.93	1.0	0.1069	-57.02
YFL002C	62	431.4	44.95	16.5	1.73	43.23	1.0	0.1227	-41.5
YFL002W-A	1691	929.3	44.51	15.0	2.61	41.9	0.9592	0.0595	-39.28
YFL002W-B	37	496.6	51.08	65.0	3.11	47.97	1.0	0.124	-44.86
YFL003C	289	498.8	38.84	13.0	1.66	37.18	0.9862	0.0872	-35.51
YFL004W	504	789.8	44.46	20.5	2.2	42.27	0.9802	0.0835	-40.07
YFL005W	912	732.9	50.01	26.5	1.54	48.47	0.9956	0.073	-46.93
YFL007W	130	836.2	46.78	18.5	2.1	44.68	0.9769	0.0827	-42.58
YFL008W	70	762.2	48.6	49.5	1.57	47.03	1.0	0.0847	-45.46
YFL009W	140	791.5	49.54	13.0	1.74	47.8	0.9857	0.0847	-46.06
YFL010C	153	514.1	38.67	13.0	2.71	35.95	1.0	0.0895	-33.24
YFL010W-A	173	543.4	44.18	18.0	1.67	42.51	1.0	0.1015	-40.84
YFL011W	36	454.5	58.58	78.5	1.83	56.75	0.9722	0.1463	-54.92
YFL012W	44	519.8	52.23	70.5	2.7	49.52	1.0	0.1051	-46.82
YFL012W-A	15	417.9	49.6	65.0	1.0	48.6	1.0	0.1163	-47.6
YFL013C	85	445.3	46.04	21.0	2.32	43.72	0.9529	0.1091	-41.4
YFL013W-A	59	486.0	52.85	12.0	1.66	51.19	1.0	0.1133	-49.53
YFL014W	45	460.8	38.84	12.0	1.33	37.51	1.0	0.0871	-36.18
YFL015C	38	471.9	43.95	39.5	1.26	42.68	0.9737	0.1049	-41.42
YFL015W-A	8	356.4	37.25	27.0	2.5	34.75	1.0	0.0968	-32.25
YFL016C	378	835.5	47.15	21.0	2.24	44.91	0.9894	0.0789	-42.68
YFL017C	248	447.0	45.02	15.5	3.34	41.68	1.0	0.1101	-38.34
YFL017W-A	180	348.7	47.01	25.5	1.79	45.22	1.0	0.1373	-43.42
YFL018C	406	652.5	41.62	12.0	2.26	39.36	0.9852	0.0837	-37.1
YFL019C	10	612.9	39.2	15.5	3.1	36.1	0.9	0.0591	-33.0
YFL020C	13	443.9	86.77	83.0	10.69	76.08	1.0	0.2039	-65.38
YFL021C-A	54	789.1	45.63	31.0	4.41	41.22	1.0	0.0813	-36.81
YFL021W	110	538.8	51.6	70.0	3.3	48.3	0.9818	0.1214	-45.0
YFL022C	523	840.1	50.21	18.0	4.47	45.74	0.9885	0.0803	-41.27
YFL023W	351	456.2	44.8	15.0	4.07	40.74	0.9943	0.1079	-36.67
YFL024C	76	724.1	50.64	67.0	1.57	49.08	1.0	0.0892	-47.51
YFL025C	87	677.6	47.46	45.0	2.44	45.02	0.9885	0.0964	-42.59
YFL026W	47	591.4	41.68	15.0	5.19	36.49	1.0	0.0849	-31.3
YFL027C	64	924.3	75.7	70.0	19.19	56.52	1.0	0.0953	-37.33
YFL028C	200	696.0	48.83	18.0	3.5	45.33	0.99	0.0818	-41.83
YFL029C	161	604.0	44.24	15.0	8.35	35.89	0.9814	0.0811	-27.54
YFL030W	531	399.4	53.21	68.0	6.49	46.73	0.9962	0.1349	-40.24
YFL031C-A	861	609.5	52.59	63.0	7.17	45.42	0.9965	0.11	-38.25
YFL031W	786	630.8	52.66	66.5	6.27	46.39	0.9975	0.1052	-40.12
YFL032W	16	764.1	145.12	38.0	3.38	141.75	0.9375	0.1316	-138.38
YFL033C	93	775.7	44.71	22.0	1.86	42.85	0.9892	0.081	-40.99
YFL034C-A	423	456.4	66.31	52.0	27.82	38.49	1.0	0.1451	-10.68
YFL034C-B	517	489.3	67.33	55.0	24.53	42.8	0.9981	0.139	-18.27
YFL034W	88	497.4	45.42	30.5	1.62	43.8	1.0	0.1043	-42.17
YFL036W	195	813.8	55.88	72.0	3.95	51.93	0.9949	0.1068	-47.98
YFL037W	645	762.4	60.11	73.0	2.8	57.31	0.9814	0.1019	-54.51
YFL038C	573	592.2	44.01	15.0	1.8	42.21	0.9808	0.0784	-40.41
YFL039C	2465	971.1	97.23	94.0	50.25	46.98	0.9927	0.1069	3.27
YFL040W	805	475.4	52.8	70.0	3.93	48.87	0.9938	0.1242	-44.94
YFL041W	74	885.4	44.08	16.0	2.64	41.45	1.0	0.0708	-38.81
YFL041W-A	13	554.9	34.62	14.0	5.54	29.08	1.0	0.0916	-23.54
YFL042C	47	796.7	40.72	9.0	3.06	37.66	0.9362	0.0821	-34.6
YFL044C	188	845.7	126.6	135.0	3.96	122.64	0.9947	0.1505	-118.68
YFL045C	1374	761.9	49.74	62.0	2.57	47.17	0.9949	0.0787	-44.61
YFL046W	1290	698.0	55.94	61.0	11.15	44.78	0.9922	0.0917	-33.63
YFL047W	110	821.1	43.65	26.5	2.31	41.34	0.9909	0.0621	-39.03
YFL048C	267	854.6	50.83	64.0	2.2	48.63	0.9963	0.0814	-46.43
YFL049W	175	676.1	48.55	24.0	3.45	45.1	0.9829	0.0938	-41.66
YFL050C	106	684.1	89.13	73.5	40.85	48.28	1.0	0.1395	-7.43
YFL051C	18	593.8	101.28	61.0	1.56	99.72	1.0	0.1352	-98.17
YFL052W	20	604.3	65.65	75.5	2.5	63.15	1.0	0.1367	-60.65
YFL053W	24	677.6	110.92	72.0	64.96	45.96	1.0	0.1373	19.0
YFL054C	30	517.5	31.63	12.5	2.83	28.8	1.0	0.0892	-25.97
YFL055W	78	537.1	59.31	68.0	10.22	49.09	1.0	0.1195	-38.87
YFL056C	164	669.8	49.36	20.5	5.01	44.35	0.9939	0.0913	-39.34
YFL058W	79	446.7	45.33	23.0	3.87	41.46	1.0	0.1141	-37.58
YFL059W	17	678.1	32.29	10.0	0.88	31.41	1.0	0.0497	-30.53
YFL060C	15	598.5	44.33	16.0	1.33	43.0	1.0	0.0843	-41.67
YFL061W	32	621.5	62.44	77.0	5.12	57.31	1.0	0.1373	-52.19
YFL062W	54	562.0	70.72	76.0	1.94	68.78	0.9815	0.1409	-66.83
YFL064C	11	586.1	34.0	7.0	0.82	33.18	1.0	0.0653	-32.36
YFL065C	6	443.3	49.5	49.5	2.17	47.33	0.8333	0.1408	-45.17
YFR001W	179	486.8	39.35	12.0	1.66	37.69	1.0	0.0957	-36.03
YFR002W	385	710.2	45.52	18.0	2.19	43.32	0.9974	0.0818	-41.13
YFR003C	168	541.4	43.35	21.5	1.71	41.63	0.9821	0.0892	-39.92
YFR004W	363	658.1	47.36	22.0	2.47	44.89	0.9917	0.0879	-42.42
YFR005C	167	572.8	44.53	17.0	4.49	40.04	0.9521	0.0984	-35.55
YFR006W	265	829.7	45.69	18.0	2.62	43.07	0.9962	0.0825	-40.45
YFR007W	46	679.8	67.8	75.5	1.35	66.46	0.9783	0.0985	-65.11
YFR008W	82	541.7	44.8	22.0	2.0	42.8	0.9878	0.0985	-40.8
YFR009W	148	851.4	44.97	15.0	4.79	40.18	1.0	0.0786	-35.39
YFR009W-A	131	724.3	49.95	59.0	1.89	48.06	0.9924	0.0878	-46.18
YFR010W	253	710.8	49.72	27.0	2.0	47.72	0.9842	0.0885	-45.73
YFR010W-A	135	558.5	43.16	15.0	1.41	41.75	0.9556	0.0815	-40.34
YFR011C	163	544.2	42.04	17.0	1.67	40.36	0.9693	0.0865	-38.69
YFR012W	5	789.6	59.2	70.0	1.8	57.4	1.0	0.1301	-55.6
YFR012W-A	5	1001.0	52.4	81.0	0.8	51.6	1.0	0.0629	-50.8
YFR013W	95	607.9	41.68	14.0	1.61	40.07	0.9579	0.0924	-38.46
YFR014C	149	559.8	43.95	17.0	1.64	42.31	0.9933	0.1074	-40.67
YFR015C	105	669.7	44.91	16.0	1.94	42.97	0.9905	0.0914	-41.03
YFR016C	59	357.4	42.86	14.0	6.53	36.34	1.0	0.1338	-29.81
YFR017C	53	517.9	40.3	15.0	2.74	37.57	0.9811	0.0826	-34.83
YFR018C	66	800.7	42.7	15.0	2.26	40.44	1.0	0.0661	-38.18
YFR019W	91	647.9	48.69	60.0	4.31	44.38	0.989	0.1112	-40.08
YFR020W	84	658.4	48.08	29.5	2.98	45.11	1.0	0.0874	-42.13
YFR021W	36	846.5	52.72	42.0	2.22	50.5	1.0	0.0803	-48.28
YFR022W	52	589.2	49.04	68.5	3.35	45.69	1.0	0.109	-42.35
YFR023W	72	514.5	38.82	9.0	2.28	36.54	0.9583	0.0932	-34.26
YFR024C-A	154	665.2	43.79	16.0	8.29	35.5	0.9805	0.0826	-27.21
YFR025C	118	747.9	41.58	13.0	3.45	38.13	1.0	0.0704	-34.68
YFR026C	22	400.5	28.23	7.5	0.95	27.27	1.0	0.0653	-26.32
YFR027W	26	435.5	58.27	70.0	2.04	56.23	1.0	0.1452	-54.19
YFR028C	41	911.3	48.46	21.0	2.98	45.49	1.0	0.0752	-42.51
YFR029W	41	782.7	54.22	72.0	3.46	50.76	1.0	0.1015	-47.29
YFR030W	151	797.2	42.43	15.0	1.68	40.75	0.9868	0.0719	-39.08
YFR031C	1830	423.8	41.19	13.0	2.68	38.5	0.9743	0.1002	-35.82
YFR031C-A	3935	698.9	52.78	36.0	11.9	40.88	0.9868	0.0795	-28.98
YFR032C	3776	313.5	46.36	20.0	9.04	37.32	0.9997	0.1377	-28.27
YFR032C-A	3818	312.6	46.06	20.0	8.99	37.07	0.999	0.1371	-28.08
YFR032C-B	3875	315.7	46.91	21.0	9.11	37.8	0.9997	0.138	-28.69
YFR033C	118	447.5	38.19	13.0	1.44	36.75	0.9831	0.0887	-35.31
YFR034C	111	427.4	40.95	13.0	2.83	38.13	1.0	0.1026	-35.3
YFR034W-A	17	385.8	32.06	11.0	3.24	28.82	1.0	0.0787	-25.59
YFR035C	12	389.2	44.75	43.0	3.33	41.42	1.0	0.106	-38.08
YFR036W	40	353.0	48.35	24.0	4.1	44.25	1.0	0.1277	-40.15
YFR036W-A	27	452.1	41.56	23.0	1.7	39.85	1.0	0.1026	-38.15
YFR037C	39	450.7	54.08	19.0	1.74	52.33	1.0	0.1268	-50.59
YFR038W	89	620.6	45.7	38.0	1.84	43.85	0.9888	0.098	-42.01
YFR039C	99	663.5	46.31	21.0	2.42	43.89	0.9899	0.0896	-41.46
YFR040W	125	818.8	47.18	17.0	2.53	44.65	1.0	0.069	-42.12
YFR041C	167	604.6	48.78	29.0	2.12	46.66	0.994	0.0898	-44.54
YFR042W	92	620.2	61.55	77.5	4.63	56.92	0.9891	0.1084	-52.29
YFR043C	379	520.0	46.83	28.0	2.8	44.03	0.9921	0.0986	-41.22
YFR044C	530	952.0	51.28	63.0	2.65	48.64	0.9943	0.0706	-45.99
YFR045W	41	584.5	41.9	24.0	2.83	39.07	0.9756	0.08	-36.24
YFR046C	114	531.0	45.41	29.0	4.39	41.02	1.0	0.0994	-36.62
YFR047C	80	692.3	47.48	30.0	2.36	45.11	0.9875	0.0809	-42.75
YFR048W	148	612.8	45.19	14.5	2.09	43.1	0.973	0.0918	-41.01
YFR049W	268	597.4	46.47	26.5	4.81	41.65	0.9888	0.0827	-36.84
YFR050C	415	618.5	46.95	24.0	2.8	44.14	0.9904	0.0875	-41.34
YFR051C	177	870.1	52.66	63.0	2.79	49.87	1.0	0.0889	-47.08
YFR052C-A	409	603.7	47.54	54.0	2.9	44.64	0.9927	0.0962	-41.73
YFR052W	381	561.9	47.19	22.0	2.44	44.76	0.9869	0.0981	-42.32
YFR053C	553	887.1	51.24	21.0	4.24	47.0	0.9837	0.0832	-42.75
YFR055W	812	761.3	54.26	18.0	11.72	42.54	0.9926	0.0964	-30.82
YFR056C	56	410.6	117.41	75.5	3.0	114.41	0.9821	0.2462	-111.41
YFR057W	6	801.7	355.0	140.5	267.5	87.5	1.0	0.3339	180.0
YGL001C	545	809.7	46.29	28.0	4.93	41.36	0.9927	0.0783	-36.44
YGL002W	190	509.9	41.88	17.5	2.51	39.38	0.9947	0.0916	-36.87
YGL003C	64	757.6	50.5	64.0	4.39	46.11	0.9688	0.0882	-41.72
YGL004C	59	578.1	63.42	70.0	4.39	59.03	0.9661	0.1333	-54.64
YGL005C	214	571.0	50.55	64.5	1.86	48.7	0.9953	0.0985	-46.84
YGL006W	372	928.2	46.52	19.0	3.12	43.4	0.9839	0.0736	-40.27
YGL006W-A	16	431.3	50.88	15.5	2.81	48.06	1.0	0.1084	-45.25
YGL007C-A	25	476.7	43.6	38.0	5.52	38.08	0.92	0.1114	-32.56
YGL007W	37	408.9	51.89	45.0	9.32	42.57	0.973	0.1312	-33.24
YGL008C	4522	743.6	59.88	75.0	3.26	56.62	0.9962	0.1073	-53.35
YGL009C	1733	792.9	56.5	72.0	2.96	53.54	0.9902	0.1156	-50.59
YGL010W	988	512.0	52.8	67.5	2.43	50.37	0.9929	0.1114	-47.94
YGL011C	339	599.8	45.06	18.0	2.96	42.1	0.9912	0.0878	-39.14
YGL012W	446	845.5	50.95	39.5	2.56	48.39	0.9798	0.0734	-45.83
YGL013C	134	629.8	54.48	71.0	2.69	51.78	1.0	0.1227	-49.09
YGL014C-A	6	495.2	53.0	66.5	4.67	48.33	1.0	0.1316	-43.67
YGL014W	173	1025.8	54.33	70.0	2.91	51.42	0.9942	0.08	-48.51
YGL015C	54	532.4	42.19	13.5	6.26	35.93	0.9815	0.083	-29.67
YGL016W	133	910.4	50.86	58.0	6.79	44.07	0.9925	0.0762	-37.28
YGL017W	68	853.5	54.31	71.0	2.76	51.54	0.9853	0.0804	-48.78
YGL018C	55	501.3	50.6	42.0	6.02	44.58	1.0	0.1069	-38.56
YGL019W	60	674.5	52.87	15.5	2.75	50.12	1.0	0.0806	-47.37
YGL020C	158	583.0	43.84	13.0	3.54	40.3	0.981	0.0792	-36.77
YGL021W	380	590.7	40.84	16.0	2.72	38.12	0.9921	0.0804	-35.4
YGL022W	318	849.6	42.74	13.0	2.71	40.03	0.9874	0.0707	-37.31
YGL023C	23	442.6	37.17	10.0	1.7	35.48	1.0	0.0997	-33.78
YGL024W	20	494.0	66.75	82.0	2.2	64.55	1.0	0.1436	-62.35
YGL025C	37	719.0	47.54	19.0	6.43	41.11	1.0	0.0823	-34.68
YGL026C	454	948.9	41.2	11.5	1.81	39.39	0.9912	0.0646	-37.57
YGL027C	304	533.0	47.69	42.0	2.65	45.04	0.9967	0.1046	-42.39
YGL028C	241	674.1	43.66	14.0	4.37	39.29	0.9751	0.0791	-34.91
YGL029W	10625	457.9	79.49	64.0	37.85	41.64	0.9992	0.1665	-3.79
YGL030W	10578	460.5	79.09	64.0	37.45	41.64	0.9987	0.1649	-4.19
YGL031C	7036	556.9	49.75	24.0	8.12	41.63	0.9994	0.0897	-33.52
YGL032C	1405	355.2	46.26	18.0	2.51	43.75	0.9979	0.1286	-41.24
YGL033W	26	420.8	47.65	31.0	4.38	43.27	1.0	0.116	-38.88
YGL034C	10	637.6	195.9	92.0	5.0	190.9	0.9	0.2524	-185.9
YGL035C	66	746.4	55.92	70.0	3.42	52.5	0.9697	0.1009	-49.08
YGL036W	117	815.5	47.32	15.0	1.89	45.44	0.9658	0.0834	-43.55
YGL037C	849	693.7	49.17	20.0	3.25	45.92	1.0	0.0843	-42.67
YGL038C	346	417.5	43.24	17.5	2.57	40.67	1.0	0.1226	-38.1
YGL039W	155	734.2	62.85	76.0	6.71	56.14	0.9935	0.1019	-49.43
YGL040C	181	824.3	54.03	61.0	7.15	46.87	1.0	0.0876	-39.72
YGL041C	92	511.1	43.75	14.0	2.8	40.95	1.0	0.1004	-38.14
YGL041C-B	99	522.7	40.4	14.0	1.97	38.43	1.0	0.0834	-36.46
YGL041W-A	105	510.9	49.54	24.0	2.39	47.15	0.9905	0.1027	-44.76
YGL042C	105	677.3	46.94	16.0	2.53	44.41	1.0	0.0838	-41.88
YGL043W	86	696.2	56.01	67.0	1.91	54.1	1.0	0.1045	-52.2
YGL044C	82	786.5	61.16	76.0	3.44	57.72	1.0	0.1009	-54.28
YGL045W	76	596.8	58.82	68.5	2.46	56.36	0.9868	0.1146	-53.89
YGL047W	61	543.3	43.84	21.0	2.13	41.7	1.0	0.0906	-39.57
YGL048C	346	792.7	45.09	14.0	1.71	43.38	0.9942	0.0761	-41.68
YGL049C	278	518.2	41.94	14.0	2.85	39.09	0.9964	0.0998	-36.24
YGL050W	186	496.5	44.63	19.5	3.42	41.21	0.9892	0.1169	-37.79
YGL051W	43	448.9	47.3	21.0	14.72	32.58	1.0	0.0976	-17.86
YGL052W	44	568.0	39.73	13.5	3.39	36.34	0.9773	0.0885	-32.95
YGL053W	51	562.4	65.71	77.0	14.57	51.14	1.0	0.1475	-36.57
YGL054C	1295	619.8	47.56	65.0	2.61	44.95	0.9776	0.0839	-42.34
YGL055W	1640	872.1	51.1	66.0	2.51	48.59	0.9872	0.0745	-46.08
YGL056C	56	860.6	45.3	25.0	1.36	43.95	1.0	0.0723	-42.59
YGL057C	184	496.5	44.42	18.0	4.6	39.82	0.9728	0.095	-35.21
YGL058W	233	522.3	44.68	24.0	3.55	41.13	0.9657	0.1	-37.59
YGL059W	185	871.2	45.98	31.0	1.68	44.3	0.9892	0.0687	-42.63
YGL060W	49	851.2	55.12	54.0	10.65	44.47	1.0	0.1137	-33.82
YGL061C	120	502.3	52.19	71.5	2.42	49.77	0.9917	0.1169	-47.34
YGL062W	158	805.1	52.37	62.5	3.64	48.73	0.9873	0.0983	-45.09
YGL063C-A	17	595.2	72.29	80.0	8.53	63.76	1.0	0.1371	-55.24
YGL063W	19	503.5	54.74	74.0	6.16	48.58	1.0	0.1076	-42.42
YGL064C	28	669.9	57.39	75.0	2.21	55.18	1.0	0.1369	-52.96
YGL065C	91	657.2	51.47	72.0	2.04	49.43	0.989	0.1152	-47.38
YGL066W	109	573.8	50.66	68.0	3.22	47.44	1.0	0.1136	-44.22
YGL067W	166	690.5	53.84	63.5	7.6	46.24	0.994	0.1032	-38.64
YGL068W	270	586.1	44.82	19.0	2.12	42.7	0.9778	0.0848	-40.57
YGL069C	276	582.2	49.53	42.0	2.52	47.01	0.9928	0.0923	-44.49
YGL070C	204	598.0	46.93	31.5	2.24	44.69	0.9853	0.0818	-42.45
YGL071W	187	694.8	42.6	15.0	1.91	40.69	0.9626	0.0699	-38.78
YGL072C	43	496.7	47.49	65.0	3.0	44.49	1.0	0.104	-41.49
YGL073W	46	781.0	52.57	66.0	2.33	50.24	1.0	0.088	-47.91
YGL075C	44	385.1	48.55	44.0	2.07	46.48	1.0	0.1401	-44.41
YGL076C	5682	656.2	101.33	105.0	57.51	43.81	0.9972	0.1449	13.7
YGL077C	2865	462.5	48.83	63.0	3.33	45.5	0.9944	0.1141	-42.17
YGL078C	409	789.7	54.94	68.0	2.71	52.23	0.9951	0.0952	-49.52
YGL079W	311	506.6	45.16	24.0	2.57	42.59	0.9936	0.0945	-40.03
YGL080W	124	536.8	40.02	13.5	2.65	37.38	1.0	0.0748	-34.73
YGL081W	109	504.5	41.94	18.0	2.26	39.68	1.0	0.0905	-37.42
YGL082W	114	890.6	42.24	15.0	1.71	40.53	1.0	0.0605	-38.82
YGL083W	72	903.1	46.74	20.0	4.64	42.1	0.9861	0.0767	-37.46
YGL084C	126	884.0	45.9	27.5	3.09	42.81	0.9762	0.0728	-39.72
YGL085W	124	472.4	43.91	15.0	2.39	41.52	0.9839	0.1001	-39.14
YGL086W	188	765.7	53.82	58.5	6.67	47.15	0.9894	0.0921	-40.48
YGL087C	170	390.2	45.74	29.0	7.8	37.94	0.9941	0.1153	-30.14
YGL088W	210	410.5	65.64	62.0	7.25	58.4	0.981	0.1484	-51.15
YGL089C	1690	504.5	49.62	61.0	4.16	45.46	0.9953	0.1027	-41.29
YGL090W	1741	505.6	49.23	63.0	3.73	45.5	0.9954	0.1013	-41.77
YGL091C	167	658.7	43.3	17.0	2.15	41.15	1.0	0.0833	-39.0
YGL092W	194	807.6	44.29	14.5	4.12	40.17	0.9948	0.0785	-36.05
YGL093W	69	904.0	44.07	21.0	3.52	40.55	0.9855	0.0592	-37.03
YGL094C	51	1290.1	54.53	78.0	3.51	51.02	1.0	0.0574	-47.51
YGL095C	263	582.3	91.63	66.0	47.23	44.4	0.9962	0.1535	2.83
