transcript	n_reads	mean_read_length	mean_clip_total	median_clip_total	mean_clip_5p	mean_clip_3p	frac_clipped	mean_clip_frac	asymmetry
YER159C	315	632.7	254.57	266.0	94.21	160.36	1.0	0.395	-66.15
YER159C-A	11	534.8	179.91	165.0	8.09	171.82	1.0	0.3328	-163.73
YER160C	772	1023.9	305.22	333.0	4.78	300.44	0.9909	0.3613	-295.65
YER161C	25	557.5	302.72	285.0	2.4	300.32	1.0	0.5876	-297.92
YER162C	17	621.1	146.18	126.0	2.06	144.12	1.0	0.3049	-142.06
YER163C	80	569.4	137.18	129.5	10.8	126.38	1.0	0.2825	-115.58
YER164W	57	879.6	149.89	133.0	2.4	147.49	1.0	0.2444	-145.09
YER165W	762	1008.9	203.41	200.0	20.19	183.22	1.0	0.2607	-163.04
YER166W	103	727.4	150.24	135.0	2.84	147.4	1.0	0.2723	-144.55
YER167W	126	774.5	201.25	207.0	2.46	198.79	1.0	0.3599	-196.33
YER168C	122	712.3	120.19	100.5	6.75	113.43	1.0	0.2258	-106.68
YER169W	58	765.7	230.6	211.0	12.86	217.74	1.0	0.4111	-204.88
YER170W	50	810.8	382.66	405.5	9.92	372.74	1.0	0.5046	-362.82
YER171W	67	713.8	137.82	134.0	16.85	120.97	0.9851	0.2736	-104.12
YER172C	165	778.0	137.46	134.0	5.83	131.63	0.9879	0.2631	-125.8
YER173W	26	719.5	192.04	172.0	33.69	158.35	1.0	0.2979	-124.65
YER174C	343	596.1	154.98	152.0	26.75	128.23	1.0	0.2825	-101.48
YER175C	83	781.2	267.12	248.0	19.94	247.18	1.0	0.3771	-227.24
YER175W-A	18	810.5	674.94	735.5	257.83	417.11	1.0	0.818	-159.28
YER176W	61	623.2	107.49	113.0	1.9	105.59	1.0	0.2118	-103.69
YER177W	1665	774.5	219.64	220.0	16.14	203.5	0.9964	0.328	-187.35
YER178W	719	890.4	178.98	168.0	6.21	172.77	0.9958	0.2677	-166.56
YER179W	46	539.5	89.96	77.5	5.33	84.63	1.0	0.1676	-79.3
YER180C	39	558.1	145.92	109.0	48.97	96.95	1.0	0.2633	-47.97
YER180C-A	10	450.0	216.5	202.0	27.7	188.8	1.0	0.4485	-161.1
YER182W	132	595.8	140.05	129.0	7.61	132.45	1.0	0.2838	-124.84
YER183C	106	555.1	130.14	140.0	2.89	127.25	0.9906	0.2672	-124.37
YER184C	30	1030.4	375.93	353.0	32.17	343.77	1.0	0.4032	-311.6
YER185W	17	483.0	124.0	135.0	10.47	113.53	1.0	0.3039	-103.06
YER186C	160	777.3	233.69	224.5	36.62	197.06	1.0	0.3421	-160.44
YER187W	19	894.8	535.37	718.0	307.11	228.26	1.0	0.5502	78.84
YER188W	44	606.6	255.98	240.5	6.66	249.32	1.0	0.4775	-242.66
YER190W	48	586.7	98.38	83.0	1.73	96.65	1.0	0.2221	-94.92
YFL001W	68	672.6	86.46	105.5	2.74	83.72	1.0	0.173	-80.99
YFL002C	46	479.5	162.57	152.5	2.15	160.41	1.0	0.4315	-158.26
YFL002W-A	1306	955.0	328.15	330.0	3.05	325.1	0.9962	0.4157	-322.05
YFL002W-B	28	395.9	94.18	73.5	13.64	80.54	0.9643	0.2115	-66.89
YFL003C	19	700.5	138.47	135.0	2.21	136.26	1.0	0.2418	-134.05
YFL004W	611	789.3	147.59	146.0	5.6	141.99	0.9967	0.2616	-136.39
YFL005W	855	759.4	284.6	281.0	48.53	236.07	1.0	0.3961	-187.53
YFL007W	113	889.3	98.71	86.0	6.28	92.42	0.9823	0.158	-86.14
YFL008W	83	734.1	141.63	122.0	1.59	140.04	1.0	0.236	-138.45
YFL009W	135	827.3	148.84	122.0	17.14	131.7	0.9926	0.2526	-114.56
YFL010C	182	725.7	195.34	184.0	10.16	185.17	1.0	0.2695	-175.01
YFL010W-A	128	318.3	102.27	110.5	21.9	80.38	1.0	0.3236	-58.48
YFL012W	14	642.5	375.43	263.5	203.79	171.64	1.0	0.5513	32.14
YFL013C	6	860.8	79.83	73.5	4.67	75.17	1.0	0.1041	-70.5
YFL013W-A	86	468.9	110.06	109.0	1.92	108.14	1.0	0.261	-106.22
YFL014W	91	504.9	232.86	226.0	26.02	206.84	1.0	0.4645	-180.81
YFL015C	7	408.3	286.0	300.0	1.43	284.57	1.0	0.7177	-283.14
YFL016C	495	760.5	144.74	122.0	2.84	141.9	0.996	0.2671	-139.06
YFL017C	114	513.6	131.62	128.5	9.81	121.82	1.0	0.2687	-112.01
YFL017W-A	137	338.8	120.87	110.0	24.52	96.35	1.0	0.3432	-71.83
YFL018C	353	708.6	117.98	115.0	8.01	109.97	0.9972	0.2246	-101.97
YFL019C	8	642.9	362.5	346.0	48.5	314.0	1.0	0.5631	-265.5
YFL020C	10	702.5	374.6	255.0	181.2	193.4	1.0	0.4972	-12.2
YFL021C-A	10	396.2	99.1	71.5	15.9	83.2	1.0	0.2595	-67.3
YFL021W	124	715.5	140.54	125.5	4.26	136.28	1.0	0.2675	-132.02
YFL022C	767	740.3	150.26	131.0	7.43	142.84	0.9948	0.2847	-135.41
YFL023W	27	510.1	129.93	109.0	2.59	127.33	0.963	0.3302	-124.74
YFL024C	56	913.4	341.91	400.5	1.95	339.96	1.0	0.4031	-338.02
YFL025C	84	738.5	162.01	176.0	3.44	158.57	0.9881	0.2758	-155.13
YFL026W	28	676.3	288.57	260.5	200.39	88.18	1.0	0.4167	112.21
YFL027C	73	814.2	126.81	92.0	19.42	107.38	1.0	0.2183	-87.96
YFL028C	251	722.8	119.88	102.0	6.89	112.98	0.996	0.194	-106.09
YFL029C	76	566.6	124.75	112.0	4.28	120.47	1.0	0.275	-116.2
YFL030W	34	718.0	131.71	142.5	9.35	122.35	1.0	0.2127	-113.0
YFL031W	792	950.3	441.98	454.0	17.7	424.29	0.9987	0.5098	-406.59
YFL033C	95	835.9	227.33	228.0	1.34	225.99	1.0	0.3568	-224.65
YFL034C-A	816	458.8	130.23	123.0	29.05	101.18	0.9988	0.2901	-72.13
YFL034C-B	79	687.2	208.73	217.0	18.59	190.14	1.0	0.3662	-171.54
YFL034W	53	528.4	137.23	134.0	4.68	132.55	1.0	0.3085	-127.87
YFL036W	192	857.4	146.26	133.5	6.6	139.65	1.0	0.2289	-133.05
YFL037W	498	829.8	253.12	257.0	9.63	243.49	0.998	0.3986	-233.86
YFL038C	693	599.3	151.45	146.0	14.0	137.45	1.0	0.2764	-123.45
YFL039C	2874	925.9	202.34	193.0	43.92	158.43	0.9972	0.2595	-114.51
YFL040W	8	435.4	138.12	128.0	1.75	136.38	1.0	0.3529	-134.62
YFL041W	84	876.2	210.67	204.0	3.44	207.23	1.0	0.3202	-203.79
YFL041W-A	18	602.8	426.89	316.5	331.89	95.0	1.0	0.6565	236.89
YFL042C	69	674.2	106.41	98.0	1.71	104.7	0.971	0.2283	-102.99
YFL044C	70	896.2	252.99	219.0	9.1	243.89	0.9857	0.3044	-234.79
YFL045C	2407	783.0	213.39	210.0	36.34	177.05	0.9992	0.3038	-140.71
YFL046W	190	672.2	191.23	176.0	9.53	181.71	1.0	0.3064	-172.18
YFL047W	84	796.7	99.86	76.0	2.82	97.04	1.0	0.1771	-94.21
YFL048C	311	832.7	155.53	152.0	5.7	149.82	0.9968	0.2495	-144.12
YFL049W	90	846.6	192.93	207.0	2.93	190.0	1.0	0.3239	-187.07
YFL050C	60	886.3	305.65	300.5	18.1	287.55	1.0	0.4257	-269.45
YFL051C	10	690.0	346.1	281.5	173.7	172.4	1.0	0.4747	1.3
YFL052W	13	645.7	214.38	71.0	3.77	210.62	1.0	0.2546	-206.85
YFL053W	8	683.1	212.5	196.0	0.75	211.75	1.0	0.3656	-211.0
YFL054C	18	621.6	99.06	69.5	24.72	74.33	1.0	0.2093	-49.61
YFL055W	19	909.5	326.74	335.0	10.0	316.74	1.0	0.385	-306.74
YFL056C	200	644.1	154.98	144.5	19.38	135.6	1.0	0.284	-116.22
YFL058W	8	526.9	138.62	131.5	1.75	136.88	1.0	0.2847	-135.12
YFL059W	17	666.9	174.06	165.0	2.53	171.53	1.0	0.2934	-169.0
YFL060C	16	504.9	121.5	116.0	5.88	115.62	1.0	0.2595	-109.75
YFL061W	12	1017.6	447.33	276.0	59.67	387.67	1.0	0.3767	-328.0
YFL062W	29	474.4	134.62	102.0	13.72	120.9	0.9655	0.3595	-107.17
YFL066C	5	290.4	30.0	12.0	10.8	19.2	1.0	0.0988	-8.4
YFR001W	275	553.4	122.43	107.0	10.05	112.39	1.0	0.2435	-102.34
YFR002W	288	789.7	131.1	140.5	2.9	128.19	0.9965	0.2314	-125.29
YFR003C	171	536.8	193.02	189.0	13.84	179.18	1.0	0.3844	-165.33
YFR004W	341	688.5	126.93	116.0	9.3	117.62	0.9941	0.2218	-108.32
YFR005C	69	777.7	221.67	224.0	4.33	217.33	0.9855	0.3692	-213.0
YFR006W	247	871.8	121.77	107.0	3.17	118.59	1.0	0.2111	-115.42
YFR007W	39	644.4	106.69	78.0	6.74	99.95	0.9744	0.1811	-93.21
YFR008W	29	808.1	436.1	447.0	2.86	433.24	1.0	0.5647	-430.38
YFR009W	334	742.1	127.99	124.0	3.48	124.51	0.997	0.2345	-121.03
YFR010W	203	776.9	128.93	128.0	8.19	120.73	1.0	0.2211	-112.54
YFR010W-A	33	313.6	170.7	153.0	3.61	167.09	1.0	0.538	-163.48
YFR011C	214	646.9	206.63	190.5	12.43	194.2	1.0	0.3236	-181.76
YFR012W	6	1058.8	641.67	643.5	19.67	622.0	1.0	0.5291	-602.33
YFR013W	88	629.3	153.36	143.5	4.27	149.09	0.9886	0.352	-144.82
YFR014C	83	724.9	223.82	226.0	3.98	219.84	1.0	0.3726	-215.87
YFR015C	123	667.4	169.77	153.0	7.08	162.69	0.9919	0.3496	-155.61
YFR016C	41	449.0	121.49	68.0	4.05	117.44	1.0	0.2918	-113.39
YFR017C	40	606.0	159.4	147.0	30.9	128.5	1.0	0.2525	-97.6
YFR018C	60	864.0	198.05	193.5	13.13	184.92	1.0	0.2643	-171.78
YFR019W	74	737.0	89.91	86.0	2.39	87.51	0.9865	0.1746	-85.12
YFR020W	53	827.3	355.08	291.0	96.53	258.55	1.0	0.4307	-162.02
YFR021W	41	810.4	149.9	165.0	16.63	133.27	1.0	0.2397	-116.63
YFR022W	38	671.4	162.21	171.5	12.71	149.5	1.0	0.2966	-136.79
YFR023W	12	687.7	113.67	114.0	1.83	111.83	1.0	0.2133	-110.0
YFR024C-A	135	777.1	228.89	216.0	7.84	221.04	1.0	0.3686	-213.2
YFR025C	139	718.9	143.29	134.0	13.04	130.26	1.0	0.2441	-117.22
YFR026C	16	382.8	118.06	104.0	26.88	91.19	1.0	0.3337	-64.31
YFR027W	20	530.1	182.75	190.5	6.35	176.4	1.0	0.4179	-170.05
YFR028C	36	979.6	98.14	92.0	10.17	87.97	1.0	0.1426	-77.81
YFR029W	37	825.6	104.16	88.0	9.14	95.03	1.0	0.1934	-85.89
YFR030W	145	774.4	124.77	83.0	3.11	121.66	1.0	0.2455	-118.54
YFR031C	104	689.6	98.03	70.0	5.34	92.69	0.9904	0.1737	-87.36
YFR031C-A	5169	647.4	159.85	159.0	9.6	150.25	0.9985	0.2798	-140.64
YFR032C	6	492.3	201.0	177.5	1.67	199.33	1.0	0.4747	-197.67
YFR032C-A	10733	316.8	145.24	124.0	13.02	132.23	0.9999	0.4516	-119.21
YFR033C	267	463.1	180.93	164.0	2.8	178.13	1.0	0.4121	-175.33
YFR035C	34	421.7	217.21	190.5	28.32	188.88	1.0	0.5094	-160.56
YFR036W	23	521.2	196.39	185.0	23.0	173.39	1.0	0.3736	-150.39
YFR036W-A	53	348.5	101.25	76.0	1.57	99.68	1.0	0.3068	-98.11
YFR037C	7	1145.9	133.86	124.0	4.71	129.14	0.8571	0.1165	-124.43
YFR038W	41	741.6	115.17	95.0	1.66	113.51	1.0	0.2404	-111.85
YFR039C	135	648.4	110.04	117.0	7.99	102.05	1.0	0.2216	-94.07
YFR040W	123	804.1	133.92	137.0	7.79	126.13	0.9919	0.2268	-118.34
YFR041C	102	642.5	164.83	151.0	4.27	160.56	1.0	0.2984	-156.28
YFR042W	178	663.8	162.24	159.5	17.66	144.58	1.0	0.2525	-126.93
YFR043C	75	642.5	116.92	100.0	11.36	105.56	1.0	0.2074	-94.2
YFR044C	771	805.9	110.84	105.0	5.23	105.61	0.9961	0.1883	-100.38
YFR045W	59	650.1	126.36	114.0	5.37	120.98	1.0	0.2344	-115.61
YFR046C	21	493.3	146.24	115.0	11.24	135.0	1.0	0.3132	-123.76
YFR047C	147	610.7	120.29	109.0	4.63	115.66	0.9932	0.2384	-111.03
YFR048W	79	637.0	89.57	66.0	4.65	84.92	1.0	0.1805	-80.28
YFR049W	239	574.3	249.97	261.0	89.92	160.05	1.0	0.435	-70.12
YFR050C	402	708.6	182.17	179.0	15.45	166.72	0.9975	0.2916	-151.27
YFR051C	221	783.3	116.3	122.0	4.7	111.6	1.0	0.2242	-106.9
YFR052C-A	324	310.9	87.19	89.5	32.44	54.74	1.0	0.2671	-22.3
YFR052W	472	649.0	118.66	113.0	8.33	110.33	1.0	0.2099	-102.01
YFR053C	521	1032.9	197.17	197.0	28.32	168.85	0.9981	0.211	-140.53
YFR055W	430	1099.0	489.44	486.5	12.71	476.73	0.9977	0.4876	-464.02
YFR056C	7	330.0	136.29	122.0	70.57	65.71	1.0	0.4402	4.86
YGL001C	520	858.3	189.52	194.0	12.25	177.27	0.9962	0.2742	-165.02
YGL002W	93	618.2	224.57	229.0	12.26	212.31	1.0	0.403	-200.05
YGL003C	64	772.2	159.27	142.0	13.61	145.66	1.0	0.2503	-132.05
YGL004C	45	691.2	110.38	95.0	4.78	105.6	1.0	0.2222	-100.82
YGL005C	94	788.2	258.57	266.5	7.18	251.39	1.0	0.3623	-244.21
YGL006W	423	885.7	147.15	138.0	7.28	139.87	0.9929	0.2405	-132.59
YGL006W-A	7	424.3	325.57	320.0	72.71	252.86	1.0	0.7584	-180.14
YGL007W	9	685.7	381.56	366.0	133.78	247.78	1.0	0.5552	-114.0
YGL008C	2101	1110.4	499.89	536.0	7.69	492.2	0.9967	0.5272	-484.51
YGL009C	2097	808.1	195.66	200.0	5.15	190.51	0.9971	0.3277	-185.36
YGL010W	53	611.3	230.11	217.0	17.96	212.15	1.0	0.3967	-194.19
YGL011C	390	744.5	198.13	205.0	9.44	188.68	1.0	0.3047	-179.24
YGL012W	296	914.7	151.21	144.0	8.19	143.02	0.9966	0.225	-134.83
YGL013C	64	859.0	119.66	112.5	9.28	110.38	1.0	0.2408	-101.09
YGL014W	231	887.4	137.62	137.0	15.34	122.28	0.9957	0.2273	-106.94
YGL015C	8	474.8	218.38	200.0	150.62	67.75	1.0	0.4954	82.88
YGL016W	141	936.6	186.99	194.0	9.67	177.31	1.0	0.2792	-167.64
YGL017W	81	797.2	142.31	137.0	8.48	133.83	0.9877	0.245	-125.35
YGL018C	34	569.9	207.97	202.5	11.35	196.62	1.0	0.4104	-185.26
YGL019W	72	580.4	137.03	120.5	12.36	124.67	1.0	0.2623	-112.31
YGL020C	244	617.7	135.52	141.5	17.34	118.18	1.0	0.2469	-100.83
YGL021W	106	821.9	124.74	113.5	1.64	123.09	0.9811	0.1992	-121.45
YGL022W	462	750.1	130.85	105.0	4.58	126.27	0.9978	0.2429	-121.69
YGL023C	33	474.2	140.97	132.0	2.0	138.97	1.0	0.3548	-136.97
YGL025C	42	777.7	124.81	108.5	7.67	117.14	1.0	0.2019	-109.48
YGL026C	600	839.0	128.12	128.0	2.8	125.32	0.9983	0.2352	-122.52
YGL027C	105	701.1	125.2	109.0	2.06	123.14	1.0	0.2535	-121.09
YGL028C	154	890.4	322.5	326.5	17.06	305.44	1.0	0.4454	-288.37
YGL029W	167	425.4	209.03	190.0	9.43	199.6	1.0	0.5073	-190.18
YGL030W	20287	467.0	177.1	164.0	39.27	137.83	0.9997	0.3794	-98.56
YGL031C	8085	536.1	150.93	145.0	13.06	137.87	0.9996	0.2924	-124.81
YGL033W	21	428.7	232.57	191.0	33.14	199.43	1.0	0.5707	-166.29
YGL035C	49	908.1	186.69	191.0	16.1	170.59	1.0	0.2576	-154.49
YGL036W	114	847.8	144.78	145.0	2.54	142.25	0.9912	0.2765	-139.71
YGL037C	893	701.6	207.56	205.0	30.01	177.56	0.9989	0.3261	-147.55
YGL038C	80	712.4	242.56	188.0	8.75	233.81	1.0	0.4035	-225.06
YGL039W	136	767.6	181.42	177.5	29.37	152.05	1.0	0.2899	-122.68
YGL040C	147	927.9	263.91	279.0	27.81	236.1	1.0	0.3371	-208.29
YGL041W-A	286	573.7	188.18	182.0	12.27	175.91	1.0	0.3394	-163.65
YGL042C	76	377.8	130.43	115.0	34.18	96.25	1.0	0.3262	-62.07
YGL043W	77	1028.7	285.82	276.0	4.21	281.61	1.0	0.2886	-277.4
YGL044C	95	757.1	301.23	266.0	61.16	240.07	1.0	0.4413	-178.92
YGL045W	36	811.5	255.44	272.0	5.56	249.89	1.0	0.3577	-244.33
YGL047W	100	570.9	110.37	107.0	28.77	81.6	1.0	0.1976	-52.83
YGL048C	380	754.7	143.49	134.5	5.02	138.47	0.9974	0.2605	-133.44
YGL049C	171	627.6	188.0	173.0	2.89	185.11	1.0	0.3971	-182.21
YGL050W	101	626.7	179.99	167.0	14.07	165.92	1.0	0.3329	-151.85
YGL051W	24	740.2	276.62	213.5	27.33	249.29	1.0	0.3313	-221.96
YGL052W	7	380.7	166.0	146.0	63.14	102.86	1.0	0.4254	-39.71
YGL053W	51	685.7	230.22	222.0	27.55	202.67	1.0	0.3514	-175.12
YGL054C	967	711.8	363.67	368.0	29.69	333.97	0.9979	0.5219	-304.28
YGL055W	1570	902.6	246.92	261.0	10.56	236.36	0.9968	0.3449	-225.8
YGL056C	59	827.3	144.24	113.0	13.64	130.59	0.9831	0.2539	-116.95
YGL057C	31	638.1	185.55	203.0	3.94	181.61	0.9677	0.3092	-177.68
YGL058W	222	634.4	340.77	325.5	13.51	327.25	1.0	0.5642	-313.74
YGL059W	195	843.2	104.35	98.0	6.55	97.8	1.0	0.1658	-91.25
YGL060W	64	758.9	147.47	118.0	24.11	123.36	1.0	0.2662	-99.25
YGL061C	74	605.7	146.01	140.0	21.92	124.09	1.0	0.2616	-102.18
YGL062W	176	769.1	132.63	136.0	3.2	129.43	0.9943	0.2669	-126.23
YGL063W	12	900.2	392.75	422.5	22.08	370.67	1.0	0.401	-348.58
YGL064C	31	674.6	111.58	108.0	1.97	109.61	1.0	0.2437	-107.65
YGL065C	64	741.5	125.44	123.0	33.62	91.81	1.0	0.2521	-58.19
YGL066W	48	895.4	264.33	270.5	8.83	255.5	1.0	0.3712	-246.67
YGL067W	123	721.6	107.09	108.0	25.02	82.07	0.9919	0.1843	-57.04
YGL068W	382	625.2	194.7	191.0	16.37	178.32	1.0	0.3398	-161.95
YGL070C	444	637.7	327.14	325.0	17.6	309.53	1.0	0.5176	-291.93
YGL071W	48	1019.8	185.25	168.0	18.81	166.44	0.9792	0.2584	-147.62
YGL072C	9	236.9	38.44	9.0	5.22	33.22	1.0	0.136	-28.0
YGL073W	79	682.8	68.47	74.0	3.82	64.65	1.0	0.1111	-60.82
YGL075C	11	679.5	258.55	290.0	51.45	207.09	1.0	0.3809	-155.64
YGL076C	7671	615.3	187.16	188.0	43.29	143.87	0.9988	0.3216	-100.58
YGL077C	279	740.8	138.03	146.0	12.78	125.25	1.0	0.2496	-112.47
YGL078C	389	858.8	220.41	215.0	3.21	217.21	0.9949	0.3467	-214.0
YGL079W	83	627.7	224.01	232.0	4.14	219.87	1.0	0.3781	-215.72
YGL080W	216	578.2	297.98	288.5	16.07	281.9	1.0	0.5309	-265.83
YGL082W	106	936.7	210.73	199.0	24.23	186.5	1.0	0.2721	-162.27
YGL083W	79	897.2	115.59	132.0	17.24	98.35	1.0	0.1556	-81.11
YGL084C	138	839.6	152.87	152.5	7.57	145.3	0.9928	0.2581	-137.74
YGL085W	40	612.2	214.0	215.5	5.38	208.62	1.0	0.4002	-203.25
YGL086W	177	792.0	112.33	98.0	3.01	109.32	0.9944	0.1926	-106.32
YGL087C	164	496.7	170.32	160.5	21.61	148.71	1.0	0.358	-127.1
YGL088W	210	353.2	162.5	159.5	2.18	160.32	0.9952	0.4292	-158.14
YGL089C	3035	531.8	227.82	224.0	19.07	208.75	0.9997	0.4365	-189.67
YGL090W	50	590.5	229.22	192.5	110.6	118.62	1.0	0.3967	-8.02
YGL091C	144	702.4	162.31	158.5	7.56	154.74	1.0	0.2733	-147.18
YGL092W	160	916.0	100.61	97.5	5.25	95.36	1.0	0.1684	-90.11
YGL093W	100	759.9	81.22	62.0	3.57	77.65	0.98	0.1463	-74.08
YGL094C	55	1252.6	197.53	210.0	8.91	188.62	1.0	0.2386	-179.71
YGL095C	136	760.5	119.53	111.5	9.28	110.25	1.0	0.2135	-100.97
YGL096W	39	670.0	266.03	270.0	36.51	229.51	1.0	0.4189	-193.0
YGL097W	204	885.2	151.16	143.5	12.36	138.8	1.0	0.2188	-126.45
YGL098W	67	818.1	391.84	330.0	5.61	386.22	1.0	0.4432	-380.61
YGL099W	181	709.9	89.98	73.0	2.81	87.17	0.989	0.1804	-84.36
YGL100W	126	654.0	152.61	145.5	15.99	136.62	1.0	0.308	-120.63
YGL101W	232	713.4	276.94	266.5	9.19	267.75	1.0	0.4201	-258.56
YGL102C	21878	518.6	148.92	137.0	39.31	109.61	0.9997	0.2878	-70.3
YGL103W	690	719.1	139.44	141.0	23.94	115.5	0.9957	0.2166	-91.56
YGL104C	48	740.5	146.54	144.5	3.04	143.5	1.0	0.2525	-140.46
YGL105W	890	650.5	143.67	138.5	4.12	139.55	0.9978	0.2849	-135.43
YGL106W	234	574.2	256.79	249.0	6.72	250.07	1.0	0.4747	-243.35
YGL107C	114	770.5	154.78	156.5	7.54	147.24	1.0	0.2903	-139.69
YGL108C	23	592.0	221.57	201.0	19.65	201.91	1.0	0.3623	-182.26
YGL109W	36	398.6	153.64	141.5	14.78	138.86	1.0	0.3762	-124.08
YGL110C	81	637.0	162.36	165.0	3.89	158.47	0.9877	0.3119	-154.58
YGL111W	136	752.8	205.02	189.5	4.19	200.83	1.0	0.3561	-196.64
YGL112C	123	767.8	168.89	156.0	6.11	162.77	1.0	0.3014	-156.66
YGL113W	45	870.9	242.24	250.0	7.98	234.27	1.0	0.3677	-226.29
YGL114W	72	835.1	106.46	94.5	10.32	96.14	0.9861	0.1793	-85.82
YGL115W	282	746.9	162.71	158.5	44.51	118.2	1.0	0.2538	-73.68
YGL116W	30	636.5	146.0	166.0	4.63	141.37	1.0	0.3244	-136.73
YGL117W	700	751.6	160.36	160.0	32.09	128.27	0.9986	0.2385	-96.19
YGL119W	48	897.5	115.5	99.0	5.1	110.4	1.0	0.1827	-105.29
YGL120C	248	810.3	131.48	125.5	4.04	127.45	0.9839	0.2425	-123.41
YGL121C	80	535.0	220.94	217.5	37.92	183.01	1.0	0.4131	-145.09
YGL122C	195	861.8	197.31	206.0	6.84	190.47	0.9949	0.2836	-183.63
YGL123W	15152	645.6	147.97	157.0	18.33	129.64	0.9985	0.2561	-111.32
YGL124C	99	651.4	178.67	176.0	9.0	169.67	1.0	0.3384	-160.67
YGL125W	71	1069.4	339.82	406.0	21.8	318.01	1.0	0.3683	-296.21
YGL126W	84	737.5	274.69	295.5	5.99	268.7	1.0	0.4205	-262.71
YGL127C	37	509.4	189.49	176.0	19.41	170.08	1.0	0.3711	-150.68
YGL128C	26	665.4	217.04	231.5	4.42	212.62	1.0	0.3807	-208.19
YGL129C	103	776.2	175.49	184.0	9.72	165.77	0.9903	0.2828	-156.05
YGL130W	44	700.8	151.52	137.0	4.75	146.77	1.0	0.2712	-142.02
YGL131C	33	950.0	120.45	79.0	8.82	111.64	1.0	0.165	-102.82
YGL133W	140	567.0	123.28	89.5	22.1	101.18	0.9929	0.246	-79.08
YGL134W	47	773.2	184.6	163.0	39.62	144.98	1.0	0.3069	-105.36
YGL135W	6039	610.8	156.53	155.0	23.54	132.99	0.9993	0.2898	-109.45
YGL136C	147	526.1	175.86	174.0	31.71	144.15	1.0	0.3716	-112.44
YGL137W	190	1060.5	221.65	217.5	5.54	216.11	0.9789	0.3158	-210.56
YGL139W	67	905.1	334.78	332.0	26.0	308.78	1.0	0.4479	-282.78
YGL140C	85	906.7	237.0	253.0	9.81	227.19	1.0	0.3366	-217.38
YGL141W	105	839.5	137.48	127.0	3.9	133.57	1.0	0.2528	-129.67
YGL142C	198	645.5	156.12	154.5	5.06	151.06	0.9949	0.2969	-146.0
YGL143C	55	576.6	158.47	142.0	3.38	155.09	1.0	0.3385	-151.71
YGL144C	25	457.3	119.6	134.0	3.88	115.72	1.0	0.2814	-111.84
YGL145W	106	961.4	145.42	133.0	9.31	136.11	1.0	0.2205	-126.8
YGL146C	5	921.6	278.6	367.0	24.6	254.0	1.0	0.2637	-229.4
YGL147C	15690	620.4	154.97	145.0	5.93	149.04	0.9994	0.2675	-143.11
YGL148W	778	799.7	148.72	145.5	9.33	139.39	0.9949	0.2433	-130.06
YGL150C	73	786.2	197.79	208.0	1.44	196.36	0.9726	0.3458	-194.92
YGL151W	119	713.0	120.46	102.0	6.28	114.18	1.0	0.2439	-107.91
YGL152C	25	419.2	41.44	20.0	0.64	40.8	1.0	0.115	-40.16
YGL153W	6	870.3	130.33	131.0	4.83	125.5	1.0	0.1606	-120.67
YGL154C	112	621.2	124.27	93.0	53.22	71.04	0.9911	0.1978	-17.82
YGL155W	59	685.3	214.08	164.0	10.71	203.37	0.9831	0.3362	-192.66
YGL156W	65	661.5	169.26	163.0	8.43	160.83	1.0	0.3116	-152.4
YGL157W	212	749.0	144.04	141.5	18.7	125.33	1.0	0.2445	-106.63
YGL158W	10	807.7	161.2	131.0	3.2	158.0	1.0	0.2603	-154.8
YGL159W	128	910.1	212.61	182.0	5.26	207.35	1.0	0.2583	-202.09
YGL160W	83	707.5	159.67	148.0	13.08	146.59	1.0	0.2993	-133.51
YGL161C	204	745.7	178.97	183.0	18.58	160.38	1.0	0.2755	-141.8
YGL162W	107	549.9	190.77	204.0	15.48	175.29	1.0	0.3968	-159.81
YGL163C	59	821.0	147.54	135.0	21.71	125.83	0.9831	0.2657	-104.12
YGL164C	34	481.4	132.18	105.5	1.21	130.97	0.9706	0.3184	-129.76
YGL165C	59	405.6	70.53	65.0	24.61	45.92	1.0	0.1771	-21.31
YGL166W	23	784.3	185.91	173.0	5.83	180.09	1.0	0.2324	-174.26
YGL167C	203	1051.1	211.05	217.0	10.25	200.8	0.9901	0.2328	-190.55
YGL168W	204	347.2	89.21	87.0	24.84	64.37	1.0	0.244	-39.53
YGL169W	80	737.4	183.66	203.0	9.12	174.54	1.0	0.3128	-165.41
YGL170C	19	584.9	157.63	121.0	90.58	67.05	1.0	0.2811	23.53
YGL171W	95	689.6	135.39	113.0	1.96	133.43	1.0	0.2619	-131.47
YGL172W	181	731.8	138.73	135.0	5.57	133.15	0.9945	0.2532	-127.58
YGL173C	260	980.4	169.94	170.0	16.58	153.37	0.9962	0.2928	-136.79
YGL174W	27	625.9	212.44	223.0	21.15	191.3	1.0	0.3853	-170.15
YGL175C	9	709.2	239.78	157.0	170.22	69.56	1.0	0.3156	100.67
YGL176C	67	623.4	156.4	151.0	2.63	153.78	1.0	0.313	-151.15
YGL178W	72	1008.6	357.65	415.5	24.61	333.04	1.0	0.3711	-308.43
YGL179C	56	810.4	133.04	93.5	32.57	100.46	1.0	0.212	-67.89
YGL180W	32	897.4	325.41	345.5	37.16	288.25	1.0	0.4492	-251.09
YGL181W	66	702.0	140.62	129.5	9.92	130.7	1.0	0.2645	-120.77
YGL184C	47	657.6	136.89	118.0	14.02	122.87	1.0	0.2999	-108.85
