transcript	n_reads	mean_read_length	mean_clip_total	median_clip_total	mean_clip_5p	mean_clip_3p	frac_clipped	mean_clip_frac	asymmetry
YDR435C_mRNA	88	739.3	85.05	86.5	3.93	81.11	1.0	0.1311	-77.18
YDR436W_mRNA	80	660.1	51.19	19.0	3.62	47.56	1.0	0.1124	-43.94
YDR437W_mRNA	19	793.3	45.32	61.0	2.47	42.84	1.0	0.075	-40.37
YDR438W_mRNA	33	733.1	51.3	42.0	4.67	46.64	1.0	0.0951	-41.97
YDR439W_mRNA	39	833.7	169.95	83.0	119.08	50.87	1.0	0.2148	68.21
YDR440W_mRNA	33	615.8	44.94	16.0	4.61	40.33	0.9697	0.0947	-35.73
YDR441C_mRNA	135	633.7	65.27	76.0	6.1	59.18	0.9926	0.1405	-53.08
YDR442W_mRNA	18	779.7	394.22	384.5	3.17	391.06	1.0	0.5361	-387.89
YDR443C_mRNA	7	1659.7	170.57	97.0	2.29	168.29	1.0	0.1319	-166.0
YDR444W_mRNA	27	720.9	42.44	9.0	1.11	41.33	1.0	0.0727	-40.22
YDR447C_mRNA	13019	527.5	41.64	13.0	2.56	39.08	0.9981	0.0799	-36.52
YDR448W_mRNA	23	618.4	86.57	87.0	5.48	81.09	1.0	0.1881	-75.61
YDR449C_mRNA	182	699.6	50.78	67.0	4.15	46.63	0.9725	0.0966	-42.48
YDR450W_mRNA	7825	503.5	39.86	12.0	2.18	37.67	0.9775	0.0807	-35.49
YDR451C_mRNA	82	560.1	46.56	13.5	5.91	40.65	1.0	0.12	-34.73
YDR452W_mRNA	320	634.7	59.55	66.0	2.21	57.34	0.9938	0.1111	-55.13
YDR453C_mRNA	81	457.4	48.56	21.0	3.68	44.88	0.9753	0.105	-41.2
YDR454C_mRNA	708	521.9	41.57	12.0	1.76	39.82	0.9958	0.0854	-38.06
YDR456W_mRNA	89	906.2	71.43	80.0	10.29	61.13	1.0	0.1028	-50.84
YDR457W_mRNA	313	755.1	121.6	112.0	5.9	115.7	0.9968	0.2196	-109.8
YDR458C_mRNA	130	696.6	57.52	39.5	2.37	55.15	1.0	0.1055	-52.78
YDR459C_mRNA	52	516.9	76.9	76.0	2.25	74.65	1.0	0.1923	-72.4
YDR460W_mRNA	51	551.4	63.25	12.0	14.25	49.0	0.9804	0.0978	-34.75
YDR461C-A_mRNA	19	386.3	46.42	61.0	0.68	45.74	1.0	0.1219	-45.05
YDR462W_mRNA	80	521.3	47.85	64.5	1.54	46.31	1.0	0.1016	-44.78
YDR463W_mRNA	123	601.7	51.51	57.0	4.37	47.14	1.0	0.1103	-42.76
YDR464W_mRNA	41	497.5	154.88	173.0	1.46	153.41	1.0	0.3317	-151.95
YDR465C_mRNA	421	618.9	52.13	41.0	4.14	47.98	0.9905	0.1129	-43.84
YDR466W_mRNA	34	678.9	50.85	45.5	2.56	48.29	0.9706	0.1216	-45.74
YDR467C_mRNA	69	456.9	50.7	69.0	1.64	49.06	1.0	0.1283	-47.42
YDR468C_mRNA	192	632.7	47.28	55.5	2.89	44.39	1.0	0.0847	-41.5
YDR469W_mRNA	288	599.0	49.78	41.5	2.84	46.94	0.9861	0.089	-44.1
YDR470C_mRNA	35	659.0	42.94	11.0	0.69	42.26	1.0	0.0886	-41.57
YDR471W_mRNA	8222	522.1	45.77	20.0	4.78	40.98	0.982	0.0859	-36.2
YDR472W_mRNA	110	591.3	58.75	67.5	10.57	48.18	0.9909	0.1275	-37.61
YDR473C_mRNA	64	596.1	46.55	28.5	2.77	43.78	0.9844	0.096	-41.02
YDR475C_mRNA	135	773.6	117.2	66.0	70.66	46.54	0.9926	0.1571	24.12
YDR476C_mRNA	125	657.3	52.14	67.0	1.69	50.45	1.0	0.0961	-48.76
YDR477W_mRNA	234	626.8	48.64	36.5	3.17	45.47	0.9957	0.1081	-42.3
YDR478W_mRNA	119	578.3	52.41	21.0	10.62	41.79	1.0	0.0925	-31.17
YDR479C_mRNA	45	766.4	50.89	73.0	1.44	49.44	1.0	0.0902	-48.0
YDR480W_mRNA	31	596.9	181.16	177.0	7.32	173.84	1.0	0.3508	-166.52
YDR481C_mRNA	526	741.7	94.95	102.5	2.95	92.0	0.9886	0.1824	-89.05
YDR482C_mRNA	25	381.4	56.68	73.0	6.32	50.36	1.0	0.1655	-44.04
YDR483W_mRNA	588	682.9	48.0	30.0	3.92	44.08	0.9881	0.0914	-40.16
YDR484W_mRNA	78	852.7	58.45	75.5	2.32	56.13	0.9872	0.0943	-53.81
YDR485C_mRNA	63	725.8	64.13	53.0	1.6	62.52	1.0	0.1212	-60.92
YDR486C_mRNA	82	469.5	47.02	25.5	2.34	44.68	0.9512	0.1167	-42.34
YDR487C_mRNA	385	619.5	56.8	74.0	2.68	54.12	1.0	0.1047	-51.44
YDR489W_mRNA	53	626.5	42.58	21.0	3.02	39.57	0.9811	0.0863	-36.55
YDR490C_mRNA	20	1129.2	39.35	18.0	1.15	38.2	1.0	0.0528	-37.05
YDR492W_mRNA	349	572.9	49.75	62.0	3.6	46.15	0.9971	0.1108	-42.54
YDR493W_mRNA	131	484.3	46.06	29.0	2.46	43.6	1.0	0.0991	-41.15
YDR494W_mRNA	204	668.6	57.92	44.5	5.43	52.49	0.9951	0.1221	-47.06
YDR495C_mRNA	111	791.7	153.64	165.0	4.27	149.37	1.0	0.2639	-145.1
YDR496C_mRNA	576	817.0	49.98	67.0	2.15	47.83	0.9965	0.0862	-45.68
YDR497C_mRNA	618	780.6	48.36	27.5	4.06	44.3	0.9903	0.086	-40.25
YDR498C_mRNA	35	792.7	58.49	75.0	2.63	55.86	0.9714	0.0924	-53.23
YDR499W_mRNA	31	542.0	59.74	44.0	2.23	57.52	1.0	0.1168	-55.29
YDR500C_mRNA	6003	371.6	40.23	11.0	3.2	37.03	0.9843	0.1006	-33.82
YDR501W_mRNA	22	574.7	144.5	137.0	2.73	141.77	1.0	0.2701	-139.05
YDR502C_mRNA	1083	695.5	50.51	60.0	5.05	45.46	0.9963	0.1048	-40.41
YDR503C_mRNA	81	622.0	60.2	58.0	6.93	53.27	0.9877	0.1115	-46.35
YDR504C_mRNA	204	678.3	87.24	83.0	12.12	75.12	1.0	0.1488	-63.0
YDR505C_mRNA	26	1819.5	213.92	177.0	37.5	176.42	1.0	0.1145	-138.92
YDR506C_mRNA	17	611.4	47.12	17.0	2.47	44.65	0.9412	0.1176	-42.18
YDR507C_mRNA	154	638.9	62.26	71.5	2.23	60.03	0.987	0.1133	-57.81
YDR508C_mRNA	208	876.9	72.9	62.0	5.09	67.81	0.9904	0.1129	-62.73
YDR509W_mRNA	7	185.9	22.14	14.0	0.43	21.71	1.0	0.1102	-21.29
YDR510W_mRNA	390	450.9	45.37	14.0	2.97	42.39	0.9872	0.0985	-39.42
YDR511W_mRNA	186	408.0	40.51	11.5	1.84	38.67	0.9892	0.0967	-36.83
YDR513W_mRNA	728	465.7	42.03	15.0	2.13	39.9	0.9931	0.0914	-37.77
YDR514C_mRNA	60	413.1	37.77	11.0	2.02	35.75	0.9833	0.0895	-33.73
YDR515W_mRNA	92	841.2	66.55	68.5	17.52	49.03	0.9674	0.0898	-31.51
YDR516C_mRNA	399	799.2	51.38	65.0	3.41	47.96	0.99	0.0912	-44.55
YDR517W_mRNA	131	695.6	57.86	66.0	2.89	54.97	0.9847	0.1222	-52.08
YDR518W_mRNA	109	837.0	55.42	32.0	4.2	51.22	0.9908	0.079	-47.02
YDR519W_mRNA	586	546.7	58.79	65.0	2.83	55.96	0.9863	0.1125	-53.13
YDR520C_mRNA	60	584.8	64.7	63.5	17.98	46.72	1.0	0.1556	-28.73
YDR522C_mRNA	7	591.9	73.0	69.0	37.14	35.86	1.0	0.1348	1.29
YDR523C_mRNA	8	710.0	151.25	117.0	38.0	113.25	1.0	0.2426	-75.25
YDR524C-B_mRNA	18045	509.4	51.54	69.0	3.15	48.39	0.9922	0.1016	-45.24
YDR524C_mRNA	106	694.3	51.93	69.0	2.58	49.35	1.0	0.102	-46.76
YDR525W-A_mRNA	75	430.8	58.49	74.0	2.95	55.55	1.0	0.1401	-52.6
YDR527W_mRNA	222	579.3	46.24	19.0	3.36	42.88	0.991	0.0914	-39.51
YDR528W_mRNA	29	863.7	43.79	15.0	2.72	41.07	0.931	0.0697	-38.34
YDR529C_mRNA	1196	551.0	44.28	19.0	2.14	42.13	0.9766	0.0829	-39.99
YDR530C_mRNA	61	758.0	60.52	55.0	1.57	58.95	1.0	0.1097	-57.38
YDR531W_mRNA	263	740.3	52.43	66.0	2.91	49.51	0.9924	0.0934	-46.6
YDR532C_mRNA	105	701.6	79.06	74.0	3.5	75.56	0.9905	0.1482	-72.07
YDR533C_mRNA	335	649.2	56.65	49.0	6.06	50.59	0.9821	0.099	-44.53
YDR534C_mRNA	5	600.6	231.8	210.0	1.0	230.8	1.0	0.4081	-229.8
YDR536W_mRNA	18	584.8	147.11	150.0	22.0	125.11	0.9444	0.3059	-103.11
YDR538W_mRNA	78	616.1	55.13	67.5	2.51	52.62	1.0	0.1123	-50.1
YDR539W_mRNA	202	705.7	61.31	65.5	12.29	49.02	0.9851	0.1078	-36.73
YDR540C_mRNA	85	635.4	104.27	70.0	22.29	81.98	1.0	0.1422	-59.68
YDR541C_mRNA	67	582.7	61.51	57.0	2.16	59.34	1.0	0.1108	-57.18
YDR545W_mRNA	68	531.3	84.21	77.5	4.41	79.79	1.0	0.2056	-75.38
YEL001C_mRNA	518	614.5	48.91	22.0	4.47	44.44	0.9865	0.0893	-39.97
YEL002C_mRNA	520	736.5	53.54	69.0	2.97	50.57	0.9981	0.0984	-47.59
YEL003W_mRNA	620	465.5	60.02	35.5	6.54	53.49	1.0	0.1238	-46.95
YEL004W_mRNA	56	660.9	86.46	74.0	3.52	82.95	0.9821	0.141	-79.43
YEL005C_mRNA	68	481.5	57.87	58.5	4.1	53.76	0.9853	0.1499	-49.66
YEL006W_mRNA	152	705.6	55.95	66.5	4.83	51.12	0.9934	0.1059	-46.29
YEL007W_mRNA	120	748.3	141.72	121.0	16.75	124.97	1.0	0.2554	-108.22
YEL009C_mRNA	2244	792.1	51.54	51.0	3.55	47.99	0.9938	0.0874	-44.44
YEL011W_mRNA	154	658.8	47.02	17.0	5.62	41.4	0.9935	0.0922	-35.77
YEL012W_mRNA	61	530.7	58.18	34.0	7.1	51.08	1.0	0.1394	-43.98
YEL013W_mRNA	356	651.1	49.61	63.5	2.49	47.12	0.9944	0.096	-44.63
YEL015W_mRNA	119	772.2	48.97	68.0	3.0	45.97	0.9748	0.0942	-42.97
YEL016C_mRNA	47	608.0	41.98	17.0	1.7	40.28	1.0	0.0844	-38.57
YEL017C-A_mRNA	2920	476.2	51.71	68.0	3.7	48.02	0.9983	0.1165	-44.32
YEL017W_mRNA	35	891.3	49.03	44.0	4.31	44.71	1.0	0.0646	-40.4
YEL018W_mRNA	56	320.6	45.29	20.5	2.07	43.21	1.0	0.1872	-41.14
YEL020C_mRNA	50	762.7	182.62	133.5	62.9	119.72	1.0	0.2718	-56.82
YEL020W-A_mRNA	982	393.4	52.24	36.0	2.37	49.88	0.999	0.1312	-47.51
YEL021W_mRNA	126	635.7	42.4	12.5	1.79	40.6	0.9524	0.0757	-38.81
YEL022W_mRNA	180	730.4	65.75	77.0	2.37	63.38	1.0	0.1282	-61.01
YEL023C_mRNA	56	500.2	60.29	67.5	2.93	57.36	1.0	0.1225	-54.43
YEL024W_mRNA	587	852.7	47.6	22.0	3.06	44.54	0.9915	0.0629	-41.48
YEL025C_mRNA	76	975.7	251.59	272.0	21.71	229.88	1.0	0.3405	-208.17
YEL026W_mRNA	2522	433.9	49.86	49.0	2.92	46.94	0.9944	0.1189	-44.02
YEL027W_mRNA	2433	678.8	49.03	65.0	3.33	45.7	0.9938	0.0791	-42.38
YEL028W_mRNA	71	579.8	79.69	68.0	25.75	53.94	0.9859	0.1401	-28.2
YEL029C_mRNA	231	767.0	48.19	22.0	5.19	43.0	0.9913	0.0691	-37.81
YEL030W_mRNA	76	502.5	48.42	40.0	2.45	45.97	0.9868	0.1021	-43.53
YEL031W_mRNA	575	734.4	56.26	71.0	2.68	53.58	0.9896	0.1146	-50.9
YEL032W_mRNA	111	633.5	66.95	78.0	2.83	64.12	0.991	0.1419	-61.29
YEL033W_mRNA	19	198.5	52.32	80.0	4.74	47.58	1.0	0.2352	-42.84
YEL034C-A_mRNA	298	660.7	110.88	104.0	2.89	107.99	0.9698	0.1564	-105.1
YEL034W_mRNA	3556	634.2	50.91	39.5	2.88	48.02	0.9966	0.0832	-45.14
YEL036C_mRNA	169	633.7	47.88	24.0	2.14	45.74	1.0	0.1083	-43.6
YEL037C_mRNA	206	552.5	42.39	18.5	1.41	40.99	0.9563	0.0881	-39.58
YEL038W_mRNA	98	568.2	52.65	43.0	4.4	48.26	1.0	0.1065	-43.86
YEL039C_mRNA	142	483.1	41.2	17.0	2.44	38.75	0.993	0.0812	-36.31
YEL040W_mRNA	1208	759.2	48.25	63.0	3.37	44.89	0.9743	0.091	-41.52
YEL041W_mRNA	30	614.0	118.93	92.5	47.13	71.8	1.0	0.1685	-24.67
YEL042W_mRNA	462	670.5	46.9	51.5	3.83	43.07	0.9805	0.0972	-39.24
YEL043W_mRNA	69	599.6	59.9	66.0	2.94	56.96	1.0	0.1363	-54.01
YEL044W_mRNA	367	477.3	41.66	16.0	2.02	39.64	0.97	0.0919	-37.62
YEL046C_mRNA	1240	624.9	44.84	20.0	2.74	42.09	0.9952	0.1022	-39.35
YEL047C_mRNA	173	783.6	116.83	92.0	2.95	113.87	0.9942	0.2031	-110.92
YEL048C_mRNA	79	738.4	67.78	26.0	2.22	65.57	1.0	0.0903	-63.35
YEL049W_mRNA	8	524.0	311.25	194.5	66.88	244.38	1.0	0.5726	-177.5
YEL050C_mRNA	130	677.8	62.29	58.0	2.08	60.22	1.0	0.1023	-58.14
YEL050W-A_mRNA	34	260.3	48.21	13.5	7.79	40.41	1.0	0.1742	-32.62
YEL051W_mRNA	633	581.4	34.66	9.0	1.42	33.24	0.9621	0.0686	-31.82
YEL052W_mRNA	53	772.8	47.32	24.0	1.77	45.55	0.9623	0.0982	-43.77
YEL053C_mRNA	98	866.3	58.19	51.0	16.02	42.17	0.9388	0.1115	-26.15
YEL053W-A_mRNA	9	199.7	17.44	2.0	2.11	15.33	0.6667	0.0528	-13.22
YEL054C_mRNA	4802	568.2	52.6	66.0	2.84	49.76	0.9944	0.1052	-46.92
YEL055C_mRNA	395	689.4	51.08	64.0	1.69	49.39	0.9924	0.0903	-47.71
YEL056W_mRNA	93	630.0	58.72	73.0	2.14	56.58	1.0	0.1207	-54.44
YEL057C_mRNA	18	659.6	152.39	157.5	39.11	113.28	1.0	0.2446	-74.17
YEL058W_mRNA	457	789.1	40.38	12.0	3.33	37.05	0.9912	0.0659	-33.71
YEL059C-A_mRNA	94	354.4	55.51	73.0	3.23	52.28	0.9894	0.1573	-49.04
YEL060C_mRNA	251	707.7	47.5	26.0	2.93	44.57	0.996	0.1022	-41.63
YEL061C_mRNA	67	817.4	55.75	70.0	1.78	53.97	0.9851	0.0884	-52.19
YEL062W_mRNA	113	727.9	79.64	81.0	12.7	66.94	0.9823	0.1319	-54.24
YEL063C_mRNA	168	711.1	61.69	66.5	14.12	47.57	0.994	0.1297	-33.45
YEL064C_mRNA	37	696.7	68.08	71.0	1.14	66.95	1.0	0.1474	-65.81
YEL065W_mRNA	28	1056.8	64.46	61.5	8.0	56.46	1.0	0.1155	-48.46
YEL066W_mRNA	80	528.9	45.98	28.5	2.12	43.85	1.0	0.0946	-41.72
YEL068C_mRNA	99	512.3	47.17	18.0	7.29	39.88	1.0	0.0956	-32.59
YEL070W_mRNA	8	762.8	173.38	168.0	1.5	171.88	1.0	0.2738	-170.38
YEL071W_mRNA	1056	778.0	45.53	18.0	2.3	43.23	0.9848	0.0773	-40.93
YEL072W_mRNA	78	622.5	93.55	85.5	44.97	48.58	0.9872	0.1952	-3.6
YEL073C_mRNA	285	616.0	185.92	92.0	102.21	83.71	0.9965	0.2548	18.51
YEL074W_mRNA	15	484.6	318.67	290.0	159.47	159.2	1.0	0.6387	0.27
YEL077C_mRNA	48	529.9	104.58	84.5	10.08	94.5	1.0	0.2454	-84.42
YER001W_mRNA	633	755.1	59.22	66.0	11.28	47.94	0.9968	0.1126	-36.65
YER002W_mRNA	221	412.0	57.34	14.0	2.16	55.18	0.9729	0.1316	-53.02
YER003C_mRNA	380	699.1	49.6	55.0	2.23	47.37	0.9947	0.0959	-45.14
YER004W_mRNA	164	625.1	51.85	64.5	1.77	50.08	0.9939	0.102	-48.31
YER005W_mRNA	69	679.9	37.9	12.0	2.81	35.09	0.971	0.0879	-32.28
YER006W_mRNA	620	766.6	44.53	16.0	2.68	41.85	0.9903	0.0773	-39.18
YER007C-A_mRNA	524	572.6	45.09	19.0	2.73	42.36	0.9943	0.0885	-39.63
YER007W_mRNA	45	739.1	45.16	21.0	0.98	44.18	1.0	0.1037	-43.2
YER008C_mRNA	148	720.3	77.45	78.5	18.24	59.2	0.9797	0.1454	-40.96
YER009W_mRNA	3788	535.4	52.62	70.0	2.97	49.65	0.9963	0.0991	-46.67
YER010C_mRNA	97	607.7	92.9	81.0	3.36	89.54	1.0	0.1672	-86.18
YER011W_mRNA	68	639.7	78.65	74.0	26.13	52.51	1.0	0.1446	-26.38
YER012W_mRNA	850	616.5	45.69	16.0	4.42	41.27	0.9894	0.0786	-36.85
YER013W_mRNA	56	663.5	112.62	93.5	1.61	111.02	1.0	0.2267	-109.41
YER014W_mRNA	94	693.9	42.07	11.5	2.6	39.48	1.0	0.0857	-36.88
YER015W_mRNA	78	665.7	286.78	299.0	2.81	283.97	1.0	0.4814	-281.17
YER016W_mRNA	46	488.3	49.63	26.5	5.2	44.43	1.0	0.1285	-39.24
YER017C_mRNA	78	790.5	50.21	43.5	1.91	48.29	0.9359	0.0831	-46.38
YER018C_mRNA	145	455.8	63.1	73.0	3.41	59.69	1.0	0.1477	-56.28
YER019C-A_mRNA	1210	388.1	44.73	21.0	3.9	40.82	0.995	0.1113	-36.92
YER019W_mRNA	32	647.4	28.53	8.0	1.47	27.06	0.9688	0.0716	-25.59
YER020W_mRNA	108	661.8	41.46	11.0	1.57	39.89	1.0	0.088	-38.31
YER021W_mRNA	473	856.4	56.27	45.0	5.14	51.13	0.9979	0.0829	-45.99
YER022W_mRNA	106	805.2	53.81	64.0	2.34	51.47	0.9906	0.0979	-49.13
YER023W_mRNA	268	733.3	48.91	26.5	2.57	46.34	1.0	0.0756	-43.76
YER024W_mRNA	80	612.6	143.78	134.0	3.89	139.89	1.0	0.3311	-136.0
YER025W_mRNA	797	841.1	47.82	20.0	1.87	45.95	0.9849	0.0736	-44.08
YER026C_mRNA	643	690.9	53.33	63.0	4.27	49.06	0.9876	0.0955	-44.79
YER027C_mRNA	158	705.1	47.17	59.5	3.0	44.17	0.9937	0.0991	-41.17
YER028C_mRNA	32	642.7	119.59	75.0	4.19	115.41	1.0	0.2085	-111.22
YER029C_mRNA	111	536.9	42.59	15.0	2.04	40.56	0.982	0.0905	-38.52
YER030W_mRNA	118	439.4	36.69	8.5	1.21	35.48	1.0	0.0868	-34.27
YER031C_mRNA	316	653.2	45.16	17.0	2.64	42.52	0.9873	0.0804	-39.88
YER032W_mRNA	54	624.9	69.44	74.0	18.19	51.26	0.9815	0.1747	-33.07
YER033C_mRNA	29	927.2	205.45	207.0	11.17	194.28	1.0	0.3095	-183.1
YER034W_mRNA	41	644.4	57.2	74.0	0.78	56.41	0.9512	0.0971	-55.63
YER035W_mRNA	242	498.1	66.95	69.5	1.59	65.36	1.0	0.1417	-63.78
YER036C_mRNA	773	838.9	49.28	63.0	3.16	46.11	0.9612	0.0911	-42.95
YER037W_mRNA	808	964.1	54.79	64.5	4.14	50.65	0.995	0.0678	-46.52
YER038C_mRNA	538	605.5	56.22	68.0	8.07	48.15	0.9926	0.1029	-40.09
YER038W-A_mRNA	5	848.6	100.2	91.0	2.2	98.0	1.0	0.1407	-95.8
YER039C_mRNA	25	429.1	125.72	131.0	3.28	122.44	1.0	0.3757	-119.16
YER040W_mRNA	134	701.7	54.93	73.0	2.32	52.6	0.9851	0.1087	-50.28
YER041W_mRNA	23	577.4	45.52	34.0	1.35	44.17	1.0	0.0861	-42.83
YER042W_mRNA	603	552.5	44.05	16.0	3.03	41.02	0.9917	0.1024	-37.99
YER043C_mRNA	3734	758.8	49.94	55.0	2.49	47.45	0.9898	0.0923	-44.97
YER044C-A_mRNA	16	562.2	176.81	94.5	12.19	164.62	1.0	0.2817	-152.44
YER044C_mRNA	1243	545.1	52.38	60.0	5.02	47.36	0.9928	0.0995	-42.34
YER045C_mRNA	168	643.9	63.32	75.0	3.81	59.51	0.9881	0.1314	-55.7
YER046W-A_mRNA	14	349.3	78.71	82.0	31.0	47.71	1.0	0.2001	-16.71
YER046W_mRNA	73	436.9	42.9	7.0	6.04	36.86	1.0	0.0917	-30.82
YER047C_mRNA	22	648.2	120.41	130.5	1.73	118.68	1.0	0.1948	-116.95
YER048C_mRNA	225	668.4	46.85	11.0	5.36	41.49	0.9956	0.0811	-36.14
YER048W-A_mRNA	566	565.3	47.23	23.0	1.94	45.29	0.9982	0.0869	-43.36
YER049W_mRNA	251	928.9	46.49	18.0	2.71	43.78	1.0	0.073	-41.07
YER050C_mRNA	348	528.3	48.14	22.0	3.11	45.04	1.0	0.0918	-41.93
YER051W_mRNA	40	918.3	124.7	106.0	2.68	122.02	0.975	0.167	-119.35
YER052C_mRNA	1338	688.5	52.0	67.0	3.43	48.57	0.9955	0.1072	-45.14
YER053C-A_mRNA	156	492.6	68.22	71.0	20.9	47.31	1.0	0.146	-26.41
YER053C_mRNA	430	653.3	61.49	45.0	5.49	56.0	1.0	0.1145	-50.51
YER054C_mRNA	21	687.3	212.9	227.0	3.33	209.57	1.0	0.3702	-206.24
YER055C_mRNA	2169	748.1	51.25	35.0	5.1	46.16	0.9991	0.0763	-41.06
YER056C-A_mRNA	3661	418.6	46.37	20.0	2.64	43.72	0.9959	0.111	-41.08
YER056C_mRNA	1140	719.3	65.64	77.0	3.3	62.34	0.9939	0.1332	-59.03
YER057C_mRNA	768	449.3	47.53	22.0	2.27	45.26	1.0	0.104	-42.98
YER058W_mRNA	25	383.6	40.4	12.0	7.04	33.36	1.0	0.0972	-26.32
YER059W_mRNA	116	640.6	66.72	65.5	20.42	46.29	0.9914	0.1137	-25.87
YER060W-A_mRNA	12	765.2	105.92	78.5	13.25	92.67	1.0	0.1392	-79.42
YER060W_mRNA	144	723.2	130.1	86.0	14.02	116.08	0.9792	0.2148	-102.06
YER061C_mRNA	52	687.1	56.63	69.0	2.54	54.1	0.9808	0.1116	-51.56
YER062C_mRNA	167	577.1	58.88	70.0	2.5	56.38	0.988	0.136	-53.89
YER063W_mRNA	100	514.4	45.79	18.0	1.7	44.09	0.97	0.0942	-42.39
YER064C_mRNA	304	693.3	49.09	63.5	2.27	46.82	0.9737	0.098	-44.55
YER065C_mRNA	61	570.7	194.08	100.0	147.98	46.1	0.9836	0.3591	101.89
YER066W_mRNA	55	561.8	127.85	74.0	73.44	54.42	1.0	0.2381	19.02
YER067W_mRNA	766	534.5	43.89	17.0	1.99	41.91	0.9961	0.0925	-39.92
YER068W_mRNA	114	765.3	55.82	72.0	4.64	51.18	0.9825	0.1131	-46.54
YER069W_mRNA	474	694.2	48.13	27.0	4.1	44.03	0.9895	0.1007	-39.92
YER070W_mRNA	293	777.6	54.47	65.0	2.95	51.52	0.9932	0.1038	-48.57
YER071C_mRNA	294	485.3	49.42	58.0	3.74	45.68	0.9966	0.1058	-41.94
YER072W_mRNA	2210	448.1	47.5	51.0	2.31	45.19	0.9778	0.1164	-42.88
YER073W_mRNA	1193	587.3	52.2	67.0	3.03	49.18	0.9908	0.1129	-46.15
YER074W-A_mRNA	714	378.1	51.81	33.0	12.3	39.5	1.0	0.132	-27.2
YER074W_mRNA	7975	491.0	42.0	14.0	2.68	39.32	0.9921	0.085	-36.64
YER075C_mRNA	32	838.7	168.09	146.5	9.41	158.69	1.0	0.2329	-149.28
YER076C_mRNA	97	524.5	81.48	81.0	10.12	71.36	1.0	0.1747	-61.24
YER077C_mRNA	73	657.8	76.14	74.0	11.4	64.74	1.0	0.1608	-53.34
YER078C_mRNA	109	636.0	48.38	49.0	2.97	45.4	1.0	0.1071	-42.43
YER078W-A_mRNA	26	938.3	71.27	74.5	1.0	70.27	1.0	0.0864	-69.27
YER079W_mRNA	110	595.9	49.33	58.5	3.39	45.94	0.9545	0.1002	-42.55
YER080W_mRNA	237	761.6	68.1	67.0	2.24	65.86	1.0	0.1107	-63.61
YER081W_mRNA	579	725.9	57.05	69.0	3.2	53.85	1.0	0.0959	-50.65
YER082C_mRNA	276	596.9	48.53	28.5	3.91	44.62	0.9819	0.1059	-40.71
YER083C_mRNA	156	587.2	50.97	67.5	2.83	48.15	1.0	0.1109	-45.32
YER086W_mRNA	740	732.2	59.16	72.5	3.01	56.14	0.9959	0.1189	-53.13
YER087C-B_mRNA	608	428.1	42.43	15.0	3.04	39.39	0.9934	0.0984	-36.36
YER087W_mRNA	79	737.9	52.73	71.0	1.9	50.84	1.0	0.0992	-48.94
YER088C-A_mRNA	109	572.9	54.07	36.0	7.95	46.12	1.0	0.1092	-38.17
YER088C_mRNA	187	680.0	60.45	75.0	9.33	51.12	1.0	0.1335	-41.8
YER089C_mRNA	162	603.6	48.98	18.0	5.76	43.22	1.0	0.1126	-37.46
YER090W_mRNA	320	756.7	47.69	26.0	4.22	43.47	0.9781	0.0897	-39.24
YER091C_mRNA	1143	890.4	50.93	26.0	2.35	48.59	0.9965	0.0816	-46.24
YER092W_mRNA	160	476.7	46.48	28.5	4.03	42.45	1.0	0.1044	-38.42
YER093C-A_mRNA	45	440.2	69.93	71.0	20.93	49.0	1.0	0.161	-28.07
YER093C_mRNA	47	1144.0	86.64	82.0	2.11	84.53	0.9787	0.0847	-82.43
YER094C_mRNA	476	645.9	50.27	24.0	1.75	48.53	0.9853	0.0849	-46.78
YER095W_mRNA	53	805.1	47.28	19.0	3.81	43.47	1.0	0.0797	-39.66
YER096W_mRNA	25	768.4	172.96	161.0	3.0	169.96	1.0	0.3123	-166.96
YER097W_mRNA	9	333.6	155.67	163.0	125.56	30.11	1.0	0.4735	95.44
YER098W_mRNA	32	957.3	69.78	79.5	2.0	67.78	1.0	0.0839	-65.78
YER099C_mRNA	273	656.7	51.91	30.0	8.22	43.69	0.9853	0.0907	-35.48
YER100W_mRNA	235	563.9	46.71	23.0	2.98	43.73	0.9702	0.0969	-40.75
YER101C_mRNA	69	646.2	40.19	10.0	0.72	39.46	0.9855	0.0695	-38.74
YER102W_mRNA	14912	668.2	49.54	21.0	8.44	41.1	0.9983	0.0752	-32.66
YER103W_mRNA	1318	769.9	49.72	23.0	1.8	47.92	0.9856	0.1005	-46.12
YER104W_mRNA	107	485.7	57.88	24.0	6.07	51.8	0.9907	0.1214	-45.73
YER105C_mRNA	155	920.2	50.68	33.0	2.42	48.26	0.9935	0.0808	-45.84
YER106W_mRNA	7	1042.9	250.0	276.0	24.57	225.43	1.0	0.247	-200.86
YER107C_mRNA	181	711.9	58.01	71.0	6.03	51.97	0.9945	0.1015	-45.94
YER109C_mRNA	48	899.1	298.9	291.5	6.5	292.4	1.0	0.4072	-285.9
YER110C_mRNA	587	814.2	53.59	28.0	5.95	47.64	0.9932	0.0944	-41.69
YER111C_mRNA	76	765.4	166.67	154.0	22.71	143.96	0.9868	0.2814	-121.25
YER112W_mRNA	514	616.8	54.28	71.0	2.01	52.27	0.9747	0.0982	-50.26
YER113C_mRNA	95	759.8	56.55	67.0	2.29	54.25	0.9895	0.1051	-51.96
