panel	gene	chrom	position	window_position	depth_sense	depth_antisense
S1A	YFR008W	VI	159575	41	0	0
S1A	YFR008W	VI	159576	42	0	0
S1A	YFR008W	VI	159577	43	0	0
S1A	YFR008W	VI	159578	44	0	0
S1A	YFR008W	VI	159579	45	0	0
S1A	YFR008W	VI	159580	46	0	0
S1A	YFR008W	VI	159581	47	0	0
S1A	YFR008W	VI	159582	48	0	0
S1A	YFR008W	VI	159583	49	0	0
S1A	YFR008W	VI	159584	50	0	0
S1A	YFR008W	VI	159585	51	0	0
S1A	YFR008W	VI	159586	52	0	0
S1A	YFR008W	VI	159587	53	0	0
S1A	YFR008W	VI	159588	54	0	0
S1A	YFR008W	VI	159589	55	0	0
S1A	YFR008W	VI	159590	56	0	0
S1A	YFR008W	VI	159591	57	0	0
S1A	YFR008W	VI	159592	58	0	0
S1A	YFR008W	VI	159593	59	0	0
S1A	YFR008W	VI	159594	60	0	0
S1A	YFR008W	VI	159595	61	0	0
S1A	YFR008W	VI	159596	62	0	0
S1A	YFR008W	VI	159597	63	0	0
S1A	YFR008W	VI	159598	64	0	0
S1A	YFR008W	VI	159599	65	0	0
S1A	YFR008W	VI	159600	66	0	0
S1A	YFR008W	VI	159601	67	0	0
S1A	YFR008W	VI	159602	68	0	0
S1A	YFR008W	VI	159603	69	0	0
S1A	YFR008W	VI	159604	70	0	0
S1A	YFR008W	VI	159605	71	0	0
S1A	YFR008W	VI	159606	72	0	0
S1A	YFR008W	VI	159607	73	0	0
S1A	YFR008W	VI	159608	74	0	0
S1A	YFR008W	VI	159609	75	0	0
S1A	YFR008W	VI	159610	76	0	0
S1A	YFR008W	VI	159611	77	0	0
S1A	YFR008W	VI	159612	78	0	0
S1A	YFR008W	VI	159613	79	0	0
S1A	YFR008W	VI	159614	80	0	0
S1A	YFR008W	VI	159615	81	0	0
S1A	YFR008W	VI	159616	82	0	0
S1A	YFR008W	VI	159617	83	0	0
S1A	YFR008W	VI	159618	84	0	0
S1A	YFR008W	VI	159619	85	0	0
S1A	YFR008W	VI	159620	86	0	0
S1A	YFR008W	VI	159621	87	0	0
S1A	YFR008W	VI	159622	88	0	0
S1A	YFR008W	VI	159623	89	0	0
S1A	YFR008W	VI	159624	90	0	0
S1A	YFR008W	VI	159625	91	0	0
S1A	YFR008W	VI	159626	92	0	0
S1A	YFR008W	VI	159627	93	0	0
S1A	YFR008W	VI	159628	94	0	0
S1A	YFR008W	VI	159629	95	0	0
S1A	YFR008W	VI	159630	96	0	0
S1A	YFR008W	VI	159631	97	0	0
S1A	YFR008W	VI	159632	98	0	0
S1A	YFR008W	VI	159633	99	0	0
S1A	YFR008W	VI	159634	100	0	0
S1A	YFR008W	VI	159635	101	0	0
S1A	YFR008W	VI	159636	102	0	0
S1A	YFR008W	VI	159637	103	0	0
S1A	YFR008W	VI	159638	104	0	0
S1A	YFR008W	VI	159639	105	0	0
S1A	YFR008W	VI	159640	106	0	0
S1A	YFR008W	VI	159641	107	0	0
S1A	YFR008W	VI	159642	108	0	0
S1A	YFR008W	VI	159643	109	0	0
S1A	YFR008W	VI	159644	110	0	0
S1A	YFR008W	VI	159645	111	0	0
S1A	YFR008W	VI	159646	112	0	0
S1A	YFR008W	VI	159647	113	0	0
S1A	YFR008W	VI	159648	114	0	0
S1A	YFR008W	VI	159649	115	0	0
S1A	YFR008W	VI	159650	116	0	0
S1A	YFR008W	VI	159651	117	0	0
S1A	YFR008W	VI	159652	118	0	0
S1A	YFR008W	VI	159653	119	0	0
S1A	YFR008W	VI	159654	120	0	0
S1A	YFR008W	VI	159655	121	0	0
S1A	YFR008W	VI	159656	122	0	0
S1A	YFR008W	VI	159657	123	0	0
S1A	YFR008W	VI	159658	124	0	0
S1A	YFR008W	VI	159659	125	0	0
S1A	YFR008W	VI	159660	126	0	0
S1A	YFR008W	VI	159661	127	0	0
S1A	YFR008W	VI	159662	128	0	0
S1A	YFR008W	VI	159663	129	0	0
S1A	YFR008W	VI	159664	130	0	0
S1A	YFR008W	VI	159665	131	0	0
S1A	YFR008W	VI	159666	132	0	0
S1A	YFR008W	VI	159667	133	0	0
S1A	YFR008W	VI	159668	134	0	0
S1A	YFR008W	VI	159669	135	0	0
S1A	YFR008W	VI	159670	136	0	0
S1A	YFR008W	VI	159671	137	0	0
S1A	YFR008W	VI	159672	138	0	0
S1A	YFR008W	VI	159673	139	0	0
S1A	YFR008W	VI	159674	140	0	0
S1A	YFR008W	VI	159675	141	0	0
S1A	YFR008W	VI	159676	142	0	0
S1A	YFR008W	VI	159677	143	0	0
S1A	YFR008W	VI	159678	144	0	0
S1A	YFR008W	VI	159679	145	0	0
S1A	YFR008W	VI	159680	146	0	0
S1A	YFR008W	VI	159681	147	0	0
S1A	YFR008W	VI	159682	148	0	0
S1A	YFR008W	VI	159683	149	0	0
S1A	YFR008W	VI	159684	150	0	0
S1A	YFR008W	VI	159685	151	0	0
S1A	YFR008W	VI	159686	152	0	0
S1A	YFR008W	VI	159687	153	0	0
S1A	YFR008W	VI	159688	154	0	0
S1A	YFR008W	VI	159689	155	0	0
S1A	YFR008W	VI	159690	156	0	0
S1A	YFR008W	VI	159691	157	0	0
S1A	YFR008W	VI	159692	158	0	0
S1A	YFR008W	VI	159693	159	0	0
S1A	YFR008W	VI	159694	160	0	0
S1A	YFR008W	VI	159695	161	0	0
S1A	YFR008W	VI	159696	162	0	0
S1A	YFR008W	VI	159697	163	0	0
S1A	YFR008W	VI	159698	164	0	0
S1A	YFR008W	VI	159699	165	0	0
S1A	YFR008W	VI	159700	166	0	0
S1A	YFR008W	VI	159701	167	0	0
S1A	YFR008W	VI	159702	168	0	0
S1A	YFR008W	VI	159703	169	0	0
S1A	YFR008W	VI	159704	170	0	0
S1A	YFR008W	VI	159705	171	0	0
S1A	YFR008W	VI	159706	172	0	0
S1A	YFR008W	VI	159707	173	0	0
S1A	YFR008W	VI	159708	174	0	0
S1A	YFR008W	VI	159709	175	0	0
S1A	YFR008W	VI	159710	176	0	0
S1A	YFR008W	VI	159711	177	0	0
S1A	YFR008W	VI	159712	178	0	0
S1A	YFR008W	VI	159713	179	0	0
S1A	YFR008W	VI	159714	180	0	0
S1A	YFR008W	VI	159715	181	0	0
S1A	YFR008W	VI	159716	182	0	0
S1A	YFR008W	VI	159717	183	0	0
S1A	YFR008W	VI	159718	184	0	0
S1A	YFR008W	VI	159719	185	0	0
S1A	YFR008W	VI	159720	186	0	0
S1A	YFR008W	VI	159721	187	0	0
S1A	YFR008W	VI	159722	188	0	0
S1A	YFR008W	VI	159723	189	0	0
S1A	YFR008W	VI	159724	190	0	0
S1A	YFR008W	VI	159725	191	0	0
S1A	YFR008W	VI	159726	192	0	0
S1A	YFR008W	VI	159727	193	0	0
S1A	YFR008W	VI	159728	194	0	0
S1A	YFR008W	VI	159729	195	0	0
S1A	YFR008W	VI	159730	196	0	0
S1A	YFR008W	VI	159731	197	0	0
S1A	YFR008W	VI	159732	198	0	0
S1A	YFR008W	VI	159733	199	0	0
S1A	YFR008W	VI	159734	200	0	0
S1A	YFR008W	VI	159735	201	0	0
S1A	YFR008W	VI	159736	202	0	0
S1A	YFR008W	VI	159737	203	0	0
S1A	YFR008W	VI	159738	204	0	0
S1A	YFR008W	VI	159739	205	0	0
S1A	YFR008W	VI	159740	206	0	0
S1A	YFR008W	VI	159741	207	0	0
S1A	YFR008W	VI	159742	208	0	0
S1A	YFR008W	VI	159743	209	0	0
S1A	YFR008W	VI	159744	210	0	0
S1A	YFR008W	VI	159745	211	0	0
S1A	YFR008W	VI	159746	212	0	0
S1A	YFR008W	VI	159747	213	0	0
S1A	YFR008W	VI	159748	214	0	0
S1A	YFR008W	VI	159749	215	0	0
S1A	YFR008W	VI	159750	216	0	0
S1A	YFR008W	VI	159751	217	0	0
S1A	YFR008W	VI	159752	218	0	0
S1A	YFR008W	VI	159753	219	0	0
S1A	YFR008W	VI	159754	220	0	0
S1A	YFR008W	VI	159755	221	0	0
S1A	YFR008W	VI	159756	222	0	0
S1A	YFR008W	VI	159757	223	0	0
S1A	YFR008W	VI	159758	224	0	0
S1A	YFR008W	VI	159759	225	0	0
S1A	YFR008W	VI	159760	226	0	0
S1A	YFR008W	VI	159761	227	0	0
S1A	YFR008W	VI	159762	228	0	0
S1A	YFR008W	VI	159763	229	0	0
S1A	YFR008W	VI	159764	230	0	0
S1A	YFR008W	VI	159765	231	0	0
S1A	YFR008W	VI	159766	232	0	0
S1A	YFR008W	VI	159767	233	0	0
S1A	YFR008W	VI	159768	234	0	0
S1A	YFR008W	VI	159769	235	0	0
S1A	YFR008W	VI	159770	236	0	0
S1A	YFR008W	VI	159771	237	0	0
S1A	YFR008W	VI	159772	238	0	0
S1A	YFR008W	VI	159773	239	0	0
S1A	YFR008W	VI	159774	240	0	0
S1A	YFR008W	VI	159775	241	0	0
S1A	YFR008W	VI	159776	242	0	0
S1A	YFR008W	VI	159777	243	0	0
S1A	YFR008W	VI	159778	244	0	0
S1A	YFR008W	VI	159779	245	0	0
S1A	YFR008W	VI	159780	246	0	0
S1A	YFR008W	VI	159781	247	0	0
S1A	YFR008W	VI	159782	248	0	0
S1A	YFR008W	VI	159783	249	0	0
S1A	YFR008W	VI	159784	250	0	0
S1A	YFR008W	VI	159785	251	0	0
S1A	YFR008W	VI	159786	252	0	0
S1A	YFR008W	VI	159787	253	0	0
S1A	YFR008W	VI	159788	254	0	0
S1A	YFR008W	VI	159789	255	0	0
S1A	YFR008W	VI	159790	256	0	0
S1A	YFR008W	VI	159791	257	0	0
S1A	YFR008W	VI	159792	258	0	0
S1A	YFR008W	VI	159793	259	0	0
S1A	YFR008W	VI	159794	260	0	0
S1A	YFR008W	VI	159795	261	0	0
S1A	YFR008W	VI	159796	262	0	0
S1A	YFR008W	VI	159797	263	0	0
S1A	YFR008W	VI	159798	264	0	0
S1A	YFR008W	VI	159799	265	0	0
S1A	YFR008W	VI	159800	266	0	0
S1A	YFR008W	VI	159801	267	0	0
S1A	YFR008W	VI	159802	268	0	0
S1A	YFR008W	VI	159803	269	0	0
S1A	YFR008W	VI	159804	270	0	0
S1A	YFR008W	VI	159805	271	0	0
S1A	YFR008W	VI	159806	272	0	0
S1A	YFR008W	VI	159807	273	0	0
S1A	YFR008W	VI	159808	274	0	0
S1A	YFR008W	VI	159809	275	0	0
S1A	YFR008W	VI	159810	276	0	0
S1A	YFR008W	VI	159811	277	0	0
S1A	YFR008W	VI	159812	278	0	0
S1A	YFR008W	VI	159813	279	0	0
S1A	YFR008W	VI	159814	280	0	0
S1A	YFR008W	VI	159815	281	0	0
S1A	YFR008W	VI	159816	282	0	0
S1A	YFR008W	VI	159817	283	0	0
S1A	YFR008W	VI	159818	284	0	0
S1A	YFR008W	VI	159819	285	0	0
S1A	YFR008W	VI	159820	286	0	0
S1A	YFR008W	VI	159821	287	0	0
S1A	YFR008W	VI	159822	288	0	0
S1A	YFR008W	VI	159823	289	0	0
S1A	YFR008W	VI	159824	290	0	0
S1A	YFR008W	VI	159825	291	0	0
S1A	YFR008W	VI	159826	292	0	0
S1A	YFR008W	VI	159827	293	0	0
S1A	YFR008W	VI	159828	294	0	0
S1A	YFR008W	VI	159829	295	0	0
S1A	YFR008W	VI	159830	296	0	0
S1A	YFR008W	VI	159831	297	0	0
S1A	YFR008W	VI	159832	298	0	0
S1A	YFR008W	VI	159833	299	0	0
S1A	YFR008W	VI	159834	300	0	0
S1A	YFR008W	VI	159835	301	0	0
S1A	YFR008W	VI	159836	302	0	0
S1A	YFR008W	VI	159837	303	0	0
S1A	YFR008W	VI	159838	304	0	0
S1A	YFR008W	VI	159839	305	0	0
S1A	YFR008W	VI	159840	306	0	0
S1A	YFR008W	VI	159841	307	0	0
S1A	YFR008W	VI	159842	308	0	0
S1A	YFR008W	VI	159843	309	0	0
S1A	YFR008W	VI	159844	310	0	0
S1A	YFR008W	VI	159845	311	0	0
S1A	YFR008W	VI	159846	312	0	0
S1A	YFR008W	VI	159847	313	0	0
S1A	YFR008W	VI	159848	314	0	0
S1A	YFR008W	VI	159849	315	0	0
S1A	YFR008W	VI	159850	316	0	0
S1A	YFR008W	VI	159851	317	0	0
S1A	YFR008W	VI	159852	318	0	0
S1A	YFR008W	VI	159853	319	0	0
S1A	YFR008W	VI	159854	320	0	0
S1A	YFR008W	VI	159855	321	0	0
S1A	YFR008W	VI	159856	322	0	0
S1A	YFR008W	VI	159857	323	0	0
S1A	YFR008W	VI	159858	324	0	0
S1A	YFR008W	VI	159859	325	0	0
S1A	YFR008W	VI	159860	326	0	0
S1A	YFR008W	VI	159861	327	0	0
S1A	YFR008W	VI	159862	328	0	0
S1A	YFR008W	VI	159863	329	0	0
S1A	YFR008W	VI	159864	330	0	0
S1A	YFR008W	VI	159865	331	0	0
S1A	YFR008W	VI	159866	332	0	0
S1A	YFR008W	VI	159867	333	0	0
S1A	YFR008W	VI	159868	334	0	0
S1A	YFR008W	VI	159869	335	0	0
S1A	YFR008W	VI	159870	336	0	0
S1A	YFR008W	VI	159871	337	0	0
S1A	YFR008W	VI	159872	338	0	0
S1A	YFR008W	VI	159873	339	0	0
S1A	YFR008W	VI	159874	340	0	0
S1A	YFR008W	VI	159875	341	0	0
S1A	YFR008W	VI	159876	342	0	0
S1A	YFR008W	VI	159877	343	0	0
S1A	YFR008W	VI	159878	344	0	0
S1A	YFR008W	VI	159879	345	0	0
S1A	YFR008W	VI	159880	346	0	0
S1A	YFR008W	VI	159881	347	0	0
S1A	YFR008W	VI	159882	348	0	0
S1A	YFR008W	VI	159883	349	0	0
S1A	YFR008W	VI	159884	350	0	0
S1A	YFR008W	VI	159885	351	0	0
S1A	YFR008W	VI	159886	352	0	0
S1A	YFR008W	VI	159887	353	0	0
S1A	YFR008W	VI	159888	354	0	0
S1A	YFR008W	VI	159889	355	0	0
S1A	YFR008W	VI	159890	356	0	0
S1A	YFR008W	VI	159891	357	0	0
S1A	YFR008W	VI	159892	358	0	0
S1A	YFR008W	VI	159893	359	0	0
S1A	YFR008W	VI	159894	360	0	0
S1A	YFR008W	VI	159895	361	0	0
S1A	YFR008W	VI	159896	362	0	0
S1A	YFR008W	VI	159897	363	0	0
S1A	YFR008W	VI	159898	364	0	0
S1A	YFR008W	VI	159899	365	0	0
S1A	YFR008W	VI	159900	366	0	0
S1A	YFR008W	VI	159901	367	0	0
S1A	YFR008W	VI	159902	368	0	0
S1A	YFR008W	VI	159903	369	0	0
S1A	YFR008W	VI	159904	370	0	0
S1A	YFR008W	VI	159905	371	0	0
S1A	YFR008W	VI	159906	372	0	0
S1A	YFR008W	VI	159907	373	0	0
S1A	YFR008W	VI	159908	374	0	0
S1A	YFR008W	VI	159909	375	0	0
S1A	YFR008W	VI	159910	376	0	0
S1A	YFR008W	VI	159911	377	0	0
S1A	YFR008W	VI	159912	378	0	0
S1A	YFR008W	VI	159913	379	0	0
S1A	YFR008W	VI	159914	380	0	0
S1A	YFR008W	VI	159915	381	0	0
S1A	YFR008W	VI	159916	382	0	0
S1A	YFR008W	VI	159917	383	0	0
S1A	YFR008W	VI	159918	384	0	0
S1A	YFR008W	VI	159919	385	0	0
S1A	YFR008W	VI	159920	386	0	0
S1A	YFR008W	VI	159921	387	0	0
S1A	YFR008W	VI	159922	388	0	0
S1A	YFR008W	VI	159923	389	0	0
S1A	YFR008W	VI	159924	390	0	0
S1A	YFR008W	VI	159925	391	0	0
S1A	YFR008W	VI	159926	392	0	0
S1A	YFR008W	VI	159927	393	0	0
S1A	YFR008W	VI	159928	394	0	0
S1A	YFR008W	VI	159929	395	0	0
S1A	YFR008W	VI	159930	396	0	0
S1A	YFR008W	VI	159931	397	0	0
S1A	YFR008W	VI	159932	398	0	0
S1A	YFR008W	VI	159933	399	0	0
S1A	YFR008W	VI	159934	400	0	0
S1A	YFR008W	VI	159935	401	0	0
S1A	YFR008W	VI	159936	402	0	0
S1A	YFR008W	VI	159937	403	0	0
S1A	YFR008W	VI	159938	404	0	0
S1A	YFR008W	VI	159939	405	0	0
S1A	YFR008W	VI	159940	406	0	0
S1A	YFR008W	VI	159941	407	0	0
S1A	YFR008W	VI	159942	408	0	0
S1A	YFR008W	VI	159943	409	0	0
S1A	YFR008W	VI	159944	410	0	0
S1A	YFR008W	VI	159945	411	0	0
S1A	YFR008W	VI	159946	412	0	0
S1A	YFR008W	VI	159947	413	0	0
S1A	YFR008W	VI	159948	414	0	0
S1A	YFR008W	VI	159949	415	0	0
S1A	YFR008W	VI	159950	416	0	0
S1A	YFR008W	VI	159951	417	0	0
S1A	YFR008W	VI	159952	418	0	0
S1A	YFR008W	VI	159953	419	0	0
S1A	YFR008W	VI	159954	420	0	0
S1A	YFR008W	VI	159955	421	0	0
S1A	YFR008W	VI	159956	422	0	0
S1A	YFR008W	VI	159957	423	0	0
S1A	YFR008W	VI	159958	424	0	0
S1A	YFR008W	VI	159959	425	0	0
S1A	YFR008W	VI	159960	426	0	0
S1A	YFR008W	VI	159961	427	0	0
S1A	YFR008W	VI	159962	428	0	0
S1A	YFR008W	VI	159963	429	0	0
S1A	YFR008W	VI	159964	430	0	0
S1A	YFR008W	VI	159965	431	0	0
S1A	YFR008W	VI	159966	432	0	0
S1A	YFR008W	VI	159967	433	0	0
S1A	YFR008W	VI	159968	434	0	0
S1A	YFR008W	VI	159969	435	0	0
S1A	YFR008W	VI	159970	436	0	0
S1A	YFR008W	VI	159971	437	0	0
S1A	YFR008W	VI	159972	438	0	0
S1A	YFR008W	VI	159973	439	0	0
S1A	YFR008W	VI	159974	440	0	0
S1A	YFR008W	VI	159975	441	0	0
S1A	YFR008W	VI	159976	442	0	0
S1A	YFR008W	VI	159977	443	0	0
S1A	YFR008W	VI	159978	444	0	0
S1A	YFR008W	VI	159979	445	0	0
S1A	YFR008W	VI	159980	446	0	0
S1A	YFR008W	VI	159981	447	0	0
S1A	YFR008W	VI	159982	448	0	0
S1A	YFR008W	VI	159983	449	0	0
S1A	YFR008W	VI	159984	450	0	0
S1A	YFR008W	VI	159985	451	0	0
S1A	YFR008W	VI	159986	452	0	0
S1A	YFR008W	VI	159987	453	0	0
S1A	YFR008W	VI	159988	454	0	0
S1A	YFR008W	VI	159989	455	0	0
S1A	YFR008W	VI	159990	456	0	0
S1A	YFR008W	VI	159991	457	0	0
S1A	YFR008W	VI	159992	458	0	0
S1A	YFR008W	VI	159993	459	0	0
S1A	YFR008W	VI	159994	460	0	0
S1A	YFR008W	VI	159995	461	0	0
S1A	YFR008W	VI	159996	462	0	0
S1A	YFR008W	VI	159997	463	0	0
S1A	YFR008W	VI	159998	464	0	0
S1A	YFR008W	VI	159999	465	0	0
S1A	YFR008W	VI	160000	466	0	0
S1A	YFR008W	VI	160001	467	0	0
S1A	YFR008W	VI	160002	468	0	0
S1A	YFR008W	VI	160003	469	0	0
S1A	YFR008W	VI	160004	470	0	0
S1A	YFR008W	VI	160005	471	0	0
S1A	YFR008W	VI	160006	472	0	0
S1A	YFR008W	VI	160007	473	0	0
S1A	YFR008W	VI	160008	474	0	0
S1A	YFR008W	VI	160009	475	0	0
S1A	YFR008W	VI	160010	476	0	0
S1A	YFR008W	VI	160011	477	0	0
S1A	YFR008W	VI	160012	478	0	0
S1A	YFR008W	VI	160013	479	0	0
S1A	YFR008W	VI	160014	480	0	0
S1A	YFR008W	VI	160015	481	0	0
S1A	YFR008W	VI	160016	482	0	0
S1A	YFR008W	VI	160017	483	0	0
S1A	YFR008W	VI	160018	484	0	0
S1A	YFR008W	VI	160019	485	0	0
S1A	YFR008W	VI	160020	486	0	0
S1A	YFR008W	VI	160021	487	0	0
S1A	YFR008W	VI	160022	488	0	0
S1A	YFR008W	VI	160023	489	0	0
S1A	YFR008W	VI	160024	490	0	0
S1A	YFR008W	VI	160025	491	0	0
S1A	YFR008W	VI	160026	492	0	0
S1A	YFR008W	VI	160027	493	0	0
S1A	YFR008W	VI	160028	494	0	0
S1A	YFR008W	VI	160029	495	0	0
S1A	YFR008W	VI	160030	496	0	0
S1A	YFR008W	VI	160031	497	0	0
S1A	YFR008W	VI	160032	498	0	0
S1A	YFR008W	VI	160033	499	0	0
S1A	YFR008W	VI	160034	500	0	0
S1A	YFR008W	VI	160035	501	0	0
S1A	YFR008W	VI	160036	502	0	0
S1A	YFR008W	VI	160037	503	0	0
S1A	YFR008W	VI	160038	504	0	0
S1A	YFR008W	VI	160039	505	0	0
S1A	YFR008W	VI	160040	506	0	0
S1A	YFR008W	VI	160041	507	0	0
S1A	YFR008W	VI	160042	508	0	0
S1A	YFR008W	VI	160043	509	0	0
S1A	YFR008W	VI	160044	510	0	0
S1A	YFR008W	VI	160045	511	0	0
S1A	YFR008W	VI	160046	512	0	0
S1A	YFR008W	VI	160047	513	0	0
S1A	YFR008W	VI	160048	514	0	0
S1A	YFR008W	VI	160049	515	0	0
S1A	YFR008W	VI	160050	516	0	0
S1A	YFR008W	VI	160051	517	0	0
S1A	YFR008W	VI	160052	518	0	0
S1A	YFR008W	VI	160053	519	0	0
S1A	YFR008W	VI	160054	520	0	0
S1A	YFR008W	VI	160055	521	0	0
S1A	YFR008W	VI	160056	522	0	0
S1A	YFR008W	VI	160057	523	0	0
S1A	YFR008W	VI	160058	524	0	0
S1A	YFR008W	VI	160059	525	0	0
S1A	YFR008W	VI	160060	526	0	0
S1A	YFR008W	VI	160061	527	0	0
S1A	YFR008W	VI	160062	528	0	0
S1A	YFR008W	VI	160063	529	0	0
S1A	YFR008W	VI	160064	530	0	0
S1A	YFR008W	VI	160065	531	0	0
S1A	YFR008W	VI	160066	532	0	0
S1A	YFR008W	VI	160067	533	0	0
S1A	YFR008W	VI	160068	534	0	0
S1A	YFR008W	VI	160069	535	0	0
S1A	YFR008W	VI	160070	536	0	0
S1A	YFR008W	VI	160071	537	0	0
S1A	YFR008W	VI	160072	538	0	0
S1A	YFR008W	VI	160073	539	0	0
S1A	YFR008W	VI	160074	540	0	0
S1A	YFR008W	VI	160075	541	0	0
S1A	YFR008W	VI	160076	542	0	0
S1A	YFR008W	VI	160077	543	0	0
S1A	YFR008W	VI	160078	544	0	0
S1A	YFR008W	VI	160079	545	0	0
S1A	YFR008W	VI	160080	546	0	0
S1A	YFR008W	VI	160081	547	0	0
S1A	YFR008W	VI	160082	548	0	0
S1A	YFR008W	VI	160083	549	0	0
S1A	YFR008W	VI	160084	550	0	0
S1A	YFR008W	VI	160085	551	0	0
S1A	YFR008W	VI	160086	552	0	0
S1A	YFR008W	VI	160087	553	0	0
S1A	YFR008W	VI	160088	554	0	0
S1A	YFR008W	VI	160089	555	0	0
S1A	YFR008W	VI	160090	556	0	0
S1A	YFR008W	VI	160091	557	0	0
S1A	YFR008W	VI	160092	558	0	0
S1A	YFR008W	VI	160093	559	0	0
S1A	YFR008W	VI	160094	560	0	0
S1A	YFR008W	VI	160095	561	0	0
S1A	YFR008W	VI	160096	562	0	0
S1A	YFR008W	VI	160097	563	0	0
S1A	YFR008W	VI	160098	564	0	0
S1A	YFR008W	VI	160099	565	0	0
S1A	YFR008W	VI	160100	566	0	0
S1A	YFR008W	VI	160101	567	0	0
S1A	YFR008W	VI	160102	568	0	0
S1A	YFR008W	VI	160103	569	0	0
S1A	YFR008W	VI	160104	570	0	0
S1A	YFR008W	VI	160105	571	0	0
S1A	YFR008W	VI	160106	572	0	0
S1A	YFR008W	VI	160107	573	0	0
S1A	YFR008W	VI	160108	574	0	0
S1A	YFR008W	VI	160109	575	0	0
S1A	YFR008W	VI	160110	576	0	0
S1A	YFR008W	VI	160111	577	0	0
S1A	YFR008W	VI	160112	578	0	0
S1A	YFR008W	VI	160113	579	0	0
S1A	YFR008W	VI	160114	580	0	0
S1A	YFR008W	VI	160115	581	0	0
S1A	YFR008W	VI	160116	582	0	0
S1A	YFR008W	VI	160117	583	0	0
S1A	YFR008W	VI	160118	584	0	0
S1A	YFR008W	VI	160119	585	0	0
S1A	YFR008W	VI	160120	586	0	0
S1A	YFR008W	VI	160121	587	0	0
S1A	YFR008W	VI	160122	588	0	0
S1A	YFR008W	VI	160123	589	0	0
S1A	YFR008W	VI	160124	590	0	0
S1A	YFR008W	VI	160125	591	0	0
S1A	YFR008W	VI	160126	592	0	0
S1A	YFR008W	VI	160127	593	0	0
S1A	YFR008W	VI	160128	594	0	0
S1A	YFR008W	VI	160129	595	0	0
S1A	YFR008W	VI	160130	596	0	0
S1A	YFR008W	VI	160131	597	0	0
S1A	YFR008W	VI	160132	598	0	0
S1A	YFR008W	VI	160133	599	0	0
S1A	YFR008W	VI	160134	600	0	0
S1A	YFR008W	VI	160135	601	0	0
S1A	YFR008W	VI	160136	602	0	0
S1A	YFR008W	VI	160137	603	0	0
S1A	YFR008W	VI	160138	604	0	0
S1A	YFR008W	VI	160139	605	0	0
S1A	YFR008W	VI	160140	606	0	0
S1A	YFR008W	VI	160141	607	0	0
S1A	YFR008W	VI	160142	608	0	0
S1A	YFR008W	VI	160143	609	0	0
S1A	YFR008W	VI	160144	610	0	0
S1A	YFR008W	VI	160145	611	0	0
S1A	YFR008W	VI	160146	612	0	0
S1A	YFR008W	VI	160147	613	0	0
S1A	YFR008W	VI	160148	614	0	0
S1A	YFR008W	VI	160149	615	0	0
S1A	YFR008W	VI	160150	616	0	0
S1A	YFR008W	VI	160151	617	0	0
S1A	YFR008W	VI	160152	618	0	0
S1A	YFR008W	VI	160153	619	0	0
S1A	YFR008W	VI	160154	620	0	0
S1A	YFR008W	VI	160155	621	0	0
S1A	YFR008W	VI	160156	622	0	0
S1A	YFR008W	VI	160157	623	0	0
S1A	YFR008W	VI	160158	624	0	0
S1A	YFR008W	VI	160159	625	0	0
S1A	YFR008W	VI	160160	626	0	0
S1A	YFR008W	VI	160161	627	0	0
S1A	YFR008W	VI	160162	628	0	0
S1A	YFR008W	VI	160163	629	0	0
S1A	YFR008W	VI	160164	630	0	0
S1A	YFR008W	VI	160165	631	0	0
S1A	YFR008W	VI	160166	632	0	0
S1A	YFR008W	VI	160167	633	0	0
S1A	YFR008W	VI	160168	634	0	0
S1A	YFR008W	VI	160169	635	0	0
S1A	YFR008W	VI	160170	636	0	0
S1A	YFR008W	VI	160171	637	0	0
S1A	YFR008W	VI	160172	638	0	0
S1A	YFR008W	VI	160173	639	0	0
S1A	YFR008W	VI	160174	640	0	0
S1A	YFR008W	VI	160175	641	0	0
S1A	YFR008W	VI	160176	642	0	0
S1A	YFR008W	VI	160177	643	0	0
S1A	YFR008W	VI	160178	644	0	0
S1A	YFR008W	VI	160179	645	0	0
S1A	YFR008W	VI	160180	646	0	0
S1A	YFR008W	VI	160181	647	0	0
S1A	YFR008W	VI	160182	648	0	0
S1A	YFR008W	VI	160183	649	0	0
S1A	YFR008W	VI	160184	650	0	0
S1A	YFR008W	VI	160185	651	0	0
S1A	YFR008W	VI	160186	652	0	0
S1A	YFR008W	VI	160187	653	0	0
S1A	YFR008W	VI	160188	654	0	0
S1A	YFR008W	VI	160189	655	0	0
S1A	YFR008W	VI	160190	656	0	0
S1A	YFR008W	VI	160191	657	0	0
S1A	YFR008W	VI	160192	658	0	0
S1A	YFR008W	VI	160193	659	0	0
S1A	YFR008W	VI	160194	660	0	0
S1A	YFR008W	VI	160195	661	0	0
S1A	YFR008W	VI	160196	662	0	0
S1A	YFR008W	VI	160197	663	0	0
S1A	YFR008W	VI	160198	664	0	0
S1A	YFR008W	VI	160199	665	0	0
S1A	YFR008W	VI	160200	666	0	0
S1A	YFR008W	VI	160201	667	0	0
S1A	YFR008W	VI	160202	668	0	0
S1A	YFR008W	VI	160203	669	0	0
S1A	YFR008W	VI	160204	670	0	0
S1A	YFR008W	VI	160205	671	0	0
S1A	YFR008W	VI	160206	672	0	0
S1A	YFR008W	VI	160207	673	0	0
S1A	YFR008W	VI	160208	674	0	0
S1A	YFR008W	VI	160209	675	0	0
