transcript	n_reads	mean_read_length	mean_clip_total	median_clip_total	mean_clip_5p	mean_clip_3p	frac_clipped	mean_clip_frac	asymmetry
YDR297W_mRNA	342	752.4	46.94	30.5	2.59	44.34	0.9825	0.0828	-41.75
YDR298C_mRNA	522	645.3	51.44	58.0	3.0	48.44	1.0	0.0976	-45.44
YDR299W_mRNA	92	741.5	36.66	10.0	1.65	35.01	0.9891	0.068	-33.36
YDR300C_mRNA	231	685.2	43.52	18.0	1.7	41.83	0.9697	0.0846	-40.13
YDR301W_mRNA	103	753.4	43.29	17.0	6.09	37.2	0.9903	0.0857	-31.12
YDR302W_mRNA	179	628.9	52.63	65.0	5.33	47.3	0.9721	0.0882	-41.97
YDR303C_mRNA	167	728.9	54.09	65.0	6.64	47.45	0.976	0.0951	-40.81
YDR304C_mRNA	214	595.8	52.13	65.0	3.02	49.1	0.9953	0.1011	-46.08
YDR305C_mRNA	209	508.1	50.42	18.0	8.1	42.32	0.9856	0.1018	-34.22
YDR306C_mRNA	64	966.0	61.19	69.5	2.64	58.55	0.9844	0.0676	-55.91
YDR307W_mRNA	51	661.3	37.84	17.0	2.27	35.57	0.9804	0.0902	-33.29
YDR308C_mRNA	359	580.6	43.9	15.0	3.49	40.41	0.9972	0.0839	-36.92
YDR309C_mRNA	76	649.6	82.97	77.0	3.96	79.01	1.0	0.1839	-75.05
YDR310C_mRNA	108	687.9	87.02	88.0	39.44	47.57	0.9815	0.2383	-8.13
YDR311W_mRNA	128	773.4	60.93	77.0	1.59	59.34	0.9922	0.0994	-57.74
YDR312W_mRNA	64	486.6	37.02	8.5	1.09	35.92	0.9219	0.0831	-34.83
YDR313C_mRNA	72	552.6	44.42	27.0	2.25	42.17	1.0	0.107	-39.92
YDR314C_mRNA	15	1078.9	42.33	12.0	0.87	41.47	0.9333	0.047	-40.6
YDR315C_mRNA	81	674.8	52.1	67.0	4.04	48.06	1.0	0.0891	-44.02
YDR316W-B_mRNA	1449	1209.9	313.9	332.0	2.74	311.16	0.9945	0.2989	-308.42
YDR316W_mRNA	78	610.7	50.24	20.5	3.65	46.59	1.0	0.1112	-42.94
YDR317W_mRNA	50	557.1	121.48	80.0	76.08	45.4	1.0	0.2486	30.68
YDR318W_mRNA	64	771.1	56.31	19.5	5.86	50.45	0.9844	0.1155	-44.59
YDR319C_mRNA	191	665.9	50.76	61.0	4.7	46.06	0.9738	0.0874	-41.36
YDR320C-A_mRNA	280	327.4	48.66	64.0	1.27	47.4	0.9964	0.1381	-46.13
YDR320C_mRNA	181	461.6	57.75	74.0	3.03	54.72	1.0	0.1551	-51.69
YDR321W_mRNA	452	713.3	45.44	15.0	4.92	40.51	0.9912	0.0818	-35.59
YDR322C-A_mRNA	1240	476.2	39.82	11.0	2.97	36.85	0.9629	0.0841	-33.88
YDR322W_mRNA	70	675.7	39.5	11.0	1.11	38.39	0.9857	0.0748	-37.27
YDR323C_mRNA	66	658.6	66.59	75.0	2.7	63.89	1.0	0.1244	-61.2
YDR324C_mRNA	464	647.9	46.48	22.0	2.38	44.1	0.9871	0.0913	-41.72
YDR325W_mRNA	82	893.8	73.82	52.0	9.9	63.91	1.0	0.1093	-54.01
YDR326C_mRNA	163	772.1	51.75	24.0	7.47	44.28	1.0	0.099	-36.82
YDR328C_mRNA	501	617.7	45.09	16.0	1.8	43.29	0.996	0.0794	-41.48
YDR329C_mRNA	152	779.6	50.89	66.0	2.57	48.33	0.9868	0.0802	-45.76
YDR330W_mRNA	79	775.5	44.24	18.0	2.57	41.67	0.9873	0.0786	-39.1
YDR331W_mRNA	111	675.7	65.47	71.0	17.16	48.31	0.982	0.1235	-31.14
YDR332W_mRNA	69	560.8	109.16	94.0	3.38	105.78	1.0	0.2705	-102.41
YDR333C_mRNA	157	710.3	50.88	28.0	2.06	48.82	1.0	0.1034	-46.76
YDR334W_mRNA	109	595.7	47.68	22.0	5.73	41.94	0.9908	0.1101	-36.21
YDR335W_mRNA	110	658.9	47.03	17.0	3.96	43.06	0.9818	0.0992	-39.1
YDR336W_mRNA	137	669.5	47.17	10.0	11.75	35.42	0.9927	0.0879	-23.66
YDR337W_mRNA	100	578.8	54.53	26.5	4.39	50.14	1.0	0.1135	-45.75
YDR338C_mRNA	80	642.1	51.26	68.0	1.7	49.56	0.9875	0.0946	-47.86
YDR339C_mRNA	330	526.0	48.73	59.0	2.34	46.39	0.9939	0.1018	-44.05
YDR341C_mRNA	899	891.4	51.27	66.0	3.15	48.12	0.9956	0.0892	-44.97
YDR342C_mRNA	2589	955.1	57.72	74.0	4.1	53.62	0.9969	0.0919	-49.52
YDR343C_mRNA	474	929.7	59.72	71.0	3.19	56.53	0.9789	0.0908	-53.34
YDR345C_mRNA	3303	760.9	53.84	67.0	6.21	47.63	0.9952	0.1003	-41.42
YDR346C_mRNA	911	612.7	65.03	69.0	21.18	43.85	0.9879	0.1459	-22.67
YDR347W_mRNA	156	675.7	56.9	16.5	6.65	50.26	1.0	0.0954	-43.61
YDR348C_mRNA	70	512.5	39.96	12.0	1.43	38.53	0.9857	0.093	-37.1
YDR349C_mRNA	196	789.5	61.91	70.5	4.1	57.81	1.0	0.1314	-53.7
YDR350C_mRNA	134	823.0	50.12	28.0	1.93	48.19	0.9851	0.0898	-46.25
YDR351W_mRNA	220	803.7	58.35	75.0	5.1	53.25	0.9864	0.1053	-48.15
YDR352W_mRNA	212	653.0	75.08	73.0	23.64	51.45	0.9953	0.1407	-27.81
YDR353W_mRNA	1131	683.0	50.43	64.0	2.26	48.17	0.9894	0.088	-45.91
YDR354W_mRNA	324	635.7	49.27	36.5	5.76	43.51	0.9907	0.0914	-37.75
YDR356W_mRNA	87	835.3	70.97	70.0	1.84	69.13	0.9885	0.1055	-67.29
YDR357C_mRNA	236	441.0	44.36	18.5	3.65	40.71	0.9661	0.1025	-37.06
YDR358W_mRNA	102	713.1	54.52	71.0	6.01	48.51	0.9902	0.0965	-42.5
YDR359C_mRNA	131	358.9	46.85	64.0	2.99	43.86	0.9924	0.1376	-40.87
YDR361C_mRNA	353	710.7	50.1	52.0	2.07	48.03	0.9915	0.0829	-45.97
YDR362C_mRNA	78	755.9	58.73	67.0	11.73	47.0	0.9615	0.1	-35.27
YDR363W-A_mRNA	753	451.7	46.37	26.0	1.72	44.65	0.9947	0.1033	-42.93
YDR363W_mRNA	79	732.4	59.95	64.0	1.59	58.35	0.9747	0.1116	-56.76
YDR364C_mRNA	105	610.3	56.92	66.0	2.62	54.3	0.9905	0.1282	-51.69
YDR365C_mRNA	208	516.5	55.31	37.0	10.75	44.56	1.0	0.1422	-33.8
YDR365W-B_mRNA	1566	1809.2	305.78	330.0	3.97	301.8	0.9891	0.1773	-297.83
YDR366C_mRNA	340	217.7	87.89	73.5	32.71	55.18	0.9882	0.3054	-22.46
YDR367W_mRNA	199	555.3	45.88	15.0	4.07	41.82	0.9799	0.0909	-37.75
YDR368W_mRNA	305	755.1	50.39	63.0	3.02	47.37	0.9869	0.0824	-44.35
YDR369C_mRNA	97	644.6	61.61	77.0	4.16	57.44	0.9897	0.1135	-53.28
YDR370C_mRNA	106	770.4	58.2	69.0	7.79	50.41	0.9906	0.0936	-42.61
YDR371C-A_mRNA	8	341.4	68.88	78.0	0.25	68.62	1.0	0.2258	-68.38
YDR371W_mRNA	132	754.2	63.7	80.0	4.47	59.23	1.0	0.1132	-54.77
YDR372C_mRNA	740	824.7	47.09	19.0	2.0	45.09	0.9905	0.0761	-43.1
YDR373W_mRNA	358	603.0	39.58	9.0	3.01	36.57	0.9274	0.0729	-33.56
YDR374C_mRNA	15	394.9	158.87	173.0	0.73	158.13	1.0	0.4056	-157.4
YDR374W-A_mRNA	176	396.1	34.92	12.0	2.46	32.46	0.9886	0.0894	-30.0
YDR375C_mRNA	56	728.3	41.32	23.0	2.21	39.11	1.0	0.0785	-36.89
YDR376W_mRNA	83	757.1	39.08	14.0	1.52	37.57	0.988	0.061	-36.05
YDR377W_mRNA	2088	560.3	45.22	18.5	2.86	42.36	0.9952	0.0836	-39.5
YDR378C_mRNA	261	425.0	43.33	18.0	2.02	41.32	0.9962	0.1028	-39.3
YDR379C-A_mRNA	202	437.2	61.51	66.0	2.33	59.18	1.0	0.1397	-56.85
YDR379W_mRNA	110	681.0	39.24	11.0	2.09	37.15	0.9818	0.0771	-35.05
YDR380W_mRNA	789	793.9	53.33	69.0	2.44	50.89	0.9962	0.095	-48.46
YDR381C-A_mRNA	159	526.4	118.83	89.0	61.0	57.83	1.0	0.2038	3.17
YDR381W_mRNA	2077	660.3	75.73	14.0	30.98	44.75	0.9942	0.1034	-13.78
YDR382W_mRNA	8859	492.3	49.13	32.0	2.45	46.68	0.9968	0.1036	-44.24
YDR383C_mRNA	45	437.5	57.56	23.0	8.67	48.89	1.0	0.1345	-40.22
YDR384C_mRNA	108	582.4	57.94	67.0	3.9	54.04	1.0	0.1087	-50.14
YDR385W_mRNA	4534	926.1	54.93	61.0	2.92	52.01	0.9929	0.084	-49.09
YDR386W_mRNA	42	737.4	46.83	46.0	1.86	44.98	0.9524	0.0986	-43.12
YDR387C_mRNA	65	687.3	39.52	13.0	3.98	35.54	0.9846	0.0723	-31.55
YDR388W_mRNA	198	876.2	58.07	74.5	3.33	54.74	0.9949	0.092	-51.41
YDR389W_mRNA	82	648.2	82.84	77.0	3.22	79.62	1.0	0.1604	-76.4
YDR390C_mRNA	98	598.3	65.2	64.0	16.02	49.18	0.9694	0.1583	-33.16
YDR391C_mRNA	237	607.6	62.29	72.0	1.86	60.42	0.9958	0.1152	-58.56
YDR392W_mRNA	114	647.9	48.61	42.5	3.35	45.26	1.0	0.0938	-41.91
YDR393W_mRNA	100	489.4	62.03	71.5	1.41	60.62	0.98	0.1439	-59.21
YDR394W_mRNA	268	760.5	51.61	59.5	2.35	49.26	1.0	0.0892	-46.9
YDR395W_mRNA	382	771.5	53.26	21.0	1.79	51.47	0.9948	0.1032	-49.69
YDR396W_mRNA	29	379.6	40.31	14.0	14.66	25.66	0.931	0.0875	-11.0
YDR397C_mRNA	296	541.1	55.99	18.5	6.31	49.68	0.9932	0.1179	-43.36
YDR398W_mRNA	55	490.7	130.82	94.0	86.96	43.85	0.9091	0.3493	43.11
YDR399W_mRNA	1776	663.2	50.08	56.5	3.31	46.77	0.9966	0.0853	-43.47
YDR400W_mRNA	186	769.4	60.09	69.0	10.69	49.4	0.9946	0.0877	-38.71
YDR401W_mRNA	44	338.2	42.32	40.5	1.43	40.89	0.9773	0.1208	-39.45
YDR403W_mRNA	48	638.7	120.06	103.5	1.77	118.29	1.0	0.2188	-116.52
YDR404C_mRNA	212	597.9	48.47	19.0	3.55	44.92	0.9811	0.0918	-41.37
YDR405W_mRNA	37	577.8	46.49	35.0	2.62	43.86	1.0	0.0917	-41.24
YDR406W-A_mRNA	16	469.4	57.75	17.5	11.44	46.31	1.0	0.1201	-34.88
YDR406W_mRNA	67	761.5	54.54	71.0	2.66	51.88	0.9851	0.0911	-49.22
YDR407C_mRNA	176	677.0	55.87	62.5	7.31	48.56	0.9943	0.1064	-41.24
YDR408C_mRNA	244	572.4	92.57	91.0	1.8	90.77	0.9918	0.18	-88.97
YDR409W_mRNA	86	745.5	59.49	65.5	5.02	54.47	0.9419	0.0992	-49.44
YDR410C_mRNA	205	573.3	47.78	19.0	4.9	42.88	1.0	0.0889	-37.99
YDR411C_mRNA	74	743.7	44.68	17.5	4.14	40.54	1.0	0.0753	-36.41
YDR412W_mRNA	147	463.1	47.96	30.0	1.68	46.28	0.9864	0.117	-44.6
YDR414C_mRNA	129	576.7	51.43	67.0	3.4	48.04	0.9845	0.1126	-44.64
YDR415C_mRNA	117	763.1	50.74	63.0	2.21	48.53	1.0	0.0873	-46.32
YDR416W_mRNA	57	799.5	40.98	12.0	1.56	39.42	1.0	0.0608	-37.86
YDR417C_mRNA	5	210.0	13.8	10.0	10.2	3.6	1.0	0.0666	6.6
YDR418W_mRNA	5951	522.6	50.59	31.0	2.09	48.51	0.9862	0.1034	-46.42
YDR419W_mRNA	79	752.9	66.43	64.0	5.86	60.57	0.9747	0.1241	-54.71
YDR420W_mRNA	150	633.6	51.44	63.5	5.18	46.26	0.98	0.1214	-41.08
YDR421W_mRNA	74	803.9	84.46	84.0	3.27	81.19	1.0	0.1361	-77.92
YDR422C_mRNA	53	707.7	57.36	61.0	10.47	46.89	1.0	0.1313	-36.42
YDR423C_mRNA	46	747.2	62.54	70.0	1.57	60.98	1.0	0.0947	-59.41
YDR424C_mRNA	610	357.6	49.14	20.0	7.22	41.93	0.9984	0.1283	-34.71
YDR425W_mRNA	157	659.9	55.39	54.0	4.12	51.27	1.0	0.1012	-47.15
YDR427W_mRNA	522	865.2	45.69	17.0	2.51	43.18	0.9674	0.0642	-40.67
YDR428C_mRNA	354	570.0	46.29	14.5	5.22	41.06	0.9802	0.0852	-35.84
YDR429C_mRNA	1438	637.9	43.21	13.0	2.24	40.97	0.9861	0.0768	-38.73
YDR430C_mRNA	87	633.3	42.22	19.0	3.15	39.07	0.9885	0.1003	-35.92
YDR432W_mRNA	115	455.5	30.49	8.0	0.91	29.57	1.0	0.0787	-28.66
YDR433W_mRNA	377	493.0	37.72	11.0	1.88	35.84	0.9973	0.0969	-33.96
YDR434W_mRNA	276	778.9	48.75	19.0	4.55	44.2	0.9891	0.0774	-39.66
YDR435C_mRNA	88	739.0	75.67	77.0	3.85	71.82	1.0	0.116	-67.97
YDR436W_mRNA	80	660.1	50.91	19.0	3.6	47.31	1.0	0.1118	-43.71
YDR437W_mRNA	13	768.8	41.92	38.0	3.23	38.69	1.0	0.0694	-35.46
YDR438W_mRNA	39	750.5	47.51	40.0	1.9	45.62	1.0	0.088	-43.72
YDR439W_mRNA	39	833.7	166.64	83.0	115.77	50.87	1.0	0.2124	64.9
YDR440W_mRNA	33	615.8	44.94	16.0	4.61	40.33	0.9697	0.0947	-35.73
YDR441C_mRNA	161	603.9	55.98	70.0	5.94	50.03	0.9938	0.117	-44.09
YDR443C_mRNA	18	1125.9	72.06	74.0	1.11	70.94	1.0	0.1035	-69.83
YDR444W_mRNA	27	720.9	42.44	9.0	1.11	41.33	1.0	0.0727	-40.22
YDR447C_mRNA	13019	527.5	41.64	13.0	2.56	39.08	0.9981	0.0799	-36.52
YDR448W_mRNA	26	571.3	75.81	77.0	2.31	73.5	1.0	0.1884	-71.19
YDR449C_mRNA	179	707.8	49.7	67.0	3.69	46.01	0.9721	0.0904	-42.31
YDR450W_mRNA	7823	503.6	39.75	12.0	2.03	37.71	0.9771	0.0806	-35.68
YDR451C_mRNA	85	545.2	42.21	12.0	6.02	36.19	1.0	0.0998	-30.16
YDR452W_mRNA	320	634.7	59.55	66.0	2.21	57.34	0.9938	0.1111	-55.13
YDR453C_mRNA	81	457.4	48.56	21.0	3.68	44.88	0.9753	0.105	-41.2
YDR454C_mRNA	707	521.6	40.86	12.0	1.75	39.11	0.9958	0.0845	-37.36
YDR456W_mRNA	91	896.7	70.79	78.0	11.62	59.18	1.0	0.104	-47.56
YDR457W_mRNA	328	733.0	60.37	68.5	2.44	57.93	0.997	0.109	-55.49
YDR458C_mRNA	130	696.6	55.75	38.0	2.35	53.41	1.0	0.1021	-51.06
YDR459C_mRNA	53	510.1	68.21	75.0	2.21	66.0	1.0	0.1761	-63.79
YDR460W_mRNA	51	551.4	63.25	12.0	14.25	49.0	0.9804	0.0978	-34.75
YDR461C-A_mRNA	19	386.3	46.42	61.0	0.68	45.74	1.0	0.1219	-45.05
YDR462W_mRNA	80	521.3	47.85	64.5	1.54	46.31	1.0	0.1016	-44.78
YDR463W_mRNA	122	603.2	49.25	57.0	2.58	46.66	1.0	0.105	-44.08
YDR464W_mRNA	88	354.8	36.23	10.0	2.03	34.19	0.9545	0.1162	-32.16
YDR465C_mRNA	378	663.6	46.04	26.0	1.92	44.12	0.9868	0.0855	-42.2
YDR466W_mRNA	32	720.3	55.41	77.5	2.72	52.69	0.9688	0.1236	-49.97
YDR467C_mRNA	93	447.6	49.48	69.0	1.89	47.59	1.0	0.1222	-45.7
YDR468C_mRNA	172	656.9	46.33	26.0	3.05	43.28	0.9942	0.0811	-40.23
YDR469W_mRNA	286	597.7	49.44	41.5	2.82	46.62	0.9895	0.089	-43.8
YDR470C_mRNA	35	659.0	42.94	11.0	0.69	42.26	1.0	0.0886	-41.57
YDR471W_mRNA	8222	522.1	44.67	17.0	3.69	40.98	0.9787	0.0841	-37.29
YDR472W_mRNA	110	591.3	58.75	67.5	10.57	48.18	0.9909	0.1275	-37.61
YDR473C_mRNA	64	596.1	46.55	28.5	2.77	43.78	0.9844	0.096	-41.02
YDR475C_mRNA	135	773.6	116.34	66.0	70.66	45.68	0.9926	0.1555	24.98
YDR476C_mRNA	125	657.3	50.18	64.0	1.69	48.49	1.0	0.0928	-46.8
YDR477W_mRNA	234	626.8	48.44	36.5	3.16	45.28	0.9957	0.1074	-42.12
YDR478W_mRNA	117	586.3	52.69	21.0	10.86	41.83	1.0	0.0876	-30.97
YDR479C_mRNA	49	722.4	53.65	73.0	1.18	52.47	1.0	0.1131	-51.29
YDR480W_mRNA	54	450.1	51.52	46.0	7.07	44.44	0.963	0.148	-37.37
YDR481C_mRNA	527	740.8	72.99	82.0	2.9	70.09	0.9886	0.1373	-67.2
YDR482C_mRNA	25	381.4	56.68	73.0	6.32	50.36	1.0	0.1655	-44.04
YDR483W_mRNA	588	682.9	48.0	30.0	3.92	44.08	0.9881	0.0914	-40.16
YDR484W_mRNA	76	869.9	58.92	76.5	1.89	57.03	0.9868	0.0914	-55.13
YDR485C_mRNA	65	709.6	40.48	14.0	1.69	38.78	1.0	0.0747	-37.09
YDR486C_mRNA	83	466.3	45.2	18.0	2.37	42.83	0.9518	0.1095	-40.46
YDR487C_mRNA	385	619.5	56.8	74.0	2.68	54.12	1.0	0.1047	-51.44
YDR489W_mRNA	53	626.5	42.58	21.0	3.02	39.57	0.9811	0.0863	-36.55
YDR490C_mRNA	20	1129.2	39.35	18.0	1.15	38.2	1.0	0.0528	-37.05
YDR492W_mRNA	351	572.0	50.11	65.0	3.65	46.45	0.9972	0.1126	-42.8
YDR493W_mRNA	131	484.3	45.78	29.0	2.18	43.6	1.0	0.0986	-41.43
YDR494W_mRNA	199	678.4	49.67	27.0	2.3	47.37	0.9749	0.0983	-45.07
YDR495C_mRNA	119	756.1	71.5	73.0	3.76	67.75	1.0	0.1287	-63.99
YDR496C_mRNA	576	817.0	49.98	67.0	2.15	47.83	0.9965	0.0862	-45.68
YDR497C_mRNA	617	781.1	47.96	27.0	3.59	44.37	0.9903	0.0851	-40.78
YDR498C_mRNA	33	820.0	61.73	78.0	2.79	58.94	1.0	0.0973	-56.15
YDR499W_mRNA	35	510.8	53.66	39.0	1.97	51.69	0.9714	0.1097	-49.71
YDR500C_mRNA	6001	371.7	40.23	11.0	3.21	37.03	0.9843	0.1005	-33.82
YDR501W_mRNA	55	468.5	56.91	53.0	1.04	55.87	1.0	0.1377	-54.84
YDR502C_mRNA	1052	704.0	48.07	35.0	2.53	45.54	0.9962	0.0986	-43.01
YDR503C_mRNA	81	622.0	60.2	58.0	6.93	53.27	0.9877	0.1115	-46.35
YDR504C_mRNA	72	691.7	67.4	77.0	5.6	61.81	1.0	0.1187	-56.21
YDR505C_mRNA	162	844.8	77.8	82.5	5.54	72.27	1.0	0.132	-66.73
YDR506C_mRNA	15	655.0	30.0	13.0	2.67	27.33	0.9333	0.0715	-24.67
YDR507C_mRNA	156	634.6	58.51	72.0	1.83	56.68	0.9872	0.1096	-54.85
YDR508C_mRNA	210	869.0	53.37	33.0	3.51	49.85	0.9857	0.083	-46.34
YDR509W_mRNA	7	185.9	22.14	14.0	0.43	21.71	1.0	0.1102	-21.29
YDR510W_mRNA	390	450.9	45.37	14.0	2.97	42.39	0.9872	0.0985	-39.42
YDR511W_mRNA	160	414.4	41.21	11.5	2.02	39.19	0.9875	0.0973	-37.17
YDR512C_mRNA	72	381.8	36.76	11.0	2.28	34.49	0.9861	0.0879	-32.21
YDR513W_mRNA	682	470.8	42.96	17.0	2.06	40.9	0.9941	0.093	-38.84
YDR514C_mRNA	60	413.1	37.77	11.0	2.02	35.75	0.9833	0.0895	-33.73
YDR515W_mRNA	92	841.2	53.71	53.5	4.67	49.03	0.9565	0.0818	-44.36
YDR516C_mRNA	399	799.2	51.38	65.0	3.41	47.96	0.99	0.0912	-44.55
YDR517W_mRNA	131	695.6	55.94	64.0	2.89	53.05	0.9771	0.1184	-50.15
YDR518W_mRNA	109	838.0	53.83	62.0	4.17	49.67	0.9908	0.0775	-45.5
YDR519W_mRNA	586	546.5	58.67	64.5	2.83	55.84	0.9863	0.1122	-53.01
YDR520C_mRNA	60	584.8	64.7	63.5	17.98	46.72	1.0	0.1556	-28.73
YDR522C_mRNA	7	591.9	73.0	69.0	37.14	35.86	1.0	0.1348	1.29
YDR523C_mRNA	9	673.0	123.56	88.0	57.33	66.22	1.0	0.2322	-8.89
YDR524C-B_mRNA	18045	509.4	51.54	69.0	3.15	48.39	0.9922	0.1016	-45.24
YDR524C_mRNA	106	694.3	51.93	69.0	2.58	49.35	1.0	0.102	-46.76
YDR525W-A_mRNA	53	436.0	45.7	20.0	1.79	43.91	1.0	0.1098	-42.11
YDR527W_mRNA	245	562.7	46.9	21.0	2.68	44.22	0.9918	0.0963	-41.54
YDR528W_mRNA	29	863.7	43.79	15.0	2.72	41.07	0.931	0.0697	-38.34
YDR529C_mRNA	1196	551.0	43.79	16.0	1.66	42.13	0.9749	0.0821	-40.48
YDR530C_mRNA	61	758.0	60.52	55.0	1.57	58.95	1.0	0.1097	-57.38
YDR531W_mRNA	263	740.3	52.43	66.0	2.91	49.51	0.9924	0.0934	-46.6
YDR532C_mRNA	105	701.6	74.81	68.0	3.46	71.35	0.9905	0.1392	-67.9
YDR533C_mRNA	335	649.2	56.65	49.0	6.06	50.59	0.9821	0.099	-44.53
YDR534C_mRNA	12	497.7	140.92	75.5	82.83	58.08	1.0	0.267	24.75
YDR536W_mRNA	18	584.8	77.78	85.0	0.5	77.28	0.9444	0.1411	-76.78
YDR538W_mRNA	78	616.1	55.13	67.5	2.51	52.62	1.0	0.1123	-50.1
YDR539W_mRNA	202	705.7	61.31	65.5	12.29	49.02	0.9851	0.1078	-36.73
YDR540C_mRNA	88	626.2	87.65	66.5	4.56	83.09	1.0	0.1253	-78.53
YDR541C_mRNA	67	582.7	61.51	57.0	2.16	59.34	1.0	0.1108	-57.18
YDR545W_mRNA	110	630.4	72.93	69.0	5.21	67.72	1.0	0.1229	-62.51
YEL001C_mRNA	518	614.5	48.91	22.0	4.47	44.44	0.9865	0.0893	-39.97
YEL002C_mRNA	509	748.7	54.06	70.0	2.88	51.18	0.998	0.0977	-48.31
YEL003W_mRNA	633	462.3	52.16	23.0	7.62	44.54	1.0	0.1057	-36.91
YEL004W_mRNA	53	653.3	73.08	68.0	2.3	70.77	0.9811	0.1225	-68.47
YEL005C_mRNA	69	477.9	52.64	52.0	2.3	50.33	0.9855	0.1352	-48.03
YEL006W_mRNA	152	705.6	52.53	66.5	4.76	47.78	0.9868	0.0985	-43.02
YEL007W_mRNA	127	725.3	108.08	93.0	9.14	98.94	1.0	0.2069	-89.8
YEL008C-A_mRNA	5	416.4	57.6	84.0	2.8	54.8	1.0	0.2003	-52.0
YEL009C-A_mRNA	3922	325.2	90.17	72.0	32.64	57.54	0.9911	0.2213	-24.9
YEL009C_mRNA	2246	791.5	48.82	48.5	3.54	45.28	0.9938	0.0823	-41.74
YEL011W_mRNA	154	658.8	45.92	16.5	5.58	40.34	0.9416	0.0892	-34.77
YEL012W_mRNA	61	530.7	57.39	33.0	7.0	50.39	1.0	0.1374	-43.39
YEL013W_mRNA	356	651.1	49.37	63.5	2.48	46.89	0.9944	0.0956	-44.41
YEL015W_mRNA	119	772.2	48.97	68.0	3.0	45.97	0.9748	0.0942	-42.97
YEL016C_mRNA	47	608.0	41.98	17.0	1.7	40.28	1.0	0.0844	-38.57
YEL017C-A_mRNA	2925	475.7	51.31	68.0	3.3	48.01	0.9983	0.1161	-44.71
YEL017W_mRNA	35	891.3	49.03	44.0	4.31	44.71	1.0	0.0646	-40.4
YEL018W_mRNA	51	337.9	45.82	25.0	2.55	43.27	1.0	0.1835	-40.73
YEL020C_mRNA	60	711.6	97.48	81.0	31.98	65.5	1.0	0.1896	-33.52
YEL020W-A_mRNA	982	393.4	52.24	36.0	2.37	49.88	0.999	0.1312	-47.51
YEL021W_mRNA	126	635.7	42.4	12.5	1.79	40.6	0.9524	0.0757	-38.81
YEL022W_mRNA	181	728.5	61.57	74.0	2.38	59.19	1.0	0.1186	-56.81
YEL023C_mRNA	55	507.6	61.25	71.0	2.98	58.27	1.0	0.1238	-55.29
YEL024W_mRNA	588	851.4	47.24	22.0	2.77	44.47	0.9915	0.0627	-41.7
YEL025C_mRNA	118	745.8	52.11	67.5	3.8	48.31	0.9746	0.1013	-44.52
YEL026W_mRNA	2510	434.8	49.31	48.5	2.39	46.92	0.9944	0.1166	-44.53
YEL027W_mRNA	2433	678.8	49.03	65.0	3.33	45.7	0.9938	0.0791	-42.38
YEL028W_mRNA	69	588.5	80.46	68.0	26.49	53.97	0.9855	0.1395	-27.48
YEL029C_mRNA	232	765.0	47.77	20.0	5.06	42.72	0.9914	0.0681	-37.66
YEL030W_mRNA	77	499.4	48.06	58.0	2.52	45.55	0.987	0.1047	-43.03
YEL031W_mRNA	575	734.4	55.38	71.0	2.68	52.7	0.9896	0.1125	-50.02
YEL032W_mRNA	112	630.2	64.68	73.5	3.77	60.91	0.9911	0.1392	-57.14
YEL033W_mRNA	1765	625.2	54.36	71.0	2.82	51.54	0.9932	0.0891	-48.71
YEL034C-A_mRNA	615	688.6	114.72	107.0	2.07	112.65	0.9935	0.1627	-110.58
YEL034W_mRNA	1493	622.1	53.73	69.0	3.31	50.42	0.9967	0.09	-47.11
YEL036C_mRNA	172	626.6	45.29	19.0	2.1	43.19	1.0	0.1011	-41.08
YEL037C_mRNA	208	548.8	39.99	15.0	1.39	38.59	0.9567	0.084	-37.2
YEL038W_mRNA	96	576.5	51.19	43.0	2.68	48.51	1.0	0.1022	-45.83
YEL039C_mRNA	142	483.1	41.2	17.0	2.44	38.75	0.993	0.0812	-36.31
YEL040W_mRNA	1207	759.6	48.12	63.0	3.27	44.86	0.9743	0.0905	-41.59
YEL041W_mRNA	44	503.3	39.91	19.5	2.82	37.09	0.9545	0.0909	-34.27
YEL042W_mRNA	454	677.8	46.07	38.0	3.01	43.06	0.978	0.0956	-40.06
YEL043W_mRNA	70	596.3	49.87	58.5	5.09	44.79	1.0	0.1114	-39.7
YEL044W_mRNA	367	477.3	41.66	16.0	2.02	39.64	0.97	0.0919	-37.62
YEL046C_mRNA	1237	626.0	44.81	20.0	2.74	42.07	0.9951	0.1017	-39.33
YEL047C_mRNA	187	740.2	47.55	19.0	2.2	45.35	0.9947	0.0892	-43.15
YEL048C_mRNA	79	738.4	67.78	26.0	2.22	65.57	1.0	0.0903	-63.35
YEL049W_mRNA	7	553.0	330.43	210.0	76.43	254.0	1.0	0.5757	-177.57
YEL050C_mRNA	138	654.4	53.33	49.5	2.09	51.23	1.0	0.0923	-49.14
YEL050W-A_mRNA	26	255.9	46.73	11.0	9.46	37.27	1.0	0.172	-27.81
YEL051W_mRNA	633	581.4	34.66	9.0	1.42	33.24	0.9621	0.0686	-31.82
YEL052W_mRNA	53	772.8	46.66	18.0	1.77	44.89	0.9434	0.0964	-43.11
YEL053C_mRNA	98	866.3	58.19	51.0	16.02	42.17	0.9388	0.1115	-26.15
YEL053W-A_mRNA	9	199.7	17.44	2.0	2.11	15.33	0.6667	0.0528	-13.22
