gene	technology	count_new	count_old	len_new	len_old	length_gain_nt	extended	quantifiable	cpm_new	cpm_old	tpm_new	tpm_old	log2fc_cpm	log2fc_tpm	max_same_strand_orf_overlap_nt	worst_tier
YJR148W	direct RNA	457	650	2345	1595	750	True	True	141.79797976663838	203.35148271387257	63.46146720693041	122.12157528260855	-0.520138531817202	-0.9443653231721845	0	False
YJR149W	direct RNA	227	22	2084	1215	869	True	True	70.43356981843964	6.882665568777226	35.47030298182795	5.426079236045246	3.3552238896941633	2.7086296333043225	0	False
YJR151C	direct RNA	13	11	3703	3486	217	True	True	4.033640562289494	3.441332784388613	1.1432110033223246	0.9455947033555615	0.22911512054434002	0.2737978478939198	0	False
YJR152W	direct RNA	37	37	2056	2006	50	True	True	11.480361600362407	11.575392092943515	5.860239553135102	5.527268015417703	-0.011892978959454847	0.084393069854372	0	False
YJR153W	direct RNA	47	46	2163	2079	84	True	True	14.583162032892787	14.39102800744329	7.07584146766317	6.630451014529906	0.01913391666116926	0.09379471695308528	0	False
YJR155W	direct RNA	61	61	1306	1306	0	False	True	18.92708263843532	19.08375453160958	15.209796858490789	13.996723603629869	-0.011892978959454403	0.11991172843606979	0	False
YJR156C	direct RNA	57	39	1186	1023	163	True	True	17.685962465423167	12.201088962832355	15.65045334558609	11.424276397405317	0.5355948163430386	0.45410165893788745	0	False
YJR158W	direct RNA	28	6	2168	1704	464	True	True	8.687841211085065	1.877090609666516	4.205673065160088	1.0551674570734595	2.2104994423769933	1.9948647286444845	0	False
YJR159W	direct RNA	101	50	1262	1074	188	True	True	31.33828436855684	15.642421747220967	26.06146195754964	13.951003622386521	1.0024623140176154	0.9015491044160031	0	False
YJR160C	direct RNA	5	5	1809	1809	0	False	True	1.55140021626519	1.5642421747220967	0.90005322645375	0.8282685401018863	-0.011892978959454958	0.11991172843606968	0	False
YJR161C	direct RNA	109	52	1859	1152	707	True	True	33.82052471458115	16.268118617109806	19.09342606190176	13.526660595538932	1.055851627676379	0.4972702815947345	0	False
YKL222C	direct RNA	50	28	2481	2118	363	True	True	15.514002162651902	8.759756178443741	6.562661373054549	3.9616107736771244	0.8246082887576658	0.728193850253096	0	False
YKL221W	direct RNA	8	8	1422	1422	0	False	True	2.4822403460243043	2.5027874795553546	1.8320070735919367	1.6858934335238396	-0.011892978959454847	0.11991172843606968	0	False
YKL220C	direct RNA	34	19	2692	2136	556	True	True	10.549521470603294	5.944120263943968	4.112828658712061	2.6655822089739636	0.827642348847299	0.6256802933200607	0	False
YKL219W	direct RNA	79	64	1634	1224	410	True	True	24.512123416990004	20.022299836442837	15.74388086239068	15.668891911574509	0.2918877692176478	0.006888051160141018	0	False
YKL218C	direct RNA	209	209	1661	1661	0	False	True	64.84852903988495	65.38532290338364	40.97447608800244	37.706513896479386	-0.011892978959454403	0.11991172843606979	0	False
YKL217W	direct RNA	60	40	2160	1851	309	True	True	18.616802595182282	12.513937397776774	9.045534925860187	6.475798115804699	0.5730695217617012	0.4821478119769691	0	False
YKL216W	direct RNA	456	456	1406	1387	19	True	True	141.48769972338533	142.65888633465522	105.61273210734056	98.52084092346162	-0.011892978959454403	0.10028292168713726	0	False
YKL215C	direct RNA	75	59	4127	3861	266	True	True	23.27100324397785	18.45805766172074	5.91784451170887	4.579224530101758	0.33428266217458447	0.36996848550493233	0	False
YKL214C	direct RNA	146	146	841	841	0	False	True	45.300886314943554	45.675871501885226	56.531904364234414	52.02314321057541	-0.011892978959455291	0.11991172843606979	0	False
YKL213C	direct RNA	323	323	2302	2293	9	True	True	100.22045397073128	101.05004448704744	45.69134670629985	42.212220310624765	-0.011892978959455291	0.11426024988463279	0	False
YKL212W	direct RNA	328	311	2218	2166	52	True	True	101.77185418699648	97.29586326771442	48.15585049799688	43.02705931604627	0.06488825552802613	0.16246684037016834	0	False
YKL211C	direct RNA	365	375	1689	1689	0	False	True	113.25221578735888	117.31816310415725	70.37201238946291	66.53364960232294	-0.05088711057531814	0.08091759682020605	0	False
YKL210W	direct RNA	462	443	3211	3075	136	True	True	143.34937998290357	138.59185668037776	46.853110210808666	43.171618897341816	0.048693173901584785	0.11806162668530362	0	False
YKL209C	direct RNA	48	41	4142	3873	269	True	True	14.893442076145826	12.826785832721193	3.7737045755399334	3.17231341858078	0.21551751714361744	0.2504461723469771	0	False
YKL208W	direct RNA	36	56	1053	1028	25	True	True	11.17008155710937	17.519512356887482	11.132966062597156	16.324302760015854	-0.649322899574746	-0.5521833640110607	0	False
YKL207W	direct RNA	305	285	1747	975	772	True	True	94.6354131921766	89.16180395915951	56.85173067312242	87.59513228259057	0.0859543444386901	-0.6236464324455726	0	False
YKL206C	direct RNA	168	168	968	968	0	False	True	52.12704726651039	52.55853707066245	56.515904164878535	52.00841912385217	-0.011892978959455291	0.11991172843606979	0	False
YKL205W	direct RNA	278	278	3463	3459	4	True	True	86.25785202434457	86.97186491454858	26.141413092119187	24.084296348905397	-0.011892978959455291	0.11824435461176908	0	False
YKL204W	direct RNA	104	104	2115	2115	0	False	True	32.26912449831595	32.53623723421961	16.012521400671652	14.735426010459433	-0.011892978959455291	0.11991172843607023	0	False
YKL203C	direct RNA	78	74	7688	7425	263	True	True	24.201843373736967	23.15078418588703	3.303832215376614	2.986585761327384	0.0640558742738433	0.14564327147110823	0	False
YKL201C	direct RNA	40	40	3537	3537	0	False	True	12.41120173012152	12.513937397776774	3.6826605296122903	3.388946087745123	-0.011892978959454847	0.11991172843606979	0	False
YKL198C	direct RNA	71	72	2359	2359	0	False	True	22.0298830709657	22.525087315998192	9.800927202415702	9.146275609257353	-0.03207086089708522	0.09973384649843986	0	False
YKL197C	direct RNA	23	18	3456	3132	324	True	True	7.136440994819875	5.631271828999548	2.16715940932067	1.7222273437290947	0.34174397565524606	0.33152967817834245	0	False
YKL196C	direct RNA	1254	1254	880	880	0	False	True	389.0911742393097	392.3119374203019	464.0359416966276	427.02626987762903	-0.011892978959455291	0.1199117284360689	0	False
YKL195W	direct RNA	255	255	1515	1515	0	False	True	79.1214110295247	79.77635091082693	54.81056806560827	50.43909388862042	-0.011892978959454403	0.11991172843606979	0	False
YKL194C	direct RNA	59	59	1694	1694	0	False	True	18.306522551929245	18.45805766172074	11.341627026285146	10.437063701725434	-0.011892978959455291	0.11991172843606979	0	False
YKL193C	direct RNA	101	101	1170	1168	2	True	True	31.33828436855684	31.597691929386354	28.110739308057813	25.913033680389653	-0.011892978959454403	0.11744347284531997	0	False
YKL192C	direct RNA	475	475	604	604	0	False	True	147.38302054519306	148.6030065985992	256.09047555001524	235.66571185299614	-0.011892978959455291	0.11991172843606979	0	False
YKL191W	direct RNA	170	170	1748	1748	0	False	True	52.74760735301646	53.18423394055129	31.669721822805695	29.14387003861935	-0.011892978959455291	0.11991172843606979	0	False
YKL190W	direct RNA	170	170	967	967	0	False	True	52.74760735301646	53.18423394055129	57.24785289169013	52.681990514484625	-0.011892978959455291	0.11991172843606979	0	False
YKL189W	direct RNA	57	57	1689	1689	0	False	True	17.685962465423167	17.832360791831903	10.989601934792839	10.113114739553085	-0.011892978959454403	0.11991172843606979	0	False
YKL188C	direct RNA	96	83	2744	2562	182	True	True	29.786884152291652	25.966420100386806	11.392627078634405	9.708199569920213	0.19803009041477715	0.2308247919791353	0	False
YKL187C	direct RNA	25	7	3180	2253	927	True	True	7.757001081325951	2.1899390446109352	2.560057054488732	0.9310576585273135	1.824608288757666	1.4592335442169007	0	False
YKL186C	direct RNA	244	244	952	949	3	True	True	75.70833055374128	76.33501812643831	83.46216259323097	77.04834995296359	-0.011892978959454403	0.1153582421492354	0	False
YKL185W	direct RNA	190	190	2255	2255	0	False	True	58.95320821807722	59.44120263943967	27.437454054493873	25.24915121227666	-0.011892978959455291	0.11991172843606979	0	False
YKL184W	direct RNA	157	222	1919	1919	0	False	True	48.71396679072697	69.4523525576611	26.64166930743188	34.66711716183818	-0.5116880964179344	-0.37988338902240937	0	False
YKL183W	direct RNA	106	111	1826	1799	27	True	True	32.88968458482203	34.72617627883055	18.903483722389087	18.489771493487346	-0.07838839074636184	0.03192473791642314	0	False
YKL182W	direct RNA	3802	3601	6525	6156	369	True	True	1179.6847244480507	1126.567214234854	189.74413124480242	175.29286479365072	0.06646795349881707	0.11428799087794239	0	False
YKL181W	direct RNA	1120	1119	1798	1741	57	True	True	347.5136484434026	350.0773987028052	202.84536607935638	192.60654634584554	-0.01060428299088123	0.07472360654129595	0	False
YKL180W	direct RNA	3824	3826	850	842	8	True	True	1186.5108853996173	1196.9581120973485	1464.9935529807258	1361.6722994972777	-0.012647329324817491	0.10551477011203758	0	False
YKL179C	direct RNA	141	124	2194	2040	154	True	True	43.74948609867836	38.793205933108	20.927591286994673	18.215086847205367	0.17346206305246348	0.20027239690365306	0	False
YKL178C	direct RNA	795	795	1729	1729	0	False	True	246.67263438616524	248.71450578081337	149.73002289075683	137.78814832738328	-0.011892978959454403	0.11991172843606979	0	False
YKL176C	direct RNA	179	171	2891	2875	16	True	True	55.540127742293805	53.49708237549571	20.162375324193373	17.823705177501036	0.054070283418902854	0.17786833805647895	0	False
YKL175W	direct RNA	167	167	1917	1917	0	False	True	51.81676722325735	52.24568863571803	28.368156481101433	26.105624493521145	-0.011892978959454403	0.11991172843606979	0	False
YKL174C	direct RNA	88	88	2081	2081	0	False	True	27.304643806267347	27.530662275108902	13.770425105778507	12.672150450350744	-0.011892978959455291	0.11991172843606934	0	False
YKL173W	direct RNA	109	109	3177	3154	23	True	True	33.82052471458115	34.10047940894171	11.172388746954791	10.356297971200384	-0.011892978959454403	0.10942929851308714	0	False
YKL172W	direct RNA	213	213	1471	1471	0	False	True	66.0896492128971	66.63671664316132	47.15238736335548	43.39169939720442	-0.011892978959455291	0.1199117284360689	0	False
YKL171W	direct RNA	43	38	2968	2787	181	True	True	13.342041859880636	11.888240527887936	4.7178194289863775	4.085887045833073	0.1664442622990574	0.20747088017758752	0	False
YKL169C	direct RNA	157	156	2354	2354	0	False	True	48.71396679072697	48.80435585132942	21.71850611765581	19.859022522592415	-0.002674448930076956	0.12913025846544812	0	False
YKL170W	direct RNA	108	109	713	713	0	False	True	33.51024467132811	34.10047940894171	49.325441503147836	45.81173043641797	-0.025189801572912174	0.10661490582261202	0	False
YKL168C	direct RNA	39	41	2522	2487	35	True	True	12.100921686868483	12.826785832721193	5.035658618520105	4.94023718140867	-0.08404276471529037	0.027600174568921165	0	False
YKL167C	direct RNA	141	141	678	678	0	False	True	43.74948609867836	44.11162932716313	67.72143847148423	62.32024432308202	-0.011892978959455291	0.1199117284360689	0	False
YKL166C	direct RNA	90	90	1632	1632	0	False	True	27.92520389277342	28.15635914499774	17.958047279281256	16.52578443798874	-0.011892978959455291	0.11991172843606979	0	False
YKL165C	direct RNA	169	169	2973	2973	0	False	True	52.437327309763425	52.87138550560687	18.51094331952014	17.03458367631946	-0.011892978959455291	0.11991172843606979	0	False
YKL164C	direct RNA	370	370	1648	1643	5	True	True	114.80361600362407	115.75392092943515	73.11075559008356	67.48447741282966	-0.011892978959454403	0.11552796620292494	0	False
YKL163W	direct RNA	141	105	2113	1424	689	True	True	43.74948609867836	32.84908566916403	21.729832126675962	22.09627357438944	0.41341285577321596	-0.024126057799802147	0	False
YKL162C-A	direct RNA	11	11	153	153	0	False	True	3.4130804757834183	3.441332784388613	23.41197274928519	21.54472637841495	-0.011892978959454847	0.11991172843606979	0	False
YKL162C	direct RNA	22	22	1464	1464	0	False	True	6.826160951566837	6.882665568777226	4.89348610743256	4.503201005324436	-0.011892978959454847	0.11991172843606934	0	False
YKL161C	direct RNA	111	83	2601	1894	707	True	True	34.44108480108722	25.966420100386806	13.896946391286932	13.132210822669265	0.4074834560437264	0.0816580949646446	0	False
YKL159C	direct RNA	75	71	1360	1326	34	True	True	23.27100324397785	22.212238881053775	17.958047279281256	16.045547967141204	0.06717859203174381	0.16245742340215408	0	False
YKL160W	direct RNA	98	102	1695	1680	15	True	True	30.407444238797726	31.910540364330775	18.827520482852353	18.194101724109505	-0.069608476815743	0.04937219022219885	0	False
YKL157W	direct RNA	326	319	3044	2981	63	True	True	101.1512941004904	99.79865074726978	34.87463794017581	32.067746038586755	0.01942256150675359	0.12105528538990118	0	False
YKL156W	direct RNA	4775	4775	539	539	0	False	True	1481.5872065332567	1493.8512768596024	2884.8375765405676	2654.7543386592174	-0.011892978959455291	0.1199117284360689	0	False
YKL155C	direct RNA	75	75	2032	2032	0	False	True	23.27100324397785	23.46363262083145	12.019165501881153	11.060564387630256	-0.011892978959455291	0.11991172843606979	0	False
YKL154W	direct RNA	217	217	950	950	0	False	True	67.33076938590925	67.888110382939	74.38286193770503	68.4503789942349	-0.011892978959455291	0.11991172843606979	0	False
YKL152C	direct RNA	11507	14884	1413	1403	10	True	True	3570.3924577127086	4656.436105712737	2651.8973348247946	3179.081917624454	-0.3831435183256744	-0.26158526764418966	0	False
YKL153W	direct RNA	3399	27	740	510	230	True	True	1054.6418670170763	8.446907743499322	1495.740318470211	15.86475306046919	6.964114165418749	6.5588908491568185	0	False
YKL151C	direct RNA	215	201	2253	2127	126	True	True	66.71020929940318	62.88253542382829	31.075206536244053	28.3183728817966	0.08524817945107621	0.13402560657184548	0	False
YKL150W	direct RNA	592	592	1167	1167	0	False	True	183.68578560579851	185.20627348709624	165.19146558691716	152.01644749172803	-0.011892978959455291	0.11991172843606979	0	False
YKL149C	direct RNA	68	68	1447	1447	0	False	True	21.099042941206587	21.273693576220516	15.303019694889937	14.082511355219522	-0.011892978959454403	0.11991172843606979	0	False
YKL148C	direct RNA	88	86	2437	2332	105	True	True	27.304643806267347	26.904965405220064	11.758824228611026	11.051204962076401	0.021273884975744117	0.08954012984842485	0	False
YKL146W	direct RNA	112	112	2341	2337	4	True	True	34.75136484434026	35.039024713774964	15.579494583967653	14.361474743086262	-0.011892978959454403	0.11744452810688255	0	False
YKL145W	direct RNA	211	243	1666	1666	0	False	True	65.46908912639103	76.0221696914939	41.242426948879945	43.70901353394572	-0.21560629385805097	-0.08380158646252589	0	False
YKL145W-A	direct RNA	190	156	1637	1206	431	True	True	58.95320821807722	48.80435585132942	37.79563768655082	38.76296767676828	0.27256041050924384	-0.03645929666929959	0	False
YKL144C	direct RNA	188	190	969	969	0	False	True	58.33264813157115	59.44120263943967	63.178720720559085	58.758344668404405	-0.027159735612765523	0.10464497178275955	0	False
YKL143W	direct RNA	103	103	1814	1814	0	False	True	31.958844455062916	32.22338879927519	18.4899909068851	17.01530234526617	-0.011892978959455291	0.11991172843606979	0	False
YKL142W	direct RNA	310	310	917	917	0	False	True	96.1868134084418	96.98301483277	110.08524511733881	101.30528126580955	-0.011892978959454403	0.11991172843606979	0	False
YKL141W	direct RNA	264	264	975	975	0	False	True	81.91393141880204	82.59198682532671	88.17309121576945	81.14075411439968	-0.011892978959454403	0.11991172843606979	0	False
YKL140W	direct RNA	124	124	2140	2140	0	False	True	38.47472536337671	38.793205933108	18.868816779925176	17.363914564625677	-0.011892978959454403	0.11991172843606979	0	False
YKL139W	direct RNA	71	71	1826	1826	0	False	True	22.0298830709657	22.212238881053775	12.661767398958728	11.651914898373075	-0.011892978959455291	0.11991172843606934	0	False
YKL138C-A	direct RNA	207	215	950	950	0	False	True	64.22796895337888	67.26241351305016	70.95508028158959	67.81949992516361	-0.06659887104958973	0.06520583634593446	0	False
YKL138C	direct RNA	101	93	996	991	5	True	True	31.33828436855684	29.094904449831	33.0216515968149	28.12218251889426	0.10715969268430925	0.23170371519823973	0	False
YKL137W	direct RNA	275	290	896	896	0	False	True	85.32701189458545	90.72604613388161	99.94508456028555	96.99061580867202	-0.08851426056236722	0.04329044683315697	0	False
YKL135C	direct RNA	65	156	2409	2404	5	True	True	20.168202811447472	48.80435585132942	8.786447375057218	19.44598128876146	-1.2749273847932487	-1.1461201749250094	0	False
YKL134C	direct RNA	92	92	2653	2653	0	False	True	28.5457639792795	28.78205601488658	11.292428071786258	10.39178866129489	-0.011892978959455291	0.11991172843607023	0	False
YKL133C	direct RNA	39	39	1585	1572	13	True	True	12.100921686868483	12.201088962832355	8.012574786061643	7.434500479990863	-0.011892978959454847	0.10803010566790672	0	False
YKL132C	direct RNA	30	30	1835	1817	18	True	True	9.308401297591141	9.38545304833258	5.323802572168393	4.9477307288199635	-0.011892978959454847	0.10569008493961007	0	False
YKL130C	direct RNA	148	148	1007	1007	0	False	True	45.92144640144963	46.30156837177406	47.859592934441984	44.04250104837303	-0.011892978959455291	0.1199117284360689	0	False
YKL129C	direct RNA	57	56	3974	3948	26	True	True	17.685962465423167	17.519512356887482	4.670719091058154	4.250603656863298	0.013642113147683155	0.13597693774993447	0	False
YKL128C	direct RNA	412	411	1546	1301	245	True	True	127.83537782025167	128.58070676215635	86.78096637798077	94.66822925399114	-0.008387035457920078	-0.12550168526944727	0	False
YKL127W	direct RNA	249	249	2221	2221	0	False	True	77.25973077000647	77.89926030116041	36.50795816092333	33.59622777776081	-0.011892978959454403	0.1199117284360689	0	False
YKL126W	direct RNA	174	174	2325	2320	5	True	True	53.98872752602862	54.43562768032896	24.370421838962677	22.475066835664684	-0.011892978959454403	0.11680581756824893	0	False
YKL125W	direct RNA	123	123	2189	2138	51	True	True	38.164445320123676	38.48035749816358	18.297683257975745	17.23999514054728	-0.011892978959455291	0.08590162697561343	0	False
YKL124W	direct RNA	10	7	1956	1740	216	True	True	3.10280043253038	2.1899390446109352	1.6648223789926726	1.2055591406103663	0.5026801938703036	0.46566583704968495	0	False
YKL123W	direct RNA	36	38	1598	1598	0	False	True	11.17008155710937	11.888240527887936	7.336053356642554	7.126012012976705	-0.08989549096072791	0.04190921643479628	0	False
YKL122C	direct RNA	656	657	718	718	0	False	True	203.54370837399296	205.54142175848352	297.5199899848387	274.2083363237084	-0.014090534663701249	0.11771417273182294	0	False
YKL121W	direct RNA	64	64	2952	2952	0	False	True	19.857922768194435	20.022299836442837	7.059929698232342	6.4968576218723575	-0.011892978959454403	0.11991172843606979	0	False
YKL120W	direct RNA	1225	1225	1327	1327	0	False	True	380.09305298497156	383.2393328069137	300.6089602339369	276.6335782335015	-0.011892978959455291	0.1199117284360689	0	False
YKL119C	direct RNA	244	244	908	906	2	True	True	75.70833055374128	76.33501812643831	87.5065845691144	80.70517009421904	-0.011892978959454403	0.1167304811913894	0	False
YKL117W	direct RNA	581	579	987	973	14	True	True	180.27270513001508	181.1392438328188	191.6883571522712	178.32221579787395	-0.006918163544162859	0.10427626417607616	0	False
YKL116C	direct RNA	87	89	2063	2063	0	False	True	26.99436376301431	27.843510710053323	13.732726799706306	12.927975106635365	-0.0446829140771241	0.08712179331840053	0	False
YKL115C	direct RNA	5	5	393	393	0	False	True	1.55140021626519	1.5642421747220967	4.142993095813826	3.8125643487132628	-0.011892978959454958	0.11991172843606979	0	False
YKL114C	direct RNA	86	81	1510	1283	227	True	True	26.684083719761272	25.340723230497968	18.546341808253736	18.918996245142527	0.07452177285801831	-0.02870089886921523	0	False
YKL113C	direct RNA	46	51	1336	1336	0	False	True	14.27288198963975	15.955270182165387	11.212130117682987	11.439405275637716	-0.1607563648739374	-0.028951657478413217	0	False
YKL112W	direct RNA	12	24	2519	2518	1	True	True	3.7233605190364565	7.508362438666064	1.5512787169398972	2.8562436010376095	-1.0118929789594546	-0.8806611105791553	0	False
YKL110C	direct RNA	218	221	1573	1573	0	False	True	67.6410494291623	69.13950412271667	45.129916146313256	42.10205357645176	-0.03161121357396013	0.10019349382156495	0	False
YKL109W	direct RNA	416	416	2301	2295	6	True	True	129.0764979932638	130.14494893687845	58.872634093734106	54.318825293458296	-0.011892978959455291	0.11614489851315035	0	False
YKL108W	direct RNA	27	27	1631	1622	9	True	True	8.377561167832027	8.446907743499322	5.390717319396752	4.988300900640745	-0.011892978959454847	0.11192876594145806	0	False
YKL107W	direct RNA	10	5	1289	1104	185	True	True	3.10280043253038	1.5642421747220967	2.5262936953527286	1.3571900263082541	0.9881070210405452	0.8963996368525875	0	False
YKL106W	direct RNA	101	119	1630	1630	0	False	True	31.33828436855684	37.2289637583859	20.17764723339119	21.877570171321864	-0.24849925951560348	-0.11669455212007929	0	False
YKL105C	direct RNA	85	53	3744	3399	345	True	True	26.37380367650823	16.580967052054227	7.392985275943422	4.672662713701004	0.6695775026150468	0.6619121369688394	0	False
YKL104C	direct RNA	564	564	2635	2635	0	False	True	174.99794439471344	176.44651730865252	69.70039511752002	64.14136721221952	-0.011892978959455291	0.11991172843606979	0	False
YKL103C	direct RNA	201	201	2190	2190	0	False	True	62.366288693860646	62.88253542382829	29.887438686540786	27.50373475779971	-0.011892978959455291	0.11991172843606979	0	False
YKL101W	direct RNA	257	242	4887	4557	330	True	True	79.74197111603077	75.70932125654949	17.124880117466432	15.913879523753504	0.07486833295982898	0.10580830633191907	0	False
YKL100C	direct RNA	81	148	2085	2085	0	False	True	25.13268350349608	46.30156837177406	12.650733738037557	21.271366213770573	-0.8814963417037802	-0.7496916343082556	0	False
YKL099C	direct RNA	275	275	1022	1022	0	False	True	85.32701189458545	86.03331960971532	87.623087833675	80.63461682723795	-0.011892978959454403	0.11991172843606979	0	False
YKL098W	direct RNA	74	74	1325	1324	1	True	True	22.960723200724814	23.15078418588703	18.186645315087954	16.748790995359382	-0.011892978959455291	0.11882249090536323	0	False
YKL096W-A	direct RNA	4063	7395	602	602	0	False	True	1260.6678157370934	2313.514176413981	2197.794522484581	3681.1322092965743	-0.8758977617147963	-0.7440930543192721	0	False
YKL096W	direct RNA	1339	1700	2656	2645	11	True	True	415.46497791581794	531.8423394055129	164.16828522822456	192.60296721174527	-0.3562717646602085	-0.23045448161022009	0	False
YKL094W	direct RNA	339	359	2069	2064	5	True	True	105.1849346627799	112.31258814504655	53.3551030619612	52.12240952198722	-0.09459154964616179	0.033722483312606855	0	False
YKL093W	direct RNA	55	30	1689	1246	443	True	True	17.065402378917092	9.38545304833258	10.60400186690537	7.215109738576143	0.862576138956686	0.5555155865748267	0	False
YKL092C	direct RNA	98	98	3617	3617	0	False	True	30.407444238797726	30.659146624553095	8.822960248392242	8.119275826726161	-0.011892978959455291	0.11991172843606934	0	False
YKL091C	direct RNA	118	118	1071	1070	1	True	True	36.61304510385849	36.91611532344148	35.87808810929419	33.047450300416614	-0.011892978959455291	0.11856404497432305	0	False
YKL090W	direct RNA	96	86	1815	1559	256	True	True	29.786884152291652	26.904965405220064	17.223894602629645	16.53073121973199	0.14680476705960377	0.05926085426979988	0	False
YKL089W	direct RNA	68	68	1954	1897	57	True	True	21.099042941206587	21.273693576220516	11.332379477229141	10.741905076965024	-0.011892978959454403	0.07720093987916021	0	False
YKL088W	direct RNA	33	32	1986	1986	0	False	True	10.239241427350255	10.011149918221419	5.410924215469237	4.828480286950453	0.03250114039899854	0.16430584779452317	0	False
YKL087C	direct RNA	159	160	995	994	1	True	True	49.334526877233046	50.055749591107094	52.036826045852976	48.23622660907243	-0.020938118562462193	0.10941591496433745	0	False
YKL086W	direct RNA	19	19	597	584	13	True	True	5.895320821807722	5.944120263943968	10.363728457769461	9.749458216384223	-0.011892978959455291	0.08814916605128209	0	False
YKL085W	direct RNA	296	296	1788	1788	0	False	True	91.84289280289926	92.60313674354812	53.908959826602995	49.60939435761929	-0.011892978959455291	0.11991172843606979	175	True
YKL084W	direct RNA	28	65	609	609	0	False	True	8.687841211085065	20.335148271387258	14.971919877285828	31.98422209782604	-1.226905869930305	-1.0951011625347804	0	False
YKL083W	direct RNA	53	8	1904	615	1289	True	True	16.444842292411014	2.5027874795553546	9.064538150494348	3.898114573123414	2.7160274756037444	1.2174570199179278	175	True
YKL082C	direct RNA	17	25	1550	1528	22	True	True	5.274760735301647	7.821210873610483	3.571527338468668	4.902937791375368	-0.5682863274838401	-0.4571052922141665	0	False
YKL081W	direct RNA	2823	2823	1557	1557	0	False	True	875.9205621033263	883.1711318480958	590.4172276463194	543.3278841968008	-0.011892978959453515	0.1199117284360689	0	False
YKL080W	direct RNA	785	785	1435	1435	0	False	True	243.56983395363486	245.58602143136918	178.1371547071839	163.9296396376007	-0.011892978959455291	0.11991172843606979	0	False
YKL079W	direct RNA	220	220	2126	2120	6	True	True	68.26160951566837	68.82665568777226	33.69738316689214	31.09757675374988	-0.011892978959455291	0.11583439635552661	0	False
YKL078W	direct RNA	88	88	2344	2344	0	False	True	27.304643806267347	27.530662275108902	12.225364609694997	11.250317869957295	-0.011892978959455291	0.11991172843606934	0	False
YKL077W	direct RNA	442	443	1625	1625	0	False	True	137.1437791178428	138.59185668037776	88.57387799402295	81.69398652881603	-0.015153308123041498	0.11665139927248358	0	False
YKL076C	direct RNA	33	54	1503	1503	0	False	True	10.239241427350255	16.893815486998644	7.149764133015239	10.766499082953143	-0.7223863617644697	-0.590581654368945	0	False
YKL074C	direct RNA	142	142	1707	1700	7	True	True	44.0597661419314	44.42447776210755	27.088913029289557	25.031054828740274	-0.011892978959455291	0.11398341643339549	0	False
YKL073W	direct RNA	304	304	2813	2813	0	False	True	94.32513314892356	95.10592422310349	35.19172919609452	32.38497603053472	-0.011892978959454403	0.11991172843606979	0	False
YKL072W	direct RNA	56	56	2674	2674	0	False	True	17.37568242217013	17.519512356887482	6.8196703105961625	6.2757603729604705	-0.011892978959454403	0.11991172843606979	0	False
YKL071W	direct RNA	85	62	1642	1089	553	True	True	26.37380367650823	19.396602966554	16.85708701165175	17.060962887189596	0.4433016467913715	-0.017343818874001826	0	False
YKL070W	direct RNA	43	40	1255	1066	189	True	True	13.342041859880636	12.513937397776774	11.157361008152645	11.244561268625235	0.09244368085528087	-0.01123153782815356	0	False
YKL069W	direct RNA	85	85	806	806	0	False	True	26.37380367650823	26.592116970275644	34.34160902373719	31.60265808157979	-0.011892978959455291	0.11991172843606979	0	False
YKL068W-A	direct RNA	218	218	759	759	0	False	True	67.6410494291623	68.20095881788342	93.53011607134486	86.07052385023981	-0.011892978959454403	0.11991172843606979	0	False
YKL068W	direct RNA	222	222	3120	3101	19	True	True	68.88216960217444	69.4523525576611	23.170485617780326	21.453143448425497	-0.011892978959455291	0.111099225299081	0	False
YKL067W	direct RNA	560	1068	882	826	56	True	True	173.7568242217013	334.1221285206399	206.75508401966144	387.4636219610958	-0.9433058937020427	-0.9061380604445928	0	False
YKL066W	direct RNA	546	38	1034	444	590	True	True	169.41290361615876	11.888240527887936	171.95264458675808	25.647223416073818	3.8329366485168115	2.7451367519475083	0	False
YKL065W-A	direct RNA	18	18	222	222	0	False	True	5.585040778554685	5.631271828999548	26.40318302683514	24.29736955206993	-0.011892978959454403	0.11991172843606979	0	False
YKL065C	direct RNA	979	979	1009	1004	5	True	True	303.76416234472424	306.2786178105865	315.95721796532854	292.2057162299565	-0.011892978959455291	0.11274482328048485	0	False
YKL064W	direct RNA	200	179	3193	2910	283	True	True	62.05600865060761	55.99986985505106	20.39707217857606	18.433159054222124	0.14814743355101356	0.14605874117209083	0	False
YKL063C	direct RNA	172	170	1377	1357	20	True	True	53.368167439522544	53.18423394055129	40.6753465947177	37.54125632093339	0.004980839604941778	0.1156777082843563	0	False
YKL062W	direct RNA	193	198	2459	2459	0	False	True	59.88404834783634	61.94399011899503	25.558510233784705	24.129392617387058	-0.04879256177098412	0.08301214562454096	0	False
YKL061W	direct RNA	101	93	943	653	290	True	True	31.33828436855684	29.094904449831	34.87758747659347	42.67853426680583	0.10715969268430925	-0.29121037904883273	0	False
YKL060C	direct RNA	27259	27265	1604	1531	73	True	True	8457.923699034563	8529.812578759593	5534.0402216862985	5336.6662074844135	-0.012210496760067358	0.05239435168032536	0	False
YKL059C	direct RNA	33	33	1516	1516	0	False	True	10.239241427350255	10.32399835316584	7.088453490713657	6.523106469454131	-0.011892978959454847	0.11991172843606979	0	False
