position	mean_coverage	sem_coverage	n_transcripts
-128	9.014267	1.113704	4696
-127	9.154600	1.134891	4696
-126	9.267888	1.144090	4696
-125	9.257453	1.110577	4696
-124	9.378407	1.127684	4696
-123	9.417164	1.129401	4696
-122	9.582411	1.149456	4696
-121	9.552172	1.118357	4696
-120	9.707411	1.158572	4696
-119	9.738501	1.156671	4696
-118	9.730835	1.139209	4696
-117	9.752981	1.114991	4696
-116	9.858816	1.138782	4696
-115	9.941440	1.147068	4696
-114	9.942717	1.146610	4696
-113	10.021934	1.156948	4696
-112	10.117547	1.166517	4696
-111	10.158859	1.153804	4696
-110	10.308135	1.172834	4696
-109	10.391823	1.171010	4696
-108	10.438245	1.166746	4696
-107	10.502555	1.148859	4696
-106	10.631388	1.138195	4696
-105	10.693995	1.130895	4696
-104	11.028961	1.197458	4696
-103	10.809412	1.095855	4696
-102	10.891184	1.099282	4696
-101	11.153961	1.168576	4696
-100	11.129046	1.156451	4696
-99	11.228492	1.155749	4696
-98	11.367334	1.184027	4696
-97	11.486797	1.151647	4696
-96	11.413543	1.111256	4696
-95	11.572615	1.118855	4696
-94	11.661840	1.121178	4696
-93	11.783646	1.150139	4696
-92	12.023211	1.160509	4696
-91	12.217632	1.183214	4696
-90	12.300894	1.183274	4696
-89	12.415247	1.192906	4696
-88	12.574319	1.190832	4696
-87	12.936116	1.217644	4696
-86	13.192717	1.235292	4696
-85	13.461670	1.260457	4696
-84	13.419080	1.243736	4696
-83	13.673765	1.257823	4696
-82	13.753620	1.241048	4696
-81	13.927385	1.253780	4696
-80	14.182070	1.271950	4696
-79	14.330707	1.266825	4696
-78	14.597743	1.274418	4696
-77	14.847956	1.287523	4696
-76	15.003194	1.277507	4696
-75	14.984881	1.203895	4696
-74	15.469761	1.236693	4696
-73	15.845826	1.277587	4696
-72	16.131388	1.277297	4696
-71	16.482751	1.320034	4696
-70	16.767888	1.317254	4696
-69	17.549830	1.428009	4696
-68	17.856048	1.460876	4696
-67	18.507240	1.609350	4696
-66	18.898637	1.628862	4696
-65	19.243612	1.641768	4696
-64	19.777896	1.690224	4696
-63	20.464438	1.730361	4696
-62	20.915886	1.767556	4696
-61	21.364779	1.817061	4696
-60	21.643101	1.804832	4696
-59	22.338160	1.867388	4696
-58	22.655239	1.845146	4696
-57	22.977002	1.822707	4696
-56	23.673765	1.910689	4696
-55	25.389906	2.397625	4696
-54	25.876491	2.440321	4696
-53	26.816440	2.536349	4696
-52	27.712734	2.606485	4696
-51	28.126278	2.596298	4696
-50	28.964651	2.682305	4696
-49	30.087521	2.755853	4696
-48	30.829216	2.690475	4696
-47	32.667376	3.227628	4696
-46	34.706133	3.710666	4696
-45	36.244250	4.327742	4696
-44	38.288756	4.798210	4696
-43	39.142462	4.785068	4696
-42	40.256388	5.001141	4696
-41	40.885434	5.110908	4696
-40	42.015119	5.353900	4696
-39	43.006388	5.401372	4696
-38	43.965716	5.641754	4696
-37	45.795145	5.966893	4696
-36	47.065801	6.074531	4696
-35	48.536840	6.130793	4696
-34	49.330920	6.092016	4696
-33	50.444421	6.121491	4696
-32	52.799191	6.163407	4696
-31	53.492973	6.160111	4696
-30	57.281729	6.633785	4696
-29	59.381814	6.754243	4696
-28	62.396295	7.013573	4696
-27	64.830707	7.160069	4696
-26	69.792802	7.469958	4696
-25	70.486158	6.695434	4696
-24	74.488288	7.477900	4696
-23	77.911627	7.933595	4696
-22	79.653109	8.032180	4696
-21	83.989991	8.305817	4696
-20	87.833475	8.376489	4696
-19	92.141184	8.549832	4696
-18	93.576661	7.871096	4696
-17	100.927811	8.706421	4696
-16	105.246167	9.191960	4696
-15	112.522998	9.579913	4696
-14	118.456346	9.828521	4696
-13	124.565375	10.025171	4696
-12	131.568569	10.460559	4696
-11	137.820273	10.776749	4696
-10	146.019378	11.375276	4696
-9	155.516610	11.880861	4696
-8	165.570273	12.586486	4696
-7	173.219336	13.232287	4696
-6	180.114140	13.572380	4696
-5	186.063458	13.866060	4696
-4	187.833475	14.037107	4696
-3	192.439097	13.941805	4696
-2	209.066440	15.291894	4696
-1	216.752342	15.686829	4696
0	224.080920	16.151496	4696
1	231.206559	16.728464	4696
2	234.008305	16.963511	4696
3	236.812819	17.178243	4696
4	235.754685	17.082099	4696
5	234.795997	17.018378	4696
6	235.728279	17.174842	4696
7	235.186968	16.555176	4696
8	240.176959	17.366679	4696
9	240.257240	17.325222	4696
10	241.075596	17.467269	4696
11	240.749787	17.288315	4696
12	244.090077	17.483797	4696
13	244.731261	17.496895	4696
14	244.646508	17.636526	4696
15	245.741056	17.723155	4696
16	247.679089	17.941557	4696
17	247.906090	17.980164	4696
18	248.477641	18.028090	4696
19	248.136073	17.957907	4696
20	247.607751	17.824113	4696
21	248.372019	17.888469	4696
22	249.964651	17.983583	4696
23	249.839012	17.868768	4696
24	249.930792	17.972411	4696
25	250.308348	18.016807	4696
26	248.977002	17.965281	4696
27	249.275341	18.045290	4696
28	250.892249	18.185330	4696
29	251.173978	18.165068	4696
30	250.762990	17.888976	4696
31	249.778748	17.863777	4696
32	252.265971	18.148457	4696
33	252.553450	18.133168	4696
34	250.830920	17.895003	4696
35	252.202939	17.919950	4696
36	253.958901	18.146847	4696
37	251.603492	17.818644	4696
38	249.943995	17.706016	4696
39	250.735094	17.701445	4696
40	251.193356	17.645771	4696
41	253.532581	18.027835	4696
42	255.110307	18.300137	4696
43	256.652257	18.436450	4696
44	253.227002	18.054287	4696
45	255.827300	18.355402	4696
46	256.590290	18.464959	4696
47	256.071976	18.377776	4696
48	257.434199	18.515595	4696
49	257.002129	18.369590	4696
50	257.695273	18.491963	4696
51	259.430153	18.614688	4696
52	260.020230	18.643556	4696
53	257.650128	18.447850	4696
54	258.196763	18.492465	4696
55	258.243186	18.435880	4696
56	256.000852	18.070967	4696
57	259.745741	18.616446	4696
58	257.979344	18.096672	4696
59	259.275980	18.559845	4696
60	259.816227	18.591413	4696
61	259.976789	18.641779	4696
62	260.592632	18.716001	4696
63	263.118399	18.830616	4696
64	262.312606	18.750175	4696
65	260.369889	18.562407	4696
66	260.203152	18.577678	4696
67	263.688245	18.797578	4696
68	262.827726	18.771475	4696
69	262.943356	18.772419	4696
70	262.965928	18.756466	4696
71	263.343058	18.828433	4696
72	261.933986	18.718252	4696
73	262.996806	18.786676	4696
74	260.964225	18.632274	4696
75	264.440162	18.960052	4696
76	263.727215	18.915140	4696
77	262.509370	18.754023	4696
78	266.159710	18.995399	4696
79	263.776193	18.825154	4696
80	264.530451	18.887250	4696
81	264.151831	18.744736	4696
82	266.230196	18.963100	4696
83	264.472743	18.827601	4696
84	268.205494	19.100252	4696
85	262.555366	18.498134	4696
86	264.784072	18.772400	4696
87	268.637138	19.168021	4696
88	266.356261	18.918832	4696
89	267.357964	18.871432	4696
90	268.028109	19.124597	4696
91	268.627342	19.164449	4696
92	267.511712	18.993259	4696
93	270.060690	19.165669	4696
94	270.514055	19.262287	4696
95	270.668441	19.287726	4696
96	271.452300	19.249589	4696
97	270.409497	19.180048	4696
98	269.422061	19.030234	4696
99	268.027896	18.857242	4696
100	268.621380	18.999910	4696
101	270.205494	19.145925	4696
102	272.875213	19.393828	4696
103	272.513842	19.335207	4696
104	273.527470	19.307044	4696
105	273.491056	19.288144	4696
106	273.540034	19.283052	4696
107	270.793867	19.113846	4696
108	272.312606	19.143411	4696
109	272.932922	19.203622	4696
110	271.747871	19.150682	4696
111	272.587947	19.298791	4696
112	274.058135	19.276499	4696
113	276.957411	19.639547	4696
114	276.683986	19.732311	4696
115	277.285562	19.682145	4696
116	275.154600	19.531484	4696
117	273.758092	19.275123	4696
118	274.145869	19.410964	4696
119	275.357112	19.505825	4696
120	277.683986	19.667522	4696
121	276.788330	19.517239	4696
122	275.474446	19.478718	4696
123	278.459327	19.814152	4696
124	279.423765	19.844014	4696
125	277.242547	19.692872	4696
126	278.232751	19.738005	4696
127	280.170571	19.821026	4696
128	278.870954	19.706756	4696
129	278.938245	19.701333	4696
130	277.123296	19.386737	4696
131	274.271508	18.907042	4696
132	277.210605	19.306224	4696
133	278.698680	19.618091	4696
134	278.277470	19.666098	4696
135	277.485945	19.526912	4696
136	280.507453	19.793760	4696
137	278.241056	19.598297	4696
138	280.860094	19.843212	4696
139	278.561116	19.633774	4696
140	281.541525	19.944865	4696
141	282.365843	19.836781	4696
142	280.487223	19.593957	4696
143	281.669932	19.762688	4696
144	284.508305	19.971710	4696
145	283.270656	19.989120	4696
146	283.680792	20.028770	4696
147	285.669293	20.110129	4696
148	284.352641	19.970580	4696
149	280.811329	19.548111	4696
150	284.545358	20.035926	4696
151	283.072615	19.948895	4696
152	283.680366	19.868459	4696
153	284.164821	19.829951	4696
154	284.319421	20.023881	4696
155	282.202087	19.808108	4696
156	285.193995	20.116166	4696
157	286.170145	20.292350	4696
158	284.597530	19.961036	4696
159	286.171635	20.112696	4696
160	287.859881	20.316195	4696
161	287.777257	20.373032	4696
162	288.519591	20.329550	4696
163	289.768313	20.455034	4696
164	289.602215	20.267663	4696
165	290.556005	20.462061	4696
166	290.674404	20.609968	4696
167	289.456985	20.503320	4696
168	290.509157	20.542690	4696
169	290.918867	20.602450	4696
170	289.797913	20.449758	4696
171	292.210605	20.671341	4696
172	291.818143	20.570990	4696
173	291.279813	20.404862	4696
174	292.886499	20.540773	4696
175	290.373083	20.210375	4696
176	288.868399	20.033600	4696
177	290.296210	20.236818	4696
178	287.086031	20.101143	4696
179	289.523211	20.261574	4696
180	292.893952	20.470681	4696
181	292.595187	20.358113	4696
182	292.908007	20.424117	4696
183	296.123296	20.775410	4696
184	287.981048	19.653397	4696
185	293.029387	20.353533	4696
186	294.582624	20.631221	4696
187	295.930366	20.718082	4696
188	294.435690	20.759412	4696
189	296.321550	20.851057	4696
190	296.986797	20.956002	4696
191	295.937181	20.878545	4696
192	295.753833	20.770394	4696
193	294.473169	20.587258	4696
194	295.171848	20.652928	4696
195	298.169719	20.909286	4696
196	295.731687	20.512010	4696
197	296.088160	20.586533	4696
198	298.631601	20.746029	4696
199	298.599872	20.871975	4696
200	296.260647	20.609098	4696
201	299.157368	20.797909	4696
202	294.873509	20.572944	4696
203	295.899276	20.592670	4696
204	296.372871	20.634524	4696
205	295.301746	20.793445	4696
206	295.718058	20.773753	4696
207	294.146508	20.486994	4696
208	290.666099	20.232282	4696
209	289.665034	20.047162	4696
210	293.102641	20.438607	4696
211	296.307283	21.005660	4696
212	296.751917	20.966104	4696
213	298.405877	21.157595	4696
214	297.163969	21.135689	4696
215	296.769591	21.141680	4696
216	296.494463	20.981103	4696
217	297.843484	21.109218	4696
218	298.640119	21.057472	4696
219	296.863927	20.893912	4696
220	295.957198	20.942738	4696
221	297.769378	21.114626	4696
222	298.750639	21.189993	4696
223	299.728066	21.380390	4696
224	298.889693	21.172095	4696
225	299.865204	21.430491	4696
226	298.295358	21.313943	4696
227	296.862649	21.187696	4696
228	299.048765	21.288712	4696
229	302.389267	21.558135	4696
230	299.474233	21.271697	4696
231	299.121806	21.018375	4696
232	300.645869	21.296243	4696
233	299.616695	21.298430	4696
234	302.539608	21.536768	4696
235	301.793228	21.361000	4696
236	300.560903	21.348354	4696
237	300.668441	21.375065	4696
238	296.799830	21.000423	4696
239	297.801959	21.082995	4696
240	297.908007	21.001000	4696
241	297.899063	20.944647	4696
242	299.183560	21.090471	4696
243	296.818356	20.979594	4696
244	299.819421	21.394277	4696
245	300.178024	21.389134	4696
246	300.896295	21.299910	4696
247	297.857112	20.945286	4696
248	299.937606	21.155578	4696
249	300.164821	21.284825	4696
250	296.862436	21.106614	4696
251	294.178876	20.928539	4696
252	294.613501	20.908016	4696
253	295.940801	21.034925	4696
254	292.640971	20.377493	4696
255	292.298339	20.315099	4696
256	291.227853	20.206435	4696
257	293.213373	20.520919	4696
258	295.746593	20.819915	4696
259	291.732112	20.343527	4696
260	294.370315	20.931117	4696
261	297.439310	21.125980	4696
262	293.403322	20.747550	4696
263	292.341993	20.596600	4696
264	297.593910	21.128788	4696
265	293.447828	21.138149	4696
266	294.264267	21.224269	4696
267	294.292802	21.298129	4696
268	290.660349	21.023352	4696
269	290.545145	20.957934	4696
270	292.127129	21.210478	4696
271	290.308773	21.066961	4696
272	288.006175	20.814409	4696
273	287.344761	20.728215	4696
274	285.965077	20.619684	4696
275	289.152470	21.081339	4696
276	289.605835	20.980571	4696
277	290.976363	21.081475	4696
278	291.686755	21.197285	4696
279	291.926320	21.313291	4696
280	287.339438	21.089530	4696
281	289.000852	21.236314	4696
282	288.931005	21.058741	4696
283	289.425043	21.096213	4696
284	288.333475	21.116080	4696
285	288.575383	20.898912	4696
286	286.612649	20.895934	4696
287	286.328152	20.901307	4696
288	288.495741	21.152411	4696
289	288.592632	21.182496	4696
290	289.444208	21.334013	4696
291	290.839864	21.395621	4696
292	288.773637	21.182925	4696
293	291.077513	21.530214	4696
294	293.249574	21.652857	4696
295	291.893526	21.559987	4696
296	289.721891	21.351210	4696
297	292.671848	21.559883	4696
298	292.526193	21.623441	4696
299	287.474659	21.093862	4696
300	290.629472	21.401174	4696
301	292.000426	21.514894	4696
302	292.685264	21.578565	4696
303	291.577087	21.405665	4696
304	288.362010	21.195816	4696
305	290.382879	21.336846	4696
306	290.589651	21.386704	4696
307	290.143739	21.490724	4696
308	291.064949	21.544015	4696
309	288.129685	21.122555	4696
310	290.267249	21.338193	4696
311	289.853918	21.242515	4696
312	290.774915	21.446431	4696
313	290.351789	21.630878	4696
314	289.404174	21.539618	4696
315	290.848807	21.628587	4696
316	289.087947	21.643332	4696
317	286.545571	21.265502	4696
318	286.957198	21.394433	4696
319	278.055366	20.702443	4696
320	278.990630	20.744029	4696
321	279.967419	20.727783	4696
322	272.145017	20.555671	4696
323	272.196337	20.484809	4696
324	271.817291	20.492111	4696
325	267.751065	20.420071	4696
326	267.310264	20.392179	4696
327	269.693569	20.553879	4696
328	263.124361	20.169644	4696
329	262.264480	19.998946	4696
330	266.271082	20.406305	4696
331	265.782368	20.477316	4696
332	266.221678	20.499901	4696
333	266.406942	20.481357	4696
334	264.335392	20.473447	4696
335	263.656516	20.389582	4696
336	264.050894	20.435074	4696
337	264.409497	20.670752	4696
338	264.035136	20.562172	4696
339	265.519378	20.607614	4696
340	265.251704	20.614453	4696
341	262.983603	20.331140	4696
342	264.254472	20.476737	4696
343	259.815375	20.386085	4696
344	259.932709	20.443461	4696
345	260.512351	20.176429	4696
346	261.194421	20.651805	4696
347	260.869463	20.647562	4696
348	259.689097	20.537945	4696
349	260.130111	20.501641	4696
350	260.683560	20.294031	4696
351	262.801107	20.574525	4696
352	262.827087	20.734036	4696
353	262.613714	20.763776	4696
354	262.372445	20.560299	4696
355	262.716993	20.577459	4696
356	261.738501	20.674121	4696
357	262.132453	20.657645	4696
358	261.501278	20.525585	4696
359	263.161627	20.707536	4696
360	263.099446	20.724669	4696
361	261.671848	20.730219	4696
362	261.782155	20.705043	4696
363	259.206772	20.491150	4696
364	255.133518	20.320388	4696
365	253.966567	20.118365	4696
366	256.843697	20.294445	4696
367	250.386925	19.883119	4696
368	248.650980	19.642973	4696
369	247.610307	19.629262	4696
370	251.566865	20.105328	4696
371	251.056857	20.120055	4696
372	251.840290	20.111142	4696
373	251.142888	20.082696	4696
374	251.028748	20.092895	4696
375	252.508518	20.272024	4696
376	254.005324	20.400190	4696
377	249.181431	19.900598	4696
378	253.634796	20.350960	4696
379	250.012564	20.220609	4696
380	249.721891	20.029645	4696
381	252.255963	20.265078	4696
382	252.229557	20.267542	4696
383	252.901618	20.475763	4696
384	253.138416	20.397697	4696
385	246.938245	19.894210	4696
386	246.247445	19.869319	4696
387	246.672274	19.743439	4696
388	234.408220	17.771241	4696
389	233.120954	18.014306	4696
390	238.018952	18.757593	4696
391	236.468271	18.596972	4696
392	237.208475	18.623424	4696
393	241.188458	19.588469	4696
394	235.556431	19.323206	4696
395	234.622232	19.116421	4696
396	236.575383	19.384556	4696
397	235.001491	19.258172	4696
398	234.701661	19.309871	4696
399	234.186755	19.120257	4696
400	231.238288	19.051285	4696
401	231.392888	18.791505	4696
402	233.468484	19.009979	4696
403	231.449532	18.886246	4696
404	230.982964	19.085765	4696
405	231.136712	19.070533	4696
406	227.625000	18.713294	4696
407	228.318143	18.786355	4696
408	230.165886	18.964657	4696
409	228.373935	18.942672	4696
410	228.573893	19.013936	4696
411	229.780451	19.138476	4696
412	215.632240	18.114133	4696
413	217.621806	18.345919	4696
414	217.192930	18.323775	4696
415	209.600724	17.720036	4696
416	210.919293	17.780082	4696
417	210.532368	17.629950	4696
418	208.615417	17.442320	4696
419	206.910775	17.334844	4696
420	208.132879	17.259997	4696
421	208.605622	17.624355	4696
422	207.827300	17.537182	4696
423	208.413969	17.734511	4696
424	209.978918	17.855086	4696
425	209.404174	17.726988	4696
426	211.219549	17.794810	4696
427	210.464438	17.825528	4696
428	211.581985	17.952987	4696
429	212.521934	18.040440	4696
430	208.119676	17.791180	4696
431	208.053876	17.786395	4696
432	207.835818	17.810528	4696
433	199.737010	16.799948	4696
434	197.760647	16.361815	4696
435	198.905451	16.669148	4696
436	195.786414	16.166146	4696
437	198.623083	16.703042	4696
438	198.511073	16.686403	4696
439	191.830494	15.963623	4696
440	192.562819	15.935814	4696
441	193.878194	16.336688	4696
442	189.356687	16.177378	4696
443	187.088160	15.966676	4696
444	188.308986	16.005962	4696
445	187.795571	15.998618	4696
446	188.090716	16.042159	4696
447	189.530026	16.206820	4696
448	188.648211	16.213000	4696
449	186.726363	16.107155	4696
450	187.243399	16.070890	4696
451	182.780026	15.690479	4696
452	183.633731	15.706264	4696
453	184.561755	15.800540	4696
454	183.113927	15.498298	4696
455	183.721891	15.661762	4696
456	183.964864	15.705475	4696
457	180.946337	15.517843	4696
458	181.882666	15.654985	4696
459	182.424617	15.681764	4696
460	172.219123	13.089857	4696
461	173.345826	13.410627	4696
462	175.607325	13.750455	4696
463	174.550256	13.835873	4696
464	173.611158	13.603073	4696
465	172.123083	13.528376	4696
466	171.581772	13.446420	4696
467	171.791525	13.317211	4696
468	174.723382	13.834828	4696
469	170.974872	13.537797	4696
470	168.350511	13.228952	4696
471	170.066014	13.458032	4696
472	167.895443	13.264392	4696
473	168.359455	13.455923	4696
474	169.372871	13.521418	4696
475	167.817291	13.422695	4696
476	166.923552	13.245291	4696
477	168.230196	13.478925	4696
478	166.112862	13.246840	4696
479	166.615417	13.427852	4696
480	168.757453	13.616558	4696
481	168.750000	13.587292	4696
482	168.584540	13.583845	4696
483	170.141823	13.744563	4696
484	164.829855	13.389182	4696
485	165.984242	13.498378	4696
486	164.558986	13.333782	4696
487	161.851150	13.028405	4696
488	163.488075	13.290394	4696
489	164.413756	13.236532	4696
490	167.038756	13.704541	4696
491	165.938884	13.562070	4696
492	166.676107	13.582194	4696
493	167.603705	13.793719	4696
494	165.100937	13.094474	4696
495	166.594123	13.588368	4696
496	166.411627	13.501700	4696
497	166.625426	13.618588	4696
498	168.080281	13.746147	4696
499	167.126278	13.836922	4696
500	166.875000	13.772338	4696
501	165.880111	13.645291	4696
502	165.718697	13.607833	4696
503	165.569421	13.632243	4696
504	166.387990	13.763587	4696
505	159.869889	12.577129	4696
506	159.362436	12.559386	4696
507	160.606687	12.698258	4696
508	160.677385	12.797517	4696
509	161.040886	12.749087	4696
510	162.565162	12.907693	4696
511	161.107325	12.583643	4696
512	160.265758	12.544775	4696
513	160.346465	12.565556	4696
514	160.221465	12.679243	4696
515	161.780877	12.817028	4696
516	162.558348	12.918818	4696
517	162.827087	13.029670	4696
518	162.692291	12.887067	4696
519	162.912905	12.962913	4696
520	158.643526	12.555633	4696
521	159.564310	12.673332	4696
522	158.213160	12.547062	4696
523	157.651193	12.363109	4696
524	158.691227	12.552720	4696
525	160.826661	12.795922	4696
526	155.038543	12.406568	4696
527	155.280239	12.396658	4696
528	155.883305	12.446510	4696
529	155.789182	12.438512	4696
530	156.741269	12.573896	4696
531	156.239353	12.375068	4696
532	153.326235	12.273407	4696
533	153.779600	12.402152	4696
534	153.567504	12.343337	4696
535	152.785775	12.379207	4696
536	153.210179	12.407567	4696
537	153.444421	12.379324	4696
538	152.792164	12.333916	4696
539	152.681005	12.340960	4696
540	154.222317	12.480608	4696
541	152.816014	12.221057	4696
542	152.761286	12.230204	4696
543	153.356899	12.282862	4696
544	149.981048	11.771681	4696
545	150.926533	11.894428	4696
546	154.136073	12.349105	4696
547	151.087308	12.052091	4696
548	149.645656	11.879437	4696
549	151.296635	12.323824	4696
550	151.736371	12.315641	4696
551	151.567504	12.257522	4696
552	150.506601	12.099063	4696
553	151.761073	12.415200	4696
554	150.324106	12.262200	4696
555	151.344974	12.279042	4696
556	150.985307	12.519101	4696
557	151.208262	12.495438	4696
558	151.632027	12.549190	4696
559	151.229131	12.562429	4696
560	151.440162	12.599620	4696
561	151.995315	12.600189	4696
562	150.969336	12.584732	4696
563	150.607964	12.532761	4696
564	150.392888	12.563577	4696
565	149.868612	12.492286	4696
566	149.449106	12.386853	4696
567	150.636925	12.543816	4696
568	150.498935	12.668814	4696
569	149.675043	12.397188	4696
570	150.870315	12.593940	4696
571	146.989140	12.295016	4696
572	146.615204	12.135362	4696
573	149.300256	12.610344	4696
574	144.826022	12.290838	4696
575	144.985307	12.338695	4696
576	145.712947	12.414070	4696
577	142.055153	11.987404	4696
578	141.305792	11.863615	4696
579	140.640332	11.739386	4696
580	142.048978	11.979903	4696
581	141.122019	11.818576	4696
582	141.720613	11.905934	4696
583	140.434625	11.731379	4696
584	141.411840	11.863353	4696
585	142.509370	12.022417	4696
586	142.541312	12.036808	4696
587	142.444421	12.007408	4696
588	142.294506	12.039693	4696
589	140.975085	12.041874	4696
590	141.695060	12.022923	4696
591	142.095187	12.068383	4696
592	141.242547	11.962617	4696
593	141.557283	12.034958	4696
594	141.327726	11.932197	4696
595	139.914821	11.949673	4696
596	140.739353	11.822046	4696
597	142.275341	12.148674	4696
598	140.322189	12.128751	4696
599	139.406090	11.935213	4696
600	140.245102	12.042147	4696
601	137.949106	11.925426	4696
602	138.147147	11.892350	4696
603	139.706985	12.166700	4696
604	134.484881	11.630946	4696
605	134.085392	11.573685	4696
606	134.027257	11.547844	4696
607	132.240417	11.403507	4696
608	131.533433	11.143974	4696
609	133.547061	11.350874	4696
610	132.674830	11.284402	4696
611	131.242760	11.002993	4696
612	131.962947	11.144602	4696
613	131.429514	11.143515	4696
614	131.495528	11.334660	4696
615	133.127555	11.467629	4696
616	131.689310	11.470686	4696
617	130.038543	11.088315	4696
618	130.905877	11.219208	4696
619	129.195698	10.812458	4696
620	128.980622	10.876153	4696
621	129.378407	10.868521	4696
622	127.083901	10.860721	4696
623	126.866695	10.818349	4696
624	128.496380	11.067331	4696
625	128.886499	11.224588	4696
626	129.046848	11.296087	4696
627	129.050894	11.268788	4696
628	129.378833	11.224095	4696
629	128.963799	11.234977	4696
630	128.990417	11.250092	4696
631	129.003194	11.259338	4696
632	130.369250	11.494626	4696
633	130.820698	11.510401	4696
634	130.072189	11.543389	4696
635	129.903322	11.605186	4696
636	129.993186	11.556113	4696
637	130.216354	11.652381	4696
638	127.445273	11.064448	4696
639	129.632027	11.413636	4696
640	130.880537	11.728983	4696
641	129.849659	11.549924	4696
642	131.152683	11.756236	4696
643	130.749361	11.809604	4696
644	131.249361	11.871738	4696
645	131.406303	11.849276	4696
646	131.643526	11.911401	4696
647	131.107325	11.818289	4696
648	129.630750	11.488961	4696
649	128.632240	11.521496	4696
650	128.978918	11.595641	4696
651	128.582411	11.505349	4696
652	129.241056	11.810975	4696
653	129.209966	11.773681	4696
654	129.832198	11.792797	4696
655	125.738714	11.407625	4696
656	126.982112	11.688586	4696
657	126.361158	11.559960	4696
658	125.857751	11.494015	4696
659	126.981687	11.698394	4696
660	126.997658	11.752767	4696
661	125.978918	11.666470	4696
662	125.958475	11.499439	4696
663	126.423978	11.647516	4696
664	126.231474	11.643478	4696
665	125.828790	11.664654	4696
666	124.897785	11.429149	4696
667	120.477002	10.851237	4696
668	120.966993	10.915802	4696
669	121.836457	11.024339	4696
670	121.959114	11.079474	4696
671	121.714012	11.111796	4696
672	122.526831	11.135019	4696
673	122.042164	11.083149	4696
674	121.041951	10.957273	4696
675	122.813671	11.216995	4696
676	122.863075	11.304388	4696
677	122.844123	11.330872	4696
678	123.097104	11.293704	4696
679	120.383944	11.000987	4696
680	120.846891	11.070030	4696
681	121.685690	11.211320	4696
682	120.620528	11.221689	4696
683	120.721891	11.234358	4696
684	120.256814	11.157769	4696
685	120.638203	11.284002	4696
686	121.406942	11.354455	4696
687	120.888842	11.298968	4696
688	120.407368	11.277622	4696
689	120.675256	11.249657	4696
690	119.625639	10.900431	4696
691	119.758092	11.137625	4696
692	119.987436	11.255657	4696
693	120.462521	11.288842	4696
694	119.091141	11.122596	4696
695	118.865204	11.015785	4696
696	120.168228	11.218456	4696
697	119.202939	11.114825	4696
698	119.623083	11.194660	4696
699	119.822828	11.083866	4696
700	121.391823	11.367599	4696
701	120.824744	11.328583	4696
702	118.389267	10.757778	4696
703	120.005963	11.302668	4696
704	120.582836	11.311051	4696
705	120.782155	11.383108	4696
706	121.022572	11.397383	4696
707	120.771508	11.447035	4696
708	120.384796	11.412422	4696
709	120.784072	11.504916	4696
710	120.722104	11.498933	4696
711	120.495315	11.446420	4696
712	117.122871	11.227120	4696
713	117.846039	11.179126	4696
714	117.976576	11.066075	4696
715	117.406942	11.162352	4696
716	116.406090	11.006824	4696
717	117.895230	11.371423	4696
718	117.718484	11.426807	4696
719	116.009157	11.024669	4696
720	117.331346	11.307828	4696
721	117.338586	11.245398	4696
722	117.282155	11.294528	4696
723	116.600298	11.215757	4696
724	113.186116	10.683941	4696
725	113.098382	10.621488	4696
726	112.360733	10.609381	4696
727	113.379898	10.778199	4696
728	114.005963	10.817527	4696
729	114.170358	10.814188	4696
730	114.526193	10.768519	4696
731	114.603279	10.839016	4696
732	113.728492	10.607649	4696
733	112.658433	10.534440	4696
734	112.465928	10.472009	4696
735	113.155451	10.688782	4696
736	111.487862	10.691079	4696
737	111.478705	10.614175	4696
738	112.295997	10.770121	4696
739	112.061329	10.711397	4696
740	112.169506	10.754043	4696
741	112.476150	10.780963	4696
742	111.722530	10.739955	4696
743	112.189097	10.770289	4696
744	112.611371	10.904349	4696
745	109.086882	10.340917	4696
746	109.613075	10.466145	4696
747	109.520017	10.519373	4696
748	108.135647	10.438356	4696
749	107.810264	10.128990	4696
750	109.016823	10.480040	4696
751	107.989991	10.299595	4696
752	107.773211	10.209141	4696
753	108.544293	10.359173	4696
754	107.507879	10.516125	4696
755	107.277470	10.522109	4696
756	107.099659	10.388649	4696
757	107.485520	10.393478	4696
758	107.392036	10.467165	4696
759	108.650128	10.578151	4696
760	107.471039	10.613594	4696
761	106.879259	10.521144	4696
762	107.767462	10.575091	4696
763	108.216141	10.668303	4696
764	107.432709	10.527101	4696
765	107.905451	10.576375	4696
766	101.866056	10.147598	4696
767	101.584540	10.063140	4696
768	102.747658	10.249165	4696
769	96.997871	9.434474	4696
770	96.778535	9.297360	4696
771	97.610945	9.554609	4696
772	96.590716	9.591951	4696
773	96.837308	9.639086	4696
774	96.855835	9.572912	4696
775	97.039821	9.596660	4696
776	96.590503	9.458998	4696
777	96.896295	9.557289	4696
778	96.700170	9.583610	4696
779	96.386712	9.548398	4696
780	96.877981	9.709053	4696
781	96.023850	9.411548	4696
782	97.125000	9.766833	4696
783	96.982538	9.663287	4696
784	97.175894	9.846672	4696
785	97.296848	9.824810	4696
786	96.393526	9.596616	4696
787	93.120954	9.308360	4696
788	93.640758	9.349137	4696
789	93.360733	9.205083	4696
790	93.152470	9.094498	4696
791	92.965928	8.930077	4696
792	92.602641	8.962016	4696
793	94.220187	9.459135	4696
794	94.070060	9.446919	4696
