gene	unagi_five	unagi_three
YDR117C	49.0	88.0
YDR118W	38.0	124.0
YDR119W	105.0	76.0
YDR119W-A	60.0	254.0
YDR120C	1367.0	209.0
YDR121W	147.0	109.0
YDR122W	317.0	228.0
YDR123C	108.0	704.0
YDR124W	25.0	254.0
YDR125C	146.0	1237.0
YDR126W	9.0	249.0
YDR127W	988.0	136.0
YDR128W	44.0	129.0
YDR129C	73.0	147.0
YDR130C	47.0	388.0
YDR131C	102.0	99.0
YDR132C	121.0	220.0
YDR135C	43.0	92.0
YDR137W	105.0	139.0
YDR138W	23.0	670.0
YDR139C	71.0	210.0
YDR140W	751.0	124.0
YDR141C	518.0	274.0
YDR142C	278.0	535.0
YDR143C	173.0	190.0
YDR144C	123.0	
YDR145W	89.0	181.0
YDR146C	156.0	55.0
YDR147W	432.0	56.0
YDR148C	157.0	285.0
YDR150W	60.0	56.0
YDR151C	116.0	338.0
YDR152W	931.0	101.0
YDR153C	138.0	125.0
YDR155C	68.0	122.0
YDR156W	327.0	95.0
YDR157W	733.0	1285.0
YDR158W	39.0	118.0
YDR159W	102.0	39.0
YDR160W	215.0	98.0
YDR161W	73.0	71.0
YDR162C	132.0	213.0
YDR163W	324.0	132.0
YDR164C	52.0	126.0
YDR165W	477.0	135.0
YDR166C	73.0	1210.0
YDR167W	29.0	117.0
YDR168W	73.0	117.0
YDR169C	366.0	63.0
YDR169C-A	157.0	776.0
YDR170C	187.0	199.0
YDR170W-A	256.0	713.0
YDR171W	99.0	89.0
YDR172W	99.0	178.0
YDR173C	67.0	147.0
YDR174W	35.0	173.0
YDR175C	439.0	120.0
YDR176W	45.0	103.0
YDR177W	960.0	66.0
YDR178W	121.0	206.0
YDR179C	29.0	127.0
YDR179W-A	103.0	91.0
YDR180W	150.0	84.0
YDR181C	59.0	184.0
YDR182W	53.0	140.0
YDR182W-A	1622.0	206.0
YDR183W	70.0	86.0
YDR184C	65.0	227.0
YDR185C	103.0	212.0
YDR186C	61.0	123.0
YDR188W	253.0	180.0
YDR189W	53.0	119.0
YDR190C	61.0	81.0
YDR191W	21.0	109.0
YDR192C	79.0	91.0
YDR194C	23.0	157.0
YDR194W-A	2427.0	693.0
YDR195W	2955.0	86.0
YDR196C	32.0	92.0
YDR197W	55.0	212.0
YDR198C	54.0	100.0
YDR200C	65.0	133.0
YDR201W	56.0	183.0
YDR202C	31.0	76.0
YDR204W	451.0	133.0
YDR205W	1227.0	100.0
YDR206W	350.0	231.0
YDR207C	69.0	21.0
YDR208W	124.0	134.0
YDR210C-C		4262.0
YDR210C-D		327.0
YDR210W	110.0	423.0
YDR210W-A		4301.0
YDR210W-B		316.0
YDR211W	84.0	191.0
YDR212W	84.0	84.0
YDR213W	258.0	187.0
YDR214W	150.0	39.0
YDR215C	499.0	149.0
YDR216W	509.0	561.0
YDR217C	57.0	74.0
YDR218C	69.0	123.0
YDR219C	247.0	248.0
YDR221W	52.0	531.0
YDR222W	332.0	161.0
YDR223W	293.0	372.0
YDR224C	120.0	131.0
YDR225W	100.0	180.0
YDR226W	69.0	136.0
YDR227W	1106.0	204.0
YDR228C	92.0	73.0
YDR229W	141.0	70.0
YDR231C	32.0	230.0
YDR232W	260.0	177.0
YDR233C	67.0	148.0
YDR234W	174.0	118.0
YDR235W	31.0	82.0
YDR236C	25.0	115.0
YDR237W	155.0	288.0
YDR238C	49.0	197.0
YDR239C	63.0	78.0
YDR240C		60.0
YDR242W	103.0	136.0
YDR243C	45.0	1833.0
YDR244W	31.0	198.0
YDR245W	127.0	162.0
YDR246W	13.0	204.0
YDR246W-A	877.0	
YDR247W	372.0	397.0
YDR248C	58.0	902.0
YDR249C	282.0	
YDR251W	315.0	185.0
YDR252W	188.0	147.0
YDR253C	246.0	81.0
YDR254W	730.0	1337.0
YDR255C	45.0	260.0
YDR256C	50.0	166.0
YDR257C	23.0	309.0
YDR258C	77.0	113.0
YDR259C	187.0	145.0
YDR260C	30.0	399.0
YDR261C	53.0	133.0
YDR261C-C		3188.0
YDR261C-D		349.0
YDR261W-A		3444.0
YDR261W-B		257.0
YDR262W	54.0	194.0
YDR263C	2895.0	239.0
YDR264C	123.0	2025.0
YDR265W	230.0	215.0
YDR266C	231.0	127.0
YDR267C	246.0	218.0
YDR268W	268.0	97.0
YDR270W	111.0	85.0
YDR272W	216.0	92.0
YDR273W	1223.0	100.0
YDR275W	679.0	307.0
YDR276C	78.0	226.0
YDR277C	158.0	189.0
YDR279W	226.0	45.0
YDR280W	155.0	251.0
YDR281C	168.0	325.0
YDR282C	198.0	280.0
YDR283C	248.0	168.0
YDR284C	289.0	83.0
YDR285W	516.0	179.0
YDR286C	255.0	88.0
YDR287W	32.0	83.0
YDR288W	46.0	181.0
YDR289C	35.0	83.0
YDR291W	38.0	200.0
YDR292C	136.0	196.0
YDR293C	841.0	324.0
YDR294C	46.0	52.0
YDR295C	263.0	88.0
YDR296W	53.0	90.0
YDR297W	28.0	173.0
YDR298C	180.0	180.0
YDR299W	68.0	116.0
YDR300C	84.0	117.0
YDR301W	264.0	140.0
YDR302W	69.0	73.0
YDR303C	317.0	105.0
YDR304C	29.0	78.0
YDR305C	1327.0	136.0
YDR306C	58.0	83.0
YDR307W	439.0	136.0
YDR308C	66.0	173.0
YDR309C	206.0	387.0
YDR310C	278.0	211.0
YDR311W	36.0	103.0
YDR312W	74.0	239.0
YDR313C	63.0	184.0
YDR314C	1076.0	1398.0
YDR315C	1.0	3706.0
YDR316W	37.0	90.0
YDR316W-A		4288.0
YDR316W-B		386.0
YDR317W	34.0	85.0
YDR318W	85.0	918.0
YDR319C	117.0	77.0
YDR320C	411.0	100.0
YDR320C-A	39.0	107.0
YDR321W	429.0	119.0
YDR322C-A	49.0	231.0
YDR322W	26.0	62.0
YDR323C	47.0	220.0
YDR324C		206.0
YDR325W	279.0	98.0
YDR326C	201.0	145.0
YDR328C	78.0	226.0
YDR329C	29.0	82.0
YDR330W	69.0	214.0
YDR331W	1797.0	129.0
YDR332W	22.0	71.0
YDR333C	46.0	213.0
YDR334W	228.0	122.0
YDR335W	371.0	100.0
YDR336W	23.0	96.0
YDR337W	53.0	129.0
YDR338C	366.0	147.0
YDR339C	40.0	80.0
YDR341C	36.0	95.0
YDR342C	91.0	152.0
YDR343C	88.0	314.0
YDR345C	89.0	158.0
YDR346C	157.0	282.0
YDR347W	122.0	115.0
YDR348C	193.0	163.0
YDR349C	105.0	215.0
YDR350C	65.0	122.0
YDR351W	255.0	163.0
YDR352W	194.0	234.0
YDR353W	46.0	87.0
YDR354W	126.0	54.0
YDR356W	64.0	313.0
YDR357C	171.0	76.0
YDR358W	79.0	175.0
YDR359C	306.0	620.0
YDR361C	41.0	257.0
YDR362C	110.0	185.0
YDR363W	444.0	992.0
YDR363W-A	26.0	255.0
YDR364C	35.0	464.0
YDR365C	448.0	114.0
YDR365W-A		4238.0
YDR365W-B		317.0
YDR366C	58.0	632.0
YDR367W	102.0	35.0
YDR368W	110.0	166.0
YDR369C	36.0	1975.0
YDR370C	42.0	94.0
YDR371W	75.0	116.0
YDR372C	281.0	146.0
YDR373W	101.0	119.0
YDR374C		108.0
YDR374W-A	27.0	163.0
YDR375C	1377.0	389.0
YDR376W	1375.0	124.0
YDR377W	248.0	277.0
YDR378C	23.0	213.0
YDR379C-A	151.0	155.0
YDR379W	139.0	68.0
YDR380W	151.0	131.0
YDR381C-A	1.0	122.0
YDR381W	125.0	201.0
YDR382W	81.0	147.0
YDR383C	137.0	573.0
YDR384C	115.0	172.0
YDR385W	505.0	153.0
YDR386W	12.0	104.0
YDR387C	128.0	142.0
YDR388W	51.0	127.0
YDR389W	541.0	472.0
YDR390C	48.0	416.0
YDR391C	7.0	124.0
YDR392W	413.0	131.0
YDR393W	796.0	133.0
YDR394W	135.0	86.0
YDR395W	149.0	92.0
YDR397C	1141.0	174.0
YDR398W	380.0	90.0
YDR399W	72.0	114.0
YDR400W	53.0	172.0
YDR402C	1592.0	96.0
YDR403W	26.0	311.0
YDR404C	196.0	152.0
YDR405W	77.0	137.0
YDR406W	141.0	118.0
YDR407C	124.0	72.0
YDR408C	292.0	73.0
YDR409W	39.0	261.0
YDR410C	70.0	106.0
YDR411C	50.0	62.0
YDR412W	67.0	166.0
YDR414C	211.0	138.0
YDR415C	55.0	307.0
YDR416W	101.0	39.0
YDR418W	34.0	79.0
YDR419W	32.0	267.0
YDR420W	290.0	213.0
YDR421W	100.0	269.0
YDR422C	126.0	299.0
YDR423C		192.0
YDR424C	55.0	52.0
YDR425W	50.0	86.0
YDR427W	37.0	87.0
YDR428C	57.0	1285.0
YDR429C	25.0	130.0
YDR430C	79.0	22.0
YDR432W	28.0	27.0
YDR434W	96.0	141.0
YDR435C	12.0	125.0
YDR436W	253.0	161.0
YDR437W	89.0	1019.0
YDR438W	989.0	120.0
YDR439W	76.0	176.0
YDR440W	117.0	104.0
YDR441C	149.0	281.0
YDR443C	91.0	530.0
YDR444W	92.0	78.0
YDR446W	315.0	
YDR447C	136.0	161.0
YDR448W	80.0	120.0
YDR449C	3155.0	199.0
YDR450W	54.0	119.0
YDR451C	62.0	3618.0
YDR452W	150.0	186.0
YDR453C	68.0	90.0
YDR454C	37.0	103.0
YDR456W	43.0	104.0
YDR457W	130.0	90.0
YDR458C	49.0	176.0
YDR459C	118.0	181.0
YDR460W	112.0	108.0
YDR461C-A	54.0	171.0
YDR461W	1477.0	147.0
YDR462W	62.0	122.0
YDR463W	63.0	205.0
YDR464W	141.0	184.0
YDR465C	80.0	167.0
YDR466W	349.0	269.0
YDR468C	94.0	120.0
YDR469W	69.0	66.0
YDR470C	91.0	191.0
YDR471W	81.0	120.0
YDR472W	72.0	125.0
YDR473C	68.0	114.0
YDR475C	111.0	129.0
YDR476C	65.0	204.0
YDR477W	301.0	149.0
YDR478W	40.0	1088.0
YDR479C	52.0	87.0
YDR480W	331.0	160.0
YDR481C	33.0	110.0
YDR482C	93.0	202.0
YDR483W	41.0	131.0
YDR484W	42.0	129.0
YDR485C	43.0	187.0
YDR486C	48.0	150.0
YDR487C	79.0	102.0
YDR488C	19.0	935.0
YDR489W	18.0	78.0
YDR490C	90.0	166.0
YDR492W	231.0	95.0
YDR493W	304.0	118.0
YDR494W	33.0	82.0
YDR495C	54.0	179.0
YDR496C	28.0	77.0
YDR497C	101.0	105.0
YDR498C	43.0	77.0
YDR499W	42.0	131.0
YDR500C	20.0	93.0
YDR501W		233.0
YDR502C	10.0	295.0
YDR503C	41.0	207.0
YDR504C	2681.0	228.0
YDR505C	155.0	612.0
YDR506C	18.0	1867.0
YDR507C	122.0	230.0
YDR508C	44.0	217.0
YDR510W	85.0	143.0
YDR511W	25.0	84.0
YDR512C		112.0
YDR513W	1024.0	102.0
YDR514C	92.0	99.0
YDR515W	239.0	101.0
YDR516C	75.0	125.0
YDR517W	88.0	179.0
YDR518W	52.0	68.0
YDR519W	65.0	212.0
YDR520C	98.0	135.0
YDR523C		137.0
YDR524C	67.0	272.0
YDR524C-B	53.0	338.0
YDR524W-C	129.0	348.0
YDR525W-A	86.0	248.0
YDR527W	534.0	755.0
YDR528W	318.0	127.0
YDR529C	60.0	223.0
YDR530C	4.0	157.0
YDR531W	260.0	74.0
YDR532C	35.0	63.0
YDR533C	42.0	95.0
YDR534C	2141.0	228.0
YDR536W	391.0	149.0
YDR538W	920.0	288.0
YDR539W	113.0	356.0
YDR540C	17.0	374.0
YDR541C	979.0	700.0
YDR542W	94.0	67.0
YDR545W	110.0	79.0
YEL001C	39.0	94.0
YEL002C	59.0	78.0
YEL003W	1221.0	59.0
YEL004W	66.0	215.0
YEL005C	40.0	101.0
YEL006W	23.0	389.0
YEL007W	469.0	169.0
YEL008W		390.0
YEL009C	604.0	106.0
YEL009C-A	211.0	221.0
YEL011W	31.0	118.0
YEL012W	1029.0	111.0
YEL013W	289.0	448.0
YEL014C		223.0
YEL015W	582.0	217.0
YEL016C	207.0	200.0
YEL017C-A	48.0	469.0
YEL017W	481.0	94.0
YEL018W	64.0	138.0
YEL019C	36.0	1944.0
YEL020C	39.0	49.0
YEL020W-A	64.0	117.0
YEL022W	107.0	85.0
YEL023C	560.0	124.0
YEL024W	114.0	569.0
YEL025C	772.0	289.0
YEL026W	190.0	113.0
YEL027W	391.0	273.0
YEL028W	582.0	52.0
YEL029C	65.0	356.0
YEL030W	433.0	368.0
YEL031W	20.0	148.0
YEL032W	279.0	223.0
YEL033W	592.0	
YEL034W	89.0	219.0
YEL035C	771.0	318.0
YEL036C	272.0	84.0
YEL037C	124.0	176.0
YEL038W	56.0	113.0
YEL039C	190.0	107.0
YEL040W	2404.0	135.0
YEL041W	295.0	632.0
YEL042W	213.0	155.0
YEL043W	49.0	106.0
YEL044W	6.0	49.0
YEL046C	108.0	586.0
YEL047C	14.0	75.0
YEL048C		547.0
YEL049W	370.0	133.0
YEL050C	54.0	144.0
YEL051W	50.0	109.0
YEL052W	249.0	68.0
YEL053C	264.0	107.0
YEL054C	43.0	241.0
YEL055C	95.0	1924.0
YEL056W	313.0	121.0
YEL057C	168.0	107.0
YEL058W	45.0	64.0
YEL059C-A	77.0	67.0
YEL060C	63.0	244.0
YEL061C	123.0	245.0
YEL062W	184.0	147.0
YEL063C	251.0	286.0
YEL064C	126.0	329.0
YEL065W	1532.0	79.0
YEL066W		73.0
YEL067C	163.0	788.0
YEL068C	961.0	246.0
YEL069C	472.0	
YEL070W	1579.0	230.0
YEL071W	36.0	112.0
YEL072W	134.0	254.0
YEL073C	515.0	730.0
YEL075C	321.0	740.0
YEL077C		77.0
YER001W	66.0	247.0
YER002W	64.0	97.0
YER003C	44.0	81.0
YER004W	10.0	261.0
YER005W	71.0	139.0
YER006W	55.0	116.0
YER007C-A	9.0	69.0
YER007W	9.0	84.0
YER008C	93.0	104.0
YER009W	34.0	162.0
YER010C	311.0	92.0
YER011W		85.0
YER012W	86.0	132.0
YER013W	70.0	77.0
YER014W	64.0	113.0
YER015W	81.0	255.0
YER016W	584.0	150.0
YER017C	81.0	167.0
YER018C	60.0	136.0
YER019C-A	89.0	63.0
YER019W		390.0
YER020W	333.0	167.0
YER021W	66.0	123.0
YER022W	45.0	103.0
YER023W	36.0	67.0
YER024W	63.0	107.0
YER025W	65.0	246.0
YER026C	91.0	227.0
YER027C	69.0	198.0
YER028C		57.0
YER029C	71.0	99.0
YER030W	37.0	127.0
YER031C	34.0	146.0
YER032W	97.0	275.0
YER033C	260.0	247.0
YER034W	53.0	253.0
YER035W	78.0	138.0
YER036C	30.0	108.0
YER037W	85.0	227.0
YER038C	14.0	762.0
YER039C	302.0	143.0
YER039C-A	26.0	950.0
YER040W	87.0	261.0
YER041W	93.0	206.0
YER042W	2569.0	175.0
YER043C	34.0	236.0
YER044C	80.0	126.0
YER044C-A		982.0
YER045C	300.0	123.0
YER046W	696.0	170.0
YER047C	199.0	249.0
YER048C	102.0	74.0
YER048W-A	81.0	348.0
YER049W	149.0	81.0
YER050C	67.0	115.0
YER051W	38.0	234.0
YER052C	102.0	131.0
YER053C	167.0	140.0
YER053C-A	110.0	385.0
YER054C	430.0	188.0
YER055C	144.0	134.0
YER056C	91.0	123.0
YER056C-A	8.0	98.0
YER057C	31.0	85.0
YER058W	125.0	166.0
YER059W	224.0	127.0
YER060W	143.0	69.0
YER060W-A		157.0
YER061C	31.0	2118.0
YER062C	84.0	241.0
YER063W	56.0	205.0
YER064C	90.0	287.0
YER065C	62.0	139.0
YER066W	817.0	186.0
YER067W	84.0	97.0
YER068W	120.0	120.0
YER069W	73.0	163.0
YER070W	258.0	220.0
YER071C	164.0	31.0
YER072W	66.0	144.0
YER073W	213.0	276.0
YER074W	185.0	104.0
YER074W-A	82.0	74.0
YER075C	156.0	141.0
YER076C	486.0	153.0
YER077C		102.0
YER078C	210.0	97.0
YER078W-A	79.0	68.0
YER079W	117.0	261.0
YER080W	163.0	84.0
YER081W	477.0	185.0
YER082C	1122.0	91.0
YER083C	86.0	37.0
YER084W		193.0
YER086W	111.0	147.0
YER087C-B	47.0	210.0
YER087W	75.0	195.0
YER088C	122.0	136.0
YER089C	352.0	2810.0
YER090W	101.0	153.0
YER091C	70.0	229.0
YER092W	40.0	118.0
YER093C	82.0	470.0
YER093C-A	174.0	134.0
YER094C	101.0	156.0
YER095W	67.0	232.0
YER096W	154.0	194.0
YER098W	253.0	404.0
YER099C	45.0	59.0
YER100W	151.0	94.0
YER101C	42.0	121.0
YER102W	7.0	143.0
YER103W	199.0	113.0
YER104W	46.0	1053.0
YER105C	63.0	105.0
YER106W		209.0
YER107C	201.0	104.0
YER110C	112.0	154.0
YER111C	358.0	162.0
YER112W	99.0	100.0
YER113C	158.0	147.0
YER114C	321.0	325.0
YER115C	1405.0	118.0
YER116C	100.0	382.0
YER117W	102.0	80.0
YER118C	177.0	292.0
YER119C	34.0	110.0
YER120W	572.0	280.0
YER121W	34.0	128.0
YER122C	81.0	32.0
YER123W	192.0	422.0
YER124C	40.0	358.0
YER125W	489.0	413.0
YER126C	97.0	760.0
YER127W	21.0	99.0
YER128W	44.0	149.0
YER129W	556.0	270.0
YER130C	96.0	220.0
YER131W	382.0	122.0
YER132C	648.0	140.0
YER133W	90.0	440.0
YER134C	756.0	288.0
YER135C	215.0	973.0
YER136W	88.0	326.0
YER137C	91.0	165.0
YER137C-A		2425.0
YER138C		316.0
YER138W-A	144.0	481.0
YER139C	251.0	727.0
YER140W	242.0	221.0
YER141W	63.0	225.0
YER142C	74.0	57.0
YER143W	108.0	182.0
YER144C	13.0	136.0
YER145C	21.0	103.0
YER145C-A	71.0	
YER146W	41.0	3347.0
YER147C	80.0	102.0
YER148W	193.0	190.0
YER149C	134.0	1092.0
YER150W	41.0	171.0
YER151C	58.0	89.0
YER152C	1249.0	88.0
YER153C	432.0	1472.0
YER154W	20.0	41.0
YER155C	257.0	151.0
YER156C	40.0	116.0
YER157W	23.0	89.0
YER158C	183.0	148.0
YER159C	183.0	128.0
YER159C-A		2795.0
YER160C		324.0
YER161C	47.0	273.0
YER162C	35.0	113.0
YER163C	37.0	126.0
YER164W	360.0	132.0
YER165W	198.0	149.0
YER166W	312.0	88.0
YER167W	290.0	28.0
YER168C	55.0	87.0
YER169W	281.0	214.0
YER170W	61.0	353.0
YER171W	125.0	79.0
YER172C	62.0	123.0
YER173W	23.0	176.0
YER174C	1222.0	82.0
YER175C	85.0	376.0
YER175W-A	171.0	766.0
YER176W	1098.0	118.0
YER177W	49.0	177.0
YER178W	60.0	145.0
YER179W	42.0	46.0
YER180C	643.0	68.0
YER180C-A	48.0	1206.0
YER181C	562.0	50.0
YER182W	35.0	106.0
YER183C	1.0	89.0
YER184C	388.0	536.0
YER186C	59.0	135.0
YER187W	733.0	172.0
YER188C-A	1581.0	
YER188W	58.0	216.0
YER189W	418.0	853.0
YER190W	743.0	79.0
YFL001W	18.0	31.0
YFL002C	78.0	132.0
YFL002W-A		314.0
YFL002W-B		3187.0
YFL003C		140.0
YFL004W	160.0	73.0
YFL005W	174.0	224.0
YFL007W	171.0	78.0
YFL008W	78.0	104.0
YFL009W	224.0	87.0
YFL010C	23.0	180.0
YFL010W-A	226.0	
YFL011W	279.0	56.0
YFL013C	33.0	88.0
YFL014W	74.0	196.0
YFL015C	814.0	
YFL016C	85.0	101.0
YFL017C	42.0	75.0
YFL017W-A	254.0	58.0
YFL018C	93.0	101.0
YFL019C	617.0	1196.0
YFL020C	1623.0	175.0
YFL021W	669.0	164.0
YFL022C	73.0	103.0
YFL023W	24.0	104.0
YFL024C	327.0	409.0
YFL025C	116.0	174.0
YFL026W	513.0	252.0
YFL027C	27.0	78.0
YFL028C	22.0	76.0
YFL029C	48.0	1228.0
YFL030W	9.0	90.0
YFL031W	66.0	416.0
YFL033C	209.0	224.0
YFL034C-A	42.0	85.0
YFL034C-B	45.0	204.0
YFL034W	189.0	119.0
YFL036W	225.0	101.0
YFL037W	76.0	225.0
YFL038C	80.0	122.0
YFL039C	125.0	179.0
YFL041W	49.0	171.0
YFL041W-A	860.0	63.0
YFL042C	33.0	64.0
YFL044C	32.0	195.0
YFL045C	1187.0	160.0
YFL046W	18.0	165.0
YFL047W	8.0	67.0
YFL048C	30.0	138.0
YFL049W	31.0	155.0
YFL050C	676.0	271.0
YFL052W	25.0	2393.0
YFL053W		163.0
YFL054C	83.0	51.0
YFL055W	95.0	464.0
YFL058W	3169.0	346.0
YFL059W	1603.0	2038.0
YFL060C	96.0	136.0
YFL061W	4.0	117.0
YFL062W	10.0	80.0
YFL064C	83.0	
YFL066C	14.0	
YFR001W	51.0	74.0
YFR002W	30.0	95.0
YFR003C	47.0	141.0
YFR004W	60.0	78.0
YFR005C	57.0	218.0
YFR006W	74.0	122.0
YFR007W	80.0	68.0
YFR008W	77.0	346.0
YFR009W	76.0	85.0
YFR010W	82.0	92.0
YFR011C	44.0	174.0
YFR012W-A	717.0	212.0
YFR013W	107.0	137.0
YFR014C	59.0	224.0
YFR015C	91.0	140.0
YFR016C	104.0	62.0
YFR017C	81.0	117.0
YFR018C	64.0	164.0
YFR019W	22.0	96.0
YFR020W	982.0	338.0
YFR021W	94.0	198.0
YFR022W	282.0	168.0
YFR023W	577.0	79.0
YFR024C-A	8.0	215.0
YFR025C	101.0	94.0
YFR026C	968.0	532.0
YFR027W	66.0	118.0
YFR028C	3500.0	68.0
YFR029W	97.0	74.0
YFR030W	140.0	144.0
YFR031C	45.0	50.0
YFR031C-A	24.0	68.0
YFR032C-A	5.0	107.0
YFR032C-B	100.0	494.0
YFR033C	1224.0	165.0
YFR034C	35.0	873.0
YFR035C	52.0	1345.0
YFR036W	39.0	143.0
YFR037C	30.0	121.0
YFR038W	26.0	92.0
YFR039C	129.0	65.0
YFR040W	299.0	89.0
YFR041C	41.0	145.0
YFR042W	59.0	96.0
YFR043C	1647.0	56.0
YFR044C	32.0	71.0
YFR045W	47.0	103.0
YFR046C	1025.0	245.0
YFR047C	40.0	82.0
YFR048W	126.0	52.0
YFR049W	165.0	139.0
YFR050C	65.0	147.0
YFR051C	46.0	72.0
YFR052W	40.0	59.0
YFR053C	154.0	173.0
YFR055W	774.0	469.0
YGL001C	130.0	127.0
YGL002W	111.0	173.0
YGL003C	103.0	50.0
YGL004C	1.0	18.0
YGL005C	29.0	224.0
YGL006W	467.0	119.0
YGL006W-A	46.0	364.0
YGL007C-A	939.0	163.0
YGL008C	236.0	520.0
YGL009C	79.0	162.0
YGL010W	50.0	178.0
YGL011C	40.0	147.0
YGL012W	51.0	157.0
YGL013C	135.0	98.0
YGL014W	418.0	88.0
YGL015C	315.0	60.0
YGL016W	70.0	193.0
YGL017W	38.0	144.0
YGL018C	35.0	122.0
YGL019W	76.0	99.0
YGL020C	64.0	81.0
YGL021W		106.0
YGL022W	70.0	82.0
YGL023C	28.0	130.0
YGL025C	28.0	84.0
YGL026C	44.0	82.0
YGL027C	39.0	96.0
YGL028C	182.0	305.0
YGL029W	72.0	179.0
YGL030W	191.0	101.0
YGL031C	9.0	106.0
YGL032C	171.0	109.0
YGL033W	18.0	176.0
YGL035C	131.0	158.0
YGL036W	76.0	114.0
YGL037C	98.0	148.0
YGL038C	89.0	346.0
YGL039W	554.0	117.0
YGL040C	80.0	7.0
YGL041W-A	60.0	120.0
YGL043W	22.0	287.0
YGL044C	225.0	266.0
YGL045W	363.0	243.0
YGL047W	87.0	25.0
YGL048C	48.0	97.0
YGL049C	192.0	170.0
YGL050W	81.0	207.0
YGL053W	749.0	152.0
YGL054C	73.0	327.0
YGL055W	72.0	283.0
YGL056C	98.0	102.0
YGL057C	41.0	213.0
YGL058W	60.0	407.0
YGL059W	35.0	156.0
YGL060W	120.0	270.0
YGL061C	73.0	251.0
YGL062W	56.0	143.0
YGL063W	256.0	395.0
YGL064C	26.0	80.0
YGL065C	56.0	41.0
YGL066W	206.0	269.0
YGL067W	107.0	39.0
YGL068W	47.0	200.0
YGL070C	25.0	329.0
YGL071W	525.0	145.0
YGL073W	463.0	59.0
YGL075C	186.0	345.0
YGL076C	30.0	110.0
YGL077C	147.0	78.0
YGL078C	98.0	190.0
YGL079W	45.0	215.0
YGL080W	32.0	263.0
YGL081W	117.0	952.0
YGL082W	92.0	190.0
YGL083W	90.0	158.0
YGL084C	56.0	95.0
YGL085W	67.0	172.0
YGL086W	477.0	87.0
YGL087C	60.0	117.0
YGL088W		242.0
YGL089C	108.0	143.0
YGL090W	54.0	110.0
YGL091C	68.0	224.0
YGL092W	137.0	58.0
YGL093W	98.0	49.0
YGL094C	212.0	178.0
YGL095C	50.0	100.0
YGL096W	38.0	286.0
YGL097W	66.0	119.0
YGL098W	206.0	971.0
YGL099W	51.0	60.0
YGL100W	37.0	91.0
YGL101W	28.0	256.0
YGL103W	613.0	88.0
YGL104C	20.0	146.0
YGL105W	31.0	102.0
YGL106W	29.0	233.0
YGL107C	59.0	98.0
YGL108C	46.0	157.0
YGL110C	706.0	161.0
YGL111W	1092.0	190.0
YGL112C	72.0	146.0
YGL113W	88.0	254.0
YGL114W	257.0	89.0
YGL115W	127.0	90.0
YGL116W	215.0	106.0
YGL117W	169.0	110.0
YGL119W	52.0	66.0
YGL120C	60.0	95.0
YGL121C	73.0	180.0
YGL122C	21.0	168.0
YGL123W	113.0	91.0
YGL124C	35.0	124.0
YGL125W	184.0	452.0
YGL126W	647.0	235.0
YGL127C	646.0	150.0
YGL128C	61.0	169.0
YGL129C	57.0	63.0
YGL130W	52.0	144.0
YGL131C	433.0	1447.0
YGL133W	198.0	101.0
YGL134W	160.0	93.0
YGL135W	84.0	95.0
YGL136C	55.0	127.0
YGL137W	63.0	469.0
YGL139W	314.0	334.0
YGL140C	187.0	240.0
YGL141W	61.0	118.0
YGL142C	62.0	149.0
YGL143C	31.0	355.0
YGL144C	1479.0	80.0
YGL145W	72.0	134.0
YGL146C	114.0	369.0
YGL147C	17.0	112.0
YGL148W	68.0	112.0
YGL150C	111.0	170.0
YGL151W	55.0	111.0
YGL153W	25.0	49.0
YGL154C	4.0	923.0
YGL155W	139.0	394.0
YGL156W	119.0	152.0
YGL157W		59.0
YGL159W	33.0	1009.0
YGL160W	137.0	135.0
YGL161C	100.0	152.0
YGL162W	212.0	143.0
YGL163C	158.0	38.0
YGL164C	78.0	88.0
YGL166W	43.0	152.0
YGL167C	376.0	140.0
YGL168W	1475.0	2989.0
YGL169W	70.0	203.0
YGL170C	29.0	102.0
YGL171W	36.0	91.0
YGL172W	49.0	112.0
YGL173C	390.0	106.0
YGL174W	41.0	218.0
YGL175C	59.0	1968.0
YGL176C	1279.0	106.0
YGL178W	482.0	661.0
YGL179C	79.0	104.0
YGL180W	573.0	354.0
YGL181W	53.0	131.0
YGL184C	134.0	115.0
YGL185C	9.0	70.0
YGL186C	32.0	45.0
YGL187C	463.0	309.0
YGL188C-A	15.0	674.0
YGL189C	19.0	71.0
YGL190C	591.0	208.0
YGL191W	111.0	246.0
YGL192W	312.0	45.0
YGL193C		1585.0
YGL194C	52.0	123.0
YGL194C-A	260.0	180.0
YGL195W	43.0	109.0
YGL196W	262.0	178.0
YGL197W	203.0	657.0
YGL198W	11.0	50.0
YGL200C	61.0	107.0
YGL201C	76.0	167.0
YGL202W	178.0	97.0
YGL203C	112.0	36.0
YGL204C	142.0	619.0
YGL205W	187.0	230.0
YGL206C	72.0	275.0
YGL207W	1640.0	315.0
YGL208W	216.0	2646.0
YGL209W		180.0
YGL210W	40.0	108.0
YGL211W	1105.0	105.0
YGL212W	25.0	1315.0
YGL213C	42.0	154.0
YGL215W	472.0	347.0
YGL216W	276.0	67.0
YGL219C	45.0	89.0
YGL220W		181.0
YGL221C	19.0	81.0
YGL222C	69.0	151.0
YGL223C	67.0	35.0
YGL224C	113.0	88.0
YGL225W	41.0	127.0
YGL226C-A	319.0	143.0
