gene	n_isoforms	n_reads	mtif_support	iqr5	iqr3	utr5_max	utr3_max	utr5_p95	utr3_p95	utr5_p99	utr3_p99	f5_within_20	f3_within_20	f5_within_50	f3_within_50	f5_within_100	f3_within_100
YEL048C	135	357.0	47	16.0	79.0	104.0	2159.0	95.0	1905.7499999999995	98.0	2138.93	0.8151260504201681	0.6106442577030813	0.9243697478991597	0.6834733893557423	1.0	0.8711484593837535
YEL049W	19	14.0	4	156.0	7.0	365.0	175.0	363.6666666666667	160.29999999999998	365.0	172.06	0.5	0.8571428571428571	0.5	1.0	0.5	1.0
YEL050C	366	1150.0	77	25.0	19.0	260.0	269.0	94.0	222.0	104.0	223.0	0.8660869565217392	0.6321739130434783	0.9886956521739131	0.9026086956521739	0.9921739130434782	0.971304347826087
YEL050W-A	9	2.0	1	1.0	55.0	1218.0	2073.0	57.4	71.8	57.88	72.76	1.0	0.5	1.0	0.5	1.0	1.0
YEL051W	491	4628.0	447	5.916666666664241	48.0	445.0	2665.0	60.0	158.0	66.0	205.0	0.8867761452031115	0.5315471045808124	1.0	0.9209161624891962	1.0	0.9870354364736387
YEL052W	301	3705.0	643	8.0	3.0	277.0	118.0	204.0	75.0	250.0	84.0	0.8831309041835358	0.9775978407557355	0.9379217273954116	0.9997300944669366	0.9441295546558705	1.0
YEL053C	126	647.0	119	20.625	4.0	417.0	655.0	83.43333333333332	107.0	273.0899999999999	115.0	0.7171561051004637	0.9258114374034003	0.9536321483771252	0.9969088098918083	0.9768160741885626	0.9969088098918083
YEL054C	1505	28990.0	3766	3.0	160.0	377.0	932.0	42.0	246.0	104.0	263.0	0.9400137978613315	0.46674715419110036	0.9854087616419455	0.48547775094860296	0.996757502587099	0.4867540531217661
YEL055C	80	291.0	110	0.0	0.0	323.0	203.0	95.0	190.71249999999998	108.94999999999987	193.718	0.7835051546391752	0.8144329896907216	0.9759450171821306	0.8591065292096219	0.9965635738831615	0.8934707903780069
YEL056W	5	7.0	2	20.5	59.33333333333576	78.0	171.0	78.0	171.0	78.0	171.0	0.7142857142857143	0.42857142857142855	1.0	0.5714285714285714	1.0	1.0
YEL057C	208	727.0	154	31.0	12.0	460.0	758.0	169.14999999999998	122.0	214.58000000000024	132.0	0.6492434662998624	0.9628610729023384	0.8486932599724897	0.9958734525447043	0.9587345254470426	0.9972489683631361
YEL058W	623	20656.0	3863	22.0	4.0	850.0	1062.0	44.0	99.0	44.0	242.0	0.7387683965917893	0.9361928737412858	0.9982571649883811	0.9545410534469404	0.9989349341595662	0.9639814097598761
YEL059C-A	135	226.0	12	29.0	18.0	657.0	271.0	445.0	110.39999999999998	454.68000000000006	137.44000000000005	0.3893805309734513	0.7920353982300885	0.9247787610619469	0.9380530973451328	0.9292035398230089	1.0
YEL059W	13	12.0	2	40.0	164.0	250.0	2207.0	240.9	2206.7	247.83999999999997	2207.0	0.5	0.3333333333333333	0.9166666666666666	0.3333333333333333	1.0	0.3333333333333333
YEL060C	108	390.0	51	0.0	69.40000000000146	173.0	284.0	63.0	250.0	135.0	258.4000000000001	0.958974358974359	0.6974358974358974	0.9871794871794872	0.7282051282051282	0.9948717948717949	0.764102564102564
YEL061C	29	31.0	2	20.66666666666424	166.75	133.0	262.0	132.7	262.0	133.0	262.0	0.7419354838709677	0.12903225806451613	0.9354838709677419	0.45161290322580644	1.0	0.5806451612903226
YEL062W	49	161.0	62	3.0	0.0	183.0	311.0	27.528571428571418	149.34999999999997	175.5999999999999	307.29999999999995	0.968944099378882	0.84472049689441	0.9751552795031055	0.906832298136646	0.9751552795031055	0.9192546583850931
YEL063C	93	170.0	12	16.0	23.0	256.0	341.0	246.0	317.0	247.0	337.2666666666667	0.9352941176470588	0.5588235294117647	0.9529411764705882	0.8235294117647058	0.9588235294117647	0.8294117647058824
YEL064C	125	273.0	11	19.0	145.0	92.0	334.0	69.0	328.0	75.13333333333321	328.77	0.1978021978021978	0.21245421245421245	0.989010989010989	0.5531135531135531	1.0	0.7142857142857143
YEL065W	197	1328.0	132	11.0	5.487804878048337	1543.0	239.0	89.0	100.0	353.58000000000516	102.66000000000008	0.7575301204819277	0.3810240963855422	0.9239457831325302	0.9894578313253012	0.9683734939759037	0.9939759036144579
YEL066W	244	576.0	91	43.0	9.0	1159.0	2438.0	170.19999999999993	163.0	604.0	2412.0	0.46875	0.8958333333333334	0.8732638888888888	0.9375	0.9479166666666666	0.9600694444444444
YEL067C	21	25.0	3	167.0	87.125	389.0	792.0	385.25	792.0	389.0	792.0	0.52	0.44	0.56	0.44	0.56	1.0
YEL068C	351	1844.0	105	12.0	85.0	1187.0	1229.0	532.0	249.0	969.6133333333331	249.0	0.7809110629067245	0.5466377440347071	0.841648590021692	0.547180043383948	0.8899132321041214	0.9972885032537961
YEL069C	1	1.0	1	0.0	0.0	51.0	101.0	51.0	101.0	51.0	101.0	1.0	1.0	1.0	1.0	1.0	1.0
YEL070W	9	13.0	2	83.16666666666788	0.0	392.0	139.0	391.2	137.95	392.0	139.0	0.23076923076923078	1.0	0.3076923076923077	1.0	0.7692307692307693	1.0
YEL071W	271	1328.0	165	20.0	29.294117647059466	1187.0	345.0	72.0	141.0	174.0	250.0	0.7213855421686747	0.7003012048192772	0.9623493975903614	0.9570783132530121	0.9683734939759037	0.9864457831325302
YEL072W	69	107.0	12	68.875	58.0	647.0	341.0	144.29999999999998	332.19999999999993	612.3499999999963	341.0	0.5327102803738317	0.5327102803738317	0.6074766355140186	0.6355140186915887	0.9345794392523364	0.9345794392523364
YEL073C	41	161.0	112	1.407079646017337	0.0	331.0	809.0	243.19999999999982	729.0	283.2399999999998	774.8299999999994	0.7453416149068323	0.8322981366459627	0.7763975155279503	0.8881987577639752	0.9254658385093167	0.9006211180124224
YER001W	106	347.0	80	4.0	15.166666666656965	158.0	1784.0	64.0	282.0	66.0	292.0	0.9394812680115274	0.7550432276657061	0.9971181556195965	0.7550432276657061	0.9971181556195965	0.760806916426513
YER002W	291	3449.0	892	17.0	3.0	3332.0	233.0	68.04999999999973	108.0	82.0	114.1930769230769	0.7967526819367933	0.9927515221803421	0.9939112786314874	0.9976804870977095	0.9985503044360684	0.9985503044360684
YER003C	505	2573.0	154	24.0	167.0	65.0	399.0	44.0	269.0	49.0	274.0	0.6925767586474932	0.41702293043140304	1.0	0.4803731053245239	1.0	0.5262339681305869
YER004W	234	4324.0	944	2.0	2.0	488.0	2302.0	10.0	262.0	197.0	266.0	0.9759481961147086	0.9141998149861239	0.9791859389454209	0.9972247918593895	0.9812673450508789	0.9995374653098983
YER005W	135	307.0	20	13.0	180.0	980.0	1953.0	78.0	299.0	477.4500000000035	991.6900000000107	0.9022801302931596	0.4560260586319218	0.9641693811074918	0.6579804560260586	0.9869706840390879	0.6579804560260586
YER006W	498	3481.0	493	11.0	37.0	2246.0	251.0	49.0	115.0	65.0	234.0	0.9718471703533468	0.645216891697788	0.9979890835966676	0.9462798046538351	0.9979890835966676	0.9810399310542948
YER007C-A	573	1536.0	67	12.0	69.0	69.0	1443.0	51.0	228.0	57.0	365.42499999999825	0.958984375	0.51171875	1.0	0.6803385416666666	1.0	0.8880208333333334
YER007W	132	370.0	26	7.0	65.0	67.0	223.0	35.72727272727273	157.0	39.0	199.0	0.9513513513513514	0.3945945945945946	1.0	0.4243243243243243	1.0	0.9702702702702702
YER008C	7	7.0	1	27.5	19.5	68.0	105.0	68.0	105.0	68.0	105.0	0.7142857142857143	0.42857142857142855	1.0	1.0	1.0	1.0
YER009W	468	3624.0	312	31.0	10.0	123.0	370.0	73.0	186.0	73.0	221.80799999999982	0.6473509933774835	0.9337748344370861	0.9977924944812362	0.9884105960264901	1.0	0.9988962472406181
YER010C	86	212.0	16	8.0	18.0	346.0	131.0	45.0	128.0	99.2999999999999	129.50666666666666	0.8915094339622641	0.8160377358490566	0.9858490566037735	1.0	0.9952830188679245	1.0
YER011W	55	125.0	15	0.0	81.0	336.0	270.0	68.5	173.0	305.125	267.5	0.944	0.488	0.984	0.496	0.984	0.96
YER012W	434	1390.0	84	25.0	13.0	545.0	257.0	91.0	161.0	119.0	197.0	0.6381294964028777	0.6805755395683454	0.9338129496402877	0.9820143884892086	1.0	1.0
YER013W	2	2.0	1	5.0	9.0	18.0	90.0	18.0	90.0	18.0	90.0	1.0	1.0	1.0	1.0	1.0	1.0
YER014W	68	224.0	48	18.0	27.0	370.0	267.0	54.29999999999998	136.53333333333333	188.65999999999963	138.704	0.8392857142857143	0.4107142857142857	0.9776785714285714	0.9866071428571429	0.9821428571428571	0.9955357142857143
YER015W	51	78.0	5	54.0	6.0	102.0	300.0	81.0	278.0	97.23999999999998	300.0	0.5384615384615384	0.8717948717948718	0.6666666666666666	0.9871794871794872	1.0	0.9871794871794872
YER016W	34	25.0	2	14.0	34.0	52.0	166.0	52.0	160.5	52.0	166.0	0.8	0.56	1.0	0.88	1.0	1.0
YER017C	26	57.0	11	19.25	21.5	613.0	190.0	108.34999999999997	188.0	578.6299999999999	189.93	0.7543859649122807	0.5964912280701754	0.9649122807017544	1.0	0.9824561403508771	1.0
YER018C	136	227.0	30	27.0	33.0	1980.0	2423.0	1367.849999999999	155.0	1607.61	1139.453333333323	0.6123348017621145	0.5594713656387665	0.8149779735682819	0.8237885462555066	0.8546255506607929	0.960352422907489
YER019C-A	1102	6329.0	371	21.0	3.0	763.0	2388.0	89.0	89.03333333333285	324.9900000000007	153.0	0.7340812134618423	0.9179965239374309	0.9712434823826829	0.9603412861431506	0.9886237952283141	0.9913098435771844
YER019W	93	199.0	18	232.125	8.0	467.0	115.0	415.54999999999995	91.0	459.05999999999995	102.09999999999991	0.45226130653266333	0.9899497487437185	0.6130653266331658	1.0	0.7035175879396985	1.0
YER020W	336	872.0	39	37.0	136.0	889.0	2037.0	135.39999999999958	295.0	327.44999999999993	307.8533333333333	0.44724770642201833	0.3577981651376147	0.8509174311926605	0.4724770642201835	0.9506880733944955	0.7121559633027523
YER021W	89	283.0	61	16.0	2.0	1843.0	136.0	66.0	130.285	74.0	133.34000000000003	0.7526501766784452	0.9293286219081273	0.9964664310954063	0.9293286219081273	0.9964664310954063	1.0
YER022W	88	1040.0	212	12.235294117650483	0.0	206.0	124.0	45.0	99.3	51.0	109.09999999999991	0.8701923076923077	0.9913461538461539	0.9961538461538462	1.0	0.9971153846153846	1.0
YER023W	640	23470.0	6008	11.0	0.0	122.0	3506.0	48.0	80.0	71.16571428571416	217.0	0.931870472944184	0.9635705155517682	0.9904985087345548	0.9641244141457179	1.0	0.9673625905411163
YER024W	13	14.0	2	161.0	8.0	1217.0	479.0	1187.7999999999997	438.5999999999998	1217.0	479.0	0.7142857142857143	0.7857142857142857	0.7142857142857143	0.7857142857142857	0.7142857142857143	0.7857142857142857
YER025W	596	12325.0	1406	22.0	12.0	911.0	343.0	65.0	270.0	69.0	293.0	0.7316835699797161	0.9511561866125761	0.994158215010142	0.9978093306288033	0.9993509127789046	0.9996754563894523
YER026C	761	5825.0	305	40.0	6.0	105.0	233.0	65.0	134.0	91.0	222.0	0.24257510729613735	0.7903862660944206	0.8001716738197425	0.9744206008583691	1.0	0.998969957081545
YER027C	309	632.0	17	25.0	67.0	1396.0	321.0	132.0	256.5333333333333	172.47199999999998	300.7199999999998	0.6598101265822784	0.4477848101265823	0.9541139240506329	0.5110759493670886	0.9936708860759493	0.7800632911392406
YER028C	40	52.0	9	39.0	6.714285714289872	112.0	454.0	97.39999999999999	263.0	107.96	450.1799999999994	0.5576923076923077	0.9038461538461539	1.0	0.9038461538461539	1.0	0.9038461538461539
YER029C	163	491.0	34	16.75	15.0	304.0	205.0	71.0	112.0	90.17999999999995	119.0	0.8268839103869654	0.8391038696537678	0.9979633401221996	0.8778004073319755	0.9979633401221996	1.0
YER030W	625	2928.0	228	12.0	13.0	159.0	539.0	81.66666666666636	195.0	88.0	201.0	0.8309426229508197	0.7175546448087432	0.9115437158469946	0.898224043715847	0.9996584699453552	0.9989754098360656
YER031C	422	2858.0	215	1.5873015873075929	21.0	80.0	323.0	42.0	210.0	46.0	210.0	0.9692092372288313	0.6738978306508048	1.0	0.8572428271518544	1.0	0.9982505248425473
YER032W	58	116.0	10	26.38461538462434	65.0	100.0	289.0	87.0	277.09999999999997	99.68	286.36	0.6206896551724138	0.3448275862068966	0.9827586206896551	0.3706896551724138	1.0	0.9913793103448276
YER033C	7	7.0	1	251.75	69.75	269.0	911.0	269.0	911.0	269.0	911.0	0.2857142857142857	0.14285714285714285	0.42857142857142855	0.42857142857142855	0.42857142857142855	0.8571428571428571
YER034W	139	398.0	49	22.0	39.55999999999767	169.0	985.0	39.0	268.0	53.0	985.0	0.6331658291457286	0.40954773869346733	1.0	0.8492462311557789	1.0	0.9698492462311558
YER035W	229	631.0	40	19.0	37.0	832.0	353.0	81.0	312.0	815.5599999999986	312.0	0.803486529318542	0.6022187004754358	0.9239302694136292	0.7876386687797148	0.9730586370839936	0.7955625990491284
YER036C	476	7267.0	742	7.0	5.0	116.0	262.0	47.0	120.0	56.0	130.0	0.9565157561579744	0.9760561442135682	0.9957341406357506	0.9964221824686941	1.0	0.9984863079675245
YER037W	19	44.0	11	0.0	4.0	81.0	223.0	80.3	221.79999999999998	81.0	223.0	0.8409090909090909	1.0	0.8863636363636364	1.0	1.0	1.0
YER038C	46	75.0	8	8.625	161.2333333333372	94.0	1046.0	51.0	1005.75	83.25	1036.25	0.8133333333333334	0.3466666666666667	0.9866666666666667	0.5466666666666666	1.0	0.6
YER038W-A	14	10.0	3	16.0	220.5	72.0	763.0	72.0	763.0	72.0	763.0	0.9	0.4	1.0	0.4	1.0	0.5
YER039C	54	111.0	21	0.1666666666569654	65.0	317.0	185.0	311.0	185.0	312.78	185.0	0.2072072072072072	0.23423423423423423	0.21621621621621623	0.2882882882882883	0.22522522522522523	0.990990990990991
YER039C-A	50	86.0	11	9.0	24.0	41.0	992.0	35.0	977.8000000000001	38.120000000000005	992.0	0.9883720930232558	0.4418604651162791	1.0	0.9302325581395349	1.0	0.9767441860465116
YER040W	55	140.0	18	10.0	2.0	157.0	268.0	110.0	263.0	118.29999999999976	268.0	0.8714285714285714	0.9642857142857143	0.9928571428571429	0.9785714285714285	1.0	0.9857142857142858
YER041W	45	87.0	10	18.5	27.0	108.0	841.0	86.0	213.0	100.59999999999991	686.0933333333314	0.735632183908046	0.6551724137931034	0.9885057471264368	0.9885057471264368	1.0	0.9885057471264368
YER042W	210	369.0	17	37.0	96.0	2548.0	255.0	96.0	206.0	102.0	212.0	0.5799457994579946	0.45257452574525747	0.9051490514905149	0.46883468834688347	0.997289972899729	0.6720867208672087
YER043C	732	20453.0	5898	10.0	8.0	152.0	333.0	84.0	235.0	86.0	243.94000000000233	0.7872194788050653	0.9480760768591404	0.8145993252823547	0.9530142277416516	0.9998533222510145	0.9881191023321763
YER044C	425	1478.0	111	41.0	15.0	1463.0	213.0	132.79999999999973	149.0	1395.0	172.0	0.5669824086603519	0.7916102841677943	0.8849797023004059	0.989851150202977	0.9634641407307172	1.0
YER045C	66	77.0	5	27.75	13.0	327.0	231.0	320.19999999999993	218.0	325.92	228.03000000000003	0.36363636363636365	0.11688311688311688	0.6493506493506493	0.8961038961038961	0.8961038961038961	1.0
YER046W	107	253.0	21	65.5	9.0	1069.0	174.0	666.4307692307692	92.28	688.7	168.85	0.2964426877470356	0.9011857707509882	0.6007905138339921	0.9723320158102767	0.7786561264822134	0.9841897233201581
YER048C	568	4350.0	509	17.0	55.0	1635.0	401.0	102.0	201.0	132.0	205.0	0.7919540229885057	0.5949425287356321	0.9786206896551725	0.6680459770114943	0.9944827586206897	0.9988505747126437
YER048W-A	513	3883.0	396	0.0	104.0	107.0	724.0	84.0	359.0	96.0	503.5666666666669	0.8923512747875354	0.560133917074427	0.9690960597476178	0.6904455318053052	1.0	0.9531290239505537
YER049W	153	1241.0	298	65.0	0.0	214.0	263.0	87.0	98.0	100.86857142857129	215.0	0.6929895245769541	0.9854955680902499	0.7115229653505237	0.9854955680902499	0.9991941982272361	0.9854955680902499
YER050C	202	638.0	45	12.0	24.428571428579744	77.0	320.0	67.0	167.0	75.0	245.64000000000055	0.9623824451410659	0.7382445141065831	1.0	0.9231974921630094	1.0	0.9811912225705329
YER051W	21	27.0	6	4.75	67.33333333334303	35.0	215.0	33.3	186.94999999999996	35.0	215.0	1.0	0.4444444444444444	1.0	0.48148148148148145	1.0	0.9629629629629629
YER052C	131	341.0	32	34.0	27.0	197.0	168.0	116.34999999999997	161.0	164.0	163.3599999999999	0.3313782991202346	0.6979472140762464	0.9002932551319648	0.9736070381231672	0.9912023460410557	1.0
YER053C	297	1071.0	137	48.333333333343035	15.0	513.0	702.0	222.0	180.0	422.15999999999985	180.0	0.6797385620915033	0.6741363211951448	0.6909430438842203	0.9869281045751634	0.8057889822595705	0.9915966386554622
YER053C-A	34	36.0	5	75.0	59.666666666656965	286.0	419.0	234.0	381.0	270.88	419.0	0.5277777777777778	0.6111111111111112	0.6944444444444444	0.6666666666666666	0.7777777777777778	0.8055555555555556
YER054C	44	57.0	4	152.75	2.0	602.0	272.0	588.25	202.89999999999998	602.0	272.0	0.2631578947368421	0.8596491228070176	0.42105263157894735	0.9649122807017544	0.43859649122807015	1.0
YER055C	518	1852.0	69	64.0	58.0	2415.0	1212.0	129.0	132.0	133.78285714285715	135.0	0.47516198704103674	0.3596112311015119	0.7327213822894169	0.7019438444924406	0.9487041036717062	0.9924406047516199
YER056C	453	8013.0	2344	0.0	13.049999999988358	2135.0	1752.0	91.0	162.0	138.17428571428562	204.0	0.9512042930238362	0.8828154249344815	0.9858979158866842	0.9648071883189816	0.9952577062273805	0.9908898040683889
YER056C-A	1098	49145.0	7245	15.0	0.0	1014.0	3049.0	44.0	87.0	54.0	124.0	0.8526197985552956	0.9743819310204497	0.9973751144572184	0.9915556007732221	0.9989419066029097	0.9998779123003357
YER057C	697	8355.0	866	21.0	9.0	420.0	1405.0	80.0	101.0	85.0	235.40000000003783	0.6710951526032316	0.9572710951526032	0.9971274685816877	0.9672052663076003	0.9985637342908438	0.9892280071813285
YER058W	153	342.0	24	15.0	34.0	408.0	180.0	62.0	162.79999999999995	67.0	166.0	0.8801169590643275	0.5233918128654971	1.0	0.9473684210526315	1.0	1.0
YER059W	117	271.0	56	0.0	53.75	215.0	781.0	192.0	590.7666666666665	197.70666666666685	718.3833333333339	0.8708487084870848	0.5018450184501845	0.996309963099631	0.7453874538745388	1.0	0.8228782287822878
YER060W	5	6.0	2	21.33333333331393	48.0	136.0	146.0	136.0	146.0	136.0	146.0	0.8333333333333334	0.6666666666666666	0.8333333333333334	0.8333333333333334	1.0	1.0
YER060W-A	3	3.0	1	432.0	0.75	635.0	147.0	635.0	147.0	635.0	147.0	0.3333333333333333	1.0	0.6666666666666666	1.0	0.6666666666666666	1.0
YER061C	84	170.0	23	9.0	6.75	88.0	1925.0	57.0	192.0	85.60000000000002	758.600000000011	0.9117647058823529	0.7823529411764706	1.0	0.8058823529411765	1.0	0.9411764705882353
YER062C	294	1116.0	111	78.0	7.0	657.0	249.0	159.0	193.19292035398232	163.0	218.8933333333333	0.11559139784946236	0.6460573476702509	0.20430107526881722	0.9614695340501792	0.5806451612903226	0.992831541218638
YER063W	275	844.0	99	11.0	22.0	522.0	276.0	95.0	217.0	177.0	228.0	0.6646919431279621	0.6812796208530806	0.9454976303317536	0.7867298578199052	0.9751184834123223	0.995260663507109
YER064C	683	6440.0	1087	22.0	24.0	164.0	1909.0	91.0	276.5	136.0	506.0	0.6919254658385093	0.618167701863354	0.9467391304347826	0.9194099378881988	1.0	0.9391304347826087
YER065C	145	354.0	30	263.0	5.0	350.0	162.0	337.45	127.0	340.96	137.0	0.3502824858757062	0.9774011299435028	0.4406779661016949	1.0	0.7231638418079096	1.0
YER066W	95	201.0	38	283.25	43.0	1441.0	407.0	900.0	215.0	1130.6500000000035	281.0866666666678	0.21890547263681592	0.5174129353233831	0.21890547263681592	0.845771144278607	0.21890547263681592	0.9900497512437811
YER067W	363	13342.0	7131	8.0	0.0	1619.0	533.0	270.0	93.39999999999964	299.0	101.0	0.8456753110478189	0.9933293359316444	0.8862989057112877	0.9988007794933293	0.8910957877379703	0.9994003897466647
YER068C-A	2	2.0	1	1008.0	155.0	1044.0	461.0	1044.0	461.0	1044.0	461.0	0.5	0.5	0.5	0.5	0.5	0.5
YER068W	134	510.0	26	24.0	17.0	148.0	304.0	120.0	115.0	139.0	124.99999999999989	0.6254901960784314	0.9509803921568627	0.9294117647058824	0.984313725490196	1.0	0.9921568627450981
YER069W	50	88.0	5	24.0	26.0	199.0	161.0	75.0	161.0	151.88000000000056	161.0	0.5454545454545454	0.5	0.8636363636363636	0.9204545454545454	0.9886363636363636	1.0
YER070W	253	1027.0	97	29.0	30.541836734686513	265.0	1725.0	78.0	224.0	187.0	247.23000000000002	0.7166504381694255	0.7059396299902629	0.9883154819863681	0.8802336903602727	0.9892891918208374	0.9337877312560857
YER071C	223	585.0	57	18.928571428579744	23.900000000023283	188.0	286.0	78.5	248.5	105.0666666666666	268.0	0.7658119658119659	0.6427350427350428	0.8871794871794871	0.9196581196581196	0.9914529914529915	0.9658119658119658
YER072W	952	32448.0	6079	13.0	3.0	3895.0	4112.0	90.0	150.0	108.0	163.0	0.8213141025641025	0.9746055226824457	0.9010108481262328	0.9970106015779092	0.9998459072978304	0.9995069033530573
YER073W	243	1745.0	408	2.0	164.0	1282.0	2058.0	86.0	279.0	215.0	282.41999999999996	0.9232091690544413	0.5742120343839542	0.935243553008596	0.5759312320916905	0.9822349570200573	0.5988538681948424
YER074W	565	4128.0	342	29.0	30.0	3575.0	454.0	56.0	154.0	83.4399999999996	166.4533333333333	0.6022286821705426	0.6022286821705426	0.9874031007751938	0.8195251937984496	0.999031007751938	0.999031007751938
YER074W-A	430	1760.0	152	34.0	6.0	345.0	485.0	69.0	286.0	175.0	322.6000000000001	0.6431818181818182	0.8102272727272727	0.8948863636363636	0.8335227272727272	0.9840909090909091	0.8357954545454546
YER075C	36	45.0	5	20.0	17.75	346.0	320.0	341.0	313.0	346.0	320.0	0.8	0.8222222222222222	0.8666666666666667	0.8888888888888888	0.9111111111111111	0.8888888888888888
YER076C	86	117.0	12	291.5	142.0	553.0	379.0	503.0	300.0	546.97	301.32	0.4444444444444444	0.6324786324786325	0.5641025641025641	0.6923076923076923	0.6410256410256411	0.7435897435897436
YER076W-A	3	1.0	1	2.5	81.0	341.0	193.0	341.0	189.3	341.0	192.26	1.0	1.0	1.0	1.0	1.0	1.0
YER077C	1	1.0	1	0.0	0.0	178.0	108.0	178.0	108.0	178.0	108.0	1.0	1.0	1.0	1.0	1.0	1.0
YER078C	152	529.0	35	61.58974358974956	7.0	399.0	177.0	212.0	117.09999999999991	239.0	165.0	0.32892249527410206	0.941398865784499	0.46313799621928164	0.9565217391304348	0.9905482041587902	1.0
YER078W-A	6	4.0	1	155.0	3.0	1877.0	71.0	1877.0	67.39999999999999	1877.0	70.28	0.25	1.0	0.25	1.0	0.5	1.0
YER079W	86	125.0	5	8.0	136.0	107.0	303.0	85.0	276.0	98.0	300.0	0.84	0.304	0.976	0.48	1.0	0.48
YER080W	185	885.0	118	23.0	2.0	107.0	766.0	47.875	125.0	80.39999999999964	368.833333333333	0.735593220338983	0.8666666666666667	0.9898305084745763	0.9096045197740112	1.0	0.9751412429378531
YER081W	83	206.0	47	445.0	0.0	505.0	263.0	473.0	193.0	481.88	263.0	0.4368932038834951	0.8980582524271845	0.46601941747572817	0.9077669902912622	0.470873786407767	0.9320388349514563
YER082C	224	1307.0	183	11.0	5.0	1140.0	354.0	92.37058823529411	92.0	106.01000000000045	159.58000000000038	0.8661055853098699	0.9594491201224178	0.9885233358837031	0.9678653404743688	0.9923488905891354	0.9931140015302219
YER083C	314	3700.0	477	19.20754716981901	6.0	55.0	2159.0	36.0	46.0	45.0	211.0	0.96	0.9745945945945946	1.0	0.9767567567567568	1.0	0.9794594594594594
YER085C	20	21.0	3	46.75	22.16666666668607	1488.0	475.0	849.9999999999992	157.0	1488.0	341.4399999999995	0.3333333333333333	0.7142857142857143	0.8095238095238095	1.0	0.8571428571428571	1.0
YER086W	852	8304.0	1111	49.0	9.0	145.0	393.0	109.0	166.0	111.0	170.0	0.41883429672447015	0.7678227360308285	0.7618015414258189	0.9639932562620424	0.9993978805394991	0.9965077071290944
YER087C-B	409	4555.0	592	8.0	5.0	1933.0	370.0	47.0	220.0	58.0	242.5399999999998	0.9659714599341384	0.9001097694840834	0.9978046103183315	0.9920965971459934	0.9980241492864984	0.994291986827662
YER087W	123	532.0	64	8.0	84.59999999997672	116.0	196.0	81.0	168.99591836734695	99.3599999999999	182.78769230769223	0.8120300751879699	0.2951127819548872	0.9586466165413534	0.41541353383458646	1.0	0.9454887218045113
YER088C	166	417.0	19	61.83333333331393	17.0	691.0	193.0	137.11999999999998	166.0	299.8799999999994	173.46499999999983	0.3645083932853717	0.8465227817745803	0.9376498800959233	0.9664268585131894	0.9664268585131894	0.9784172661870504
YER088C-A	417	862.0	61	520.0	104.0	1676.0	540.0	1650.0	436.0	1673.0	478.52	0.5591647331786543	0.6786542923433875	0.6136890951276102	0.7238979118329466	0.62877030162413	0.7470997679814385
YER088W-B	11	9.0	3	1497.5	1553.041666666686	2837.0	1597.0	2837.0	1597.0	2837.0	1597.0	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.4444444444444444	0.4444444444444444
YER089C	903	8060.0	1092	10.0	11.0	360.0	790.0	330.0	554.0	352.0	684.0	0.8898263027295286	0.9225806451612903	0.9492555831265509	0.929652605459057	0.9702233250620348	0.9297766749379652
YER090C-A	1	1.0	1	0.0	0.0	1223.0	637.0	1223.0	637.0	1223.0	637.0	1.0	1.0	1.0	1.0	1.0	1.0
YER090W	418	3855.0	287	31.0	8.0	527.0	266.0	93.0	147.0	100.7782608695652	174.0	0.6360570687418936	0.7501945525291829	0.9810635538261997	0.9743190661478599	0.9997405966277562	0.991958495460441
YER091C	130	1479.0	815	0.0	0.0	365.0	281.0	78.0	235.0	199.84000000000015	248.0	0.964841108857336	0.9323867478025692	0.9675456389452333	0.9567275185936444	0.9878296146044625	0.9925625422582827
YER092W	345	1153.0	173	6.0	136.0	63.0	2134.0	37.053333333333285	266.39999999999964	51.42500000000007	424.0	0.9063313096270599	0.4735472679965308	0.9965307892454467	0.5897658282740676	1.0	0.6955767562879445
YER093C	9	17.0	5	21.267857142840512	4.0	137.0	187.0	123.34999999999994	143.94999999999982	137.0	187.0	0.7058823529411765	0.9411764705882353	0.9411764705882353	0.9411764705882353	1.0	0.9411764705882353
YER093C-A	6	7.0	2	10.08333333331393	8.0	34.0	138.0	34.0	138.0	34.0	138.0	1.0	1.0	1.0	1.0	1.0	1.0
YER094C	541	8317.0	1499	15.0	0.0	959.0	355.0	110.0	161.0	118.66624999999999	172.0	0.879644102440784	0.9870145485150896	0.978117109534688	0.9941084525670314	0.9937477455813394	0.9955512805097992
YER095W	378	1626.0	121	33.0	6.0	348.0	730.0	67.0	320.9999999999991	84.0	380.44000000000005	0.4932349323493235	0.7539975399753998	0.8105781057810578	0.8567035670356704	0.997539975399754	0.9372693726937269
YER096W	34	40.0	3	16.5	24.33333333331393	329.0	347.0	172.5	199.0	329.0	331.80000000000007	0.725	0.875	0.875	0.875	0.975	0.9
YER097W	3	1.0	1	104.0	938.0	219.0	1902.0	198.2	1902.0	214.84	1902.0	1.0	1.0	1.0	1.0	1.0	1.0
YER098W	54	71.0	5	28.0	262.75	288.0	430.0	252.23333333333338	423.0	287.37	429.26500000000004	0.5211267605633803	0.4647887323943662	0.8309859154929577	0.6056338028169014	0.8591549295774648	0.6197183098591549
